"State","Year","Gender","Event","Class","Mark","Mark.Note"
"Oklahoma",1981,"Boys","Mile","4A","4:21.6",""
"Oklahoma",1981,"Boys","Mile","3A","4:35.2",""
"Oklahoma",1981,"Boys","Mile","2A","4:35.44",""
"Oklahoma",1981,"Boys","Mile","A","4:42.92",""
"Oklahoma",1981,"Boys","Mile","B","4:37.77",""
"Oklahoma",1980,"Boys","Mile","4A","4:26.04",""
"Oklahoma",1980,"Boys","Mile","3A","4:37.31",""
"Oklahoma",1980,"Boys","Mile","2A","4:31.35",""
"Oklahoma",1980,"Boys","Mile","A","4:37.07",""
"Oklahoma",1980,"Boys","Mile","B","4:31.0",""
"Oklahoma",1979,"Boys","Mile","4A","4:12.96",""
"Oklahoma",1979,"Boys","Mile","3A","4:27.78",""
"Oklahoma",1979,"Boys","Mile","2A","4:33.82",""
"Oklahoma",1979,"Boys","Mile","A","4:37.57",""
"Oklahoma",1979,"Boys","Mile","B","4:37.87",""
"Oklahoma",1978,"Boys","Mile","4A","4:22.05",""
"Oklahoma",1978,"Boys","Mile","3A","4:34.26",""
"Oklahoma",1978,"Boys","Mile","2A","4:46.1",""
"Oklahoma",1978,"Boys","Mile","A","4:45.78",""
"Oklahoma",1978,"Boys","Mile","B","4:35.48",""
"Oklahoma",1977,"Boys","Mile","4A","4:24.76",""
"Oklahoma",1977,"Boys","Mile","3A","4:24.80",""
"Oklahoma",1977,"Boys","Mile","2A","4:29.61",""
"Oklahoma",1977,"Boys","Mile","A","4:39.98",""
"Oklahoma",1977,"Boys","Mile","B","4:40.57",""
"Oklahoma",1976,"Boys","Mile","4A","4:26.2",""
"Oklahoma",1976,"Boys","Mile","3A","4:33.2",""
"Oklahoma",1976,"Boys","Mile","2A","4:33.8",""
"Oklahoma",1976,"Boys","Mile","A","4:43.2",""
"Oklahoma",1976,"Boys","Mile","B","4:34.0",""
"Oklahoma",1975,"Boys","Mile","4A","4:24.1",""
"Oklahoma",1975,"Boys","Mile","3A","4:31.1",""
"Oklahoma",1975,"Boys","Mile","2A","4:36.1",""
"Oklahoma",1975,"Boys","Mile","A","4:27.4",""
"Oklahoma",1975,"Boys","Mile","B","4:34.7",""
"Oklahoma",1974,"Boys","Mile","4A","4:19.4",""
"Oklahoma",1974,"Boys","Mile","3A","4:31.1",""
"Oklahoma",1974,"Boys","Mile","2A","4:36.7",""
"Oklahoma",1974,"Boys","Mile","A","4:40.5",""
"Oklahoma",1973,"Boys","Mile","4A","4:24.3",""
"Oklahoma",1973,"Boys","Mile","3A","4:30.8",""
"Oklahoma",1973,"Boys","Mile","2A","4:32.2",""
"Oklahoma",1973,"Boys","Mile","A","4:40.6",""
"Oklahoma",1972,"Boys","Mile","4A","4:22.0",""
"Oklahoma",1972,"Boys","Mile","3A","4:21.5",""
"Oklahoma",1972,"Boys","Mile","2A","4:27.4",""
"Oklahoma",1972,"Boys","Mile","A","4:45.8",""
"Oklahoma",1971,"Boys","Mile","4A","4:30.0",""
"Oklahoma",1971,"Boys","Mile","3A","4:32.3",""
"Oklahoma",1971,"Boys","Mile","2A","4:33.8",""
"Oklahoma",1971,"Boys","Mile","A","4:47.4",""
"Oklahoma",1970,"Boys","Mile","4A","4:23.3",""
"Oklahoma",1970,"Boys","Mile","3A","4:26.1",""
"Oklahoma",1970,"Boys","Mile","2A","4:24.0",""
"Oklahoma",1970,"Boys","Mile","A","4:41.1",""
"Oklahoma",1969,"Boys","Mile","2A","4:22.5",""
"Oklahoma",1969,"Boys","Mile","A","4:26.5",""
"Oklahoma",1969,"Boys","Mile","B","4:40.5",""
"Oklahoma",1969,"Boys","Mile","C","4:49.0",""
"Oklahoma",1968,"Boys","Mile","2A","4:21.4",""
"Oklahoma",1968,"Boys","Mile","A","4:31.7",""
"Oklahoma",1968,"Boys","Mile","B","4:35.2",""
"Oklahoma",1968,"Boys","Mile","C","4:35.3",""
"Oklahoma",1967,"Boys","Mile","2A","4:19.3",""
"Oklahoma",1967,"Boys","Mile","A","4:28.6",""
"Oklahoma",1967,"Boys","Mile","B","4:38.5",""
"Oklahoma",1967,"Boys","Mile","C","4:52.9",""
"Oklahoma",1966,"Boys","Mile","2A","4:17.0",""
"Oklahoma",1966,"Boys","Mile","A","4:32.2",""
"Oklahoma",1966,"Boys","Mile","B","4:28.4",""
"Oklahoma",1965,"Boys","Mile","2A","4:32.7",""
"Oklahoma",1965,"Boys","Mile","A","4:29.4",""
"Oklahoma",1965,"Boys","Mile","B","4:38.2",""
"Oklahoma",1964,"Boys","Mile","2A","4:23.7",""
"Oklahoma",1964,"Boys","Mile","A","4:31.1",""
"Oklahoma",1964,"Boys","Mile","B","4:34.3",""
"Oklahoma",1963,"Boys","Mile","2A","4:31.8",""
"Oklahoma",1963,"Boys","Mile","A","4:32.5",""
"Oklahoma",1963,"Boys","Mile","B","4:35.8",""
"Oklahoma",1962,"Boys","Mile","2A","4:28.6",""
"Oklahoma",1962,"Boys","Mile","A","4:27.8",""
"Oklahoma",1962,"Boys","Mile","B","4:35.2",""
"Oklahoma",1961,"Boys","Mile","2A","4:27.0",""
"Oklahoma",1961,"Boys","Mile","A","4:41.0",""
"Oklahoma",1961,"Boys","Mile","B","4:37.3",""
"Oklahoma",1960,"Boys","Mile","2A","4:30.8",""
"Oklahoma",1960,"Boys","Mile","A","4:30.8",""
"Oklahoma",1960,"Boys","Mile","B","4:31.6",""
"Oklahoma",1959,"Boys","Mile","2A","4:31.2",""
"Oklahoma",1959,"Boys","Mile","A","4:43.6",""
"Oklahoma",1959,"Boys","Mile","B","4:41.0",""
"Oklahoma",1958,"Boys","Mile","2A","4:31.6",""
"Oklahoma",1958,"Boys","Mile","A","4:26.5",""
"Oklahoma",1958,"Boys","Mile","B","4:31.0",""
"Oklahoma",1957,"Boys","Mile","2A","4:28.1",""
"Oklahoma",1957,"Boys","Mile","A","4:31.2",""
"Oklahoma",1957,"Boys","Mile","B","4:34.0",""
"Oklahoma",1956,"Boys","Mile","A","4:32.5",""
"Oklahoma",1956,"Boys","Mile","B","4:37.6",""
"Oklahoma",1955,"Boys","Mile","A","4:35.8",""
"Oklahoma",1955,"Boys","Mile","B","4:37.0",""
"Oklahoma",1954,"Boys","Mile","A","4:36.3",""
"Oklahoma",1954,"Boys","Mile","B","4:36.9",""
"Oklahoma",1953,"Boys","Mile","A","4:30.7",""
"Oklahoma",1953,"Boys","Mile","B","4:42.7",""
"Oklahoma",1952,"Boys","Mile","A","4:31.7",""
"Oklahoma",1952,"Boys","Mile","B","4:39.0",""
"Oklahoma",1951,"Boys","Mile","A","4:32.2",""
"Oklahoma",1951,"Boys","Mile","B","4:42.3",""
"Oklahoma",1950,"Boys","Mile","A","4:36.0",""
"Oklahoma",1950,"Boys","Mile","B","4:41.0",""
"Oklahoma",1949,"Boys","Mile","A","4:31.9",""
"Oklahoma",1949,"Boys","Mile","B","4:40.8",""
"Oklahoma",1948,"Boys","Mile","A","4:30.0",""
"Oklahoma",1948,"Boys","Mile","B","4:45.1",""
"Oklahoma",1947,"Boys","Mile","A","4:44.0",""
"Oklahoma",1947,"Boys","Mile","B","4:47.0",""
"Oklahoma",1946,"Boys","Mile","A","4:40.8",""
"Oklahoma",1946,"Boys","Mile","B","4:36.7",""
"Oklahoma",1945,"Boys","Mile","A","4:45.0",""
"Oklahoma",1945,"Boys","Mile","B","4:45.0",""
"Oklahoma",1944,"Boys","Mile","A","4:43.5",""
"Oklahoma",1944,"Boys","Mile","B","4:52.5",""
"Oklahoma",2024,"Boys","High Jump","6A","6-08.00",""
"Oklahoma",2024,"Boys","High Jump","5A","6-08.00",""
"Oklahoma",2024,"Boys","High Jump","4A","6-06.00",""
"Oklahoma",2024,"Boys","High Jump","3A","6-10.00",""
"Oklahoma",2024,"Boys","High Jump","2A","6-04.00",""
"Oklahoma",2024,"Boys","High Jump","1A","6-05.00",""
"Oklahoma",2023,"Boys","High Jump","6A","6-10.25",""
"Oklahoma",2023,"Boys","High Jump","5A","6-10.00",""
"Oklahoma",2023,"Boys","High Jump","4A","6-06.00",""
"Oklahoma",2023,"Boys","High Jump","3A","6-08.00",""
"Oklahoma",2023,"Boys","High Jump","2A","6-06.00",""
"Oklahoma",2023,"Boys","High Jump","1A","6-04.00",""
"Oklahoma",2022,"Boys","High Jump","6A","6-06.00",""
"Oklahoma",2022,"Boys","High Jump","5A","7-00.00",""
"Oklahoma",2022,"Boys","High Jump","4A","6-06.00",""
"Oklahoma",2022,"Boys","High Jump","3A","6-04.00",""
"Oklahoma",2022,"Boys","High Jump","2A","6-06.00",""
"Oklahoma",2022,"Boys","High Jump","1A","6-04.00",""
"Oklahoma",2021,"Boys","High Jump","6A","6-03.00",""
"Oklahoma",2021,"Boys","High Jump","5A","6-08.00",""
"Oklahoma",2021,"Boys","High Jump","4A","6-08.00",""
"Oklahoma",2021,"Boys","High Jump","3A","6-02.00",""
"Oklahoma",2021,"Boys","High Jump","2A","6-06.00",""
"Oklahoma",2021,"Boys","High Jump","1A","6-06.25",""
"Oklahoma",2019,"Boys","High Jump","6A","6-08.00",""
"Oklahoma",2019,"Boys","High Jump","5A","6-10.00",""
"Oklahoma",2019,"Boys","High Jump","4A","6-08.00",""
"Oklahoma",2019,"Boys","High Jump","3A","6-02.00",""
"Oklahoma",2019,"Boys","High Jump","2A","6-02.00",""
"Oklahoma",2019,"Boys","High Jump","1A","6-02.00",""
"Oklahoma",2018,"Boys","High Jump","6A","6-08.00",""
"Oklahoma",2018,"Boys","High Jump","5A","6-08.00",""
"Oklahoma",2018,"Boys","High Jump","4A","6-06.00",""
"Oklahoma",2018,"Boys","High Jump","3A","6-04.00",""
"Oklahoma",2018,"Boys","High Jump","2A","6-06.00",""
"Oklahoma",2018,"Boys","High Jump","1A","6-00.00",""
"Oklahoma",2017,"Boys","High Jump","6A","7-04.00",""
"Oklahoma",2017,"Boys","High Jump","5A","6-08.00",""
"Oklahoma",2017,"Boys","High Jump","4A","6-08.00",""
"Oklahoma",2017,"Boys","High Jump","3A","6-06.00",""
"Oklahoma",2017,"Boys","High Jump","2A","6-06.00",""
"Oklahoma",2017,"Boys","High Jump","1A","6-11.00",""
"Oklahoma",2016,"Boys","High Jump","6A","7-04.50",""
"Oklahoma",2016,"Boys","High Jump","5A","6-06.00",""
"Oklahoma",2016,"Boys","High Jump","4A","6-08.00",""
"Oklahoma",2016,"Boys","High Jump","3A","6-08.00",""
"Oklahoma",2016,"Boys","High Jump","2A","6-06.00",""
"Oklahoma",2016,"Boys","High Jump","1A","6-08.00",""
"Oklahoma",2015,"Boys","High Jump","6A","6-08.00",""
"Oklahoma",2015,"Boys","High Jump","5A","6-04.00",""
"Oklahoma",2015,"Boys","High Jump","4A","6-06.00",""
"Oklahoma",2015,"Boys","High Jump","3A","6-08.00",""
"Oklahoma",2015,"Boys","High Jump","2A","6-04.00",""
"Oklahoma",2015,"Boys","High Jump","1A","6-04.00",""
"Oklahoma",2014,"Boys","High Jump","6A","6-08.00",""
"Oklahoma",2014,"Boys","High Jump","5A","6-06.00",""
"Oklahoma",2014,"Boys","High Jump","4A","6-04.00",""
"Oklahoma",2014,"Boys","High Jump","3A","6-08.00",""
"Oklahoma",2014,"Boys","High Jump","2A","6-04.00",""
"Oklahoma",2014,"Boys","High Jump","1A","6-04.00",""
"Oklahoma",2013,"Boys","High Jump","6A","6-08.00",""
"Oklahoma",2013,"Boys","High Jump","5A","6-06.00",""
"Oklahoma",2013,"Boys","High Jump","4A","6-06.50",""
"Oklahoma",2013,"Boys","High Jump","3A","6-08.00",""
"Oklahoma",2013,"Boys","High Jump","2A","6-06.00",""
"Oklahoma",2013,"Boys","High Jump","1A","6-08.00",""
"Oklahoma",2012,"Boys","High Jump","6A","6-08.00",""
"Oklahoma",2012,"Boys","High Jump","5A","6-04.00",""
"Oklahoma",2012,"Boys","High Jump","4A","6-08.00",""
"Oklahoma",2012,"Boys","High Jump","3A","6-08.00",""
"Oklahoma",2012,"Boys","High Jump","2A","6-04.00",""
"Oklahoma",2012,"Boys","High Jump","1A","6-08.00",""
"Oklahoma",2011,"Boys","High Jump","6A","6-10.00",""
"Oklahoma",2011,"Boys","High Jump","5A","6-06.00",""
"Oklahoma",2011,"Boys","High Jump","4A","6-04.00",""
"Oklahoma",2011,"Boys","High Jump","3A","6-06.00",""
"Oklahoma",2011,"Boys","High Jump","2A","6-06.00",""
"Oklahoma",2011,"Boys","High Jump","1A","6-05.00",""
"Oklahoma",2010,"Boys","High Jump","6A","6-10.00",""
"Oklahoma",2010,"Boys","High Jump","5A","6-10.00",""
"Oklahoma",2010,"Boys","High Jump","4A","6-10.00",""
"Oklahoma",2010,"Boys","High Jump","3A","6-04.00",""
"Oklahoma",2010,"Boys","High Jump","2A","6-04.00",""
"Oklahoma",2010,"Boys","High Jump","1A","6-02.00",""
"Oklahoma",2009,"Boys","High Jump","6A","6-08.00",""
"Oklahoma",2009,"Boys","High Jump","5A","7-00.00",""
"Oklahoma",2009,"Boys","High Jump","4A","6-04.00",""
"Oklahoma",2009,"Boys","High Jump","3A","6-04.00",""
"Oklahoma",2009,"Boys","High Jump","2A","6-06.00",""
"Oklahoma",2009,"Boys","High Jump","1A","6-04.00",""
"Oklahoma",2008,"Boys","High Jump","6A","6-08.00",""
"Oklahoma",2008,"Boys","High Jump","5A","6-06.00",""
"Oklahoma",2008,"Boys","High Jump","4A","6-06.00",""
"Oklahoma",2008,"Boys","High Jump","3A","6-10.00",""
"Oklahoma",2008,"Boys","High Jump","2A","6-04.00",""
"Oklahoma",2008,"Boys","High Jump","1A","6-02.00",""
"Oklahoma",2007,"Boys","High Jump","6A","6-06.00",""
"Oklahoma",2007,"Boys","High Jump","5A","6-08.00",""
"Oklahoma",2007,"Boys","High Jump","4A","6-06.00",""
"Oklahoma",2007,"Boys","High Jump","3A","6-08.00",""
"Oklahoma",2007,"Boys","High Jump","2A","6-04.00",""
"Oklahoma",2007,"Boys","High Jump","1A","6-02.00",""
"Oklahoma",2006,"Boys","High Jump","6A","6-10.00",""
"Oklahoma",2006,"Boys","High Jump","5A","6-06.00",""
"Oklahoma",2006,"Boys","High Jump","4A","6-06.00",""
"Oklahoma",2006,"Boys","High Jump","3A","6-06.00",""
"Oklahoma",2006,"Boys","High Jump","2A","6-02.00",""
"Oklahoma",2006,"Boys","High Jump","1A","6-04.00",""
"Oklahoma",2005,"Boys","High Jump","6A","6-06.00",""
"Oklahoma",2005,"Boys","High Jump","5A","6-04.00",""
"Oklahoma",2005,"Boys","High Jump","4A","6-08.00",""
"Oklahoma",2005,"Boys","High Jump","3A","6-10.00",""
"Oklahoma",2005,"Boys","High Jump","2A","6-04.00",""
"Oklahoma",2005,"Boys","High Jump","1A","6-04.00",""
"Oklahoma",2004,"Boys","High Jump","6A","6-08.00",""
"Oklahoma",2004,"Boys","High Jump","5A","6-04.00",""
"Oklahoma",2004,"Boys","High Jump","4A","6-06.00",""
"Oklahoma",2004,"Boys","High Jump","3A","6-08.00",""
"Oklahoma",2004,"Boys","High Jump","2A","6-00.00",""
"Oklahoma",2004,"Boys","High Jump","1A","6-04.00",""
"Oklahoma",2003,"Boys","High Jump","5A","7-00",""
"Oklahoma",2003,"Boys","High Jump","4A","6-10.50",""
"Oklahoma",2003,"Boys","High Jump","3A","6-10",""
"Oklahoma",2003,"Boys","High Jump","2A","6-08",""
"Oklahoma",2003,"Boys","High Jump","A","6-08",""
"Oklahoma",2003,"Boys","High Jump","B","6-06",""
"Oklahoma",2002,"Boys","High Jump","5A","6-08",""
"Oklahoma",2002,"Boys","High Jump","4A","6-10.25",""
"Oklahoma",2002,"Boys","High Jump","3A","6-10",""
"Oklahoma",2002,"Boys","High Jump","2A","6-02",""
"Oklahoma",2002,"Boys","High Jump","A","6-04",""
"Oklahoma",2002,"Boys","High Jump","B","6-02",""
"Oklahoma",2001,"Boys","High Jump","5A","6-06",""
"Oklahoma",2001,"Boys","High Jump","4A","6-08",""
"Oklahoma",2001,"Boys","High Jump","3A","6-06",""
"Oklahoma",2001,"Boys","High Jump","2A","6-06",""
"Oklahoma",2001,"Boys","High Jump","A","6-04",""
"Oklahoma",2001,"Boys","High Jump","B","6-10",""
"Oklahoma",2000,"Boys","High Jump","5A","7-02",""
"Oklahoma",2000,"Boys","High Jump","4A","6-06",""
"Oklahoma",2000,"Boys","High Jump","3A","6-08",""
"Oklahoma",2000,"Boys","High Jump","2A","6-06",""
"Oklahoma",2000,"Boys","High Jump","A","6-04",""
"Oklahoma",2000,"Boys","High Jump","B","6-04",""
"Oklahoma",1999,"Boys","High Jump","5A","6-08",""
"Oklahoma",1999,"Boys","High Jump","4A","6-09",""
"Oklahoma",1999,"Boys","High Jump","3A","6-04",""
"Oklahoma",1999,"Boys","High Jump","2A","6-04",""
"Oklahoma",1999,"Boys","High Jump","A","6-06",""
"Oklahoma",1999,"Boys","High Jump","B","6-08",""
"Oklahoma",1998,"Boys","High Jump","5A","6-08",""
"Oklahoma",1998,"Boys","High Jump","4A","6-08",""
"Oklahoma",1998,"Boys","High Jump","3A","6-04",""
"Oklahoma",1998,"Boys","High Jump","2A","6-06",""
"Oklahoma",1998,"Boys","High Jump","A","6-02",""
"Oklahoma",1998,"Boys","High Jump","B","6-04",""
"Oklahoma",1997,"Boys","High Jump","5A","6-08",""
"Oklahoma",1997,"Boys","High Jump","4A","6-08",""
"Oklahoma",1997,"Boys","High Jump","3A","6-06",""
"Oklahoma",1997,"Boys","High Jump","2A","6-06",""
"Oklahoma",1997,"Boys","High Jump","A","6-07",""
"Oklahoma",1997,"Boys","High Jump","B","6-08",""
"Oklahoma",1996,"Boys","High Jump","5A","6-04",""
"Oklahoma",1996,"Boys","High Jump","4A","6-04",""
"Oklahoma",1996,"Boys","High Jump","3A","6-10",""
"Oklahoma",1996,"Boys","High Jump","2A","6-06",""
"Oklahoma",1996,"Boys","High Jump","A","6-07",""
"Oklahoma",1996,"Boys","High Jump","B","6-04",""
"Oklahoma",1995,"Boys","High Jump","5A","6-08",""
"Oklahoma",1995,"Boys","High Jump","4A","6-06",""
"Oklahoma",1995,"Boys","High Jump","3A","6-04",""
"Oklahoma",1995,"Boys","High Jump","2A","6-06",""
"Oklahoma",1995,"Boys","High Jump","A","6-08",""
"Oklahoma",1995,"Boys","High Jump","B","6-02",""
"Oklahoma",1994,"Boys","High Jump","5A","6-08",""
"Oklahoma",1994,"Boys","High Jump","4A","6-06",""
"Oklahoma",1994,"Boys","High Jump","3A","6-04",""
"Oklahoma",1994,"Boys","High Jump","2A","6-06",""
"Oklahoma",1994,"Boys","High Jump","A","6-06",""
"Oklahoma",1994,"Boys","High Jump","B","6-04",""
"Oklahoma",1993,"Boys","High Jump","5A","6-06",""
"Oklahoma",1993,"Boys","High Jump","4A","6-08",""
"Oklahoma",1993,"Boys","High Jump","3A","6-06",""
"Oklahoma",1993,"Boys","High Jump","2A","6-04",""
"Oklahoma",1993,"Boys","High Jump","A","6-06",""
"Oklahoma",1993,"Boys","High Jump","B","6-06",""
"Oklahoma",1992,"Boys","High Jump","5A","6-08",""
"Oklahoma",1992,"Boys","High Jump","4A","6-08",""
"Oklahoma",1992,"Boys","High Jump","3A","6-04",""
"Oklahoma",1992,"Boys","High Jump","2A","6-06",""
"Oklahoma",1992,"Boys","High Jump","A","6-04",""
"Oklahoma",1992,"Boys","High Jump","B","6-06",""
"Oklahoma",1991,"Boys","High Jump","5A","6-08",""
"Oklahoma",1991,"Boys","High Jump","4A","6-08",""
"Oklahoma",1991,"Boys","High Jump","3A","6-06",""
"Oklahoma",1991,"Boys","High Jump","2A","6-04",""
"Oklahoma",1991,"Boys","High Jump","A","6-04",""
"Oklahoma",1991,"Boys","High Jump","B","6-06",""
"Oklahoma",1990,"Boys","High Jump","5A","6-08",""
"Oklahoma",1990,"Boys","High Jump","4A","6-08",""
"Oklahoma",1990,"Boys","High Jump","3A","6-06",""
"Oklahoma",1990,"Boys","High Jump","2A","6-06",""
"Oklahoma",1990,"Boys","High Jump","A","6-02",""
"Oklahoma",1990,"Boys","High Jump","B","6-02",""
"Oklahoma",1989,"Boys","High Jump","5A","6-06",""
"Oklahoma",1989,"Boys","High Jump","4A","6-04",""
"Oklahoma",1989,"Boys","High Jump","3A","6-08",""
"Oklahoma",1989,"Boys","High Jump","2A","6-08",""
"Oklahoma",1989,"Boys","High Jump","A","6-07",""
"Oklahoma",1989,"Boys","High Jump","B","6-04",""
"Oklahoma",1988,"Boys","High Jump","5A","6-02",""
"Oklahoma",1988,"Boys","High Jump","4A","6-07",""
"Oklahoma",1988,"Boys","High Jump","3A","6-06",""
"Oklahoma",1988,"Boys","High Jump","2A","6-04",""
"Oklahoma",1988,"Boys","High Jump","A","6-04",""
"Oklahoma",1988,"Boys","High Jump","B","6-02",""
"Oklahoma",1987,"Boys","High Jump","5A","6-06",""
"Oklahoma",1987,"Boys","High Jump","4A","6-06",""
"Oklahoma",1987,"Boys","High Jump","3A","6-04",""
"Oklahoma",1987,"Boys","High Jump","2A","6-04",""
"Oklahoma",1987,"Boys","High Jump","A","6-04",""
"Oklahoma",1987,"Boys","High Jump","B","6-06",""
"Oklahoma",1986,"Boys","High Jump","5A","6-08",""
"Oklahoma",1986,"Boys","High Jump","4A","6-10",""
"Oklahoma",1986,"Boys","High Jump","3A","6-04",""
"Oklahoma",1986,"Boys","High Jump","2A","6-04",""
"Oklahoma",1986,"Boys","High Jump","A","6-07",""
"Oklahoma",1986,"Boys","High Jump","B","6-04",""
"Oklahoma",1985,"Boys","High Jump","5A","6-08",""
"Oklahoma",1985,"Boys","High Jump","4A","6-08",""
"Oklahoma",1985,"Boys","High Jump","3A","6-08",""
"Oklahoma",1985,"Boys","High Jump","2A","6-04",""
"Oklahoma",1985,"Boys","High Jump","A","6-06",""
"Oklahoma",1985,"Boys","High Jump","B","6-08",""
"Oklahoma",1984,"Boys","High Jump","5A","6-08",""
"Oklahoma",1984,"Boys","High Jump","4A","6-06",""
"Oklahoma",1984,"Boys","High Jump","3A",NA,NA
"Oklahoma",1984,"Boys","High Jump","2A","6-03",""
"Oklahoma",1984,"Boys","High Jump","A","6-08",""
"Oklahoma",1984,"Boys","High Jump","B","6-04",""
"Oklahoma",1983,"Boys","High Jump","4A","6-10.50",""
"Oklahoma",1983,"Boys","High Jump","3A","6-08",""
"Oklahoma",1983,"Boys","High Jump","2A","6-10",""
"Oklahoma",1983,"Boys","High Jump","A","6-08",""
"Oklahoma",1983,"Boys","High Jump","B","6-06",""
"Oklahoma",1982,"Boys","High Jump","4A","6-08",""
"Oklahoma",1982,"Boys","High Jump","3A","6-06",""
"Oklahoma",1982,"Boys","High Jump","2A","6-04",""
"Oklahoma",1982,"Boys","High Jump","A","6-06",""
"Oklahoma",1982,"Boys","High Jump","B","6-04",""
"Oklahoma",1981,"Boys","High Jump","4A","6-04",""
"Oklahoma",1981,"Boys","High Jump","3A","6-06",""
"Oklahoma",1981,"Boys","High Jump","2A","6-06",""
"Oklahoma",1981,"Boys","High Jump","A","6-08",""
"Oklahoma",1981,"Boys","High Jump","B","6-04",""
"Oklahoma",1980,"Boys","High Jump","4A","6-06",""
"Oklahoma",1980,"Boys","High Jump","3A","6-09",""
"Oklahoma",1980,"Boys","High Jump","2A","6-08",""
"Oklahoma",1980,"Boys","High Jump","A","6-08",""
"Oklahoma",1980,"Boys","High Jump","B","6-04",""
"Oklahoma",1979,"Boys","High Jump","4A","6-08",""
"Oklahoma",1979,"Boys","High Jump","3A","6-04",""
"Oklahoma",1979,"Boys","High Jump","2A","6-06",""
"Oklahoma",1979,"Boys","High Jump","A","6-02",""
"Oklahoma",1979,"Boys","High Jump","B","6-11",""
"Oklahoma",1978,"Boys","High Jump","4A","6-06",""
"Oklahoma",1978,"Boys","High Jump","3A","6-08",""
"Oklahoma",1978,"Boys","High Jump","2A","6-04",""
"Oklahoma",1978,"Boys","High Jump","A","6-04.50",""
"Oklahoma",1978,"Boys","High Jump","B","6-08",""
"Oklahoma",1977,"Boys","High Jump","4A","6-05",""
"Oklahoma",1977,"Boys","High Jump","3A","6-06",""
"Oklahoma",1977,"Boys","High Jump","2A","6-02",""
"Oklahoma",1977,"Boys","High Jump","A","6-03",""
"Oklahoma",1977,"Boys","High Jump","B","6-11",""
"Oklahoma",1976,"Boys","High Jump","4A","6-06",""
"Oklahoma",1976,"Boys","High Jump","3A","6-08",""
"Oklahoma",1976,"Boys","High Jump","2A","6-04",""
"Oklahoma",1976,"Boys","High Jump","A","6-02",""
"Oklahoma",1976,"Boys","High Jump","B","6-06",""
"Oklahoma",1975,"Boys","High Jump","4A","6-04",""
"Oklahoma",1975,"Boys","High Jump","3A","6-04",""
"Oklahoma",1975,"Boys","High Jump","2A","6-04",""
"Oklahoma",1975,"Boys","High Jump","A","6-02",""
"Oklahoma",1975,"Boys","High Jump","B","6-02",""
"Oklahoma",1974,"Boys","High Jump","4A","6-04.50",""
"Oklahoma",1974,"Boys","High Jump","3A","6-02",""
"Oklahoma",1974,"Boys","High Jump","2A","6-04",""
"Oklahoma",1974,"Boys","High Jump","A","5-10",""
"Oklahoma",1973,"Boys","High Jump","4A","6-02",""
"Oklahoma",1973,"Boys","High Jump","3A","6-00",""
"Oklahoma",1973,"Boys","High Jump","2A","6-04",""
"Oklahoma",1973,"Boys","High Jump","A","6-00",""
"Oklahoma",1972,"Boys","High Jump","4A","6-04",""
"Oklahoma",1972,"Boys","High Jump","3A","6-01",""
"Oklahoma",1972,"Boys","High Jump","2A","6-08.50",""
"Oklahoma",1972,"Boys","High Jump","A","6-02",""
"Oklahoma",1971,"Boys","High Jump","4A","6-06",""
"Oklahoma",1971,"Boys","High Jump","3A","6-07.25",""
"Oklahoma",1971,"Boys","High Jump","2A","6-05.75",""
"Oklahoma",1971,"Boys","High Jump","A","6-04",""
"Oklahoma",1970,"Boys","High Jump","4A","6-05",""
"Oklahoma",1970,"Boys","High Jump","3A","6-03",""
"Oklahoma",1970,"Boys","High Jump","2A","6-03.75",""
"Oklahoma",1970,"Boys","High Jump","A","6-02",""
"Oklahoma",1969,"Boys","High Jump","2A","6-06.75",""
"Oklahoma",1969,"Boys","High Jump","A","6-04",""
"Oklahoma",1969,"Boys","High Jump","B","6-08",""
"Oklahoma",1969,"Boys","High Jump","C","6-03",""
"Oklahoma",1968,"Boys","High Jump","2A","6-05",""
"Oklahoma",1968,"Boys","High Jump","A","6-02",""
"Oklahoma",1968,"Boys","High Jump","B","6-02",""
"Oklahoma",1968,"Boys","High Jump","C","6-00",""
"Oklahoma",1967,"Boys","High Jump","2A","6-06.25",""
"Oklahoma",1967,"Boys","High Jump","A","6-02",""
"Oklahoma",1967,"Boys","High Jump","B","6-02",""
"Oklahoma",1967,"Boys","High Jump","C","6-02",""
"Oklahoma",1966,"Boys","High Jump","2A","6-04",""
"Oklahoma",1966,"Boys","High Jump","A","6-02",""
"Oklahoma",1966,"Boys","High Jump","B","6-04",""
"Oklahoma",1965,"Boys","High Jump","2A","6-00",""
"Oklahoma",1965,"Boys","High Jump","A","6-00",""
"Oklahoma",1965,"Boys","High Jump","B","6-02",""
"Oklahoma",1964,"Boys","High Jump","2A","6-01",""
"Oklahoma",1964,"Boys","High Jump","A","6-00",""
"Oklahoma",1964,"Boys","High Jump","B","6-03.25",""
"Oklahoma",1963,"Boys","High Jump","2A","6-04",""
"Oklahoma",1963,"Boys","High Jump","A","6-05",""
"Oklahoma",1963,"Boys","High Jump","B","6-03",""
"Oklahoma",1962,"Boys","High Jump","2A","6-00.50",""
"Oklahoma",1962,"Boys","High Jump","A","6-00",""
"Oklahoma",1962,"Boys","High Jump","B","5-10",""
"Oklahoma",1961,"Boys","High Jump","2A","6-02.25",""
"Oklahoma",1961,"Boys","High Jump","A","6-02",""
