"State","Year","Gender","Event","Class","Mark"
"Maryland","1982","Boys","800m","C","1:58.9"
"Maryland","1983","Boys","800m","AA","1:56.8"
"Maryland","1983","Boys","800m","A","1:51.0"
"Maryland","1983","Boys","800m","B","1:54.4"
"Maryland","1983","Boys","800m","C","1:58.0"
"Maryland","1984","Boys","800m","AA","1:53.4"
"Maryland","1984","Boys","800m","A","1:58.3"
"Maryland","1984","Boys","800m","B","1:56.5"
"Maryland","1984","Boys","800m","C","2:00.5"
"Maryland","1985","Boys","800m","AA","1:55.0"
"Maryland","1985","Boys","800m","A","1:53.7"
"Maryland","1985","Boys","800m","B","1:56.6"
"Maryland","1985","Boys","800m","C","1:59.2"
"Maryland","1986","Boys","800m","AA","1:53.1"
"Maryland","1986","Boys","800m","A","1:55.5"
"Maryland","1986","Boys","800m","B","1:55.4"
"Maryland","1986","Boys","800m","C","1:58.6"
"Maryland","1987","Boys","800m","AA","1:55.3"
"Maryland","1987","Boys","800m","A","1:57.0"
"Maryland","1987","Boys","800m","B","1:55.8"
"Maryland","1987","Boys","800m","C","2:02.1"
"Maryland","1988","Boys","800m","AA","1:55.38"
"Maryland","1988","Boys","800m","A","1:57.4"
"Maryland","1988","Boys","800m","B","1:56.8"
"Maryland","1988","Boys","800m","C","2:00.3"
"Maryland","1989","Boys","800m","4A","1:57.3"
"Maryland","1989","Boys","800m","3A","1:58.5"
"Maryland","1989","Boys","800m","2A","1:58.43"
"Maryland","1989","Boys","800m","1A","2:02.00"
"Maryland","1990","Boys","800m","4A","1:56.21"
"Maryland","1990","Boys","800m","3A","1:56.84"
"Maryland","1990","Boys","800m","2A","1:55.50"
"Maryland","1990","Boys","800m","1A","2:01.62"
"Maryland","1991","Boys","800m","4A","1:54.41"
"Maryland","1991","Boys","800m","3A","1:57.96"
"Maryland","1991","Boys","800m","2A","1:59.65"
"Maryland","1991","Boys","800m","1A","2:00.92"
"Maryland","1992","Boys","800m","4A","1:55.9"
"Maryland","1992","Boys","800m","3A","1:56.1"
"Maryland","1992","Boys","800m","2A","1:55.5"
"Maryland","1992","Boys","800m","1A","2:02.2"
"Maryland","1993","Boys","800m","4A","1:57.45"
"Maryland","1993","Boys","800m","3A","1:57.96"
"Maryland","1993","Boys","800m","2A","1:58.56"
"Maryland","1993","Boys","800m","1A","2:04.35"
"Maryland","1994","Boys","800m","4A","1:54.7"
"Maryland","1994","Boys","800m","3A","1:55.2"
"Maryland","1994","Boys","800m","2A","1:55.6"
"Maryland","1994","Boys","800m","1A","2:02.29"
"Maryland","1995","Boys","800m","4A","1:55.06"
"Maryland","1995","Boys","800m","3A","2:00.78"
"Maryland","1995","Boys","800m","2A","1:57.16"
"Maryland","1995","Boys","800m","1A","1:58.46"
"Maryland","1996","Boys","800m","4A","1:56.16"
"Maryland","1996","Boys","800m","3A","1:57.64"
"Maryland","1996","Boys","800m","2A","1:57.40"
"Maryland","1996","Boys","800m","1A","2:01.52"
"Maryland","1997","Boys","800m","4A","1:55.17"
"Maryland","1997","Boys","800m","3A","1:55.54"
"Maryland","1997","Boys","800m","2A","1:58.20"
"Maryland","1997","Boys","800m","1A","2:01.29"
"Maryland","1998","Boys","800m","4A","1:58.03"
"Maryland","1998","Boys","800m","3A","1:57.83"
"Maryland","1998","Boys","800m","2A","1:57.44"
"Maryland","1998","Boys","800m","1A","2:05.80"
"Maryland","1999","Boys","800m","4A","1:54.22"
"Maryland","1999","Boys","800m","3A","1:56.85"
"Maryland","1999","Boys","800m","2A","1:57.82"
"Maryland","1999","Boys","800m","1A","1:59.61"
"Maryland","2000","Boys","800m","4A","1:53.71"
"Maryland","2000","Boys","800m","3A","1:56.70"
"Maryland","2000","Boys","800m","2A","1:58.42"
"Maryland","2000","Boys","800m","1A","1:56.58"
"Maryland","2001","Boys","800m","4A","1:56.40"
"Maryland","2001","Boys","800m","3A","1:52.30"
"Maryland","2001","Boys","800m","2A","1:59.39"
"Maryland","2001","Boys","800m","1A","2:00.26"
"Maryland","2002","Boys","800m","4A","1:55.69"
"Maryland","2002","Boys","800m","3A","1:57.82"
"Maryland","2002","Boys","800m","2A","1:59.00"
"Maryland","2002","Boys","800m","1A","1:57.15"
"Maryland","2003","Boys","800m","4A","1:57.02"
"Maryland","2003","Boys","800m","3A","1:58.25"
"Maryland","2003","Boys","800m","2A","1:58.13"
"Maryland","2003","Boys","800m","1A","1:57.49"
"Maryland","2004","Boys","800m","4A","1:56.22"
"Maryland","2004","Boys","800m","3A","1:58.42"
"Maryland","2004","Boys","800m","2A","1:56.99"
"Maryland","2004","Boys","800m","1A","1:59.59"
"Maryland","2005","Boys","800m","4A","1:57.44"
"Maryland","2005","Boys","800m","3A","1:55.94"
"Maryland","2005","Boys","800m","2A","2:00.32"
"Maryland","2005","Boys","800m","1A","2:01.25"
"Maryland","2006","Boys","800m","4A","1:55.24"
"Maryland","2006","Boys","800m","3A","1:57.46"
"Maryland","2006","Boys","800m","2A","1:56.73"
"Maryland","2006","Boys","800m","1A","1:56.33"
"Maryland","2007","Boys","800m","4A","1:53.73"
"Maryland","2007","Boys","800m","3A","1:56.07"
"Maryland","2007","Boys","800m","2A","1:56.29"
