"Text","Year","Gender","Event","Mark","Class","State","Event.raw"
"AAA Hope Christian 04:09.2 ","2010","Girls","1600m Relay","04:09.2 ","AAA ","New Mexico","1600 M Relay"
"AA Santa Fe Prep 04:21.6 ","2010","Girls","1600m Relay","04:21.6 ","AA ","New Mexico","1600 M Relay"
"A Fort Sumner 04:13.4 ","2010","Girls","1600m Relay","04:13.4 ","A ","New Mexico","1600 M Relay"
"AAAAA Marivel Garza Clovis 37’-04.50” ","2010","Girls","Shot Put","37’-04.50” ","AAAAA ","New Mexico","Shot Put"
"AAAA  Melanie Heslop Kirtland Central 41’-05.50” ","2010","Girls","Shot Put","41’-05.50” ","AAAA ","New Mexico","Shot Put"
"AAA Samantha Trujillo Hot Springs 33’-05.50” ","2010","Girls","Shot Put","33’-05.50” ","AAA ","New Mexico","Shot Put"
"AA Adrienne Trujillo Clayton 34’-01.50” ","2010","Girls","Shot Put","34’-01.50” ","AA ","New Mexico","Shot Put"
"A Shanna Anthony Elida 33’-04.50” ","2010","Girls","Shot Put","33’-04.50” ","A ","New Mexico","Shot Put"
"AAAAA Lashira Adams Highland 121’-04.00” ","2010","Girls","Discus","121’-04.00” ","AAAAA ","New Mexico","Discus"
"AAAA  Melanie Heslop Kirtland Central 124’-08.00” ","2010","Girls","Discus","124’-08.00” ","AAAA ","New Mexico","Discus"
"AAA Leslie Waseta Zuni 96’-11.00” ","2010","Girls","Discus","96’-11.00” ","AAA ","New Mexico","Discus"
"AA Alma Lesperance Estancia 102’.00.00” ","2010","Girls","Discus","102’.00.00” ","AA ","New Mexico","Discus"
"A Madison Coss Cimarron 106’-06.00” ","2010","Girls","Discus","106’-06.00” ","A ","New Mexico","Discus"
"AAAAA Ebony Owens Highland 17’-04.00” ","2010","Girls","Long Jump","17’-04.00” ","AAAAA ","New Mexico","Long Jump"
"AAAA  Emily Weeks Los Alamos 17’-00.50” ","2010","Girls","Long Jump","17’-00.50” ","AAAA ","New Mexico","Long Jump"
"AAA Kristen Montano Robertson 17’-02.00” ","2010","Girls","Long Jump","17’-02.00” ","AAA ","New Mexico","Long Jump"
"AA Yeshemabet Turner Pecos 17’-03.00” ","2010","Girls","Long Jump","17’-03.00” ","AA ","New Mexico","Long Jump"
"A Mariah Peralta Cliff 17’-10.00” ","2010","Girls","Long Jump","17’-10.00” ","A ","New Mexico","Long Jump"
"AAAAA Cassi House  Cleveland 5’-06.00”","2010","Girls","High Jump","5’-06.00”","AAAAA ","New Mexico","High Jump"
"AAAA  Laura Wendelberger  Los Alamos 5’-04.00”","2010","Girls","High Jump","5’-04.00”","AAAA ","New Mexico","High Jump"
"AAA TyLynn Smith  Ruidoso 5’-02.00”","2010","Girls","High Jump","5’-02.00”","AAA ","New Mexico","High Jump"
"AA Katlin Luscombe  Texico 5’-00.00”","2010","Girls","High Jump","5’-00.00”","AA ","New Mexico","High Jump"
"A Cara Barnard  Melrose 4’-10.00”","2010","Girls","High Jump","4’-10.00”","A ","New Mexico","High Jump"
"AAAAA Ebony Owens  Highland 36’-06.00”","2010","Girls","Triple Jump","36’-06.00”","AAAAA ","New Mexico","Triple Jump"
"AAAA  Aasha Marler  Hope Christian 36’-04.50”","2010","Girls","Triple Jump","36’-04.50”","AAAA ","New Mexico","Triple Jump"
"AAA Jordan Miller  St. Mike’s 34’-02.25”","2010","Girls","Triple Jump","34’-02.25”","AAA ","New Mexico","Triple Jump"
"AA Yeshemabet Turner  Pecos 36’-07.25”","2010","Girls","Triple Jump","36’-07.25”","AA ","New Mexico","Triple Jump"
"A Cara Barnard  Melrose 34’.09.75”","2010","Girls","Triple Jump","34’.09.75”","A ","New Mexico","Triple Jump"
"AAAAA Anicka Newll  Highland 10’-06.00”","2010","Girls","Pole Vault","10’-06.00”","AAAAA ","New Mexico","Pole Vault"
"AAAA  Brittany Clark  Artesia 10’-00.00”","2010","Girls","Pole Vault","10’-00.00”","AAAA ","New Mexico","Pole Vault"
"AAA Karina Antillon  Lovington 8’-06.00”","2010","Girls","Pole Vault","8’-06.00”","AAA ","New Mexico","Pole Vault"
"AA Dusti-Rae Eldridge  Capitan 8’-06.00”","2010","Girls","Pole Vault","8’-06.00”","AA ","New Mexico","Pole Vault"
"A Anna Stirling  Cimarron 12’-00.00”","2010","Girls","Pole Vault","12’-00.00”","A ","New Mexico","Pole Vault"
"AAAAA Carol Waterman  Rio Rancho 128’-01.00”","2010","Girls","Javelin","128’-01.00”","AAAAA ","New Mexico","Javelin"
"AAAA  Alexandra Nichols  Los Alamos 128’-06.00”","2010","Girls","Javelin","128’-06.00”","AAAA ","New Mexico","Javelin"
"AAA Felicia Chavez  Cuba 127’-10.00”","2010","Girls","Javelin","127’-10.00”","AAA ","New Mexico","Javelin"
"AA Renae Roybal  Santa Rosa 128’.09.00”","2010","Girls","Javelin","128’.09.00”","AA ","New Mexico","Javelin"
"A Tori Tucker  Floyd 132’-07.00”","2010","Girls","Javelin","132’-07.00”","A ","New Mexico","Javelin"
"AAAAA Jenna Banegas Mayfield 12.19   ","2011","Girls","100m","12.19   ","AAAAA ","New Mexico","100 M Dash"
"AAAA  Chase Ealey Los Alamos 12.52   ","2011","Girls","100m","12.52   ","AAAA ","New Mexico","100 M Dash"
"AAA Aasha Marler Hope Christian 12.65   ","2011","Girls","100m","12.65   ","AAA ","New Mexico","100 M Dash"
"AA Yeshemabet Turner Pecos 12.82   ","2011","Girls","100m","12.82   ","AA ","New Mexico","100 M Dash"
"A Lacy Harris Cimarron 12.89   ","2011","Girls","100m","12.89   ","A ","New Mexico","100 M Dash"
"AAAAA Kendra Walker  Oñate 26.07   ","2011","Girls","200m","26.07   ","AAAAA ","New Mexico","200 M Dash"
"AAAA  Faith Cobb Miyamura 26.32   ","2011","Girls","200m","26.32   ","AAAA ","New Mexico","200 M Dash"
"AAA Aasha Marler Hope Christian 26.29   ","2011","Girls","200m","26.29   ","AAA ","New Mexico","200 M Dash"
"AA Yeshemabet Turner Pecos 26.04   ","2011","Girls","200m","26.04   ","AA ","New Mexico","200 M Dash"
"A Cara Barnard Melrose 26.38   ","2011","Girls","200m","26.38   ","A ","New Mexico","200 M Dash"
"AAAAA Mickey Brown La Cueva 56.14   ","2011","Girls","400m","56.14   ","AAAAA ","New Mexico","400 M Dash"
"AAAA  Aracely Macias Goddard 58.82   ","2011","Girls","400m","58.82   ","AAAA ","New Mexico","400 M Dash"
"AAA Amanda Babicke Pojoaque 57.55   ","2011","Girls","400m","57.55   ","AAA ","New Mexico","400 M Dash"
"AA Rachel Ness Estancia 59.59   ","2011","Girls","400m","59.59   ","AA ","New Mexico","400 M Dash"
"A Taylor Huey Corona 1.00.62   ","2011","Girls","400m","1.00.62   ","A ","New Mexico","400 M Dash"
"AAAAA Beth Wright Albuquerque High 2:17.72   ","2011","Girls","800m","2:17.72   ","AAAAA ","New Mexico","800 M Dash"
"AAAA  Nisa Rascon Valencia 2:15.97   ","2011","Girls","800m","2:15.97   ","AAAA ","New Mexico","800 M Dash"
"AAA Erika Nelson Hope Christian 2:20.91   ","2011","Girls","800m","2:20.91   ","AAA ","New Mexico","800 M Dash"
"AA Jacqueline Katzman Bosque 2:24.08   ","2011","Girls","800m","2:24.08   ","AA ","New Mexico","800 M Dash"
"A Christa BoyleFort Sumner 2:29.86   ","2011","Girls","800m","2:29.86   ","A ","New Mexico","800 M Dash"
"AAAAA Caroline Lewiecki Manzano 5:18.88   ","2011","Girls","1600m","5:18.88   ","AAAAA ","New Mexico","1600 M Run"
"AAAA  Julia Foster Albuquerque Academy 5:06.90   ","2011","Girls","1600m","5:06.90   ","AAAA ","New Mexico","1600 M Run"
"AAA Kate Norskog  St. Michael’s 5:33.72   ","2011","Girls","1600m","5:33.72   ","AAA ","New Mexico","1600 M Run"
"AA Caroline Kaufman East Mountain  5:27.11   ","2011","Girls","1600m","5:27.11   ","AA ","New Mexico","1600 M Run"
"A Christa BoyleFort Sumner  5:31.82   ","2011","Girls","1600m","5:31.82   ","A ","New Mexico","1600 M Run"
"AAAAA Caroline Lewiecki Manzano 11:24.6 ","2011","Girls","3200m","11:24.6 ","AAAAA ","New Mexico","3200 M Run"
"AAAA  Julia Foster Albuquerque Academy 11.23.52 ","2011","Girls","3200m","11.23.52 ","AAAA ","New Mexico","3200 M Run"
"AAA Kate Norskog St. Michael’s 11:48.3 ","2011","Girls","3200m","11:48.3 ","AAA ","New Mexico","3200 M Run"
"AA Caroline Kaufman East Mountain 12:03.5 ","2011","Girls","3200m","12:03.5 ","AA ","New Mexico","3200 M Run"
"A Christa Boyle Fort Sumner 12:21.7 ","2011","Girls","3200m","12:21.7 ","A ","New Mexico","3200 M Run"
"AAAAA Natalie Castallenos Gadsden 15.35 ","2011","Girls","100m Hurdles","15.35 ","AAAAA ","New Mexico","100 M Hurdles"
"AAAA  Shantel Foutz Kirtland Central 15.15 ","2011","Girls","100m Hurdles","15.15 ","AAAA ","New Mexico","100 M Hurdles"
"AAA Maya McGowen St. Michael’s 16.58 ","2011","Girls","100m Hurdles","16.58 ","AAA ","New Mexico","100 M Hurdles"
"AA Erin Thomas Estancia 17.11 ","2011","Girls","100m Hurdles","17.11 ","AA ","New Mexico","100 M Hurdles"
"A Ashley Landreth Fort Sumner 16.04 ","2011","Girls","100m Hurdles","16.04 ","A ","New Mexico","100 M Hurdles"
"AAAAA Danielle Vigil Cleveland 45.69 ","2011","Girls","300m Hurdles","45.69 ","AAAAA ","New Mexico","300 M Hurdles"
"AAAA  Jessica Scherrer Del Norte 45.11 ","2011","Girls","300m Hurdles","45.11 ","AAAA ","New Mexico","300 M Hurdles"
"AAA Staci Mitchell Ruidoso 48.21 ","2011","Girls","300m Hurdles","48.21 ","AAA ","New Mexico","300 M Hurdles"
"AA Brooke Hamilton Rehoboth 48.36 ","2011","Girls","300m Hurdles","48.36 ","AA ","New Mexico","300 M Hurdles"
"A Ashley Landreth Fort Sumner 47.01 ","2011","Girls","300m Hurdles","47.01 ","A ","New Mexico","300 M Hurdles"
"AAAAA Mayfield 49.44 ","2011","Girls","400m Relay","49.44 ","AAAAA ","New Mexico","400 M Relay"
"AAAA Los Alamos 49.05 ","2011","Girls","400m Relay","49.05 ","AAAA ","New Mexico","400 M Relay"
"AAA Sandia Prep 49.83 ","2011","Girls","400m Relay","49.83 ","AAA ","New Mexico","400 M Relay"
"AA Cuba 52.63 ","2011","Girls","400m Relay","52.63 ","AA ","New Mexico","400 M Relay"
"A Fort Sumner 52.4 ","2011","Girls","400m Relay","52.4 ","A ","New Mexico","400 M Relay"
"AAAAA La Cueva 01:42.3 ","2011","Girls","800m Relay","01:42.3 ","AAAAA ","New Mexico","800 M Relay"
"AAAA Aztec 01:45.0 ","2011","Girls","800m Relay","01:45.0 ","AAAA ","New Mexico","800 M Relay"
"AAA Hope Christian 01:48.0 ","2011","Girls","800m Relay","01:48.0 ","AAA ","New Mexico","800 M Relay"
"AA Texico 01:50.6 ","2011","Girls","800m Relay","01:50.6 ","AA ","New Mexico","800 M Relay"
"A Fort Sumner 01:51.3 ","2011","Girls","800m Relay","01:51.3 ","A ","New Mexico","800 M Relay"
"AAAAA Eldorado 04:19.9 ","2011","Girls","1600m Relay","04:19.9 ","AAAAA ","New Mexico","1600 M Relay"
"AAAA Valencia 04:18.7 ","2011","Girls","1600m Relay","04:18.7 ","AAAA ","New Mexico","1600 M Relay"
"AAA Robertson 04:29.8 ","2011","Girls","1600m Relay","04:29.8 ","AAA ","New Mexico","1600 M Relay"
"AA Estancia 04:27.0 ","2011","Girls","1600m Relay","04:27.0 ","AA ","New Mexico","1600 M Relay"
"A Gateway Christian 04:39.6 ","2011","Girls","1600m Relay","04:39.6 ","A ","New Mexico","1600 M Relay"
"AAAAA La Cueva 03:56.7 ","2011","Girls","1600m Relay","03:56.7 ","AAAAA ","New Mexico","1600 M Relay"
"AAAA Los Alamos 04:03.1 ","2011","Girls","1600m Relay","04:03.1 ","AAAA ","New Mexico","1600 M Relay"
"AAA Hope Christian 04:07.3 ","2011","Girls","1600m Relay","04:07.3 ","AAA ","New Mexico","1600 M Relay"
"AA Santa Fe Prep 04:12.3 ","2011","Girls","1600m Relay","04:12.3 ","AA ","New Mexico","1600 M Relay"
"A Fort Sumner 04:15.9 ","2011","Girls","1600m Relay","04:15.9 ","A ","New Mexico","1600 M Relay"
"AAAAA Marivel Garza Clovis 36’-11.75” ","2011","Girls","Shot Put","36’-11.75” ","AAAAA ","New Mexico","Shot Put"
"AAAA  Chase Ealey Los Alamos 42’-03.75” ","2011","Girls","Shot Put","42’-03.75” ","AAAA ","New Mexico","Shot Put"
"AAA Haley Gansz Raton 35’-07.00” ","2011","Girls","Shot Put","35’-07.00” ","AAA ","New Mexico","Shot Put"
"AA Adrienne Trujillo Clayton 38’-02.75” ","2011","Girls","Shot Put","38’-02.75” ","AA ","New Mexico","Shot Put"
"A Tori Tucker Floyd 34’-03.50” ","2011","Girls","Shot Put","34’-03.50” ","A ","New Mexico","Shot Put"
"AAAAA Jaden Ortiz Sandia 111-09” ","2011","Girls","Discus","111-09” ","AAAAA ","New Mexico","Discus"
"AAAA  Alexis Aguirre Artesia 108’-11” ","2011","Girls","Discus","108’-11” ","AAAA ","New Mexico","Discus"
"AAA Danielle Gurule West Las Vegas 109’-02” ","2011","Girls","Discus","109’-02” ","AAA ","New Mexico","Discus"
"AA Kayla Cox Texico 103’-02” ","2011","Girls","Discus","103’-02” ","AA ","New Mexico","Discus"
"A Madison Coss Cimarron 124’-04” ","2011","Girls","Discus","124’-04” ","A ","New Mexico","Discus"
"AAAAA Anicka Newell Highland 17’-09.00” ","2011","Girls","Long Jump","17’-09.00” ","AAAAA ","New Mexico","Long Jump"
"AAAA  Michelle Traynham Valencia 17’-05.00” ","2011","Girls","Long Jump","17’-05.00” ","AAAA ","New Mexico","Long Jump"
"AAA Amanda Babicke Pojoaque 17’-04.00” ","2011","Girls","Long Jump","17’-04.00” ","AAA ","New Mexico","Long Jump"
"AA Yeshemabet Turner Pecos 17’-09.75” ","2011","Girls","Long Jump","17’-09.75” ","AA ","New Mexico","Long Jump"
"A Cara Barnard Melrose 17’-01.50” ","2011","Girls","Long Jump","17’-01.50” ","A ","New Mexico","Long Jump"
"AAAAA Cassie House  Cleveland 5’-04.00”","2011","Girls","High Jump","5’-04.00”","AAAAA ","New Mexico","High Jump"
"AAAA  Nicole Jenrette  Los Lunas 5’-04.00”","2011","Girls","High Jump","5’-04.00”","AAAA ","New Mexico","High Jump"
"AAA Jenna Sievers  Portales 5’-05.00”","2011","Girls","High Jump","5’-05.00”","AAA ","New Mexico","High Jump"
"AA Yeshemabet Turner  Pecos 5’-04.00”","2011","Girls","High Jump","5’-04.00”","AA ","New Mexico","High Jump"
"A Caley Barnard  Melrose 5’-00.00”","2011","Girls","High Jump","5’-00.00”","A ","New Mexico","High Jump"
"AAAAA Regina Okoye  Eldorado 36’-09.25”","2011","Girls","Triple Jump","36’-09.25”","AAAAA ","New Mexico","Triple Jump"
"AAAA  Meghan Gerry  Albuquerque Academy 35’-06.50”","2011","Girls","Triple Jump","35’-06.50”","AAAA ","New Mexico","Triple Jump"
"AAA Aasha Marler  Hope Christian 39’-07.00”","2011","Girls","Triple Jump","39’-07.00”","AAA ","New Mexico","Triple Jump"
"AA Yeshemabet Turner  Pecos 37’-07.75”","2011","Girls","Triple Jump","37’-07.75”","AA ","New Mexico","Triple Jump"
"A Caley Barnard  Melrose 34’-03.75","2011","Girls","Triple Jump","34’-03.75","A ","New Mexico","Triple Jump"
"AAAAA Anicka Newell  Highland 11’-06.00”","2011","Girls","Pole Vault","11’-06.00”","AAAAA ","New Mexico","Pole Vault"
"AAAA  Brittany Faverino-Johnson  Piedra Vista 10”-06.00”","2011","Girls","Pole Vault","10”-06.00”","AAAA ","New Mexico","Pole Vault"
"AAA Sarai Clendenin  Hot Springs 9’-06.00”","2011","Girls","Pole Vault","9’-06.00”","AAA ","New Mexico","Pole Vault"
"AA Dusti-Rae Eldridge  Capitan 9’-00.00”","2011","Girls","Pole Vault","9’-00.00”","AA ","New Mexico","Pole Vault"
"A Annie Stirling  Cimarron 12’-01.00”","2011","Girls","Pole Vault","12’-01.00”","A ","New Mexico","Pole Vault"
"AAAAA Britni Jo Smith  Carlsbad 134’-11”","2011","Girls","Javelin","134’-11”","AAAAA ","New Mexico","Javelin"
"AAAA  Chase Ealey  Los Alamos 124’-01”","2011","Girls","Javelin","124’-01”","AAAA ","New Mexico","Javelin"
"AAA Nicolette Serrao  St. Michael’s 118’-10”","2011","Girls","Javelin","118’-10”","AAA ","New Mexico","Javelin"
"AA Felicia Chavez  Cuba 119’-07”","2011","Girls","Javelin","119’-07”","AA ","New Mexico","Javelin"
"A Erin Deck  Jal 126’-10”","2011","Girls","Javelin","126’-10”","A ","New Mexico","Javelin"
"AAAAA Brianna Chirpas Volcano Vista  12.45   ","2012","Girls","100m","12.45   ","AAAAA ","New Mexico","100 M Dash"
"AAAA  Chase Ealey Los Alamos 12.35   ","2012","Girls","100m","12.35   ","AAAA ","New Mexico","100 M Dash"
"AAA Amanda Babicke Pojoaque 12.61   ","2012","Girls","100m","12.61   ","AAA ","New Mexico","100 M Dash"
"AA Kassie Geary Clayton 12.53   ","2012","Girls","100m","12.53   ","AA ","New Mexico","100 M Dash"
"A LaNay Crenshaw Fort Sumner  12.34   ","2012","Girls","100m","12.34   ","A ","New Mexico","100 M Dash"
"AAAAA Julissa Hunt Cleveland 25.12   ","2012","Girls","200m","25.12   ","AAAAA ","New Mexico","200 M Dash"
"AAAA  Amy Neal Los Alamos 25.62   ","2012","Girls","200m","25.62   ","AAAA ","New Mexico","200 M Dash"
"AAA Amanda Babicke Pojoaque 25.88   ","2012","Girls","200m","25.88   ","AAA ","New Mexico","200 M Dash"
"AA Kassie Geary Clayton 26.73   ","2012","Girls","200m","26.73   ","AA ","New Mexico","200 M Dash"
"A LaNay Crenshaw Fort Sumner  26.22   ","2012","Girls","200m","26.22   ","A ","New Mexico","200 M Dash"
"AAAAA Alexa Romano La Cueva 56.89   ","2012","Girls","400m","56.89   ","AAAAA ","New Mexico","400 M Dash"
"AAAA  Kendra Mitchell Aztec 59.03   ","2012","Girls","400m","59.03   ","AAAA ","New Mexico","400 M Dash"
"AAA Amanda Babicke Pojoaque 58.00   ","2012","Girls","400m","58.00   ","AAA ","New Mexico","400 M Dash"
"AA Amanda Bishop East Mountain  59.54   ","2012","Girls","400m","59.54   ","AA ","New Mexico","400 M Dash"
"A Taylor Huey Corona 1:00.86   ","2012","Girls","400m","1:00.86   ","A ","New Mexico","400 M Dash"
"AAAAA Crissey Amberg Eldorado 2:19.37   ","2012","Girls","800m","2:19.37   ","AAAAA ","New Mexico","800 M Dash"
"AAAA  Amber Saiz Belen 2:16.97   ","2012","Girls","800m","2:16.97   ","AAAA ","New Mexico","800 M Dash"
"AAA Erika Nelson Hope Christian 2:27.05   ","2012","Girls","800m","2:27.05   ","AAA ","New Mexico","800 M Dash"
"AA Elizabeth Lanman Santa Fe Prep  2:20.43   ","2012","Girls","800m","2:20.43   ","AA ","New Mexico","800 M Dash"
"A Teryn Kayser Mountainair 2:29.13   ","2012","Girls","800m","2:29.13   ","A ","New Mexico","800 M Dash"
"AAAAA Malia Gonzales Cleveland 5:17.09   ","2012","Girls","1600m","5:17.09   ","AAAAA ","New Mexico","1600 M Run"
"AAAA  Anna Olesinski Roswell 5:05.73   ","2012","Girls","1600m","5:05.73   ","AAAA ","New Mexico","1600 M Run"
"AAA Rachel Fleddermann Sandia Prep 5:26.85   ","2012","Girls","1600m","5:26.85   ","AAA ","New Mexico","1600 M Run"
"AA Caroline Kaufman East Mountain  5:18.10   ","2012","Girls","1600m","5:18.10   ","AA ","New Mexico","1600 M Run"
"A Christa Boyle  Fort Sumner  5:40.94   ","2012","Girls","1600m","5:40.94   ","A ","New Mexico","1600 M Run"
"AAAAA Malia Gonzales Cleveland 11:44.9 ","2012","Girls","3200m","11:44.9 ","AAAAA ","New Mexico","3200 M Run"
"AAAA  Anna Olesinski Roswell 11:20.5 ","2012","Girls","3200m","11:20.5 ","AAAA ","New Mexico","3200 M Run"
"AAA Rachel Fleddermann Sandia Prep 11:32.5 ","2012","Girls","3200m","11:32.5 ","AAA ","New Mexico","3200 M Run"
"AA Caroline Kaufman East Mountain 11:37.7 ","2012","Girls","3200m","11:37.7 ","AA ","New Mexico","3200 M Run"
"A Christa Boyle Fort Sumner 12:25.4 ","2012","Girls","3200m","12:25.4 ","A ","New Mexico","3200 M Run"
"AAAAA Regina Okoye Eldorado 14.82 ","2012","Girls","100m Hurdles","14.82 ","AAAAA ","New Mexico","100 M Hurdles"
"AAAA  Alysha Bolduc Goddard 15.06 ","2012","Girls","100m Hurdles","15.06 ","AAAA ","New Mexico","100 M Hurdles"
"AAA Maya McGowan St. Michael’s 16.48 ","2012","Girls","100m Hurdles","16.48 ","AAA ","New Mexico","100 M Hurdles"
"AA Selina Munoz Lordsburg 17.16 ","2012","Girls","100m Hurdles","17.16 ","AA ","New Mexico","100 M Hurdles"
"A Ashley Landreth Fort Sumner 16.42 ","2012","Girls","100m Hurdles","16.42 ","A ","New Mexico","100 M Hurdles"
"AAAAA Kaylin Martin La Cueva 44.44 ","2012","Girls","300m Hurdles","44.44 ","AAAAA ","New Mexico","300 M Hurdles"
"AAAA  Zhianna Flores Piedra Vista 43.61 ","2012","Girls","300m Hurdles","43.61 ","AAAA ","New Mexico","300 M Hurdles"
"AAA Maya McGowen St. Michael’s 46.64 ","2012","Girls","300m Hurdles","46.64 ","AAA ","New Mexico","300 M Hurdles"
"AA Brooke Hamilton Rehoboth 47.65 ","2012","Girls","300m Hurdles","47.65 ","AA ","New Mexico","300 M Hurdles"
"A Ashley Landreth Fort Sumner 47.81 ","2012","Girls","300m Hurdles","47.81 ","A ","New Mexico","300 M Hurdles"
"AAAAA Cleveland 49.01 ","2012","Girls","400m Relay","49.01 ","AAAAA ","New Mexico","400 M Relay"
"AAAA Los Alamos 48.65 ","2012","Girls","400m Relay","48.65 ","AAAA ","New Mexico","400 M Relay"
"AAA Hope Christian 49.55 ","2012","Girls","400m Relay","49.55 ","AAA ","New Mexico","400 M Relay"
"AA Santa Fe Prep 51.92 ","2012","Girls","400m Relay","51.92 ","AA ","New Mexico","400 M Relay"
"A Fort Sumner 50.72 ","2012","Girls","400m Relay","50.72 ","A ","New Mexico","400 M Relay"
"AAAAA Cleveland 01:42.4 ","2012","Girls","800m Relay","01:42.4 ","AAAAA ","New Mexico","800 M Relay"
"AAAA Los Alamos 01:44.9 ","2012","Girls","800m Relay","01:44.9 ","AAAA ","New Mexico","800 M Relay"
"AAA Hope Christian 01:47.1 ","2012","Girls","800m Relay","01:47.1 ","AAA ","New Mexico","800 M Relay"
"AA Texico 01:51.2 ","2012","Girls","800m Relay","01:51.2 ","AA ","New Mexico","800 M Relay"
"A Tatum 01:51.7 ","2012","Girls","800m Relay","01:51.7 ","A ","New Mexico","800 M Relay"
"AAAAA La Cueva 04:18.3 ","2012","Girls","1600m Relay","04:18.3 ","AAAAA ","New Mexico","1600 M Relay"
"AAAA Valencia 04:19.6 ","2012","Girls","1600m Relay","04:19.6 ","AAAA ","New Mexico","1600 M Relay"
