2007,
"",2A,"Hannah Jossi, Portland Christian ....... 2:24.28"
"",1A,"Abi Wynn, Triangle Lake .................... 2:24.36"
1500m Run,6A,"Kelsi Schaer, Tigard ........................... 4:37.03"
"",5A,"Ashley Maton, Summit........................ 4:41.27"
"",4A,"Charlie Davidson, Scappoose ............ 4:46.49"
"",3A,"Sarah Bennion, St. Mary’s .................. 4:53.70"
"",2A,"Hannah Jossi, Portland Christian ....... 5:02.92"
"",1A,"Kirsten Hankins, Triad ........................ 5:00.71"
3000m Run,6A,"Erin Clark, South Eugene ..................10:06.63"
"",5A,"Megan Fristoe, Summit .....................10:06.08"
"",4A,"Alisha Luna, Klamath Union ..............10:17.50"
"",3A,"Austin Lundin, Valley Catholic ...........11:07.47"
"",2A,"Katriel O’Reilly, Union........................10:52.27"
"",1A,"Sarah Estabrook, Triad......................10:54.91"
100m H,6A,"Garmai Gorlorwulu, Jesuit ..................... 14.22"
"",5A,"Daphne Chambers, Springfield.............. 14.96"
"",4A,"Maria Kropf, Sweet Home ..................... 14.83"
"",3A,"Payton Hummell, Warrenton ................. 15.57"
"",2A,"Stacy Kozlowski, Portland Christian ...... 16.40"
"",1A,"Krisrtan Holding, Damascus Christian ... 16.02"
300m H,6A,"Annelise Coxeff, Centennial .................. 44.89"
"",5A,"Jazmin Ratcliff, Benson ......................... 44.63"
"",4A,"Claire Thomas, Molalla .......................... 45.27"
"",3A,"Sarah Bennion, St. Mary’s ..................... 46.94"
"",2A,"Stacy Kozlowksi, Portland Christian ...... 49.04"
"",1A,"Kristan Holding, Damascus Christian .... 48.02"
4x100m R,6A,SUNSET ................................................ 48.00
"",,"(Mackay, Thom, Coon, Henderson)"
"",5A,MOUNTAIN VIEW ................................. 49.04
"",,"(B. Rosen, Kroeger, Wilson, A. Rosen)"
"",4A,PHILOMATH ......................................... 49.60
"",,"(Jensen, Grunwald, Hellesto, Ham)"
"",3A,CATLIN GABEL ..................................... 50.62
"",,"(Morton, Hurst, Edwards, Miller)"
"",2A,NESTUCCA .......................................... 51.91
"",,"(Green, Chatelain, Pieren, Helsing)"
"",1A,PORTLAND LUTHERAN ....................... 52.61
"",,"(Phipps, Grubb, Howard, LeBrun)"
4x400m R,6A,ROSEBURG ....................................... 3:54.42
"",,"(Cavens, Sandling, Russo, Audiss)"
"",5A,CORVALLIS ....................................... 3:57.81
"",,"(King, Spaulding, Behrens, Waschmann)"
"",4A,PHILOMATH ...................................... 4:01.01
"",,"(Ham, Marshall, Grunwald, Hellesto)"
"",3A,ST. MARY’S ....................................... 4:04.51
"",,"(Krieser, Steinsiek, Peterson, Bennion)"
"",2A,PORTLAND CHRISTIAN .................... 4:12.26
"",,"(Cayetano, White, Jossi, Whalen)"
"",1A,PAISLEY ............................................ 4:18.36
"",,"(O’Sullivan, O’Leary, A. McKay, C. McKay)"
Long Jump,6A,"Janessa White, South Salem ............. 17-11.5"
"",5A,"Iris Anderson, North Eugene ................ 18-8.5"
"",4A,"Chancey Summers, Estacada .............. 17-8.5"
"",3A,"Mariah Morton, Catlin Gabel ............... 18-0.25"
"",2A,"Lindsey Wright, Reedsport ................. 17-2.25"
"",1A,"Kristan Holding, Damascus Christian . 17-7.25"
Triple Jump,6A,"Taisha Moore, Aloha .......................... 39-0.75"
"",5A,"Iris Anderson, North Eugene ................... 38-4"
"",4A,"Chancey Summers, Estacada .............. 36-7.5"
"",3A,"Mariah Morton, Catlin Gabel .................. 35-11"
"",2A,"Alexis Anderson, Neah-Kah-Nie ....... 35-11.25"
"",1A,"Clare McKay, Paisley ......................... 35-9.25"
Shot Put,6A,"Elizabeth Brenner, Jesuit .................... 45-4.75"
"",5A,"McKenzie Warren, Sandy ...................... 40-10"
"",4A,"Cherilyn Bunker, Newport ........................ 38-5"
"",3A,"Victoria Rodriguez, Nyssa .................... 41-4.5"
"",2A,"Jessica Johns, Canyonville Christian ...... 40-0"
"",1A,"Whitney Schreiber, Alsea ..................... 37-6.5"
Discus,6A,"Ariel Oliver, McMinnville ........................ 146-6"
"",5A,"McKenzie Warren, Sandy ...................... 134-8"
"",4A,"D’onna Robinson, Gladstone ................. 123-7"
"",3A,"Jessica Thompson, Toledo .................... 129-1"
"",2A,"Laura Grube, Crow .............................. 124-11"
"",1A,"Megan White, Mitchell ............................ 112-9"
Javelin,6A,"Haley Crouser, Gresham ....................... 169-7"
"",5A,"Makena Schroder, Sandy....................... 140-9"
"",4A,"Michaela Farner, Molalla ........................ 131-5"
"",3A,"Maggie Eddings, Glide ......................... 122-10"
"",2A,"Laura Grube, Crow ................................ 123-8"
"",1A,"Jamie Murchison, Cove ......................... 133-7"
High Jump,6A,"Michelle Ellis, Hillsboro .............................. 5-5"
"",5A,"Rachel Proteau, West Albany .................... 5-7"
"",4A,"Chancey Summers, Estacada .................. 5-10"
"",3A,"Sara Almen, Santiam Christian .................. 5-5"
"",2A,"Brittany Hurliman, Nestucca ....................... 5-3"
"",1A,"Kristan Holding, Damascus Christian ......... 5-3"
Pole Vault,6A,"Jill Doyle, Jesuit ....................................... 12-4"
"",5A,"Alivia Campbell, Hood River Valley .......... 11-6"
"",4A,"Sara Small, Sisters .................................. 11-3"
"",3A,"Linnea Fong, St. Mary’s ........................... 10-6"
"",2A,"Lindsey Wright, Reedsport ....................... 10-6"
"",1A,"Lindi Burgeson, Damascus Christian ......... 8-9"
