"State","Year","Gender","Schools","Participation","Event","Mark","Mark.Note","Students","df","Count","Participation.Thousands"
"Georgia",1996,"Girls",318,7221,"High Jump",1.7272,NA,345419,19,372832,7.221
"Georgia",1996,"Girls",318,7221,"High Jump",1.7272,NA,345419,19,372832,7.221
"Illinois",1996,"Girls",572,17741,"100m",12.92,NA,518032,20,416771,17.741
"Illinois",1996,"Girls",572,17741,"100m",11.96,NA,518032,20,416771,17.741
"Illinois",1996,"Girls",572,17741,"800m",137.3,NA,518032,20,416771,17.741
"Illinois",1996,"Girls",572,17741,"800m",132.2,NA,518032,20,416771,17.741
"Illinois",1996,"Girls",572,17741,"1600m",313.4,NA,518032,20,416771,17.741
"Illinois",1996,"Girls",572,17741,"1600m",302,NA,518032,20,416771,17.741
"Illinois",1996,"Girls",572,17741,"High Jump",1.7526,NA,518032,20,416771,17.741
"Illinois",1996,"Girls",572,17741,"High Jump",1.7272,NA,518032,20,416771,17.741
"Kansas",1996,"Girls",361,6539,"100m",12.85,NA,133329,21,101463,6.539
"Kansas",1996,"Girls",361,6539,"1600m",318.7,NA,133329,21,101463,6.539
"Kansas",1996,"Girls",361,6539,"800m",138.56,NA,133329,21,101463,6.539
"Kansas",1996,"Girls",361,6539,"High Jump",1.6256,NA,133329,21,101463,6.539
"Kansas",1996,"Girls",361,6539,"100m",12.13,NA,133329,21,101463,6.539
"Kansas",1996,"Girls",361,6539,"1600m",315.1,NA,133329,21,101463,6.539
"Kansas",1996,"Girls",361,6539,"800m",139.8,NA,133329,21,101463,6.539
"Kansas",1996,"Girls",361,6539,"100m",13.12,NA,133329,21,101463,6.539
"Kansas",1996,"Girls",361,6539,"1600m",326.4,NA,133329,21,101463,6.539
"Kansas",1996,"Girls",361,6539,"800m",146.2,NA,133329,21,101463,6.539
"Kansas",1996,"Girls",361,6539,"High Jump",1.524,NA,133329,21,101463,6.539
"Maryland",1996,"Girls",156,3980,"100m",12.41,NA,209073,4,196573,3.98
"Maryland",1996,"Girls",156,3980,"100m",12.57,NA,209073,4,196573,3.98
"Maryland",1996,"Girls",156,3980,"100m",13.1,NA,209073,4,196573,3.98
"Maryland",1996,"Girls",156,3980,"100m",13.08,NA,209073,4,196573,3.98
"Maryland",1996,"Girls",156,3980,"800m",134.6,NA,209073,4,196573,3.98
"Maryland",1996,"Girls",156,3980,"800m",134.74,NA,209073,4,196573,3.98
"Maryland",1996,"Girls",156,3980,"800m",136,NA,209073,4,196573,3.98
"Maryland",1996,"Girls",156,3980,"800m",142.5,NA,209073,4,196573,3.98
"Maryland",1996,"Girls",156,3980,"High Jump",1.6764,NA,209073,4,196573,3.98
"Maryland",1996,"Girls",156,3980,"High Jump",1.6256,NA,209073,4,196573,3.98
"Maryland",1996,"Girls",156,3980,"High Jump",1.6002,NA,209073,4,196573,3.98
"Maryland",1996,"Girls",156,3980,"High Jump",1.6256,NA,209073,4,196573,3.98
"Maryland",1996,"Girls",156,3980,"1600m",302.34,NA,209073,4,196573,3.98
"Maryland",1996,"Girls",156,3980,"1600m",290.39,NA,209073,4,196573,3.98
"Maryland",1996,"Girls",156,3980,"1600m",305.8,NA,209073,4,196573,3.98
"Maryland",1996,"Girls",156,3980,"1600m",318.81,NA,209073,4,196573,3.98
"Massachusetts",1996,"Girls",245,9415,"High Jump",1.7272,NA,240419,5,222303,9.415
"Massachusetts",1996,"Girls",245,9415,"Pole Vault",3.6576,NA,240419,5,222303,9.415
"Massachusetts",1996,"Girls",245,9415,"1600m",301.998192,NA,240419,5,222303,9.415
"Massachusetts",1996,"Girls",245,9415,"100m",12.18,NA,240419,5,222303,9.415
"Massachusetts",1996,"Girls",245,9415,"800m",136.54,NA,240419,5,222303,9.415
"Michigan",1996,"Girls",638,17307,"High Jump",1.7272,NA,429799,6,326682,17.307
"Michigan",1996,"Girls",638,17307,"1600m",294,NA,429799,6,326682,17.307
"Michigan",1996,"Girls",638,17307,"800m",133.28,NA,429799,6,326682,17.307
"Michigan",1996,"Girls",638,17307,"100m",12.74,NA,429799,6,326682,17.307
"Michigan",1996,"Girls",638,17307,"High Jump",1.6256,NA,429799,6,326682,17.307
"Michigan",1996,"Girls",638,17307,"1600m",303.9,NA,429799,6,326682,17.307
"Michigan",1996,"Girls",638,17307,"800m",133.79,NA,429799,6,326682,17.307
"Michigan",1996,"Girls",638,17307,"100m",12.63,NA,429799,6,326682,17.307
"Michigan",1996,"Girls",638,17307,"High Jump",1.6256,NA,429799,6,326682,17.307
"Michigan",1996,"Girls",638,17307,"1600m",308.99,NA,429799,6,326682,17.307
"Michigan",1996,"Girls",638,17307,"800m",136.73,NA,429799,6,326682,17.307
"Michigan",1996,"Girls",638,17307,"100m",12.21,NA,429799,6,326682,17.307
"Michigan",1996,"Girls",638,17307,"High Jump",1.5748,NA,429799,6,326682,17.307
"Michigan",1996,"Girls",638,17307,"1600m",324.15,NA,429799,6,326682,17.307
"Michigan",1996,"Girls",638,17307,"800m",138.32,NA,429799,6,326682,17.307
"Michigan",1996,"Girls",638,17307,"100m",13.05,NA,429799,6,326682,17.307
"Nebraska",1996,"Girls",338,6591,"100m",12.17,NA,86722,7,67297,6.591
"Nebraska",1996,"Girls",338,6591,"800m",137.01,NA,86722,7,67297,6.591
"Nebraska",1996,"Girls",338,6591,"1600m",315.61,NA,86722,7,67297,6.591
"Nebraska",1996,"Girls",338,6591,"High Jump",1.7272,NA,86722,7,67297,6.591
"Nebraska",1996,"Girls",338,6591,"High Jump",1.7018,NA,86722,7,67297,6.591
"Nebraska",1996,"Girls",338,6591,"High Jump",1.651,NA,86722,7,67297,6.591
"Nebraska",1996,"Girls",338,6591,"High Jump",1.5748,NA,86722,7,67297,6.591
"New Mexico",1996,"Girls",113,2596,"100m",12.22,NA,91418,NA,NA,2.596
"New Mexico",1996,"Girls",113,2596,"100m",12.62,NA,91418,NA,NA,2.596
"New Mexico",1996,"Girls",113,2596,"100m",13.45,NA,91418,NA,NA,2.596
"New Mexico",1996,"Girls",113,2596,"100m",12.36,NA,91418,NA,NA,2.596
"New Mexico",1996,"Girls",113,2596,"800m",134,NA,91418,NA,NA,2.596
"New Mexico",1996,"Girls",113,2596,"800m",137.9,NA,91418,NA,NA,2.596
"New Mexico",1996,"Girls",113,2596,"800m",147.73,NA,91418,NA,NA,2.596
"New Mexico",1996,"Girls",113,2596,"800m",149.02,NA,91418,NA,NA,2.596
"New Mexico",1996,"Girls",113,2596,"1600m",304.8,NA,91418,NA,NA,2.596
"New Mexico",1996,"Girls",113,2596,"1600m",308.2,NA,91418,NA,NA,2.596
"New Mexico",1996,"Girls",113,2596,"1600m",329.49,NA,91418,NA,NA,2.596
"New Mexico",1996,"Girls",113,2596,"1600m",338.94,NA,91418,NA,NA,2.596
"New Mexico",1996,"Girls",113,2596,"High Jump",1.5748,NA,91418,NA,NA,2.596
"New Mexico",1996,"Girls",113,2596,"High Jump",1.7272,NA,91418,NA,NA,2.596
"New Mexico",1996,"Girls",113,2596,"High Jump",1.5494,NA,91418,NA,NA,2.596
"New Mexico",1996,"Girls",113,2596,"High Jump",1.6002,NA,91418,NA,NA,2.596
"New York",1996,"Girls",552,15013,"100m",12.28,NA,761509,8,625735,15.013
"New York",1996,"Girls",552,15013,"800m",134.01,NA,761509,8,625735,15.013
"New York",1996,"Girls",552,15013,"1600m",300.678948,NA,761509,8,625735,15.013
"New York",1996,"Girls",552,15013,"High Jump",1.7526,NA,761509,8,625735,15.013
"New York",1996,"Girls",552,15013,"100m",12.93,NA,761509,8,625735,15.013
"New York",1996,"Girls",552,15013,"800m",136.12,NA,761509,8,625735,15.013
"New York",1996,"Girls",552,15013,"1600m",308.291481,NA,761509,8,625735,15.013
"New York",1996,"Girls",552,15013,"High Jump",1.7018,NA,761509,8,625735,15.013
"New York",1996,"Girls",552,15013,"100m",12.84,NA,761509,8,625735,15.013
"New York",1996,"Girls",552,15013,"800m",140.4,NA,761509,8,625735,15.013
"New York",1996,"Girls",552,15013,"1600m",314.314938,NA,761509,8,625735,15.013
"New York",1996,"Girls",552,15013,"High Jump",1.651,NA,761509,8,625735,15.013
"North Carolina",1996,"Girls",291,7845,"High Jump",1.7272,NA,311770,9,342791,7.845
"North Carolina",1996,"Girls",291,7845,"High Jump",1.6764,NA,311770,9,342791,7.845
"North Carolina",1996,"Girls",291,7845,"High Jump",1.5748,NA,311770,9,342791,7.845
"North Carolina",1996,"Girls",291,7845,"High Jump",1.524,NA,311770,9,342791,7.845
"North Carolina",1996,"Girls",291,7845,"100m",11.8,NA,311770,9,342791,7.845
"North Carolina",1996,"Girls",291,7845,"100m",11.95,NA,311770,9,342791,7.845
"North Carolina",1996,"Girls",291,7845,"100m",12.23,NA,311770,9,342791,7.845
"North Carolina",1996,"Girls",291,7845,"100m",12.67,NA,311770,9,342791,7.845
"North Carolina",1996,"Girls",291,7845,"800m",135.86,NA,311770,9,342791,7.845
"North Carolina",1996,"Girls",291,7845,"800m",138.6,NA,311770,9,342791,7.845
"North Carolina",1996,"Girls",291,7845,"800m",140.2,NA,311770,9,342791,7.845
"North Carolina",1996,"Girls",291,7845,"800m",140.7,NA,311770,9,342791,7.845
"North Carolina",1996,"Girls",291,7845,"1600m",309.01,NA,311770,9,342791,7.845
"North Carolina",1996,"Girls",291,7845,"1600m",305.79,NA,311770,9,342791,7.845
"North Carolina",1996,"Girls",291,7845,"1600m",308.18,NA,311770,9,342791,7.845
"North Carolina",1996,"Girls",291,7845,"1600m",317,NA,311770,9,342791,7.845
"Oklahoma",1996,"Girls",390,3487,"100m",12.55,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"100m",11.93,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"100m",11.86,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"100m",12.18,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"100m",12.52,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"100m",12.82,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"800m",135.8,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"800m",138.69,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"800m",144.26,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"800m",136.02,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"800m",140.53,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"800m",143.26,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"1600m",313.21,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"1600m",320.35,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"1600m",316.44,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"1600m",331.54,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"1600m",328.96,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"1600m",333.46,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"High Jump",1.6256,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"High Jump",1.6764,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"High Jump",1.6764,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"High Jump",1.5748,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"High Jump",1.6002,NA,170011,11,134646,3.487
"Oklahoma",1996,"Girls",390,3487,"High Jump",1.5748,NA,170011,11,134646,3.487
"Oregon",1996,"Girls",276,8280,"100m",12.26,NA,151386,12,125353,8.28
"Oregon",1996,"Girls",276,8280,"800m",133.23,NA,151386,12,125353,8.28
"Oregon",1996,"Girls",276,8280,"1600m",301.333905,NA,151386,12,125353,8.28
"Oregon",1996,"Girls",276,8280,"High Jump",1.7272,NA,151386,12,125353,8.28
"Oregon",1996,"Girls",276,8280,"Pole Vault",3.4544,NA,151386,12,125353,8.28
"Oregon",1996,"Girls",276,8280,"100m",12.47,NA,151386,12,125353,8.28
"Oregon",1996,"Girls",276,8280,"800m",138.54,NA,151386,12,125353,8.28
"Oregon",1996,"Girls",276,8280,"1600m",298.907343,NA,151386,12,125353,8.28
"Oregon",1996,"Girls",276,8280,"High Jump",1.6764,NA,151386,12,125353,8.28
"Oregon",1996,"Girls",276,8280,"Pole Vault",3.0988,NA,151386,12,125353,8.28
"Oregon",1996,"Girls",276,8280,"100m",13.02,NA,151386,12,125353,8.28
"Oregon",1996,"Girls",276,8280,"800m",142.14,NA,151386,12,125353,8.28
"Oregon",1996,"Girls",276,8280,"1600m",328.788414,NA,151386,12,125353,8.28
"Oregon",1996,"Girls",276,8280,"High Jump",1.5494,NA,151386,12,125353,8.28
"Oregon",1996,"Girls",276,8280,"Pole Vault",2.7432,NA,151386,12,125353,8.28
"Oregon",1996,"Girls",276,8280,"100m",13.66,NA,151386,12,125353,8.28
"Oregon",1996,"Girls",276,8280,"800m",147.89,NA,151386,12,125353,8.28
"Oregon",1996,"Girls",276,8280,"1600m",338.290659,NA,151386,12,125353,8.28
"Oregon",1996,"Girls",276,8280,"High Jump",1.4732,NA,151386,12,125353,8.28
"Oregon",1996,"Girls",276,8280,"Pole Vault",2.3114,NA,151386,12,125353,8.28
"Rhode Island",1996,"Girls",36,1139,"High Jump",1.5748,NA,39828,13,38370,1.139
"Rhode Island",1996,"Girls",36,1139,"100m",12.44,NA,39828,13,38370,1.139
"Rhode Island",1996,"Girls",36,1139,"800m",139.14,NA,39828,13,38370,1.139
"Rhode Island",1996,"Girls",36,1139,"1600m",312.360804,NA,39828,13,38370,1.139
"Tennessee",1996,"Girls",209,4454,"100m",12.37,NA,243169,14,222225,4.454
"Tennessee",1996,"Girls",209,4454,"100m",12.24,NA,243169,14,222225,4.454
"Tennessee",1996,"Girls",209,4454,"800m",139.28,NA,243169,14,222225,4.454
"Tennessee",1996,"Girls",209,4454,"800m",137.92,NA,243169,14,222225,4.454
"Tennessee",1996,"Girls",209,4454,"1600m",310.61,NA,243169,14,222225,4.454
"Tennessee",1996,"Girls",209,4454,"1600m",309.25,NA,243169,14,222225,4.454
"Tennessee",1996,"Girls",209,4454,"High Jump",1.6764,NA,243169,14,222225,4.454
"Tennessee",1996,"Girls",209,4454,"High Jump",1.6256,NA,243169,14,222225,4.454
"Washington",1996,"Girls",339,8042,"High Jump",1.7272,NA,276563,15,231238,8.042
"Washington",1996,"Girls",339,8042,"High Jump",1.651,NA,276563,15,231238,8.042
"Washington",1996,"Girls",339,8042,"High Jump",1.7526,NA,276563,15,231238,8.042
"Washington",1996,"Girls",339,8042,"High Jump",1.6256,NA,276563,15,231238,8.042
"Washington",1996,"Girls",339,8042,"1600m",292.63,NA,276563,15,231238,8.042
"Washington",1996,"Girls",339,8042,"1600m",308.09,NA,276563,15,231238,8.042
"Washington",1996,"Girls",339,8042,"1600m",315.32,NA,276563,15,231238,8.042
"Washington",1996,"Girls",339,8042,"1600m",324.25,NA,276563,15,231238,8.042
"Washington",1996,"Girls",339,8042,"800m",130.27,NA,276563,15,231238,8.042
"Washington",1996,"Girls",339,8042,"800m",135.66,NA,276563,15,231238,8.042
"Washington",1996,"Girls",339,8042,"800m",140.84,NA,276563,15,231238,8.042
"Washington",1996,"Girls",339,8042,"800m",142.48,NA,276563,15,231238,8.042
"Washington",1996,"Girls",339,8042,"100m",12,NA,276563,15,231238,8.042
"Washington",1996,"Girls",339,8042,"100m",12.62,NA,276563,15,231238,8.042
"Washington",1996,"Girls",339,8042,"100m",11.92,NA,276563,15,231238,8.042
"Washington",1996,"Girls",339,8042,"100m",12.6,NA,276563,15,231238,8.042
"Wisconsin",1996,"Girls",377,9305,"100m",12.43,NA,267211,16,188981,9.305
"Wisconsin",1996,"Girls",377,9305,"100m",12.84,NA,267211,16,188981,9.305
"Wisconsin",1996,"Girls",377,9305,"100m",12.64,NA,267211,16,188981,9.305
"Wisconsin",1996,"Girls",377,9305,"800m",136.48,NA,267211,16,188981,9.305
"Wisconsin",1996,"Girls",377,9305,"800m",137.76,NA,267211,16,188981,9.305
"Wisconsin",1996,"Girls",377,9305,"800m",139.91,NA,267211,16,188981,9.305
"Wisconsin",1996,"Girls",377,9305,"1600m",306.46,NA,267211,16,188981,9.305
"Wisconsin",1996,"Girls",377,9305,"1600m",301.99,NA,267211,16,188981,9.305
"Wisconsin",1996,"Girls",377,9305,"1600m",315.65,NA,267211,16,188981,9.305
"Wisconsin",1996,"Girls",377,9305,"High Jump",1.651,NA,267211,16,188981,9.305
"Wisconsin",1996,"Girls",377,9305,"High Jump",1.6764,NA,267211,16,188981,9.305
"Wisconsin",1996,"Girls",377,9305,"High Jump",1.7272,NA,267211,16,188981,9.305
"Wyoming",1996,"Girls",69,1461,"100m",12.24,NA,30928,17,18452,1.461
"Wyoming",1996,"Girls",69,1461,"800m",137.64,NA,30928,17,18452,1.461
"Wyoming",1996,"Girls",69,1461,"1600m",315.04,NA,30928,17,18452,1.461
"Wyoming",1996,"Girls",69,1461,"High Jump",1.5748,NA,30928,17,18452,1.461
"Wyoming",1996,"Girls",69,1461,"Pole Vault",2.7432,NA,30928,17,18452,1.461
"Wyoming",1996,"Girls",69,1461,"100m",12.49,NA,30928,17,18452,1.461
"Wyoming",1996,"Girls",69,1461,"800m",142.96,NA,30928,17,18452,1.461
"Wyoming",1996,"Girls",69,1461,"1600m",321.93,NA,30928,17,18452,1.461
"Wyoming",1996,"Girls",69,1461,"High Jump",1.6256,NA,30928,17,18452,1.461
"Wyoming",1996,"Girls",69,1461,"Pole Vault",2.7432,NA,30928,17,18452,1.461
"Wyoming",1996,"Girls",69,1461,"100m",12.66,NA,30928,17,18452,1.461
"Wyoming",1996,"Girls",69,1461,"800m",143.89,NA,30928,17,18452,1.461
"Wyoming",1996,"Girls",69,1461,"1600m",327.18,NA,30928,17,18452,1.461
"Wyoming",1996,"Girls",69,1461,"High Jump",1.524,NA,30928,17,18452,1.461
"Wyoming",1996,"Girls",69,1461,"Pole Vault",2.4384,NA,30928,17,18452,1.461
"Wyoming",1996,"Girls",69,1461,"100m",12.7,NA,30928,17,18452,1.461
"Wyoming",1996,"Girls",69,1461,"800m",151.15,NA,30928,17,18452,1.461
"Wyoming",1996,"Girls",69,1461,"1600m",334.71,NA,30928,17,18452,1.461
"Wyoming",1996,"Girls",69,1461,"High Jump",1.524,NA,30928,17,18452,1.461
"Wyoming",1996,"Girls",69,1461,"Pole Vault",2.4384,NA,30928,17,18452,1.461
"California",1997,"Boys",838,34145,"100m",10.52,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"100m",10.6,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"100m",10.61,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"100m",10.63,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"100m",10.65,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"100m",10.74,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"100m",13.96,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"1600m",250.08,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"1600m",251.28,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"1600m",254.8,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"1600m",255.31,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"1600m",259.35,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"1600m",259.36,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"800m",110.62,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"800m",113.44,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"800m",114.05,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"800m",114.38,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"800m",114.51,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"800m",114.7,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"800m",114.8,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"800m",115.55,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"800m",116.21,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"High Jump",2.159,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"High Jump",2.1336,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"High Jump",2.0574,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"High Jump",2.032,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"High Jump",1.9812,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"Pole Vault",5.0546,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"Pole Vault",4.7244,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"Pole Vault",4.6228,NA,1525618,2,1353246,34.145
"California",1997,"Boys",838,34145,"Pole Vault",4.4704,NA,1525618,2,1353246,34.145
"Florida",1997,"Boys",418,10976,"100m",10.74,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"100m",10.66,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"100m",10.46,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"100m",10.83,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"100m",11.05,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"800m",113.3,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"800m",116.02,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"800m",116.64,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"800m",117.76,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"800m",120.48,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"1600m",260.8,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"1600m",258.8,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"1600m",259.12,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"1600m",254.44,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"1600m",269.24,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"High Jump",2.0828,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"High Jump",2.0828,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"High Jump",2.032,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"High Jump",1.9812,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"High Jump",2.032,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"Pole Vault",4.4196,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"Pole Vault",4.572,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"Pole Vault",4.2672,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"Pole Vault",4.1148,NA,589050,18,654581,10.976
"Florida",1997,"Boys",418,10976,"Pole Vault",4.4196,NA,589050,18,654581,10.976
"Georgia",1997,"Boys",326,8442,"100m",11.07,NA,355911,19,384636,8.442
"Georgia",1997,"Boys",326,8442,"100m",11.07,NA,355911,19,384636,8.442
"Georgia",1997,"Boys",326,8442,"100m",10.88,NA,355911,19,384636,8.442
"Georgia",1997,"Boys",326,8442,"100m",10.71,NA,355911,19,384636,8.442
"Georgia",1997,"Boys",326,8442,"1600m",257.4,NA,355911,19,384636,8.442
"Georgia",1997,"Boys",326,8442,"1600m",256.3,NA,355911,19,384636,8.442
"Georgia",1997,"Boys",326,8442,"1600m",256.5,NA,355911,19,384636,8.442
"Georgia",1997,"Boys",326,8442,"1600m",258.7,NA,355911,19,384636,8.442
"Georgia",1997,"Boys",326,8442,"800m",114.6,NA,355911,19,384636,8.442
"Georgia",1997,"Boys",326,8442,"800m",115.5,NA,355911,19,384636,8.442
"Georgia",1997,"Boys",326,8442,"800m",115,NA,355911,19,384636,8.442
"Georgia",1997,"Boys",326,8442,"800m",115.6,NA,355911,19,384636,8.442
"Georgia",1997,"Boys",326,8442,"High Jump",2.032,NA,355911,19,384636,8.442
"Georgia",1997,"Boys",326,8442,"High Jump",2.032,NA,355911,19,384636,8.442
"Georgia",1997,"Boys",326,8442,"High Jump",2.0828,NA,355911,19,384636,8.442
"Georgia",1997,"Boys",326,8442,"High Jump",2.159,NA,355911,19,384636,8.442
"Georgia",1997,"Boys",326,8442,"Pole Vault",3.9624,NA,355911,19,384636,8.442
"Georgia",1997,"Boys",326,8442,"Pole Vault",4.1148,NA,355911,19,384636,8.442
"Georgia",1997,"Boys",326,8442,"Pole Vault",3.81,NA,355911,19,384636,8.442
"Georgia",1997,"Boys",326,8442,"Pole Vault",4.1148,NA,355911,19,384636,8.442
"Illinois",1997,"Boys",575,20636,"100m",10.9,NA,559275,20,438919,20.636
"Illinois",1997,"Boys",575,20636,"100m",10.56,NA,559275,20,438919,20.636
"Illinois",1997,"Boys",575,20636,"800m",117.7,NA,559275,20,438919,20.636
"Illinois",1997,"Boys",575,20636,"800m",112.6,NA,559275,20,438919,20.636
"Illinois",1997,"Boys",575,20636,"1600m",266.4,NA,559275,20,438919,20.636
"Illinois",1997,"Boys",575,20636,"1600m",254.9,NA,559275,20,438919,20.636
"Illinois",1997,"Boys",575,20636,"High Jump",NA,NA,559275,20,438919,20.636
"Illinois",1997,"Boys",575,20636,"High Jump",NA,NA,559275,20,438919,20.636
"Illinois",1997,"Boys",575,20636,"Pole Vault",4.7244,NA,559275,20,438919,20.636
"Illinois",1997,"Boys",575,20636,"Pole Vault",4.4958,NA,559275,20,438919,20.636
"Kansas",1997,"Boys",361,8544,"100m",10.75,NA,137118,21,107335,8.544
"Kansas",1997,"Boys",361,8544,"1600m",261.06,NA,137118,21,107335,8.544
"Kansas",1997,"Boys",361,8544,"800m",117.02,NA,137118,21,107335,8.544
"Kansas",1997,"Boys",361,8544,"Pole Vault",4.572,NA,137118,21,107335,8.544
"Kansas",1997,"Boys",361,8544,"High Jump",2.1082,NA,137118,21,107335,8.544
"Kansas",1997,"Boys",361,8544,"100m",10.69,NA,137118,21,107335,8.544
"Kansas",1997,"Boys",361,8544,"1600m",265.89,NA,137118,21,107335,8.544
"Kansas",1997,"Boys",361,8544,"800m",119.52,NA,137118,21,107335,8.544
"Kansas",1997,"Boys",361,8544,"Pole Vault",4.2926,NA,137118,21,107335,8.544
"Kansas",1997,"Boys",361,8544,"High Jump",1.8796,NA,137118,21,107335,8.544
"Kansas",1997,"Boys",361,8544,"100m",11.16,NA,137118,21,107335,8.544
"Kansas",1997,"Boys",361,8544,"1600m",272.04,NA,137118,21,107335,8.544
"Kansas",1997,"Boys",361,8544,"800m",121.65,NA,137118,21,107335,8.544
"Kansas",1997,"Boys",361,8544,"Pole Vault",3.5052,NA,137118,21,107335,8.544
"Kansas",1997,"Boys",361,8544,"High Jump",1.9812,NA,137118,21,107335,8.544
"Maryland",1997,"Boys",163,4829,"100m",10.67,NA,215495,4,203680,4.829
"Maryland",1997,"Boys",163,4829,"100m",10.72,NA,215495,4,203680,4.829
"Maryland",1997,"Boys",163,4829,"100m",10.79,NA,215495,4,203680,4.829
"Maryland",1997,"Boys",163,4829,"100m",10.97,NA,215495,4,203680,4.829
"Maryland",1997,"Boys",163,4829,"800m",115.17,NA,215495,4,203680,4.829
"Maryland",1997,"Boys",163,4829,"800m",115.54,NA,215495,4,203680,4.829
