State,Year,Gender,Schools,Participation
Kansas,1985,Girls,367,6956
Kentucky,1985,Girls,241,3615
Louisiana,1985,Girls,323,6821
Maine,1985,Girls,34,476
Maryland,1985,Girls,117,2762
Massachusetts,1985,Girls,236,8312
Michigan,1985,Girls,642,24347
Minnesota,1985,Girls,432,9180
Mississippi,1985,Girls,192,2676
Missouri,1985,Girls,410,10882
Montana,1985,Girls,182,2905
Nebraska,1985,Girls,361,5363
Nevada,1985,Girls,58,1343
New Hampshire,1985,Girls,40,1340
New Jersey,1985,Girls,286,9379
New Mexico,1985,Girls,117,2606
New York,1985,Girls,626,16820
North Carolina,1985,Girls,239,6248
North Dakota,1985,Girls,210,2401
Ohio,1985,Girls,753,20790
Oklahoma,1985,Girls,334,3996
Oregon,1985,Girls,238,7140
Pennsylvania,1985,Girls,458,13678
Rhode Island,1985,Girls,25,693
South Carolina,1985,Girls,162,3397
South Dakota,1985,Girls,197,3974
Tennessee,1985,Girls,187,5797
Texas,1985,Girls,1100,21921
Utah,1985,Girls,98,2378
Vermont,1985,Girls,32,909
Virginia,1985,Girls,255,7261
Washington,1985,Girls,322,7869
West Virginia,1985,Girls,99,2101
Wisconsin,1985,Girls,383,10527
Wyoming,1985,Girls,72,1650
Alabama,1986,Boys,214,3698
Alaska,1986,Boys,55,1162
Arizona,1986,Boys,139,4575
Arkansas,1986,Boys,272,5440
California,1986,Boys,822,32842
Colorado,1986,Boys,253,10120
Connecticut,1986,Boys,158,5837
Delaware,1986,Boys,31,1092
District Of Columbia,1986,Boys,11,330
Florida,1986,Boys,344,9510
Georgia,1986,Boys,326,8020
Hawaii,1986,Boys,50,1824
Idaho,1986,Boys,124,3171
Illinois,1986,Boys,653,25113
Indiana,1986,Boys,379,12468
Iowa,1986,Boys,477,13115
Kansas,1986,Boys,360,9291
Kentucky,1986,Boys,244,1972
Louisiana,1986,Boys,355,7641
Maine,1986,Boys,112,3450
Maryland,1986,Boys,135,5126
Massachusetts,1986,Boys,251,10350
Michigan,1986,Boys,632,23576
Minnesota,1986,Boys,388,10680
Mississippi,1986,Boys,157,3009
Missouri,1986,Boys,415,14369
Montana,1986,Boys,185,3494
Nebraska,1986,Boys,361,7867
Nevada,1986,Boys,61,1780
New Hampshire,1986,Boys,57,1850
New Jersey,1986,Boys,308,13601
New Mexico,1986,Boys,118,3328
New York,1986,Boys,689,20283
North Carolina,1986,Boys,289,11106
North Dakota,1986,Boys,191,2720
Ohio,1986,Boys,756,25407
Oklahoma,1986,Boys,340,5108
Oregon,1986,Boys,239,11950
Pennsylvania,1986,Boys,494,19812
Rhode Island,1986,Boys,37,1216
South Carolina,1986,Boys,176,5194
South Dakota,1986,Boys,198,4649
Tennessee,1986,Boys,189,5859
Texas,1986,Boys,1152,32414
Utah,1986,Boys,100,3605
Vermont,1986,Boys,30,925
Virginia,1986,Boys,259,9064
Washington,1986,Boys,311,10566
West Virginia,1986,Boys,114,2858
Wisconsin,1986,Boys,382,11973
Wyoming,1986,Boys,73,1871
Alabama,1986,Girls,168,1983
Alaska,1986,Girls,55,873
Arizona,1986,Girls,137,3031
Arkansas,1986,Girls,260,2750
California,1986,Girls,838,19250
Colorado,1986,Girls,252,10080
Connecticut,1986,Girls,147,4760
Delaware,1986,Girls,31,701
Dist. Of Columbia,1986,Girls,9,180
Florida,1986,Girls,331,6431
Georgia,1986,Girls,300,5236
Hawaii,1986,Girls,50,1039
Idaho,1986,Girls,122,2407
Illinois,1986,Girls,635,17740
Indiana,1986,Girls,372,10173
Iowa,1986,Girls,456,20520
Kansas,1986,Girls,355,6371
Kentucky,1986,Girls,241,1845
Louisiana,1986,Girls,323,6821
Maine,1986,Girls,112,2530
Maryland,1986,Girls,135,3937
Massachusetts,1986,Girls,238,8295
Michigan,1986,Girls,632,19205
Minnesota,1986,Girls,397,9060
Mississippi,1986,Girls,144,2140
Missouri,1986,Girls,409,10822
Montana,1986,Girls,185,3079
Nebraska,1986,Girls,361,5491
Nevada,1986,Girls,58,1493
New Hampshire,1986,Girls,56,1634
New Jersey,1986,Girls,284,10800
New Mexico,1986,Girls,117,2404
New York,1986,Girls,626,16820
North Carolina,1986,Girls,233,6124
North Dakota,1986,Girls,186,2387
Ohio,1986,Girls,753,20710
Oklahoma,1986,Girls,341,4092
Oregon,1986,Girls,239,7170
Pennsylvania,1986,Girls,459,13670
Rhode Island,1986,Girls,26,855
South Carolina,1986,Girls,162,3561
South Dakota,1986,Girls,198,4029
Tennessee,1986,Girls,187,5797
Texas,1986,Girls,1138,21980
Utah,1986,Girls,98,2378
Vermont,1986,Girls,34,929
Virginia,1986,Girls,239,6541
Washington,1986,Girls,309,8130
West Virginia,1986,Girls,111,2383
Wisconsin,1986,Girls,NA,10650
Wyoming,1986,Girls,73,1825
Alabama,1987,Boys,214,3698
Alaska,1987,Boys,52,1123
Arizona,1987,Boys,146,4683
Arkansas,1987,Boys,283,5660
California,1987,Boys,874,34881
Colorado,1987,Boys,255,10200
Connecticut,1987,Boys,156,5842
Delaware,1987,Boys,28,927
District Of Columbia,1987,Boys,11,330
Florida,1987,Boys,363,9963
Georgia,1987,Boys,326,8020
Hawaii,1987,Boys,54,1724
Idaho,1987,Boys,118,3469
Illinois,1987,Boys,592,21584
Indiana,1987,Boys,372,12306
Iowa,1987,Boys,468,13200
Kansas,1987,Boys,365,9600
Kentucky,1987,Boys,219,3285
Louisiana,1987,Boys,355,7641
Maine,1987,Boys,110,3378
Maryland,1987,Boys,133,4798
Massachusetts,1987,Boys,253,9733
Michigan,1987,Boys,646,24037
Minnesota,1987,Boys,403,8875
Mississippi,1987,Boys,218,3232
Missouri,1987,Boys,416,14185
Montana,1987,Boys,182,3505
Nebraska,1987,Boys,354,7232
Nevada,1987,Boys,61,1843
New Hampshire,1987,Boys,57,1850
New Jersey,1987,Boys,320,12230
New Mexico,1987,Boys,124,3496
New York,1987,Boys,591,19211
North Carolina,1987,Boys,289,11107
North Dakota,1987,Boys,186,2712
Ohio,1987,Boys,755,25339
Oklahoma,1987,Boys,334,4980
Oregon,1987,Boys,240,12000
Pennsylvania,1987,Boys,493,19795
Rhode Island,1987,Boys,35,1173
South Carolina,1987,Boys,177,5507
South Dakota,1987,Boys,195,4532
Tennessee,1987,Boys,190,5890
Texas,1987,Boys,1152,30250
Utah,1987,Boys,102,3471
Vermont,1987,Boys,25,706
Virginia,1987,Boys,274,9006
Washington,1987,Boys,327,10295
West Virginia,1987,Boys,119,2843
Wisconsin,1987,Boys,382,12094
Wyoming,1987,Boys,73,2000
Alabama,1987,Girls,168,1983
Alaska,1987,Girls,52,874
Arizona,1987,Girls,137,3253
Arkansas,1987,Girls,260,2860
California,1987,Girls,889,20508
Colorado,1987,Girls,256,10240
Connecticut,1987,Girls,142,4787
Delaware,1987,Girls,27,730
Dist. Of Columbia,1987,Girls,9,180
"Florida
",1987,Girls,349,6750
Georgia,1987,Girls,300,5236
Hawaii,1987,Girls,54,1496
Idaho,1987,Girls,118,2829
Illinois,1987,Girls,570,14491
Indiana,1987,Girls,369,10184
Iowa,1987,Girls,445,17800
Kansas,1987,Girls,361,6621
Kentucky,1987,Girls,218,2398
Louisiana,1987,Girls,323,6821
Maine,1987,Girls,106,2217
Maryland,1987,Girls,135,3070
Massachusetts,1987,Girls,252,8083
Michigan,1987,Girls,643,19539
Minnesota,1987,Girls,405,6875
Mississippi,1987,Girls,210,2243
Missouri,1987,Girls,407,10653
Montana,1987,Girls,181,3050
Nebraska,1987,Girls,354,5463
Nevada,1987,Girls,58,1479
New Hampshire,1987,Girls,56,1670
New Jersey,1987,Girls,293,8892
New Mexico,1987,Girls,124,2551
New York,1987,Girls,560,16108
North Carolina,1987,Girls,233,6124
North Dakota,1987,Girls,193,2438
Ohio,1987,Girls,752,20637
Oklahoma,1987,Girls,330,3996
Oregon,1987,Girls,242,7260
Pennsylvania,1987,Girls,464,13788
Rhode Island,1987,Girls,26,754
South Carolina,1987,Girls,162,3587
South Dakota,1987,Girls,196,4017
Tennessee,1987,Girls,191,6076
Texas,1987,Girls,1140,25455
Utah,1987,Girls,99,2243
Vermont,1987,Girls,26,660
Virginia,1987,Girls,268,7198
Washington,1987,Girls,326,7948
West Virginia,1987,Girls,107,2369
Wisconsin,1987,Girls,380,10401
Wyoming,1987,Girls,72,1800
Alabama,1988,Boys,195,4162
Alaska,1988,Boys,50,1004
Arizona,1988,Boys,149,4979
Arkansas,1988,Boys,283,5660
California,1988,Boys,715,31671
Colorado,1988,Boys,257,10280
Connecticut,1988,Boys,153,5256
Delaware,1988,Boys,28,932
District Of Columbia,1988,Boys,11,330
Florida,1988,Boys,356,9939
Georgia,1988,Boys,326,7580
Hawaii,1988,Boys,50,1599
Idaho,1988,Boys,118,3614
Illinois,1988,Boys,565,20362
Indiana,1988,Boys,372,11993
Iowa,1988,Boys,434,10164
Kansas,1988,Boys,351,8664
Kentucky,1988,Boys,219,3265
Louisiana,1988,Boys,395,8240
Maine,1988,Boys,85,2302
Maryland,1988,Boys,132,4028
Massachusetts,1988,Boys,251,8571
Michigan,1988,Boys,645,17790
Minnesota,1988,Boys,442,10541
Mississippi,1988,Boys,239,3555
Missouri,1988,Boys,411,13508
Montana,1988,Boys,179,3240
Nebraska,1988,Boys,352,8831
Nevada,1988,Boys,61,1974
New Hampshire,1988,Boys,52,1572
New Jersey,1988,Boys,317,12464
New Mexico,1988,Boys,127,3306
New York,1988,Boys,591,16874
North Carolina,1988,Boys,289,11107
North Dakota,1988,Boys,176,2868
Ohio,1988,Boys,754,22610
Oklahoma,1988,Boys,338,4998
Oregon,1988,Boys,240,12000
Pennsylvania,1988,Boys,499,19960
Rhode Island,1988,Boys,35,1220
South Carolina,1988,Boys,177,5406
South Dakota,1988,Boys,191,4079
Tennessee,1988,Boys,192,5456
Texas,1988,Boys,1150,43175
Utah,1988,Boys,101,3491
Vermont,1988,Boys,27,686
Virginia,1988,Boys,275,7545
Washington,1988,Boys,324,10501
West Virginia,1988,Boys,116,3989
Wisconsin,1988,Boys,381,11661
Wyoming,1988,Boys,70,1805
Alabama,1988,Girls,170,2559
Alaska,1988,Girls,50,776
Arizona,1988,Girls,144,343
Arkansas,1988,Girls,260,2860
California,1988,Girls,694,19415
Colorado,1988,Girls,259,10360
Connecticut,1988,Girls,143,4333
Delaware,1988,Girls,27,745
Dist. Of Columbia,1988,Girls,9,180
Florida,1988,Girls,339,6527
Georgia,1988,Girls,300,5096
Hawaii,1988,Girls,53,996
Idaho,1988,Girls,118,2959
Illinois,1988,Girls,545,13574
Indiana,1988,Girls,367,9698
Iowa,1988,Girls,416,8510
Kansas,1988,Girls,346,6067
Kentucky,1988,Girls,218,2398
Louisiana,1988,Girls,323,6940
Maine,1988,Girls,87,1864
Maryland,1988,Girls,128,2567
Massachusetts,1988,Girls,242,7352
Michigan,1988,Girls,641,14372
Minnesota,1988,Girls,442,9199
Mississippi,1988,Girls,221,2467
Missouri,1988,Girls,404,10428
Montana,1988,Girls,179,2864
Nebraska,1988,Girls,352,6558
Nevada,1988,Girls,58,1502
New Hampshire,1988,Girls,51,1487
New Jersey,1988,Girls,309,8946
New Mexico,1988,Girls,124,2174
New York,1988,Girls,560,14574
North Carolina,1988,Girls,233,6124
North Dakota,1988,Girls,183,2393
Ohio,1988,Girls,750,17976
Oklahoma,1988,Girls,338,4034
Oregon,1988,Girls,242,7260
Pennsylvania,1988,Girls,470,14100
Rhode Island,1988,Girls,27,833
South Carolina,1988,Girls,168,3911
South Dakota,1988,Girls,189,3166
Tennessee,1988,Girls,188,4254
Texas,1988,Girls,1147,37577
Utah,1988,Girls,96,2355
Vermont,1988,Girls,25,563
Virginia,1988,Girls,273,6753
Washington,1988,Girls,327,8107
West Virginia,1988,Girls,115,2590
Wisconsin,1988,Girls,383,9600
Wyoming,1988,Girls,71,1319
Alabama,1989,Boys,195,4161
Alaska,1989,Boys,55,1098
Arizona,1989,Boys,156,4899
Arkansas,1989,Boys,266,5524
California,1989,Boys,715,31671
Colorado,1989,Boys,260,7429
Connecticut,1989,Boys,152,5182
Delaware,1989,Boys,27,759
District Of Columbia,1989,Boys,11,330
Florida,1989,Boys,352,9690
Georgia,1989,Boys,301,6867
Hawaii,1989,Boys,56,685
Idaho,1989,Boys,120,3702
Illinois,1989,Boys,636,23489
Indiana,1989,Boys,389,11653
Iowa,1989,Boys,417,9865
Kansas,1989,Boys,353,8845
Kentucky,1989,Boys,236,3570
Louisiana,1989,Boys,395,8240
Maine,1989,Boys,70,1839
Maryland,1989,Boys,135,4649
Massachusetts,1989,Boys,266,8743
Michigan,1989,Boys,639,16305
Minnesota,1989,Boys,462,10613
Mississippi,1989,Boys,239,3600
Missouri,1989,Boys,413,13106
Montana,1989,Boys,178,3439
Nebraska,1989,Boys,350,8053
Nevada,1989,Boys,61,2053
New Hampshire,1989,Boys,45,1518
New Jersey,1989,Boys,325,11987
New Mexico,1989,Boys,126,3359
New York,1989,Boys,512,15414
North Carolina,1989,Boys,284,9350
North Dakota,1989,Boys,174,2990
Ohio,1989,Boys,751,20207
Oklahoma,1989,Boys,297,5988
Oregon,1989,Boys,241,12050
Pennsylvania,1989,Boys,497,19905
Rhode Island,1989,Boys,35,1311
South Carolina,1989,Boys,173,5464
South Dakota,1989,Boys,190,3838
Tennessee,1989,Boys,197,5599
Texas,1989,Boys,1159,43250
Utah,1989,Boys,94,3544
Vermont,1989,Boys,33,970
Virginia,1989,Boys,270,8445
Washington,1989,Boys,324,10501
West Virginia,1989,Boys,115,3182
Wisconsin,1989,Boys,384,11534
Wyoming,1989,Boys,71,1782
Alabama,1989,Girls,170,2559
Alaska,1989,Girls,55,897
Arizona,1989,Girls,150,3589
Arkansas,1989,Girls,264,3623
California,1989,Girls,694,19415
Colorado,1989,Girls,264,5699
Connecticut,1989,Girls,145,4421
Delaware,1989,Girls,27,569
Dist. Of Columbia,1989,Girls,9,180
Florida,1989,Girls,345,6493
Georgia,1989,Girls,294,5416
Hawaii,1989,Girls,54,607
Idaho,1989,Girls,118,3365
Illinois,1989,Girls,625,15537
Indiana,1989,Girls,385,9615
Iowa,1989,Girls,416,7033
Kansas,1989,Girls,351,6435
Kentucky,1989,Girls,233,2572
Louisiana,1989,Girls,351,720
Maine,1989,Girls,67,1620
Maryland,1989,Girls,137,3016
Massachusetts,1989,Girls,249,7798
Michigan,1989,Girls,637,13478
Minnesota,1989,Girls,458,9291
Mississippi,1989,Girls,221,2423
Missouri,1989,Girls,409,10095
Montana,1989,Girls,180,2817
Nebraska,1989,Girls,350,6076
Nevada,1989,Girls,58,1526
New Hampshire,1989,Girls,49,1242
New Jersey,1989,Girls,299,9135
New Mexico,1989,Girls,127,2409
New York,1989,Girls,497,12327
North Carolina,1989,Girls,264,6899
North Dakota,1989,Girls,181,2433
Ohio,1989,Girls,748,16698
Oklahoma,1989,Girls,301,4530
Oregon,1989,Girls,240,7200
Pennsylvania,1989,Girls,468,14005
Rhode Island,1989,Girls,28,792
South Carolina,1989,Girls,160,4064
South Dakota,1989,Girls,189,2792
Tennessee,1989,Girls,194,4390
Texas,1989,Girls,1150,38150
Utah,1989,Girls,93,2461
Vermont,1989,Girls,31,805
Virginia,1989,Girls,260,6932
Washington,1989,Girls,327,8107
West Virginia,1989,Girls,111,2811
Wisconsin,1989,Girls,382,9477
Wyoming,1989,Girls,71,1281
Alabama,1990,Boys,195,4162
Alaska,1990,Boys,45,993
Arizona,1990,Boys,153,4506
Arkansas,1990,Boys,267,5610
California,1990,Boys,715,31671
Colorado,1990,Boys,260,6495
Connecticut,1990,Boys,151,5123
Delaware,1990,Boys,29,826
District Of Columbia,1990,Boys,11,330
Florida,1990,Boys,353,9777
Georgia,1990,Boys,301,6867
Hawaii,1990,Boys,56,673
Idaho,1990,Boys,117,3168
Illinois,1990,Boys,614,21514
Indiana,1990,Boys,388,11584
Iowa,1990,Boys,399,9372
Kansas,1990,Boys,363,8589
Kentucky,1990,Boys,238,3610
Louisiana,1990,Boys,406,8526
Maine,1990,Boys,75,2038
Maryland,1990,Boys,137,3631
Massachusetts,1990,Boys,250,8338
Michigan,1990,Boys,643,16254
Minnesota,1990,Boys,436,8330
Mississippi,1990,Boys,220,3836
Missouri,1990,Boys,418,12329
Montana,1990,Boys,183,3584
Nebraska,1990,Boys,339,6836
Nevada,1990,Boys,61,2000
New Hampshire,1990,Boys,55,1641
New Jersey,1990,Boys,321,11532
New Mexico,1990,Boys,124,3156
New York,1990,Boys,512,15414
North Carolina,1990,Boys,294,9680
North Dakota,1990,Boys,173,2790
Ohio,1990,Boys,752,21281
Oklahoma,1990,Boys,396,3909
Oregon,1990,Boys,240,12000
Pennsylvania,1990,Boys,499,15000
Rhode Island,1990,Boys,34,1165
South Carolina,1990,Boys,175,5084
South Dakota,1990,Boys,184,4325
Tennessee,1990,Boys,211,6119
Texas,1990,Boys,1136,43000
Utah,1990,Boys,96,3740
Vermont,1990,Boys,30,828
Virginia,1990,Boys,259,7853
Washington,1990,Boys,326,10549
West Virginia,1990,Boys,178,3122
Wisconsin,1990,Boys,380,11253
Wyoming,1990,Boys,72,1730
Alabama,1990,Girls,170,2559
Alaska,1990,Girls,45,694
Arizona,1990,Girls,150,3105
Arkansas,1990,Girls,268,3759
California,1990,Girls,694,19415
Colorado,1990,Girls,263,5018
Connecticut,1990,Girls,147,4393
Delaware,1990,Girls,28,615
Dist. Of Columbia,1990,Girls,9,180
Florida,1990,Girls,344,6668
Georgia,1990,Girls,294,5416
Hawaii,1990,Girls,54,608
Idaho,1990,Girls,117,2666
Illinois,1990,Girls,603,15508
Indiana,1990,Girls,387,9599
Iowa,1990,Girls,402,6682
Kansas,1990,Girls,362,6155
Kentucky,1990,Girls,234,2575
Louisiana,1990,Girls,367,4037
Maine,1990,Girls,74,1806
Maryland,1990,Girls,137,2897
Massachusetts,1990,Girls,222,7287
Michigan,1990,Girls,637,13478
Minnesota,1990,Girls,437,6702
Mississippi,1990,Girls,220,2580
Missouri,1990,Girls,418,9714
Montana,1990,Girls,183,2725
Nebraska,1990,Girls,341,5158
Nevada,1990,Girls,58,1500
New Hampshire,1990,Girls,56,1504
New Jersey,1990,Girls,289,8988
New Mexico,1990,Girls,121,2367
New York,1990,Girls,497,12327
North Carolina,1990,Girls,274,7160
North Dakota,1990,Girls,176,2289
Ohio,1990,Girls,752,17417
Oklahoma,1990,Girls,396,3201
Oregon,1990,Girls,239,7170
Pennsylvania,1990,Girls,476,12400
Rhode Island,1990,Girls,28,760
South Carolina,1990,Girls,169,4044
South Dakota,1990,Girls,183,2761
Tennessee,1990,Girls,209,4807
Texas,1990,Girls,1130,38000
Utah,1990,Girls,97,2556
Vermont,1990,Girls,28,666
Virginia,1990,Girls,259,6321
Washington,1990,Girls,325,7598
West Virginia,1990,Girls,163,2479
Wisconsin -,1990,Girls,379,9255
Wyoming,1990,Girls,71,1241
Alabama,1991,Boys,195,4162
Alaska,1991,Boys,45,1021
Arizona,1991,Boys,155,4801
Arkansas,1991,Boys,263,5655
California,1991,Boys,715,31671
Colorado,1991,Boys,249,6125
Connecticut,1991,Boys,151,4970
Delaware,1991,Boys,29,899
District Of Columbia,1991,Boys,11,330
Florida,1991,Boys,347,9875
Georgia,1991,Boys,218,7953
Hawaii,1991,Boys,56,669
Idaho,1991,Boys,124,3338
Illinois,1991,Boys,598,21006
Indiana,1991,Boys,366,11281
Iowa,1991,Boys,394,9091
Kansas,1991,Boys,360,8486
Kentucky,1991,Boys,232,3516
Louisiana,1991,Boys,406,8525
Maine,1991,Boys,88,2371
Maryland,1991,Boys,136,3691
Massachusetts,1991,Boys,235,8169
Michigan,1991,Boys,637,16102
Minnesota,1991,Boys,426,8287
Mississippi,1991,Boys,220,3112
Missouri,1991,Boys,424,12557
Montana,1991,Boys,180,3426
Nebraska,1991,Boys,339,7352
Nevada,1991,Boys,61,2000
New Hampshire,1991,Boys,51,1569
New Jersey,1991,Boys,331,10427
New Mexico,1991,Boys,120,3108
New York,1991,Boys,532,15528
North Carolina,1991,Boys,296,9829
North Dakota,1991,Boys,170,2535
Ohio,1991,Boys,748,21744
Oklahoma,1991,Boys,326,3846
Oregon,1991,Boys,242,12100
Pennsylvania,1991,Boys,499,15100
Rhode Island,1991,Boys,34,1224
South Carolina,1991,Boys,172,5237
South Dakota,1991,Boys,187,3732
Tennessee,1991,Boys,211,6119
Texas,1991,Boys,1136,43000
Utah,1991,Boys,101,3587
Vermont,1991,Boys,38,956
Virginia,1991,Boys,263,7558
Washington,1991,Boys,216,9321
West Virginia,1991,Boys,112,2455
Wisconsin,1991,Boys,394,10429
Wyoming,1991,Boys,66,1511
Alabama,1991,Girls,170,2559
Alaska,1991,Girls,45,748
Arizona,1991,Girls,154,3347
Arkansas,1991,Girls,263,3734
California,1991,Girls,694,19414
Colorado,1991,Girls,249,4575
Connecticut,1991,Girls,147,4538
Delaware,1991,Girls,32,869
Dist. Of Columbia,1991,Girls,9,180
Florida,1991,Girls,344,6823
Georgia,1991,Girls,209,6591
Hawaii,1991,Girls,54,610
Idaho,1991,Girls,123,2654
Illinois,1991,Girls,590,15006
Indiana,1991,Girls,369,9329
Iowa,1991,Girls,393,15720
Kansas,1991,Girls,361,6386
Kentucky,1991,Girls,229,2519
Louisiana,1991,Girls,367,4037
Maine,1991,Girls,88,2531
Maryland,1991,Girls,134,2965
Massachusetts,1991,Girls,228,7647
Michigan,1991,Girls,635,13711
Minnesota,1991,Girls,425,6546
Mississippi,1991,Girls,220,2255
Missouri,1991,Girls,425,10571
Montana,1991,Girls,179,2592
Nebraska,1991,Girls,341,5590
Nevada,1991,Girls,58,15
New Hampshire,1991,Girls,52,1520
New Jersey,1991,Girls,312,8972
New Mexico,1991,Girls,119,2266
New York,1991,Girls,507,13223
North Carolina,1991,Girls,284,7220
North Dakota,1991,Girls,173,2059
Ohio,1991,Girls,748,18290
Oklahoma,1991,Girls,295,3173
Oregon,1991,Girls,242,7260
Pennsylvania,1991,Girls,476,12500
Rhode Island,1991,Girls,26,848
South Carolina,1991,Girls,175,4136
South Dakota,1991,Girls,185,2676
Tennessee,1991,Girls,209,4807
Texas,1991,Girls,1130,38000
Utah,1991,Girls,100,2601
Vermont,1991,Girls,38,849
Virginia,1991,Girls,262,5908
Washington,1991,Girls,310,7477
West Virginia,1991,Girls,115,2144
Wisconsin,1991,Girls,391,8518
Wyoming,1991,Girls,67,1157
Alabama,1992,Boys,195,4162
Alaska,1992,Boys,45,1021
Arizona,1992,Boys,156,5238
Arkansas,1992,Boys,272,9109
California,1992,Boys,761,34303
Colorado,1992,Boys,263,6589
Connecticut,1992,Boys,153,5254
Delaware,1992,Boys,31,888
District Of Columbia,1992,Boys,12,200
Florida,1992,Boys,364,10100
Georgia,1992,Boys,218,7953
Hawaii,1992,Boys,52,1460
Idaho,1992,Boys,124,3393
Illinois,1992,Boys,594,20813
Indiana,1992,Boys,370,11148
Iowa,1992,Boys,386,9178
Kansas,1992,Boys,360,8697
Kentucky,1992,Boys,231,3517
Louisiana,1992,Boys,406,8526
Maine,1992,Boys,88,2708
Maryland,1992,Boys,135,3794
Massachusetts,1992,Boys,230,8054
Michigan,1992,Boys,642,20227
Minnesota,1992,Boys,420,8285
Mississippi,1992,Boys,220,3642
Missouri,1992,Boys,426,11847
Montana,1992,Boys,167,3468
Nebraska,1992,Boys,342,7822
Nevada,1992,Boys,66,1926
New Hampshire,1992,Boys,48,1555
New Jersey,1992,Boys,333,12755
New Mexico,1992,Boys,120,3160
New York,1992,Boys,532,15528
North Carolina,1992,Boys,292,9387
North Dakota,1992,Boys,192,2459
Ohio,1992,Boys,737,20728
Oklahoma,1992,Boys,324,3809
Oregon,1992,Boys,241,12050
Pennsylvania,1992,Boys,497,15060
Rhode Island,1992,Boys,36,1325
South Carolina,1992,Boys,172,5329
South Dakota,1992,Boys,182,3556
Tennessee,1992,Boys,202,5858
Texas,1992,Boys,1109,43000
Utah,1992,Boys,104,3814
Vermont,1992,Boys,37,980
Virginia,1992,Boys,263,7863
Washington,1992,Boys,324,10702
West Virginia,1992,Boys,106,2425
Wisconsin,1992,Boys,383,10972
Wyoming,1992,Boys,71,1813
Alabama,1992,Girls,170,2569
Alaska,1992,Girls,45,782
Arizona,1992,Girls,155,3717
Arkansas,1992,Girls,272,4811
California,1992,Girls,751,23774
Colorado,1992,Girls,266,5169
Connecticut,1992,Girls,147,4933
Delaware,1992,Girls,32,824
Dist. Of Columbia,1992,Girls,12,120
Florida,1992,Girls,357,7506
Georgia,1992,Girls,209,6591
Hawaii,1992,Girls,51,883
Idaho,1992,Girls,124,2529
Illinois,1992,Girls,574,15214
Indiana,1992,Girls,384,9359
Iowa,1992,Girls,386,7810
Kansas,1992,Girls,359,6696
Kentucky,1992,Girls,227,2511
Louisiana,1992,Girls,367,4037
Maine,1992,Girls,90,2229
Maryland,1992,Girls,135,3177
Massachusetts,1992,Girls,215,7612
Michigan,1992,Girls,636,17099
Minnesota,1992,Girls,420,6526
Mississippi,1992,Girls,220,2470
Missouri,1992,Girls,426,9451
Montana,1992,Girls,167,2592
Nebraska,1992,Girls,343,5987
Nevada,1992,Girls,63,1475
New Hampshire,1992,Girls,48,1535
New Jersey,1992,Girls,311,10559
New Mexico,1992,Girls,120,2372
New York,1992,Girls,507,13223
North Carolina,1992,Girls,292,6953
North Dakota,1992,Girls,192,2003
Ohio,1992,Girls,737,17296
Oklahoma,1992,Girls,296,3184
Oregon,1992,Girls,241,7230
Pennsylvania,1992,Girls,471,12450
Rhode Island,1992,Girls,29,863
South Carolina,1992,Girls,175,4362
South Dakota,1992,Girls,178,2754
Tennessee,1992,Girls,199,4577
Texas,1992,Girls,1108,38000
Utah,1992,Girls,103,2721
Vermont,1992,Girls,36,1018
Virginia,1992,Girls,257,6434
Washington,1992,Girls,324,8616
West Virginia,1992,Girls,105,2099
Wisconsin,1992,Girls,380,9071
Wyoming,1992,Girls,70,1410
Alabama,1993,Boys,195,4163
Alaska,1993,Boys,43,906
Arizona,1993,Boys,158,5140
Arkansas,1993,Boys,277,8688
California,1993,Boys,761,34302
Colorado,1993,Boys,262,6932
Connecticut,1993,Boys,157,5220
Delaware,1993,Boys,29,890
District Of Columbia,1993,Boys,12,198
Florida,1993,Boys,364,10100
Georgia,1993,Boys,315,8510
Hawaii,1993,Boys,38,1058
Idaho,1993,Boys,124,3278
Illinois,1993,Boys,559,14579
Indiana,1993,Boys,381,11307
Iowa,1993,Boys,382,8994
Kansas,1993,Boys,355,8889
Kentucky,1993,Boys,231,3510
Louisiana,1993,Boys,413,8596
Maine,1993,Boys,92,2771
Maryland,1993,Boys,151,4284
Massachusetts,1993,Boys,215,8017
Michigan,1993,Boys,641,21520
Minnesota,1993,Boys,414,6740
Mississippi,1993,Boys,220,3653
Missouri,1993,Boys,408,11841
Montana,1993,Boys,181,3607
Nebraska,1993,Boys,337,7895
Nevada,1993,Boys,67,1972
New Hampshire,1993,Boys,59,1649
New Jersey,1993,Boys,332,11720
New Mexico,1993,Boys,125,2472
New York,1993,Boys,550,16617
North Carolina,1993,Boys,289,9248
North Dakota,1993,Boys,163,2311
Ohio,1993,Boys,748,20636
Oklahoma,1993,Boys,322,3760
Oregon,1993,Boys,242,12100
Pennsylvania,1993,Boys,500,15120
Rhode Island,1993,Boys,36,1285
South Carolina,1993,Boys,185,5510
South Dakota,1993,Boys,186,3653
Tennessee,1993,Boys,203,6130
Texas,1993,Boys,1114,44960
Utah,1993,Boys,104,4147
Vermont,1993,Boys,35,964
Virginia,1993,Boys,267,8215
Washington,1993,Boys,318,9270
West Virginia,1993,Boys,105,2414
Wisconsin,1993,Boys,390,11118
Wyoming,1993,Boys,68,1773
Alabama,1993,Girls,170,2569
Alaska,1993,Girls,42,782
Arizona,1993,Girls,156,4000
