State,Year,Gender,Schools,Participation
Tennessee,2001,Boys,233,5082
Texas,2001,Boys,1191,80513
Lit,2001,Boys,112,3955
Virginia,2001,Boys,277,7019
Vermont,2001,Boys,39,808
Washington,2001,Boys,340,11101
Wisconsin,2001,Boys,424,12752
West Virginia,2001,Boys,107,2398
Wyoming,2001,Boys,70,1736
Alaska,2001,Girls,44,818
Alabama,2001,Girls,280,4230
Arkansas,2001,Girls,156,2317
Arizona,2001,Girls,173,5086
California,2001,Girls,993,33153
Colorado,2001,Girls,272,6474
Connecticut,2001,Girls,151,5416
Dc,2001,Girls,12,147
Delaware,2001,Girls,35,782
Florida,2001,Girls,419,13096
Georgia,2001,Girls,341,7928
Hawaii,2001,Girls,57,1214
Iowa,2001,Girls,376,9038
Idaho,2001,Girls,166,2974
Illinois,2001,Girls,509,16861
Indiana,2001,Girls,366,9552
Kansas,2001,Girls,332,6765
Kentucky,2001,Girls,242,4504
Louisiana,2001,Girls,368,4038
Massachusetts,2001,Girls,270,10211
Maryland,2001,Girls,169,4330
Maine,2001,Girls,103,2532
Michigan,2001,Girls,623,17660
Minnesota,2001,Girls,419,13849
Missouri,2001,Girls,446,10858
Mississippi,2001,Girls,223,4150
Montana,2001,Girls,180,3029
North Carolina,2001,Girls,293,8063
North Dakota,2001,Girls,148,1999
Nebraska,2001,Girls,322,6859
New Hampshire,2001,Girls,69,2018
New Jersey,2001,Girls,328,13174
New Mexico,2001,Girls,122,2565
Nevada,2001,Girls,78,1765
New York,2001,Girls,649,17161
Ohio,2001,Girls,724,18829
Oklahoma,2001,Girls,391,3850
Oregon,2001,Girls,242,6232
Pennsylvania,2001,Girls,515,16480
Rhode Island,2001,Girls,37,1310
South Carolina,2001,Girls,180,5135
South Dakota,2001,Girls,170,2682
Tennessee,2001,Girls,238,5170
Texas,2001,Girls,1191,67602
Utah,2001,Girls,113,3178
Virginia,2001,Girls,278,6267
Vermont,2001,Girls,42,860
Washington,2001,Girls,339,9180
Wisconsin,2001,Girls,420,10739
West Virginia,2001,Girls,107,2176
Wyoming,2001,Girls,68,1360
Combined,2001,Girls,NA,NA
Alabama,2002,Boys,290,6190
Alaska,2002,Boys,41,981
Arizona,2002,Boys,179,6440
Arkansas,2002,Boys,160,4428
California,2002,Boys,996,40843
Colorado,2002,Boys,288,7836
Connecticut,2002,Boys,164,5835
Delaware,2002,Boys,32,971
District Of Columbia,2002,Boys,12,275
Florida,2002,Boys,522,14869
Georgia,2002,Boys,346,9307
Hawaii,2002,Boys,62,1866
Idaho,2002,Boys,157,3857
Illinois,2002,Boys,585,21437
Indiana,2002,Boys,368,9993
Iowa,2002,Boys,381,10706
Kansas,2002,Boys,364,8689
Kentucky,2002,Boys,245,5258
Louisiana,2002,Boys,409,8597
Maine,2002,Boys,102,2759
Maryland,2002,Boys,172,5175
Massachusetts,2002,Boys,277,11108
Michigan,2002,Boys,639,22635
Minnesota,2002,Boys,421,13511
Mississippi,2002,Boys,223,5018
Missouri,2002,Boys,454,12388
Montana,2002,Boys,179,3759
Nebraska,2002,Boys,319,8158
Nevada,2002,Boys,83,2601
New Hampshire,2002,Boys,69,2116
New Jersey,2002,Boys,347,13372
New Mexico,2002,Boys,120,3221
New York,2002,Boys,669,17631
North Carolina,2002,Boys,326,10784
North Dakota,2002,Boys,161,2491
Ohio,2002,Boys,748,22403
Oklahoma,2002,Boys,380,4150
Oregon,2002,Boys,252,8001
Pennsylvania,2002,Boys,516,16512
Rhode Island,2002,Boys,39,1430
South Carolina,2002,Boys,185,6467
South Dakota,2002,Boys,175,3448
Tennessee,2002,Boys,230,5085
Texas,2002,Boys,1195,78758
Utah,2002,Boys,113,3926
Vermont,2002,Boys,41,929
Virginia,2002,Boys,281,8958
Washington,2002,Boys,344,11336
West Virginia,2002,Boys,104,2754
Wisconsin,2002,Boys,427,13131
Wyoming,2002,Boys,69,1629
Alabama,2002,Girls,284,4290
Alaska,2002,Girls,40,825
Arizona,2002,Girls,179,4840
Arkansas,2002,Girls,156,3278
California,2002,Girls,993,33153
Colorado,2002,Girls,288,6385
Connecticut,2002,Girls,160,5453
Delaware,2002,Girls,32,704
District Of Columbia,2002,Girls,12,250
Florida,2002,Girls,516,13295
Georgia,2002,Girls,341,8193
Hawaii,2002,Girls,57,1205
Idaho,2002,Girls,156,3168
Illinois,2002,Girls,583,16087
Indiana,2002,Girls,366,8282
Iowa,2002,Girls,376,8963
Kansas,2002,Girls,364,6535
Kentucky,2002,Girls,245,4560
Louisiana,2002,Girls,370,4056
Maine,2002,Girls,101,2508
Maryland,2002,Girls,171,4483
Massachusetts,2002,Girls,266,10474
Michigan,2002,Girls,645,18555
Minnesota,2002,Girls,424,13882
Mississippi,2002,Girls,223,4195
Missouri,2002,Girls,455,11016
Montana,2002,Girls,169,2631
Nebraska,2002,Girls,319,6587
Nevada,2002,Girls,83,1809
New Hampshire,2002,Girls,69,2065
New Jersey,2002,Girls,333,11954
New Mexico,2002,Girls,122,2565
New York,2002,Girls,675,17719
North Carolina,2002,Girls,319,8069
North Dakota,2002,Girls,161,2064
Ohio,2002,Girls,739,19278
Oklahoma,2002,Girls,390,3820
Oregon,2002,Girls,252,6236
Pennsylvania,2002,Girls,517,16544
Rhode Island,2002,Girls,37,1246
South Carolina,2002,Girls,182,5122
South Dakota,2002,Girls,170,2856
Tennessee,2002,Girls,234,5160
Texas,2002,Girls,1199,65574
Utah,2002,Girls,112,3156
Vermont,2002,Girls,45,1034
Virginia,2002,Girls,283,7633
Washington,2002,Girls,342,9191
West Virginia,2002,Girls,105,2271
Wisconsin,2002,Girls,423,11119
Wyoming,2002,Girls,68,1339
Alabama,2019,Boys,356,8317
Alabama,2019,Girls,356,5962
Alaska,2019,Boys,48,1225
Alaska,2019,Girls,45,961
Arizona,2019,Boys,243,8984
Arizona,2019,Girls,244,6530
Arkansas,2019,Boys,238,8363
Arkansas,2019,Girls,233,3361
California,2019,Boys,1261,55335
California,2019,Girls,1270,45235
Colorado,2019,Boys,298,10243
Colorado,2019,Girls,300,7621
Connecticut,2019,Boys,176,7749
Connecticut,2019,Girls,175,6630
NA,2019,Boys,41,708
NA,2019,Girls,34,516
Delaware,2019,Boys,43,1399
Delaware,2019,Girls,44,1110
Florida,2019,Boys,644,18924
Florida,2019,Girls,637,16804
Georgia,2019,Boys,433,14366
Georgia,2019,Girls,430,11454
Hawaii,2019,Boys,65,2081
Hawaii,2019,Girls,66,1653
Idaho,2019,Boys,149,4273
Idaho,2019,Girls,148,3659
Illinois,2019,Boys,615,24047
Illinois,2019,Girls,593,19469
Indiana,2019,Boys,395,13593
Indiana,2019,Girls,395,10667
Iowa,2019,Boys,350,12012
Iowa,2019,Girls,348,9908
Kansas,2019,Boys,351,10048
Kansas,2019,Girls,349,7304
Kentucky,2019,Boys,252,6873
Kentucky,2019,Girls,253,5591
Louisiana,2019,Boys,377,9138
Louisiana,2019,Girls,384,6989
Maine,2019,Boys,104,2822
Maine,2019,Girls,108,2440
Maryland,2019,Boys,182,6924
Maryland,2019,Girls,192,5688
Massachusetts,2019,Boys,322,14751
Massachusetts,2019,Girls,320,13415
Michigan,2019,Boys,679,23548
Michigan,2019,Girls,673,17406
Minnesota,2019,Boys,441,16986
Minnesota,2019,Girls,441,16385
Mississippi,2019,Boys,245,8325
Mississippi,2019,Girls,245,5600
Missouri,2019,Boys,529,15232
Missouri,2019,Girls,533,12386
Montana,2019,Boys,175,3524
Montana,2019,Girls,176,2598
Nebraska,2019,Boys,298,8767
Nebraska,2019,Girls,299,7518
Nevada,2019,Boys,98,4347
Nevada,2019,Girls,92,3187
New Hampshire,2019,Boys,76,2336
New Hampshire,2019,Girls,75,2042
New Jersey,2019,Boys,377,20111
New Jersey,2019,Girls,378,17378
New Mexico,2019,Boys,159,4062
New Mexico,2019,Girls,159,3393
New York,2019,Boys,638,23984
New York,2019,Girls,635,22514
North Carolina,2019,Boys,402,14353
North Carolina,2019,Girls,401,10096
North Dakota,2019,Boys,154,2562
North Dakota,2019,Girls,149,2194
Ohio,2019,Boys,786,27689
Ohio,2019,Girls,786,24011
Oklahoma,2019,Boys,430,6728
Oklahoma,2019,Girls,431,5571
Oregon,2019,Boys,270,9359
Oregon,2019,Girls,273,7047
Pennsylvania,2019,Boys,608,24320
Pennsylvania,2019,Girls,610,24400
Rhode Island,2019,Boys,48,1673
Rhode Island,2019,Girls,48,1647
South Carolina,2019,Boys,202,7927
South Carolina,2019,Girls,202,6035
South Dakota,2019,Boys,168,3489
South Dakota,2019,Girls,166,2841
Tennessee,2019,Boys,318,7395
Tennessee,2019,Girls,311,5968
Texas,2019,Boys,1528,74522
Texas,2019,Girls,1529,53566
Utah,2019,Boys,133,6015
Utah,2019,Girls,134,5423
Vermont,2019,Boys,31,682
Vermont,2019,Girls,29,590
Virginia,2019,Boys,307,11010
Virginia,2019,Girls,307,8822
Washington,2019,Boys,379,14720
Washington,2019,Girls,378,11070
West Virginia,2019,Boys,118,2980
West Virginia,2019,Girls,118,2484
Wisconsin,2019,Boys,440,14761
Wisconsin,2019,Girls,438,11533
Wyoming,2019,Boys,72,1772
Wyoming,2019,Girls,72,1595
Alabama,2018,Boys,354,8115
Alabama,2018,Girls,354,5669
Alaska,2018,Boys,51,1372
Alaska,2018,Girls,50,1025
Arizona,2018,Boys,238,8707
Arizona,2018,Girls,238,6579
Arkansas,2018,Boys,243,4761
Arkansas,2018,Girls,237,3660
California,2018,Boys,1228,56606
California,2018,Girls,1236,46327
Colorado,2018,Boys,298,9972
Colorado,2018,Girls,300,7550
Connecticut,2018,Boys,176,7706
Connecticut,2018,Girls,175,6683
NA,2018,Boys,37,672
NA,2018,Girls,35,433
Delaware,2018,Boys,47,1613
Delaware,2018,Girls,48,1250
Florida,2018,Boys,641,18926
Florida,2018,Girls,636,16993
Georgia,2018,Boys,427,14161
Georgia,2018,Girls,422,11208
Hawaii,2018,Boys,64,2125
Hawaii,2018,Girls,68,1719
Idaho,2018,Boys,148,3388
Idaho,2018,Girls,149,3567
Illinois,2018,Boys,617,24973
Illinois,2018,Girls,595,19670
Indiana,2018,Boys,397,13730
Indiana,2018,Girls,396,10784
Iowa,2018,Boys,353,12228
Iowa,2018,Girls,350,10013
Kansas,2018,Boys,349,9968
Kansas,2018,Girls,349,7171
Kentucky,2018,Boys,252,6633
Kentucky,2018,Girls,253,5393
Louisiana,2018,Boys,372,8977
Louisiana,2018,Girls,382,6970
Maine,2018,Boys,109,2858
Maine,2018,Girls,111,2544
Maryland,2018,Boys,190,6924
Maryland,2018,Girls,188,5717
Massachusetts,2018,Boys,320,14082
Massachusetts,2018,Girls,321,13322
Michigan,2018,Boys,668,23566
Michigan,2018,Girls,659,17302
Minnesota,2018,Boys,468,17026
Minnesota,2018,Girls,463,16458
Mississippi,2018,Boys,245,8325
Mississippi,2018,Girls,245,5600
Missouri,2018,Boys,494,15577
Missouri,2018,Girls,495,12284
Montana,2018,Boys,170,3379
Montana,2018,Girls,173,2650
Nebraska,2018,Boys,298,8714
Nebraska,2018,Girls,299,7419
Nevada,2018,Boys,91,3323
Nevada,2018,Girls,87,2577
New Hampshire,2018,Boys,76,2418
New Hampshire,2018,Girls,76,2067
New Jersey,2018,Boys,376,20487
New Jersey,2018,Girls,378,17593
New Mexico,2018,Boys,157,4296
New Mexico,2018,Girls,157,3647
New York,2018,Boys,648,23730
New York,2018,Girls,640,22118
North Carolina,2018,Boys,398,14663
North Carolina,2018,Girls,398,10398
North Dakota,2018,Boys,159,2563
North Dakota,2018,Girls,160,2160
Ohio,2018,Boys,782,27426
Ohio,2018,Girls,784,23963
Oklahoma,2018,Boys,451,6870
Oklahoma,2018,Girls,450,5523
Oregon,2018,Boys,271,9526
Oregon,2018,Girls,267,7289
Pennsylvania,2018,Boys,608,24320
Pennsylvania,2018,Girls,609,24360
Rhode Island,2018,Boys,48,1666
Rhode Island,2018,Girls,47,1621
South Carolina,2018,Boys,203,8006
South Carolina,2018,Girls,199,6017
South Dakota,2018,Boys,171,3461
South Dakota,2018,Girls,166,2977
Tennessee,2018,Boys,311,7347
Tennessee,2018,Girls,314,5916
Texas,2018,Boys,1515,73459
Texas,2018,Girls,1518,53119
Utah,2018,Boys,136,5933
Utah,2018,Girls,138,5247
Vermont,2018,Boys,24,456
Vermont,2018,Girls,22,326
Virginia,2018,Boys,302,11217
Virginia,2018,Girls,307,9000
Washington,2018,Boys,379,14204
Washington,2018,Girls,378,10837
West Virginia,2018,Boys,118,2967
West Virginia,2018,Girls,118,2492
Wisconsin,2018,Boys,440,14990
Wisconsin,2018,Girls,439,11889
Wyoming,2018,Boys,72,1685
Wyoming,2018,Girls,72,1496
Alabama,2017,Boys,354,7968
Alabama,2017,Girls,354,5543
Alaska,2017,Boys,51,1310
Alaska,2017,Girls,51,958
Arizona,2017,Boys,234,9380
Arizona,2017,Girls,235,6766
Arkansas,2017,Boys,237,4638
Arkansas,2017,Girls,234,3698
California,2017,Boys,1174,56032
California,2017,Girls,1183,46276
Colorado,2017,Boys,298,10275
Colorado,2017,Girls,300,7574
Connecticut,2017,Boys,178,7611
Connecticut,2017,Girls,176,6914
NA,2017,Boys,37,558
NA,2017,Girls,35,586
Delaware,2017,Boys,47,1603
Delaware,2017,Girls,48,1279
Florida,2017,Boys,648,19171
Florida,2017,Girls,643,16938
Georgia,2017,Boys,426,14073
Georgia,2017,Girls,422,11091
Hawaii,2017,Boys,65,2195
Hawaii,2017,Girls,66,1645
Idaho,2017,Boys,144,4757
Idaho,2017,Girls,145,3517
Illinois,2017,Boys,620,24871
Illinois,2017,Girls,603,20357
Indiana,2017,Boys,394,13440
Indiana,2017,Girls,392,10319
Iowa,2017,Boys,350,11923
Iowa,2017,Girls,349,9631
Kansas,2017,Boys,345,9974
Kansas,2017,Girls,345,7170
Kentucky,2017,Boys,249,6530
Kentucky,2017,Girls,249,5516
Louisiana,2017,Boys,366,9199
Louisiana,2017,Girls,371,6927
Maine,2017,Boys,106,2904
Maine,2017,Girls,106,2558
Maryland,2017,Boys,181,7155
Maryland,2017,Girls,188,5726
Massachusetts,2017,Boys,322,14063
Massachusetts,2017,Girls,320,13503
Michigan,2017,Boys,655,23232
Michigan,2017,Girls,648,17009
Minnesota,2017,Boys,470,17050
Minnesota,2017,Girls,468,16039
Mississippi,2017,Boys,245,8300
Mississippi,2017,Girls,250,5400
Missouri,2017,Boys,493,15574
Missouri,2017,Girls,491,12347
Montana,2017,Boys,174,3546
Montana,2017,Girls,175,2664
Nebraska,2017,Boys,299,8624
Nebraska,2017,Girls,300,7282
Nevada,2017,Boys,92,3476
Nevada,2017,Girls,91,2786
New Hampshire,2017,Boys,76,2490
New Hampshire,2017,Girls,76,2067
New Jersey,2017,Boys,374,20635
New Jersey,2017,Girls,378,18098
New Mexico,2017,Boys,157,4430
New Mexico,2017,Girls,157,3644
New York,2017,Boys,688,23772
New York,2017,Girls,672,21996
North Carolina,2017,Boys,394,14830
North Carolina,2017,Girls,394,10476
North Dakota,2017,Boys,158,2472
North Dakota,2017,Girls,156,1994
Ohio,2017,Boys,787,25336
Ohio,2017,Girls,789,22967
Oklahoma,2017,Boys,447,7051
Oklahoma,2017,Girls,448,5837
Oregon,2017,Boys,269,10120
Oregon,2017,Girls,269,7629
Pennsylvania,2017,Boys,608,24320
Pennsylvania,2017,Girls,609,24360
Rhode Island,2017,Boys,44,1563
Rhode Island,2017,Girls,44,1433
South Carolina,2017,Boys,200,8501
South Carolina,2017,Girls,200,6226
South Dakota,2017,Boys,176,3390
South Dakota,2017,Girls,172,2832
Tennessee,2017,Boys,304,7346
Tennessee,2017,Girls,299,5879
Texas,2017,Boys,1311,71741
Texas,2017,Girls,1311,58960
Utah,2017,Boys,132,6053
Utah,2017,Girls,131,5038
Vermont,2017,Boys,31,682
Vermont,2017,Girls,29,590
Virginia,2017,Boys,303,11491
Virginia,2017,Girls,302,9000
Washington,2017,Boys,361,15423
Washington,2017,Girls,362,11860
West Virginia,2017,Boys,119,3096
West Virginia,2017,Girls,119,2561
Wisconsin,2017,Boys,434,14158
Wisconsin,2017,Girls,431,11595
Wyoming,2017,Boys,72,1804
Wyoming,2017,Girls,72,1416
Alabama,2016,Boys,354,7699
Alabama,2016,Girls,354,5087
Alaska,2016,Boys,51,1305
Alaska,2016,Girls,51,922
Arizona,2016,Boys,233,9489
Arizona,2016,Girls,233,6792
Arkansas,2016,Boys,235,4737
Arkansas,2016,Girls,229,3538
California,2016,Boys,1203,55907
California,2016,Girls,1211,46003
Colorado,2016,Boys,302,10199
Colorado,2016,Girls,302,7667
Connecticut,2016,Boys,181,7612
Connecticut,2016,Girls,181,6976
NA,2016,Boys,37,583
NA,2016,Girls,35,514
Delaware,2016,Boys,41,1411
Delaware,2016,Girls,42,1203
Florida,2016,Boys,572,17695
Florida,2016,Girls,566,15542
Georgia,2016,Boys,427,13625
Georgia,2016,Girls,423,11115
Hawaii,2016,Boys,63,2206
Hawaii,2016,Girls,63,1584
Idaho,2016,Boys,145,4648
Idaho,2016,Girls,144,3437
Illinois,2016,Boys,612,25554
Illinois,2016,Girls,599,19974
Indiana,2016,Boys,389,13276
Indiana,2016,Girls,390,10582
Iowa,2016,Boys,351,12308
Iowa,2016,Girls,351,9012
Kansas,2016,Boys,342,9917
Kansas,2016,Girls,343,6990
Kentucky,2016,Boys,248,6318
Kentucky,2016,Girls,248,5332
Louisiana,2016,Boys,357,8847
Louisiana,2016,Girls,363,6840
Maine,2016,Boys,109,2802
Maine,2016,Girls,108,2615
Maryland,2016,Boys,192,7020
Maryland,2016,Girls,192,5806
Massachusetts,2016,Boys,326,14221
Massachusetts,2016,Girls,323,13761
Michigan,2016,Boys,662,22803
Michigan,2016,Girls,646,16611
Minnesota,2016,Boys,434,16896
Minnesota,2016,Girls,436,15842
Mississippi,2016,Boys,250,8300
Mississippi,2016,Girls,250,5400
Missouri,2016,Boys,491,15235
Missouri,2016,Girls,492,12039
Montana,2016,Boys,168,3386
Montana,2016,Girls,167,2519
Nebraska,2016,Boys,299,8655
Nebraska,2016,Girls,300,7239
Nevada,2016,Boys,94,3738
Nevada,2016,Girls,93,3130
New Hampshire,2016,Boys,77,2384
New Hampshire,2016,Girls,76,2036
New Jersey,2016,Boys,371,20515
New Jersey,2016,Girls,377,17939
New Mexico,2016,Boys,158,4362
New Mexico,2016,Girls,158,3582
New York,2016,Boys,672,23235
New York,2016,Girls,674,22002
North Carolina,2016,Boys,395,14718
North Carolina,2016,Girls,387,10178
North Dakota,2016,Boys,160,2448
North Dakota,2016,Girls,156,1958
Ohio,2016,Boys,759,24464
Ohio,2016,Girls,751,21861
Oklahoma,2016,Boys,444,7169
Oklahoma,2016,Girls,444,5923
Oregon,2016,Boys,256,9459
Oregon,2016,Girls,264,7453
Pennsylvania,2016,Boys,604,24160
Pennsylvania,2016,Girls,605,24200
Rhode Island,2016,Boys,44,1495
Rhode Island,2016,Girls,44,1488
South Carolina,2016,Boys,201,7848
South Carolina,2016,Girls,200,5615
South Dakota,2016,Boys,173,3409
South Dakota,2016,Girls,171,2678
Tennessee,2016,Boys,295,7329
Tennessee,2016,Girls,299,5836
Texas,2016,Boys,1311,72529
Texas,2016,Girls,1311,59872
Utah,2016,Boys,126,5284
Utah,2016,Girls,125,4594
Vermont,2016,Boys,49,544
Vermont,2016,Girls,49,514
Virginia,2016,Boys,299,11495
Virginia,2016,Girls,299,8867
Washington,2016,Boys,360,12873
Washington,2016,Girls,363,9907
West Virginia,2016,Boys,120,3107
West Virginia,2016,Girls,118,2714
Wisconsin,2016,Boys,433,14158
Wisconsin,2016,Girls,430,11371
Wyoming,2016,Boys,72,1756
Wyoming,2016,Girls,72,1309
Alabama,2015,Boys,338,6920
Alabama,2015,Girls,336,4679
Alaska,2015,Boys,54,1260
Alaska,2015,Girls,54,967
Arizona,2015,Boys,229,9424
Arizona,2015,Girls,229,6867
Arkansas,2015,Boys,236,4607
Arkansas,2015,Girls,230,3273
California,2015,Boys,1145,54807
California,2015,Girls,1154,45501
Colorado,2015,Boys,299,9597
Colorado,2015,Girls,302,7334
Connecticut,2015,Boys,176,7723
Connecticut,2015,Girls,175,7348
NA,2015,Boys,0,492
NA,2015,Girls,0,410
Delaware,2015,Boys,46,1509
Delaware,2015,Girls,47,1202
Florida,2015,Boys,570,16088
Florida,2015,Girls,566,14109
Georgia,2015,Boys,423,13101
Georgia,2015,Girls,422,10894
Hawaii,2015,Boys,64,2043
Hawaii,2015,Girls,63,1465
Idaho,2015,Boys,140,4203
Idaho,2015,Girls,137,3164
Illinois,2015,Boys,603,24808
Illinois,2015,Girls,593,19895
Indiana,2015,Boys,391,13340
Indiana,2015,Girls,392,10407
Iowa,2015,Boys,358,11301
Iowa,2015,Girls,355,9086
Kansas,2015,Boys,344,9806
Kansas,2015,Girls,344,6918
Kentucky,2015,Boys,248,5832
Kentucky,2015,Girls,245,5019
Louisiana,2015,Boys,352,8627
Louisiana,2015,Girls,357,6671
Maine,2015,Boys,110,2766
Maine,2015,Girls,109,2487
Maryland,2015,Boys,192,6943
Maryland,2015,Girls,192,5862
Massachusetts,2015,Boys,321,13849
Massachusetts,2015,Girls,318,13239
Michigan,2015,Boys,661,22439
Michigan,2015,Girls,645,16855
Minnesota,2015,Boys,434,16664
Minnesota,2015,Girls,436,15594
Mississippi,2015,Boys,252,8250
Mississippi,2015,Girls,252,5350
Missouri,2015,Boys,487,14787
Missouri,2015,Girls,490,11696
Montana,2015,Boys,170,3336
Montana,2015,Girls,168,2506
Nebraska,2015,Boys,299,8258
Nebraska,2015,Girls,300,6878
Nevada,2015,Boys,95,3753
Nevada,2015,Girls,93,2965
New Hampshire,2015,Boys,78,2528
New Hampshire,2015,Girls,78,2018
New Jersey,2015,Boys,367,19346
New Jersey,2015,Girls,374,16766
New Mexico,2015,Boys,153,4381
New Mexico,2015,Girls,150,3585
New York,2015,Boys,653,23169
New York,2015,Girls,647,21834
North Carolina,2015,Boys,384,13640
North Carolina,2015,Girls,384,9890
North Dakota,2015,Boys,158,2309
North Dakota,2015,Girls,156,1798
Ohio,2015,Boys,759,24464
Ohio,2015,Girls,751,21861
Oklahoma,2015,Boys,440,6763
Oklahoma,2015,Girls,440,5380
Oregon,2015,Boys,274,9407
Oregon,2015,Girls,273,7470
Pennsylvania,2015,Boys,610,24400
Pennsylvania,2015,Girls,610,24400
Rhode Island,2015,Boys,43,1590
Rhode Island,2015,Girls,43,1503
South Carolina,2015,Boys,199,8009
South Carolina,2015,Girls,198,5709
South Dakota,2015,Boys,174,3505
South Dakota,2015,Girls,171,2670
Tennessee,2015,Boys,286,7302
Tennessee,2015,Girls,291,6015
Texas,2015,Boys,1316,72557
Texas,2015,Girls,1314,59850
Utah,2015,Boys,127,5082
Utah,2015,Girls,126,4346
Vermont,2015,Boys,49,544
Vermont,2015,Girls,49,514
Virginia,2015,Boys,300,10639
Virginia,2015,Girls,300,8513
Washington,2015,Boys,342,13539
Washington,2015,Girls,343,10163
West Virginia,2015,Boys,113,2792
West Virginia,2015,Girls,112,2627
Wisconsin,2015,Boys,426,14396
Wisconsin,2015,Girls,425,11848
Wyoming,2015,Boys,70,1737
Wyoming,2015,Girls,70,1325
Alabama,2014,Boys,337,6911
Alabama,2014,Girls,337,5122
Alaska,2014,Boys,57,1305
Alaska,2014,Girls,57,938
Arizona,2014,Boys,233,8944
Arizona,2014,Girls,236,6601
Arkansas,2014,Boys,222,4274
Arkansas,2014,Girls,222,3411
California,2014,Boys,1129,54066
California,2014,Girls,1137,44566
Colorado,2014,Boys,299,9489
Colorado,2014,Girls,296,7375
Connecticut,2014,Boys,173,7621
Connecticut,2014,Girls,172,6981
NA,2014,Boys,12,576
NA,2014,Girls,10,401
Delaware,2014,Boys,41,1411
Delaware,2014,Girls,42,1203
Florida,2014,Boys,579,16275
Florida,2014,Girls,573,13972
Georgia,2014,Boys,419,13067
Georgia,2014,Girls,417,10559
Hawaii,2014,Boys,62,2105
Hawaii,2014,Girls,62,1402
Idaho,2014,Boys,143,4151
Idaho,2014,Girls,144,3262
Illinois,2014,Boys,601,25270
Illinois,2014,Girls,599,20278
Indiana,2014,Boys,391,13382
Indiana,2014,Girls,392,10144
Iowa,2014,Boys,356,11604
Iowa,2014,Girls,360,9367
Kansas,2014,Boys,338,9887
Kansas,2014,Girls,328,6908
Kentucky,2014,Boys,245,6369
Kentucky,2014,Girls,246,5337
Louisiana,2014,Boys,356,8994
Louisiana,2014,Girls,362,6816
Maine,2014,Boys,109,2877
Maine,2014,Girls,107,2382
Maryland,2014,Boys,189,6528
Maryland,2014,Girls,188,5501
Massachusetts,2014,Boys,313,14031
Massachusetts,2014,Girls,305,12913
Michigan,2014,Boys,648,22716
Michigan,2014,Girls,634,17259
Minnesota,2014,Boys,436,16488
Minnesota,2014,Girls,435,15613
Mississippi,2014,Boys,253,8300
Mississippi,2014,Girls,253,5400
Missouri,2014,Boys,491,14131
Missouri,2014,Girls,493,10979
Montana,2014,Boys,170,3461
Montana,2014,Girls,166,2424
Nebraska,2014,Boys,304,8435
Nebraska,2014,Girls,305,6958
Nevada,2014,Boys,94,3542
Nevada,2014,Girls,92,2779
New Hampshire,2014,Boys,78,2623
New Hampshire,2014,Girls,78,2134
New Jersey,2014,Boys,372,19458
New Jersey,2014,Girls,381,17721
New Mexico,2014,Boys,156,4404
New Mexico,2014,Girls,156,3627
New York,2014,Boys,653,23169
New York,2014,Girls,647,21834
North Carolina,2014,Boys,383,14625
North Carolina,2014,Girls,372,9908
North Dakota,2014,Boys,146,2152
North Dakota,2014,Girls,144,1749
Ohio,2014,Boys,788,24366
Ohio,2014,Girls,785,20899
Oklahoma,2014,Boys,372,6286
Oklahoma,2014,Girls,372,5386
Oregon,2014,Boys,273,9099
Oregon,2014,Girls,271,7334
Pennsylvania,2014,Boys,607,24280
Pennsylvania,2014,Girls,607,24280
Rhode Island,2014,Boys,43,1590
Rhode Island,2014,Girls,43,1556
South Carolina,2014,Boys,199,8076
South Carolina,2014,Girls,198,5990
South Dakota,2014,Boys,172,3464
South Dakota,2014,Girls,169,2906
Tennessee,2014,Boys,287,7519
Tennessee,2014,Girls,286,5884
Texas,2014,Boys,1316,73198
Texas,2014,Girls,1314,60210
Utah,2014,Boys,127,5104
Utah,2014,Girls,126,4520
Vermont,2014,Boys,40,944
Vermont,2014,Girls,42,862
Virginia,2014,Boys,301,11081
Virginia,2014,Girls,299,8860
Washington,2014,Boys,342,13005
Washington,2014,Girls,344,9988
West Virginia,2014,Boys,120,2792
West Virginia,2014,Girls,118,2586
Wisconsin,2014,Boys,426,15243
Wisconsin,2014,Girls,425,12426
Wyoming,2014,Boys,70,1633
Wyoming,2014,Girls,70,1374
Alabama,2013,Boys,313,6715
Alabama,2013,Girls,307,4690
Alaska,2013,Boys,59,1179
Alaska,2013,Girls,59,935
Arizona,2013,Boys,218,9125
Arizona,2013,Girls,218,6728
Arkansas,2013,Boys,177,5641
Arkansas,2013,Girls,174,2620
California,2013,Boys,1133,55221
California,2013,Girls,1140,44200
Colorado,2013,Boys,299,9599
Colorado,2013,Girls,296,7094
Connecticut,2013,Boys,169,7373
Connecticut,2013,Girls,168,6661
NA,2013,Boys,12,181
NA,2013,Girls,10,103
Delaware,2013,Boys,41,1411
Delaware,2013,Girls,42,1203
Florida,2013,Boys,574,14988
Florida,2013,Girls,571,12818
Georgia,2013,Boys,411,12969
Georgia,2013,Girls,411,10264
Hawaii,2013,Boys,62,1909
Hawaii,2013,Girls,62,1313
Idaho,2013,Boys,139,4202
Idaho,2013,Girls,139,3059
Illinois,2013,Boys,617,24804
Illinois,2013,Girls,597,19926
Indiana,2013,Boys,391,13757
Indiana,2013,Girls,389,9961
Iowa,2013,Boys,357,12082
Iowa,2013,Girls,362,9785
