"State","Year","Event","Schools.Boys","Schools.Girls","Schools.NA","Participation.Boys","Participation.Girls","Participation.NA","Mark.Boys","Mark.Girls","Mark.NA","Participation.Pct.Diff","Mark.Pct.Diff","Participation.Boys.Thousands","Participation.Girls.Thousands","Boys.to.girls.ratio"
"California",1984,"Pole Vault",812,NA,NA,34474,NA,NA,4.9276,NA,NA,NA,NA,34.474,NA,NA
"Florida",1984,"100m",350,326,NA,9277,6174,NA,10.393,11.7058,NA,33.4483130322302,-11.8811881188119,9.277,6.174,1.50259151279559
"Florida",1984,"1600m",350,326,NA,9277,6174,NA,247.85406,293.7861,NA,33.4483130322302,-16.9603524229075,9.277,6.174,1.50259151279559
"Florida",1984,"800m",350,326,NA,9277,6174,NA,112.94112,132.82512,NA,33.4483130322302,-16.1812297734628,9.277,6.174,1.50259151279559
"Florida",1984,"High Jump",350,326,NA,9277,6174,NA,2.0828,1.7272,NA,33.4483130322302,18.6666666666667,9.277,6.174,1.50259151279559
"Florida",1984,"Pole Vault",350,NA,NA,9277,NA,NA,4.5974,NA,NA,NA,NA,9.277,NA,NA
"Georgia",1984,"100m",333,302,NA,9192,6536,NA,10.65556,12.034,NA,28.8946910356832,-12.1504339440694,9.192,6.536,1.40636474908201
"Georgia",1984,"1600m",333,302,NA,9192,6536,NA,256.60302,298.35942,NA,28.8946910356832,-15.0483697599427,9.192,6.536,1.40636474908201
"Georgia",1984,"800m",333,302,NA,9192,6536,NA,114.53184,136.50366,NA,28.8946910356832,-17.5049504950495,9.192,6.536,1.40636474908201
"Georgia",1984,"High Jump",333,302,NA,9192,6536,NA,2.032,1.7272,NA,28.8946910356832,16.2162162162162,9.192,6.536,1.40636474908201
"Georgia",1984,"Pole Vault",333,NA,NA,9192,NA,NA,4.4704,NA,NA,NA,NA,9.192,NA,NA
"Illinois",1984,"100m",669,647,NA,27080,18379,NA,10.4,12.2,NA,32.1307237813885,-15.929203539823,27.08,18.379,1.47342075194515
"Illinois",1984,"1600m",669,647,NA,27080,18379,NA,248.4,291.4,NA,32.1307237813885,-15.9318266024453,27.08,18.379,1.47342075194515
"Illinois",1984,"800m",669,647,NA,27080,18379,NA,112.9,127.3,NA,32.1307237813885,-11.9900083263947,27.08,18.379,1.47342075194515
"Illinois",1984,"High Jump",669,647,NA,27080,18379,NA,2.1336,1.7018,NA,32.1307237813885,22.5165562913907,27.08,18.379,1.47342075194515
"Illinois",1984,"Pole Vault",669,NA,NA,27080,NA,NA,4.572,NA,NA,NA,NA,27.08,NA,NA
"Kansas",1984,"100m",372,370,NA,9524,6549,NA,10.86,12.31,NA,31.2368752624948,-12.5161847216228,9.524,6.549,1.45426782714918
"Kansas",1984,"1600m",372,370,NA,9524,6549,NA,266.78,303.9,NA,31.2368752624948,-13.0090418448167,9.524,6.549,1.45426782714918
"Kansas",1984,"800m",372,370,NA,9524,6549,NA,114.68,137.9,NA,31.2368752624948,-18.3862538601631,9.524,6.549,1.45426782714918
"Kansas",1984,"High Jump",372,370,NA,9524,6549,NA,2.0828,1.6256,NA,31.2368752624948,24.6575342465754,9.524,6.549,1.45426782714918
"Kansas",1984,"Pole Vault",372,NA,NA,9524,NA,NA,4.2926,NA,NA,NA,NA,9.524,NA,NA
"Maryland",1984,"100m",141,135,NA,5426,3424,NA,10.7,12.1,NA,36.8964246221895,-12.280701754386,5.426,3.424,1.58469626168224
"Maryland",1984,"1600m",141,135,NA,5426,3424,NA,250.3,305.3,NA,36.8964246221895,-19.7984161267099,5.426,3.424,1.58469626168224
"Maryland",1984,"800m",141,135,NA,5426,3424,NA,113.4,137.8,NA,36.8964246221895,-19.4267515923567,5.426,3.424,1.58469626168224
"Maryland",1984,"High Jump",141,135,NA,5426,3424,NA,2.1336,1.7018,NA,36.8964246221895,22.5165562913907,5.426,3.424,1.58469626168224
"Maryland",1984,"Pole Vault",141,NA,NA,5426,NA,NA,4.4196,NA,NA,NA,NA,5.426,NA,NA
"Massachusetts",1984,"100m",240,233,NA,10245,8491,NA,10.6,11.9,NA,17.1205466081015,-11.5555555555556,10.245,8.491,1.20657166411495
"Massachusetts",1984,"1600m",240,233,NA,10245,8491,NA,259.88388,304.2252,NA,17.1205466081015,-15.7208318646458,10.245,8.491,1.20657166411495
"Massachusetts",1984,"800m",240,233,NA,10245,8491,NA,116.2,133.5,NA,17.1205466081015,-13.8566279535443,10.245,8.491,1.20657166411495
"Massachusetts",1984,"High Jump",240,233,NA,10245,8491,NA,2.032,1.7272,NA,17.1205466081015,16.2162162162162,10.245,8.491,1.20657166411495
"Massachusetts",1984,"Pole Vault",240,NA,NA,10245,NA,NA,4.1148,NA,NA,NA,NA,10.245,NA,NA
"Michigan",1984,"100m",652,642,NA,24742,24122,NA,10.5,11.7,NA,2.5058604801552,-10.8108108108108,24.742,24.122,1.02570267805323
"Michigan",1984,"1600m",652,642,NA,24742,24122,NA,253.1,299.6,NA,2.5058604801552,-16.8264881490863,24.742,24.122,1.02570267805323
"Michigan",1984,"800m",652,642,NA,24742,24122,NA,114.9,135.7,NA,2.5058604801552,-16.6001596169194,24.742,24.122,1.02570267805323
"Michigan",1984,"High Jump",652,642,NA,24742,24122,NA,2.0828,1.7526,NA,2.5058604801552,17.2185430463576,24.742,24.122,1.02570267805323
"Michigan",1984,"Pole Vault",652,NA,NA,24742,NA,NA,4.3942,NA,NA,NA,NA,24.742,NA,NA
"Nebraska",1984,"100m",367,367,NA,9376,6596,NA,10.96,12.31,NA,29.6501706484642,-11.6029222174474,9.376,6.596,1.4214675560946
"Nebraska",1984,"1600m",367,367,NA,9376,6596,NA,260.64,299.54,NA,29.6501706484642,-13.8883930165304,9.376,6.596,1.4214675560946
"Nebraska",1984,"800m",367,367,NA,9376,6596,NA,114.14,135.95,NA,29.6501706484642,-17.441720980447,9.376,6.596,1.4214675560946
"Nebraska",1984,"High Jump",367,367,NA,9376,6596,NA,2.1336,1.7018,NA,29.6501706484642,22.5165562913907,9.376,6.596,1.4214675560946
"Nebraska",1984,"Pole Vault",367,NA,NA,9376,NA,NA,4.7498,NA,NA,NA,NA,9.376,NA,NA
"New Mexico",1984,"100m",118,117,NA,3539,2606,NA,10.6,12.19,NA,26.3633794857304,-13.953488372093,3.539,2.606,1.35801995395242
"New Mexico",1984,"1600m",118,117,NA,3539,2606,NA,257.04378,304.351002,NA,26.3633794857304,-16.8534598171595,3.539,2.606,1.35801995395242
"New Mexico",1984,"800m",118,117,NA,3539,2606,NA,116.54,140.82,NA,26.3633794857304,-18.8685110351259,3.539,2.606,1.35801995395242
"New Mexico",1984,"High Jump",118,117,NA,3539,2606,NA,2.032,1.6764,NA,26.3633794857304,19.1780821917808,3.539,2.606,1.35801995395242
"New Mexico",1984,"Pole Vault",118,NA,NA,3539,NA,NA,4.1148,NA,NA,NA,NA,3.539,NA,NA
"New York",1984,"100m",589,539,NA,22882,17748,NA,10.82,12.43,NA,22.4368499257058,-13.8494623655914,22.882,17.748,1.28927203065134
"New York",1984,"1600m",589,539,NA,22882,17748,NA,253.1,293.65695,NA,22.4368499257058,-14.8354584244425,22.882,17.748,1.28927203065134
"New York",1984,"800m",589,539,NA,22882,17748,NA,113.6,130.7,NA,22.4368499257058,-13.9991813344249,22.882,17.748,1.28927203065134
"New York",1984,"High Jump",589,539,NA,22882,17748,NA,2.0574,1.7272,NA,22.4368499257058,17.4496644295302,22.882,17.748,1.28927203065134
"New York",1984,"Pole Vault",589,NA,NA,22882,NA,NA,4.2672,NA,NA,NA,NA,22.882,NA,NA
"North Carolina",1984,"100m",280,230,NA,10957,5934,NA,10.55,11.88,NA,45.8428401934836,-11.8591172536781,10.957,5.934,1.84647792382878
"North Carolina",1984,"1600m",280,230,NA,10957,5934,NA,253.78,305.17,NA,45.8428401934836,-18.3880490204848,10.957,5.934,1.84647792382878
"North Carolina",1984,"800m",280,230,NA,10957,5934,NA,112.21,135.73,NA,45.8428401934836,-18.9723320158103,10.957,5.934,1.84647792382878
"North Carolina",1984,"High Jump",280,230,NA,10957,5934,NA,2.0828,1.6764,NA,45.8428401934836,21.6216216216216,10.957,5.934,1.84647792382878
"North Carolina",1984,"Pole Vault",280,NA,NA,10957,NA,NA,4.2672,NA,NA,NA,NA,10.957,NA,NA
"Oklahoma",1984,"100m",330,331,NA,4950,3972,NA,10.73,12.3,NA,19.7575757575758,-13.6343899261832,4.95,3.972,1.24622356495468
"Oklahoma",1984,"1600m",330,331,NA,4950,3972,NA,268.05,312.2,NA,19.7575757575758,-15.2175786299009,4.95,3.972,1.24622356495468
"Oklahoma",1984,"800m",330,331,NA,4950,3972,NA,115.81,134.97,NA,19.7575757575758,-15.2803253847994,4.95,3.972,1.24622356495468
"Oklahoma",1984,"High Jump",330,331,NA,4950,3972,NA,2.032,1.7526,NA,19.7575757575758,14.7651006711409,4.95,3.972,1.24622356495468
"Oklahoma",1984,"Pole Vault",330,NA,NA,4950,NA,NA,4.572,NA,NA,NA,NA,4.95,NA,NA
"Oregon",1984,"100m",238,239,NA,11900,7170,NA,10.55,12.18,NA,39.7478991596639,-14.3422789265288,11.9,7.17,1.65969316596932
"Oregon",1984,"1600m",238,239,NA,11900,7170,NA,252.126234,293.710635,NA,39.7478991596639,-15.2369337293703,11.9,7.17,1.65969316596932
"Oregon",1984,"800m",238,239,NA,11900,7170,NA,114.11,133.89,NA,39.7478991596639,-15.9516129032258,11.9,7.17,1.65969316596932
"Oregon",1984,"High Jump",238,239,NA,11900,7170,NA,2.1082,1.7272,NA,39.7478991596639,19.8675496688742,11.9,7.17,1.65969316596932
"Oregon",1984,"Pole Vault",238,NA,NA,11900,NA,NA,4.4196,NA,NA,NA,NA,11.9,NA,NA
"Rhode Island",1984,"100m",38,27,NA,1610,852,NA,10.5,12.4,NA,47.0807453416149,-16.5938864628821,1.61,0.852,1.88967136150235
"Rhode Island",1984,"1600m",38,27,NA,1610,852,NA,260.80173,306.21924,NA,47.0807453416149,-16.0196932399167,1.61,0.852,1.88967136150235
"Rhode Island",1984,"800m",38,27,NA,1610,852,NA,119.5,138.3,NA,47.0807453416149,-14.5849495733127,1.61,0.852,1.88967136150235
"Rhode Island",1984,"High Jump",38,27,NA,1610,852,NA,1.905,1.7018,NA,47.0807453416149,11.2676056338028,1.61,0.852,1.88967136150235
"Rhode Island",1984,"Pole Vault",38,NA,NA,1610,NA,NA,3.9624,NA,NA,NA,NA,1.61,NA,NA
"Tennessee",1984,"100m",200,198,NA,6200,6138,NA,10.6,12,NA,1,-12.3893805309735,6.2,6.138,1.01010101010101
"Tennessee",1984,"1600m",200,198,NA,6200,6138,NA,262.5,312.8,NA,1,-17.4865287675995,6.2,6.138,1.01010101010101
"Tennessee",1984,"800m",200,198,NA,6200,6138,NA,114.4,134,NA,1,-15.780998389694,6.2,6.138,1.01010101010101
"Tennessee",1984,"High Jump",200,198,NA,6200,6138,NA,2.0828,1.6256,NA,1,24.6575342465754,6.2,6.138,1.01010101010101
"Tennessee",1984,"Pole Vault",200,NA,NA,6200,NA,NA,3.9624,NA,NA,NA,NA,6.2,NA,NA
"Washington",1984,"100m",320,312,NA,8879,6860,NA,10.7,12.03,NA,22.7390471899989,-11.7025956885174,8.879,6.86,1.29431486880466
"Washington",1984,"1600m",320,312,NA,8879,6860,NA,254.78,297.51,NA,22.7390471899989,-15.4737547303047,8.879,6.86,1.29431486880466
"Washington",1984,"800m",320,312,NA,8879,6860,NA,112.02,130.61,NA,22.7390471899989,-15.3237439723035,8.879,6.86,1.29431486880466
"Washington",1984,"High Jump",320,312,NA,8879,6860,NA,2.0828,1.7272,NA,22.7390471899989,18.6666666666667,8.879,6.86,1.29431486880466
"Washington",1984,"Pole Vault",320,NA,NA,8879,NA,NA,4.4196,NA,NA,NA,NA,8.879,NA,NA
"Wisconsin",1984,"100m",385,387,NA,15070,13315,NA,10.45,12.12,NA,11.6456536164565,-14.7984049623394,15.07,13.315,1.13180623357116
"Wisconsin",1984,"1600m",385,387,NA,15070,13315,NA,251.8,293.53,NA,11.6456536164565,-15.3044945262501,15.07,13.315,1.13180623357116
"Wisconsin",1984,"800m",385,387,NA,15070,13315,NA,114.8,135.97,NA,11.6456536164565,-16.8839972883519,15.07,13.315,1.13180623357116
"Wisconsin",1984,"High Jump",385,387,NA,15070,13315,NA,2.0574,1.651,NA,11.6456536164565,21.9178082191781,15.07,13.315,1.13180623357116
"Wisconsin",1984,"Pole Vault",385,NA,NA,15070,NA,NA,4.6482,NA,NA,NA,NA,15.07,NA,NA
"Wyoming",1984,"100m",71,71,NA,1850,1850,NA,11.1,12.46,NA,0,-11.5449915110357,1.85,1.85,1
"Wyoming",1984,"1600m",71,71,NA,1850,1850,NA,264.27,303.95,NA,0,-13.9664214564781,1.85,1.85,1
"Wyoming",1984,"800m",71,71,NA,1850,1850,NA,115.21,134.2,NA,0,-15.2279379335231,1.85,1.85,1
"Wyoming",1984,"High Jump",71,71,NA,1850,1850,NA,1.9812,1.5748,NA,0,22.8571428571429,1.85,1.85,1
"Wyoming",1984,"Pole Vault",71,NA,NA,1850,NA,NA,4.2672,NA,NA,NA,NA,1.85,NA,NA
"California",1985,"100m",812,797,NA,34474,19075,NA,10.49,11.52,NA,44.6684457852295,-9.35938209904588,34.474,19.075,1.8072870249017
"California",1985,"1600m",812,797,NA,34474,19075,NA,255.93,289.14,NA,44.6684457852295,-12.1855908415433,34.474,19.075,1.8072870249017
"California",1985,"800m",812,797,NA,34474,19075,NA,111.75,130.07,NA,44.6684457852295,-15.1517657761972,34.474,19.075,1.8072870249017
"California",1985,"High Jump",812,797,NA,34474,19075,NA,2.0574,1.8796,NA,44.6684457852295,9.03225806451613,34.474,19.075,1.8072870249017
"California",1985,"Pole Vault",812,NA,NA,34474,NA,NA,4.9276,NA,NA,NA,NA,34.474,NA,NA
"Florida",1985,"100m",349,328,NA,9307,6150,NA,10.5024,11.8152,NA,33.920704845815,-11.764705882353,9.307,6.15,1.51333333333333
"Florida",1985,"1600m",349,328,NA,9307,6150,NA,256.5036,301.64028,NA,33.920704845815,-16.1738510865693,9.307,6.15,1.51333333333333
"Florida",1985,"800m",349,328,NA,9307,6150,NA,113.73648,129.44484,NA,33.920704845815,-12.9190515126738,9.307,6.15,1.51333333333333
"Florida",1985,"High Jump",349,328,NA,9307,6150,NA,2.1082,1.6764,NA,33.920704845815,22.8187919463087,9.307,6.15,1.51333333333333
"Florida",1985,"Pole Vault",349,NA,NA,9307,NA,NA,4.572,NA,NA,NA,NA,9.307,NA,NA
"Georgia",1985,"100m",333,302,NA,9192,6536,NA,10.73,11.96,NA,28.8946910356832,-10.8417805200529,9.192,6.536,1.40636474908201
"Georgia",1985,"1600m",333,302,NA,9192,6536,NA,252.9,298.3,NA,28.8946910356832,-16.4731494920174,9.192,6.536,1.40636474908201
"Georgia",1985,"800m",333,302,NA,9192,6536,NA,115.3,128.8,NA,28.8946910356832,-11.0610405571487,9.192,6.536,1.40636474908201
"Georgia",1985,"High Jump",333,302,NA,9192,6536,NA,2.032,1.7272,NA,28.8946910356832,16.2162162162162,9.192,6.536,1.40636474908201
"Georgia",1985,"Pole Vault",333,NA,NA,9192,NA,NA,4.4958,NA,NA,NA,NA,9.192,NA,NA
"Illinois",1985,"100m",651,636,NA,27237,17863,NA,10.39,12,NA,34.4164188420164,-14.3814202769093,27.237,17.863,1.52477187482506
"Illinois",1985,"1600m",651,636,NA,27237,17863,NA,247.4,289.1,NA,34.4164188420164,-15.5452003727866,27.237,17.863,1.52477187482506
"Illinois",1985,"800m",651,636,NA,27237,17863,NA,113.1,127.6,NA,34.4164188420164,-12.0481927710843,27.237,17.863,1.52477187482506
"Illinois",1985,"High Jump",651,636,NA,27237,17863,NA,2.2225,1.7018,NA,34.4164188420164,26.537216828479,27.237,17.863,1.52477187482506
"Illinois",1985,"Pole Vault",651,NA,NA,27237,NA,NA,4.9022,NA,NA,NA,NA,27.237,NA,NA
"Kansas",1985,"100m",368,367,NA,9443,6956,NA,10.68,12.12,NA,26.3369691835222,-12.6315789473684,9.443,6.956,1.35753306497987
"Kansas",1985,"1600m",368,367,NA,9443,6956,NA,257.04,297.4,NA,26.3369691835222,-14.558834138951,9.443,6.956,1.35753306497987
"Kansas",1985,"800m",368,367,NA,9443,6956,NA,115.22,137.24,NA,26.3369691835222,-17.4443476194249,9.443,6.956,1.35753306497987
"Kansas",1985,"High Jump",368,367,NA,9443,6956,NA,2.0574,1.6256,NA,26.3369691835222,23.448275862069,9.443,6.956,1.35753306497987
"Kansas",1985,"Pole Vault",368,NA,NA,9443,NA,NA,3.8862,NA,NA,NA,NA,9.443,NA,NA
"Maryland",1985,"100m",139,117,NA,4982,2762,NA,10.5,12.1,NA,44.5604175030108,-14.1592920353982,4.982,2.762,1.80376538740043
"Maryland",1985,"1600m",139,117,NA,4982,2762,NA,255.8,306.5,NA,44.5604175030108,-18.0330784278855,4.982,2.762,1.80376538740043
"Maryland",1985,"800m",139,117,NA,4982,2762,NA,113.7,136.1,NA,44.5604175030108,-17.9343474779824,4.982,2.762,1.80376538740043
"Maryland",1985,"High Jump",139,117,NA,4982,2762,NA,2.0066,1.6764,NA,44.5604175030108,17.9310344827586,4.982,2.762,1.80376538740043
"Maryland",1985,"Pole Vault",139,NA,NA,4982,NA,NA,4.3434,NA,NA,NA,NA,4.982,NA,NA
"Massachusetts",1985,"100m",252,236,NA,10444,8312,NA,11.22,11.36,NA,20.4136346227499,-1.24003542958369,10.444,8.312,1.25649663137632
"Massachusetts",1985,"1600m",252,236,NA,10444,8312,NA,261.534252,301.182948,NA,20.4136346227499,-14.0918727915194,10.444,8.312,1.25649663137632
"Massachusetts",1985,"800m",252,236,NA,10444,8312,NA,116.62,134.66,NA,20.4136346227499,-14.3584845590576,10.444,8.312,1.25649663137632
"Michigan",1985,"100m",649,642,NA,24612,24347,NA,10.78,12.12,NA,1.07671054770031,-11.703056768559,24.612,24.347,1.01088429786011
"Michigan",1985,"1600m",649,642,NA,24612,24347,NA,258,285.2,NA,1.07671054770031,-10.0147275405007,24.612,24.347,1.01088429786011
"Michigan",1985,"800m",649,642,NA,24612,24347,NA,113.6,132.02,NA,1.07671054770031,-14.9987786010911,24.612,24.347,1.01088429786011
"Michigan",1985,"High Jump",649,642,NA,24612,24347,NA,2.0828,1.7272,NA,1.07671054770031,18.6666666666667,24.612,24.347,1.01088429786011
"Michigan",1985,"Pole Vault",649,NA,NA,24612,NA,NA,4.3688,NA,NA,NA,NA,24.612,NA,NA
"Nebraska",1985,"100m",361,361,NA,8831,5363,NA,10.69,12.11,NA,39.2707507643528,-12.4561403508772,8.831,5.363,1.64665299272795
"Nebraska",1985,"1600m",361,361,NA,8831,5363,NA,256.04,298.06,NA,39.2707507643528,-15.1669373759249,8.831,5.363,1.64665299272795
"Nebraska",1985,"800m",361,361,NA,8831,5363,NA,115.75,133.45,NA,39.2707507643528,-14.2054574638844,8.831,5.363,1.64665299272795
"Nebraska",1985,"High Jump",361,361,NA,8831,5363,NA,2.0828,1.7526,NA,39.2707507643528,17.2185430463576,8.831,5.363,1.64665299272795
"Nebraska",1985,"Pole Vault",361,NA,NA,8831,NA,NA,4.826,NA,NA,NA,NA,8.831,NA,NA
"New Mexico",1985,"100m",118,117,NA,3539,2606,NA,10.64,12.02,NA,26.3633794857304,-12.180052956752,3.539,2.606,1.35801995395242
"New Mexico",1985,"1600m",118,117,NA,3539,2606,NA,252.523503,304.232895,NA,26.3633794857304,-18.5752304547383,3.539,2.606,1.35801995395242
"New Mexico",1985,"800m",118,117,NA,3539,2606,NA,115.53,138.47,NA,26.3633794857304,-18.0629921259843,3.539,2.606,1.35801995395242
"New Mexico",1985,"High Jump",118,117,NA,3539,2606,NA,2.032,1.6764,NA,26.3633794857304,19.1780821917808,3.539,2.606,1.35801995395242
"New Mexico",1985,"Pole Vault",118,NA,NA,3539,NA,NA,4.1656,NA,NA,NA,NA,3.539,NA,NA
"New York",1985,"100m",689,626,NA,20283,16820,NA,10.86,12.04,NA,17.0734112310802,-10.3056768558952,20.283,16.82,1.20588585017836
"New York",1985,"1600m",689,626,NA,20283,16820,NA,249.44,284.133231,NA,17.0734112310802,-13.0041122696427,20.283,16.82,1.20588585017836
"New York",1985,"800m",689,626,NA,20283,16820,NA,114.26,128.79,NA,17.0734112310802,-11.9563875745731,20.283,16.82,1.20588585017836
"New York",1985,"High Jump",689,626,NA,20283,16820,NA,2.0828,1.7272,NA,17.0734112310802,18.6666666666667,20.283,16.82,1.20588585017836
"New York",1985,"Pole Vault",689,NA,NA,20283,NA,NA,4.6482,NA,NA,NA,NA,20.283,NA,NA
"North Carolina",1985,"100m",287,239,NA,11147,6248,NA,10.6,11.9,NA,43.9490445859873,-11.5555555555556,11.147,6.248,1.78409090909091
"North Carolina",1985,"1600m",287,239,NA,11147,6248,NA,259.41,318.21,NA,43.9490445859873,-20.359405837748,11.147,6.248,1.78409090909091
"North Carolina",1985,"800m",287,239,NA,11147,6248,NA,115.54,132.43,NA,43.9490445859873,-13.6226156389886,11.147,6.248,1.78409090909091
"North Carolina",1985,"High Jump",287,239,NA,11147,6248,NA,2.0828,1.5748,NA,43.9490445859873,27.7777777777778,11.147,6.248,1.78409090909091
"North Carolina",1985,"Pole Vault",287,NA,NA,11147,NA,NA,4.2672,NA,NA,NA,NA,11.147,NA,NA
"Oklahoma",1985,"100m",332,334,NA,4980,3996,NA,10.52,11.96,NA,19.7590361445783,-12.8113879003559,4.98,3.996,1.24624624624625
"Oklahoma",1985,"1600m",332,334,NA,4980,3996,NA,264.01,314.5,NA,19.7590361445783,-17.4551866000588,4.98,3.996,1.24624624624625
"Oklahoma",1985,"800m",332,334,NA,4980,3996,NA,116.11,139.25,NA,19.7590361445783,-18.1234335839599,4.98,3.996,1.24624624624625
"Oklahoma",1985,"High Jump",332,334,NA,4980,3996,NA,2.032,1.7272,NA,19.7590361445783,16.2162162162162,4.98,3.996,1.24624624624625
"Oklahoma",1985,"Pole Vault",332,NA,NA,4980,NA,NA,4.8768,NA,NA,NA,NA,4.98,NA,NA
"Oregon",1985,"100m",236,238,NA,11800,7140,NA,10.69,12.27,NA,39.4915254237288,-13.7630662020906,11.8,7.14,1.65266106442577
"Oregon",1985,"1600m",236,238,NA,11800,7140,NA,252.480555,288.266976,NA,39.4915254237288,-13.2359073129083,11.8,7.14,1.65266106442577
"Oregon",1985,"800m",236,238,NA,11800,7140,NA,113.01,130.72,NA,39.4915254237288,-14.5324744594428,11.8,7.14,1.65266106442577
"Oregon",1985,"High Jump",236,238,NA,11800,7140,NA,2.0828,1.7272,NA,39.4915254237288,18.6666666666667,11.8,7.14,1.65266106442577
"Oregon",1985,"Pole Vault",236,NA,NA,11800,NA,NA,4.4196,NA,NA,NA,NA,11.8,NA,NA
"Rhode Island",1985,"100m",37,25,NA,1388,693,NA,11,12.2,NA,50.0720461095101,-10.3448275862069,1.388,0.693,2.002886002886
"Rhode Island",1985,"1600m",37,25,NA,1388,693,NA,252.85635,302.03181,NA,50.0720461095101,-17.7244582043344,1.388,0.693,2.002886002886
"Rhode Island",1985,"800m",37,25,NA,1388,693,NA,118.5,140.6,NA,50.0720461095101,-17.0590505596295,1.388,0.693,2.002886002886
"Rhode Island",1985,"High Jump",37,25,NA,1388,693,NA,1.9558,1.651,NA,50.0720461095101,16.9014084507042,1.388,0.693,2.002886002886
"Rhode Island",1985,"Pole Vault",37,NA,NA,1388,NA,NA,3.9624,NA,NA,NA,NA,1.388,NA,NA
"Tennessee",1985,"100m",196,187,NA,6076,5797,NA,10.4,11.9,NA,4.59183673469388,-13.4529147982063,6.076,5.797,1.04812834224599
"Tennessee",1985,"1600m",196,187,NA,6076,5797,NA,257.4,309.3,NA,4.59183673469388,-18.3165696135522,6.076,5.797,1.04812834224599
"Tennessee",1985,"800m",196,187,NA,6076,5797,NA,115.9,139.3,NA,4.59183673469388,-18.3385579937304,6.076,5.797,1.04812834224599
"Tennessee",1985,"High Jump",196,187,NA,6076,5797,NA,2.032,1.7018,NA,4.59183673469388,17.687074829932,6.076,5.797,1.04812834224599
"Tennessee",1985,"Pole Vault",196,NA,NA,6076,NA,NA,4.1148,NA,NA,NA,NA,6.076,NA,NA
"Washington",1985,"100m",323,322,NA,9760,7869,NA,10.8,11.95,NA,19.375,-10.1098901098901,9.76,7.869,1.24031007751938
"Washington",1985,"1600m",323,322,NA,9760,7869,NA,246.69,298.57,NA,19.375,-19.0294538385357,9.76,7.869,1.24031007751938
"Washington",1985,"800m",323,322,NA,9760,7869,NA,111.53,134.8,NA,19.375,-18.8933544432266,9.76,7.869,1.24031007751938
"Washington",1985,"High Jump",323,322,NA,9760,7869,NA,2.1336,1.7526,NA,19.375,19.6078431372549,9.76,7.869,1.24031007751938
"Washington",1985,"Pole Vault",323,NA,NA,9760,NA,NA,4.5847,NA,NA,NA,NA,9.76,NA,NA
"Wisconsin",1985,"100m",386,383,NA,12079,10527,NA,11,12.89,NA,12.8487457570991,-15.8225198827962,12.079,10.527,1.14743041702289
"Wisconsin",1985,"1600m",386,383,NA,12079,10527,NA,256.7,288.57,NA,12.8487457570991,-11.6896216553267,12.079,10.527,1.14743041702289
"Wisconsin",1985,"800m",386,383,NA,12079,10527,NA,113.1,129.88,NA,12.8487457570991,-13.8118363651329,12.079,10.527,1.14743041702289
"Wisconsin",1985,"High Jump",386,383,NA,12079,10527,NA,2.0574,1.7018,NA,12.8487457570991,18.9189189189189,12.079,10.527,1.14743041702289
"Wisconsin",1985,"Pole Vault",386,NA,NA,12079,NA,NA,4.4196,NA,NA,NA,NA,12.079,NA,NA
"Wyoming",1985,"100m",72,72,NA,1900,1650,NA,11.21,12.48,NA,13.1578947368421,-10.7218235542423,1.9,1.65,1.15151515151515
"Wyoming",1985,"1600m",72,72,NA,1900,1650,NA,269.73,308.64,NA,13.1578947368421,-13.4550547227553,1.9,1.65,1.15151515151515
"Wyoming",1985,"800m",72,72,NA,1900,1650,NA,116.34,136.74,NA,13.1578947368421,-16.1213845424372,1.9,1.65,1.15151515151515
"Wyoming",1985,"High Jump",72,72,NA,1900,1650,NA,1.9304,1.6764,NA,13.1578947368421,14.0845070422535,1.9,1.65,1.15151515151515
"Wyoming",1985,"Pole Vault",72,NA,NA,1900,NA,NA,4.1148,NA,NA,NA,NA,1.9,NA,NA
"Massachusetts",1985,"High Jump",NA,236,NA,NA,8312,NA,NA,1.651,NA,NA,NA,NA,8.312,NA
"California",1986,"100m",822,838,NA,32842,19250,NA,10.57,11.78,NA,41.3860300834298,-10.82774049217,32.842,19.25,1.70607792207792
"California",1986,"1600m",822,838,NA,32842,19250,NA,247.81,282.57,NA,41.3860300834298,-13.1075832422037,32.842,19.25,1.70607792207792
"California",1986,"800m",822,838,NA,32842,19250,NA,110.25,128.66,NA,41.3860300834298,-15.4116612950483,32.842,19.25,1.70607792207792
"California",1986,"High Jump",822,838,NA,32842,19250,NA,2.0828,1.778,NA,41.3860300834298,15.7894736842105,32.842,19.25,1.70607792207792
"California",1986,"Pole Vault",822,NA,NA,32842,NA,NA,4.9276,NA,NA,NA,NA,32.842,NA,NA
"Florida",1986,"100m",344,331,NA,9510,6431,NA,10.39,11.78,NA,32.3764458464774,-12.5394677492106,9.51,6.431,1.47877468511896
"Florida",1986,"1600m",344,331,NA,9510,6431,NA,255.90708,298.85652,NA,32.3764458464774,-15.4838709677419,9.51,6.431,1.47877468511896
"Florida",1986,"800m",344,331,NA,9510,6431,NA,113.98503,133.859088,NA,32.3764458464774,-16.0375466324361,9.51,6.431,1.47877468511896
"Florida",1986,"High Jump",344,331,NA,9510,6431,NA,2.0828,1.778,NA,32.3764458464774,15.7894736842105,9.51,6.431,1.47877468511896
"Florida",1986,"Pole Vault",344,NA,NA,9510,NA,NA,4.4196,NA,NA,NA,NA,9.51,NA,NA
