"State","Year","Event","Schools.Boys","Schools.Girls","Schools.NA","Participation.Boys","Participation.Girls","Participation.NA","Mark.Boys","Mark.Girls","Mark.NA","Participation.Pct.Diff","Mark.Pct.Diff","Participation.Boys.Thousands","Participation.Girls.Thousands","Boys.to.girls.ratio"
"California",1979,"100m",866,804,NA,47306,21055,NA,10.49146,11.8152,NA,55.4919037754196,-11.8685630210888,47.306,21.055,2.24678223699834
"California",1979,"1600m",866,804,NA,47306,21055,NA,251.43318,289.391736,NA,55.4919037754196,-14.0372807823817,47.306,21.055,2.24678223699834
"California",1979,"800m",866,804,NA,47306,21055,NA,109.56084,129.54426,NA,55.4919037754196,-16.7151767151767,47.306,21.055,2.24678223699834
"California",1979,"High Jump",866,804,NA,47306,21055,NA,2.2098,1.7526,NA,55.4919037754196,23.0769230769231,47.306,21.055,2.24678223699834
"California",1979,"Pole Vault",866,NA,NA,47306,NA,NA,4.7244,NA,NA,NA,NA,47.306,NA,NA
"Florida",1979,"100m",319,295,NA,10089,6017,NA,10.6118,12.1434,NA,40.360788978095,-13.4615384615385,10.089,6.017,1.67674921057005
"Florida",1979,"1600m",319,295,NA,10089,6017,NA,251.63202,296.47044,NA,40.360788978095,-16.3613277707237,10.089,6.017,1.67674921057005
"Florida",1979,"800m",319,295,NA,10089,6017,NA,113.73648,133.91874,NA,40.360788978095,-16.298675230831,10.089,6.017,1.67674921057005
"Florida",1979,"High Jump",319,295,NA,10089,6017,NA,2.1336,1.6891,NA,40.360788978095,23.2558139534884,10.089,6.017,1.67674921057005
"Florida",1979,"Pole Vault",319,NA,NA,10089,NA,NA,4.4196,NA,NA,NA,NA,10.089,NA,NA
"Georgia",1979,"100m",360,325,NA,12000,9500,NA,10.62274,11.8152,NA,20.8333333333333,-10.6289614822038,12,9.5,1.26315789473684
"Georgia",1979,"1600m",360,325,NA,12000,9500,NA,256.0065,309.79272,NA,20.8333333333333,-19.0124758390441,12,9.5,1.26315789473684
"Georgia",1979,"800m",360,325,NA,12000,9500,NA,114.73068,136.90134,NA,20.8333333333333,-17.6214934808376,12,9.5,1.26315789473684
"Georgia",1979,"High Jump",360,325,NA,12000,9500,NA,2.0828,1.6764,NA,20.8333333333333,21.6216216216216,12,9.5,1.26315789473684
"Georgia",1979,"Pole Vault",360,NA,NA,12000,NA,NA,3.9624,NA,NA,NA,NA,12,NA,NA
"Illinois",1979,"100m",625,653,NA,26875,21549,NA,10.40394,11.9246,NA,19.8176744186046,-13.6207741303283,26.875,21.549,1.24715764072579
"Illinois",1979,"1600m",625,653,NA,26875,21549,NA,248.84826,298.55826,NA,19.8176744186046,-18.1620050853614,26.875,21.549,1.24715764072579
"Illinois",1979,"800m",625,653,NA,26875,21549,NA,112.94112,132.42744,NA,19.8176744186046,-15.8833063209076,26.875,21.549,1.24715764072579
"Illinois",1979,"High Jump",625,653,NA,26875,21549,NA,2.159,1.7272,NA,19.8176744186046,22.2222222222222,26.875,21.549,1.24715764072579
"Illinois",1979,"Pole Vault",625,NA,NA,26875,NA,NA,4.65455,NA,NA,NA,NA,26.875,NA,NA
"Kansas",1979,"100m",381,380,NA,19050,19000,NA,10.79778,11.18,NA,0.26246719160105,-3.47824029542565,19.05,19,1.00263157894737
"Kansas",1979,"1600m",381,380,NA,19050,19000,NA,259.2,305.7,NA,0.26246719160105,-16.4630908125332,19.05,19,1.00263157894737
"Kansas",1979,"800m",381,380,NA,19050,19000,NA,116.3,141.7,NA,0.26246719160105,-19.6899224806201,19.05,19,1.00263157894737
"Kansas",1979,"High Jump",381,380,NA,19050,19000,NA,2.032,1.651,NA,0.26246719160105,20.6896551724138,19.05,19,1.00263157894737
"Kansas",1979,"Pole Vault",381,NA,NA,19050,NA,NA,4.1148,NA,NA,NA,NA,19.05,NA,NA
"Maryland",1979,"100m",130,119,NA,5905,3767,NA,10.6118,11.8152,NA,36.2066045723963,-10.7317073170732,5.905,3.767,1.56756039288559
"Maryland",1979,"1600m",130,119,NA,5905,3767,NA,253.81926,305,NA,36.2066045723963,-18.3174574190589,5.905,3.767,1.56756039288559
"Maryland",1979,"800m",130,119,NA,5905,3767,NA,112.04634,135.41004,NA,36.2066045723963,-18.8830855765368,5.905,3.767,1.56756039288559
"Maryland",1979,"High Jump",130,119,NA,5905,3767,NA,2.0574,1.6764,NA,36.2066045723963,20.4081632653061,5.905,3.767,1.56756039288559
"Maryland",1979,"Pole Vault",130,NA,NA,5905,NA,NA,4.1148,NA,NA,NA,NA,5.905,NA,NA
"Massachusetts",1979,"100m",240,214,NA,11236,8414,NA,11.29008,12.60288,NA,25.1156995372019,-10.989010989011,11.236,8.414,1.33539339196577
"Massachusetts",1979,"1600m",240,214,NA,11236,8414,NA,259.008984,298.438956,NA,25.1156995372019,-14.1466024612092,11.236,8.414,1.33539339196577
"Massachusetts",1979,"800m",240,214,NA,11236,8414,NA,114.104334,133.501176,NA,25.1156995372019,-15.6675366392291,11.236,8.414,1.33539339196577
"Massachusetts",1979,"High Jump",240,214,NA,11236,8414,NA,2.032,1.7018,NA,25.1156995372019,17.687074829932,11.236,8.414,1.33539339196577
"Massachusetts",1979,"Pole Vault",240,NA,NA,11236,NA,NA,3.9624,NA,NA,NA,NA,11.236,NA,NA
"Michigan",1979,"100m",657,633,NA,28908,26586,NA,10.8306,12.1434,NA,8.03237858032379,-11.4285714285714,28.908,26.586,1.08733920108328
"Michigan",1979,"1600m",657,633,NA,28908,26586,NA,253.22274,295.67508,NA,8.03237858032379,-15.468212280384,28.908,26.586,1.08733920108328
"Michigan",1979,"800m",657,633,NA,28908,26586,NA,111.74808,130.7373,NA,8.03237858032379,-15.6621566215662,28.908,26.586,1.08733920108328
"Michigan",1979,"High Jump",657,633,NA,28908,26586,NA,2.1336,1.7272,NA,8.03237858032379,21.0526315789474,28.908,26.586,1.08733920108328
"Michigan",1979,"Pole Vault",657,NA,NA,28908,NA,NA,4.4704,NA,NA,NA,NA,28.908,NA,NA
"Nebraska",1979,"100m",359,362,NA,8452,6426,NA,11.1588,12.3622,NA,23.9706578324657,-10.2325581395349,8.452,6.426,1.31528166822284
"Nebraska",1979,"1600m",359,362,NA,8452,6426,NA,260.9775,316.35444,NA,23.9706578324657,-19.183743757534,8.452,6.426,1.31528166822284
"Nebraska",1979,"800m",359,362,NA,8452,6426,NA,114.43242,137.00076,NA,23.9706578324657,-17.9517595887703,8.452,6.426,1.31528166822284
"Nebraska",1979,"High Jump",359,362,NA,8452,6426,NA,2.0066,1.7526,NA,23.9706578324657,13.5135135135135,8.452,6.426,1.31528166822284
"Nebraska",1979,"Pole Vault",359,NA,NA,8452,NA,NA,4.4196,NA,NA,NA,NA,8.452,NA,NA
"New Mexico",1979,"1600m",120,119,NA,3360,3331,NA,260.699124,313.779462,NA,0.863095238095238,-18.4794835851375,3.36,3.331,1.00870609426599
"New Mexico",1979,"High Jump",120,119,NA,3360,3331,NA,2.032,1.7272,NA,0.863095238095238,16.2162162162162,3.36,3.331,1.00870609426599
"New Mexico",1979,"Pole Vault",120,NA,NA,3360,NA,NA,4.5212,NA,NA,NA,NA,3.36,NA,NA
"New York",1979,"100m",574,448,NA,21995,13440,NA,10.6,13.0186,NA,38.8952034553308,-20.4804687830777,21.995,13.44,1.63653273809524
"New York",1979,"1600m",574,448,NA,21995,13440,NA,252,291.99654,NA,38.8952034553308,-14.7047038203589,21.995,13.44,1.63653273809524
"New York",1979,"800m",574,448,NA,21995,13440,NA,111.9,129.7431,NA,38.8952034553308,-14.7681435968997,21.995,13.44,1.63653273809524
"New York",1979,"High Jump",574,448,NA,21995,13440,NA,2.032,1.7018,NA,38.8952034553308,17.687074829932,21.995,13.44,1.63653273809524
"New York",1979,"Pole Vault",574,NA,NA,21995,NA,NA,4.7752,NA,NA,NA,NA,21.995,NA,NA
"North Carolina",1979,"100m",290,210,NA,10849,5574,NA,10.91812,12.034,NA,48.6219928103973,-9.72354623450906,10.849,5.574,1.94635809113742
"North Carolina",1979,"1600m",290,210,NA,10849,5574,NA,258.39258,296.2716,NA,48.6219928103973,-13.6583617135687,10.849,5.574,1.94635809113742
"North Carolina",1979,"800m",290,210,NA,10849,5574,NA,114.73068,132.42744,NA,48.6219928103973,-14.320193081255,10.849,5.574,1.94635809113742
"North Carolina",1979,"High Jump",290,210,NA,10849,5574,NA,1.9812,1.7272,NA,48.6219928103973,13.6986301369863,10.849,5.574,1.94635809113742
"North Carolina",1979,"Pole Vault",290,NA,NA,10849,NA,NA,4.2672,NA,NA,NA,NA,10.849,NA,NA
"Oklahoma",1979,"100m",330,315,NA,3960,3780,NA,10.74308,12.13246,NA,4.54545454545455,-12.1472979435677,3.96,3.78,1.04761904761905
"Oklahoma",1979,"1600m",330,315,NA,3960,3780,NA,251.492832,310.58808,NA,4.54545454545455,-21.0273100325456,3.96,3.78,1.04761904761905
"Oklahoma",1979,"800m",330,315,NA,3960,3780,NA,115.585692,134.555028,NA,4.54545454545455,-15.1669316375199,3.96,3.78,1.04761904761905
"Oklahoma",1979,"High Jump",330,315,NA,3960,3780,NA,2.1082,1.7272,NA,4.54545454545455,19.8675496688742,3.96,3.78,1.04761904761905
"Oklahoma",1979,"Pole Vault",330,NA,NA,3960,NA,NA,4.4196,NA,NA,NA,NA,3.96,NA,NA
"Oregon",1979,"100m",230,230,NA,11500,5750,NA,10.67,12.21,NA,50,-13.4615384615385,11.5,5.75,2
"Oregon",1979,"1600m",230,230,NA,11500,5750,NA,247.80996,288.191817,NA,50,-15.0678071352737,11.5,5.75,2
"Oregon",1979,"800m",230,230,NA,11500,5750,NA,110.73,130.18,NA,50,-16.1471088788344,11.5,5.75,2
"Oregon",1979,"High Jump",230,230,NA,11500,5750,NA,2.032,1.7272,NA,50,16.2162162162162,11.5,5.75,2
"Oregon",1979,"Pole Vault",230,NA,NA,11500,NA,NA,4.4704,NA,NA,NA,NA,11.5,NA,NA
"Rhode Island",1979,"100m",42,24,NA,1375,951,NA,11.1588,12.7,NA,30.8363636363636,-12.9193421295287,1.375,0.951,1.44584647739222
"Rhode Island",1979,"1600m",42,24,NA,1375,951,NA,263.66184,306.32661,NA,30.8363636363636,-14.9703980843822,1.375,0.951,1.44584647739222
"Rhode Island",1979,"800m",42,24,NA,1375,951,NA,116.3214,144.6,NA,30.8363636363636,-21.6759529881413,1.375,0.951,1.44584647739222
"Rhode Island",1979,"High Jump",42,24,NA,1375,951,NA,1.9558,1.5494,NA,30.8363636363636,23.1884057971014,1.375,0.951,1.44584647739222
"Rhode Island",1979,"Pole Vault",42,NA,NA,1375,NA,NA,4.1656,NA,NA,NA,NA,1.375,NA,NA
"Tennessee",1979,"100m",208,196,NA,7072,6076,NA,10.6118,11.9246,NA,14.0837104072398,-11.6504854368932,7.072,6.076,1.16392363396972
"Tennessee",1979,"1600m",208,196,NA,7072,6076,NA,253.81926,290.50524,NA,14.0837104072398,-13.4794520547945,7.072,6.076,1.16392363396972
"Tennessee",1979,"800m",208,196,NA,7072,6076,NA,113.93532,133.7199,NA,14.0837104072398,-15.9775190686471,7.072,6.076,1.16392363396972
"Tennessee",1979,"High Jump",208,196,NA,7072,6076,NA,2.032,1.6764,NA,14.0837104072398,19.1780821917808,7.072,6.076,1.16392363396972
"Tennessee",1979,"Pole Vault",208,NA,NA,7072,NA,NA,4.1148,NA,NA,NA,NA,7.072,NA,NA
"Washington",1979,"100m",300,301,NA,10106,7871,NA,10.91812,11.79332,NA,22.1155749059964,-7.70712909441233,10.106,7.871,1.28395375428789
"Washington",1979,"1600m",300,301,NA,10106,7871,NA,257.19954,296.7687,NA,22.1155749059964,-14.2857142857143,10.106,7.871,1.28395375428789
"Washington",1979,"800m",300,301,NA,10106,7871,NA,114.333,137.29902,NA,22.1155749059964,-18.2536546819439,10.106,7.871,1.28395375428789
"Washington",1979,"High Jump",300,301,NA,10106,7871,NA,2.13995,1.79705,NA,22.1155749059964,17.4193548387097,10.106,7.871,1.28395375428789
"Washington",1979,"Pole Vault",300,NA,NA,10106,NA,NA,4.4196,NA,NA,NA,NA,10.106,NA,NA
"Wisconsin",1979,"100m",392,394,NA,13159,11580,NA,11.3229,12.73416,NA,11.9993920510677,-11.7326057298772,13.159,11.58,1.13635578583765
"Wisconsin",1979,"1600m",392,394,NA,13159,11580,NA,256.20534,296.390904,NA,11.9993920510677,-14.5442769241841,13.159,11.58,1.13635578583765
"Wisconsin",1979,"800m",392,394,NA,13159,11580,NA,113.8359,130.876488,NA,11.9993920510677,-13.9270333956285,13.159,11.58,1.13635578583765
"Wisconsin",1979,"High Jump",392,394,NA,13159,11580,NA,2.0828,1.6764,NA,11.9993920510677,21.6216216216216,13.159,11.58,1.13635578583765
"Wisconsin",1979,"Pole Vault",392,NA,NA,13159,NA,NA,4.3434,NA,NA,NA,NA,13.159,NA,NA
"Wyoming",1979,"100m",73,73,NA,1850,1460,NA,10.94,12.034,NA,21.0810810810811,-9.52380952380953,1.85,1.46,1.26712328767123
"Wyoming",1979,"1600m",73,73,NA,1850,1460,NA,268.73226,329.77614,NA,21.0810810810811,-20.3986710963455,1.85,1.46,1.26712328767123
"Wyoming",1979,"800m",73,73,NA,1850,1460,NA,120.59646,147.34044,NA,21.0810810810811,-19.9628942486085,1.85,1.46,1.26712328767123
"Wyoming",1979,"High Jump",73,73,NA,1850,1460,NA,1.9812,1.651,NA,21.0810810810811,18.1818181818182,1.85,1.46,1.26712328767123
"Wyoming",1979,"Pole Vault",73,NA,NA,1850,NA,NA,4.1148,NA,NA,NA,NA,1.85,NA,NA
"California",1980,"100m",866,804,NA,47306,21055,NA,10.55,11.42,NA,55.4919037754196,-7.91989076012744,47.306,21.055,2.24678223699834
"California",1980,"1600m",866,804,NA,47306,21055,NA,246.18,286.71,NA,55.4919037754196,-15.2113944716546,47.306,21.055,2.24678223699834
"California",1980,"800m",866,804,NA,47306,21055,NA,110.11,129.72,NA,55.4919037754196,-16.3532502189051,47.306,21.055,2.24678223699834
"California",1980,"High Jump",866,804,NA,47306,21055,NA,2.0828,1.8288,NA,55.4919037754196,12.987012987013,47.306,21.055,2.24678223699834
"California",1980,"Pole Vault",866,NA,NA,47306,NA,NA,4.826,NA,NA,NA,NA,47.306,NA,NA
"Florida",1980,"100m",319,295,NA,10089,6017,NA,10.67744,12.31844,NA,40.360788978095,-14.2721217887726,10.089,6.017,1.67674921057005
"Florida",1980,"1600m",319,295,NA,10089,6017,NA,247.535916,289.66017,NA,40.360788978095,-15.6830085318232,10.089,6.017,1.67674921057005
"Florida",1980,"800m",319,295,NA,10089,6017,NA,112.04634,132.616338,NA,40.360788978095,-16.8149863870942,10.089,6.017,1.67674921057005
"Florida",1980,"High Jump",319,295,NA,10089,6017,NA,2.032,1.7272,NA,40.360788978095,16.2162162162162,10.089,6.017,1.67674921057005
"Florida",1980,"Pole Vault",319,NA,NA,10089,NA,NA,4.7625,NA,NA,NA,NA,10.089,NA,NA
"Georgia",1980,"100m",329,303,NA,9093,6160,NA,10.95094,12.27468,NA,32.2555812163202,-11.39896373057,9.093,6.16,1.47613636363636
"Georgia",1980,"1600m",329,303,NA,9093,6160,NA,255.21114,313.6701,NA,32.2555812163202,-20.5522544564837,9.093,6.16,1.47613636363636
"Georgia",1980,"800m",329,303,NA,9093,6160,NA,112.3446,137.59728,NA,32.2555812163202,-20.2068416865553,9.093,6.16,1.47613636363636
"Georgia",1980,"High Jump",329,303,NA,9093,6160,NA,2.0574,1.6764,NA,32.2555812163202,20.4081632653061,9.093,6.16,1.47613636363636
"Georgia",1980,"Pole Vault",329,NA,NA,9093,NA,NA,4.1148,NA,NA,NA,NA,9.093,NA,NA
"Illinois",1980,"100m",689,654,NA,30315,23544,NA,10.55,12.2,NA,22.3354774863929,-14.5054945054945,30.315,23.544,1.28758919469929
"Illinois",1980,"1600m",689,654,NA,30315,23544,NA,253.5,302.6,NA,22.3354774863929,-17.6586944794102,30.315,23.544,1.28758919469929
"Illinois",1980,"800m",689,654,NA,30315,23544,NA,111.2,133.1,NA,22.3354774863929,-17.9287760949652,30.315,23.544,1.28758919469929
"Illinois",1980,"High Jump",689,654,NA,30315,23544,NA,2.03835,1.8034,NA,22.3354774863929,12.2314049586777,30.315,23.544,1.28758919469929
"Illinois",1980,"Pole Vault",689,NA,NA,30315,NA,NA,4.88315,NA,NA,NA,NA,30.315,NA,NA
"Kansas",1980,"100m",377,376,NA,18850,18800,NA,10.7,12.2,NA,0.26525198938992,-13.1004366812227,18.85,18.8,1.00265957446809
"Kansas",1980,"1600m",377,376,NA,18850,18800,NA,253.8,310.2,NA,0.26525198938992,-20,18.85,18.8,1.00265957446809
"Kansas",1980,"800m",377,376,NA,18850,18800,NA,114.3,136.6,NA,0.26525198938992,-17.7760063770426,18.85,18.8,1.00265957446809
"Kansas",1980,"High Jump",377,376,NA,18850,18800,NA,2.0574,1.6764,NA,0.26525198938992,20.4081632653061,18.85,18.8,1.00265957446809
"Kansas",1980,"Pole Vault",377,NA,NA,18850,NA,NA,3.81,NA,NA,NA,NA,18.85,NA,NA
"Maryland",1980,"100m",134,131,NA,4822,3126,NA,10.4,11.7,NA,35.1721277478225,-11.7647058823529,4.822,3.126,1.54254638515675
"Maryland",1980,"1600m",134,131,NA,4822,3126,NA,258.1,309.2,NA,35.1721277478225,-18.0151595275868,4.822,3.126,1.54254638515675
"Maryland",1980,"800m",134,131,NA,4822,3126,NA,111.7,133.6,NA,35.1721277478225,-17.8556869139829,4.822,3.126,1.54254638515675
"Maryland",1980,"High Jump",134,131,NA,4822,3126,NA,2.032,1.651,NA,35.1721277478225,20.6896551724138,4.822,3.126,1.54254638515675
"Maryland",1980,"Pole Vault",134,NA,NA,4822,NA,NA,4.1148,NA,NA,NA,NA,4.822,NA,NA
"Massachusetts",1980,"100m",215,204,NA,9689,7649,NA,11.1041,12.6357,NA,21.0548044173805,-12.9032258064516,9.689,7.649,1.26670152961171
"Massachusetts",1980,"1600m",215,204,NA,9689,7649,NA,255.718182,305.179632,NA,21.0548044173805,-17.6365279968804,9.689,7.649,1.26670152961171
"Massachusetts",1980,"800m",215,204,NA,9689,7649,NA,115.545924,138.54177,NA,21.0548044173805,-18.1007160464843,9.689,7.649,1.26670152961171
"Massachusetts",1980,"High Jump",215,204,NA,9689,7649,NA,2.0828,1.6764,NA,21.0548044173805,21.6216216216216,9.689,7.649,1.26670152961171
"Massachusetts",1980,"Pole Vault",215,NA,NA,9689,NA,NA,4.1148,NA,NA,NA,NA,9.689,NA,NA
"Michigan",1980,"100m",660,632,NA,29040,26544,NA,10.5,11.9,NA,8.59504132231405,-12.5,29.04,26.544,1.09403254972875
"Michigan",1980,"1600m",660,632,NA,29040,26544,NA,255.21114,297.9,NA,8.59504132231405,-15.4359067871965,29.04,26.544,1.09403254972875
"Michigan",1980,"800m",660,632,NA,29040,26544,NA,111.64866,134.01816,NA,8.59504132231405,-18.2112505058681,29.04,26.544,1.09403254972875
"Michigan",1980,"High Jump",660,632,NA,29040,26544,NA,2.0066,1.80975,NA,8.59504132231405,10.3161397670549,29.04,26.544,1.09403254972875
"Michigan",1980,"Pole Vault",660,NA,NA,29040,NA,NA,4.3307,NA,NA,NA,NA,29.04,NA,NA
"Nebraska",1980,"100m",267,368,NA,8278,6274,NA,11.2,12.2,NA,24.2087460739309,-8.54700854700855,8.278,6.274,1.319413452343
"Nebraska",1980,"1600m",267,368,NA,8278,6274,NA,262,307.1,NA,24.2087460739309,-15.8495870672993,8.278,6.274,1.319413452343
"Nebraska",1980,"800m",267,368,NA,8278,6274,NA,115.8,133.8,NA,24.2087460739309,-14.4230769230769,8.278,6.274,1.319413452343
"Nebraska",1980,"High Jump",267,368,NA,8278,6274,NA,2.0066,1.7526,NA,24.2087460739309,13.5135135135135,8.278,6.274,1.319413452343
"Nebraska",1980,"Pole Vault",267,NA,NA,8278,NA,NA,4.5974,NA,NA,NA,NA,8.278,NA,NA
"New Mexico",1980,"100m",120,119,NA,4086,2718,NA,10.84,12.01,NA,33.4801762114537,-10.2407002188184,4.086,2.718,1.50331125827815
"New Mexico",1980,"1600m",120,119,NA,4086,2718,NA,265.118004,302.869296,NA,33.4801762114537,-13.2930056710775,4.086,2.718,1.50331125827815
"New Mexico",1980,"800m",120,119,NA,4086,2718,NA,114.94,134.67,NA,33.4801762114537,-15.8086615119586,4.086,2.718,1.50331125827815
"New Mexico",1980,"High Jump",120,119,NA,4086,2718,NA,2.0828,1.6764,NA,33.4801762114537,21.6216216216216,4.086,2.718,1.50331125827815
"New Mexico",1980,"Pole Vault",120,NA,NA,4086,NA,NA,4.3434,NA,NA,NA,NA,4.086,NA,NA
"New York",1980,"100m",637,421,NA,19888,12672,NA,10.83,11.6,NA,36.283185840708,-6.86580472581364,19.888,12.672,1.56944444444444
"New York",1980,"1600m",637,421,NA,19888,12672,NA,249.74,293.65695,NA,36.283185840708,-16.1638559068099,19.888,12.672,1.56944444444444
"New York",1980,"800m",637,421,NA,19888,12672,NA,112.7,130.9,NA,36.283185840708,-14.9425287356322,19.888,12.672,1.56944444444444
"New York",1980,"High Jump",637,421,NA,19888,12672,NA,2.1082,1.7272,NA,36.283185840708,19.8675496688742,19.888,12.672,1.56944444444444
"New York",1980,"Pole Vault",637,NA,NA,19888,NA,NA,4.9022,NA,NA,NA,NA,19.888,NA,NA
"North Carolina",1980,"100m",288,224,NA,10622,5807,NA,10.53,12,NA,45.3304462436453,-13.0492676431425,10.622,5.807,1.82917168934045
"North Carolina",1980,"1600m",288,224,NA,10622,5807,NA,248.01,305.7,NA,45.3304462436453,-20.8376225822181,10.622,5.807,1.82917168934045
"North Carolina",1980,"800m",288,224,NA,10622,5807,NA,111.39,135.2,NA,45.3304462436453,-19.3114075996593,10.622,5.807,1.82917168934045
"North Carolina",1980,"High Jump",288,224,NA,10622,5807,NA,2.032,1.6764,NA,45.3304462436453,19.1780821917808,10.622,5.807,1.82917168934045
"North Carolina",1980,"Pole Vault",288,NA,NA,10622,NA,NA,4.2672,NA,NA,NA,NA,10.622,NA,NA
"Oklahoma",1980,"100m",330,315,NA,7256,5700,NA,10.37112,11.89178,NA,21.4443219404631,-13.6609336609337,7.256,5.7,1.27298245614035
"Oklahoma",1980,"1600m",330,315,NA,7256,5700,NA,264.496968,315.946818,NA,21.4443219404631,-17.7277632187452,7.256,5.7,1.27298245614035
"Oklahoma",1980,"800m",330,315,NA,7256,5700,NA,117.11676,135.837546,NA,21.4443219404631,-14.8017136343985,7.256,5.7,1.27298245614035
"Oklahoma",1980,"High Jump",330,315,NA,7256,5700,NA,2.0574,1.6764,NA,21.4443219404631,20.4081632653061,7.256,5.7,1.27298245614035
"Oklahoma",1980,"Pole Vault",330,NA,NA,7256,NA,NA,5.207,NA,NA,NA,NA,7.256,NA,NA
"Oregon",1980,"100m",231,232,NA,11550,5800,NA,10.64,12.15,NA,49.7835497835498,-13.2514260640632,11.55,5.8,1.99137931034483
"Oregon",1980,"1600m",231,232,NA,11550,5800,NA,251.771913,292.894623,NA,49.7835497835498,-15.100141933449,11.55,5.8,1.99137931034483
"Oregon",1980,"800m",231,232,NA,11550,5800,NA,112.4,133.88,NA,49.7835497835498,-17.4435601754101,11.55,5.8,1.99137931034483
"Oregon",1980,"High Jump",231,232,NA,11550,5800,NA,2.08915,1.7526,NA,49.7835497835498,17.5206611570248,11.55,5.8,1.99137931034483
"Oregon",1980,"Pole Vault",231,NA,NA,11550,NA,NA,4.6228,NA,NA,NA,NA,11.55,NA,NA
"Rhode Island",1980,"100m",42,29,NA,1420,1062,NA,11,12.2,NA,25.2112676056338,-10.3448275862069,1.42,1.062,1.33709981167608
"Rhode Island",1980,"1600m",42,29,NA,1420,1062,NA,257.688,309.97719,NA,25.2112676056338,-18.4225458672215,1.42,1.062,1.33709981167608
"Rhode Island",1980,"800m",42,29,NA,1420,1062,NA,115.6,142.2,NA,25.2112676056338,-20.6361520558573,1.42,1.062,1.33709981167608
"Rhode Island",1980,"High Jump",42,29,NA,1420,1062,NA,1.9558,1.5748,NA,25.2112676056338,21.5827338129496,1.42,1.062,1.33709981167608
"Rhode Island",1980,"Pole Vault",42,NA,NA,1420,NA,NA,4.1148,NA,NA,NA,NA,1.42,NA,NA
"Tennessee",1980,"100m",208,196,NA,7072,6076,NA,10.393,11.7058,NA,14.0837104072398,-11.8811881188119,7.072,6.076,1.16392363396972
"Tennessee",1980,"1600m",208,196,NA,7072,6076,NA,255.21114,291.10176,NA,14.0837104072398,-13.1392174704277,7.072,6.076,1.16392363396972
"Tennessee",1980,"800m",208,196,NA,7072,6076,NA,115.02894,135.7083,NA,14.0837104072398,-16.4948453608247,7.072,6.076,1.16392363396972
"Tennessee",1980,"High Jump",208,196,NA,7072,6076,NA,2.032,1.6256,NA,14.0837104072398,22.2222222222222,7.072,6.076,1.16392363396972
"Tennessee",1980,"Pole Vault",208,NA,NA,7072,NA,NA,3.9624,NA,NA,NA,NA,7.072,NA,NA
"Washington",1980,"100m",309,306,NA,9833,7474,NA,10.8,12.2,NA,23.9906437506356,-12.1739130434782,9.833,7.474,1.31562750869682
"Washington",1980,"1600m",309,306,NA,9833,7474,NA,254.137404,292.99074,NA,23.9906437506356,-14.2026457333915,9.833,7.474,1.31562750869682
"Washington",1980,"800m",309,306,NA,9833,7474,NA,111.94692,135.2112,NA,23.9906437506356,-18.8254223652454,9.833,7.474,1.31562750869682
"Washington",1980,"High Jump",309,306,NA,9833,7474,NA,2.159,1.7272,NA,23.9906437506356,22.2222222222222,9.833,7.474,1.31562750869682
"Washington",1980,"Pole Vault",309,NA,NA,9833,NA,NA,4.5974,NA,NA,NA,NA,9.833,NA,NA
"Wisconsin",1980,"100m",392,394,NA,13159,11580,NA,10.87,12.4,NA,11.9993920510677,-13.149978513107,13.159,11.58,1.13635578583765
"Wisconsin",1980,"1600m",392,394,NA,13159,11580,NA,254.2,292.61,NA,11.9993920510677,-14.0487555092262,13.159,11.58,1.13635578583765
"Wisconsin",1980,"800m",392,394,NA,13159,11580,NA,114.8,135.59,NA,11.9993920510677,-16.6060944925916,13.159,11.58,1.13635578583765
"Wisconsin",1980,"High Jump",392,394,NA,13159,11580,NA,2.0574,1.8288,NA,11.9993920510677,11.7647058823529,13.159,11.58,1.13635578583765
"Wisconsin",1980,"Pole Vault",392,NA,NA,13159,NA,NA,4.4196,NA,NA,NA,NA,13.159,NA,NA
"Wyoming",1980,"100m",73,73,NA,2000,1700,NA,11.41,12.54,NA,15,-9.43632567849686,2,1.7,1.17647058823529
"Wyoming",1980,"1600m",73,73,NA,2000,1700,NA,267.9,319.9,NA,15,-17.6930928887377,2,1.7,1.17647058823529
"Wyoming",1980,"800m",73,73,NA,2000,1700,NA,118.02,141.79,NA,15,-18.297986990493,2,1.7,1.17647058823529
"Wyoming",1980,"High Jump",73,73,NA,2000,1700,NA,1.9304,1.5748,NA,15,20.2898550724638,2,1.7,1.17647058823529
"Wyoming",1980,"Pole Vault",73,NA,NA,2000,NA,NA,4.3688,NA,NA,NA,NA,2,NA,NA
"California",1981,"100m",878,882,NA,48909,31061,NA,10.6,11.66,NA,36.4922611380319,-9.52380952380953,48.909,31.061,1.57461124883294
"California",1981,"1600m",878,882,NA,48909,31061,NA,250.06,282.43,NA,36.4922611380319,-12.1579747976488,48.909,31.061,1.57461124883294
"California",1981,"800m",878,882,NA,48909,31061,NA,107.31,126.08,NA,36.4922611380319,-16.0846651527486,48.909,31.061,1.57461124883294
"California",1981,"High Jump",878,882,NA,48909,31061,NA,2.159,1.778,NA,36.4922611380319,19.3548387096774,48.909,31.061,1.57461124883294
"California",1981,"Pole Vault",878,NA,NA,48909,NA,NA,4.6228,NA,NA,NA,NA,48.909,NA,NA
"Florida",1981,"100m",334,315,NA,9538,6488,NA,10.7212,11.7058,NA,31.977353742923,-8.78048780487805,9.538,6.488,1.47009864364982
