"State","Year","Gender","Schools","Participation","Event","Mark","Participation.Thousands","Mark.Standard"
"Maryland",1990,"Boys",137,3631,"1600m",262.53,3.631,0.648783549973337
"Maryland",1990,"Boys",137,3631,"800m",115.5,3.631,0.800088941372529
"Maryland",1990,"Boys",137,3631,"High Jump",2.032,3.631,0.836268087868433
"Maryland",1990,"Boys",137,3631,"Pole Vault",4.191,3.631,-0.0492021148525275
"Massachusetts",1990,"Boys",250,8338,"100m",10.83,8.338,0.762117032402638
"Massachusetts",1990,"Boys",250,8338,"1600m",259.356954,8.338,0.783951264186451
"Massachusetts",1990,"Boys",250,8338,"800m",113.79,8.338,0.963823793739215
"Massachusetts",1990,"Boys",250,8338,"High Jump",2.032,8.338,0.836268087868433
"Massachusetts",1990,"Boys",250,8338,"Pole Vault",4.2672,8.338,0.0882115043292525
"Michigan",1990,"Boys",643,16254,"100m",10.69,16.254,0.956087160489178
"Michigan",1990,"Boys",643,16254,"1600m",254.04,16.254,1.01044672588359
"Michigan",1990,"Boys",643,16254,"800m",112.73,16.254,1.06532025193143
"Michigan",1990,"Boys",643,16254,"High Jump",2.1082,16.254,1.24578332572763
"Michigan",1990,"Boys",643,16254,"Pole Vault",4.5466,16.254,0.592061441329112
"Nebraska",1990,"Boys",339,6836,"100m",10.68,6.836,0.969942169638216
"Nebraska",1990,"Boys",339,6836,"1600m",261.57,6.836,0.689678326047994
"Nebraska",1990,"Boys",339,6836,"800m",115.54,6.836,0.796258886346408
"Nebraska",1990,"Boys",339,6836,"High Jump",2.0066,6.836,0.699763008582034
"Nebraska",1990,"Boys",339,6836,"Pole Vault",4.572,6.836,0.637865981056373
"New Mexico",1990,"Boys",124,3156,"100m",10.62,3.156,1.05307222453245
"New Mexico",1990,"Boys",124,3156,"1600m",259.86,3.156,0.762522145930978
"New Mexico",1990,"Boys",124,3156,"800m",116.01,3.156,0.751255739789482
"New Mexico",1990,"Boys",124,3156,"High Jump",2.032,3.156,0.836268087868433
"New Mexico",1990,"Boys",124,3156,"Pole Vault",4.8768,3.156,1.18752045778349
"New York",1990,"Boys",512,15414,"100m",10.94,15.414,0.609711931763215
"New York",1990,"Boys",512,15414,"1600m",252.49,15.414,1.07647474975414
"New York",1990,"Boys",512,15414,"800m",115.06,15.414,0.842219546659864
"New York",1990,"Boys",512,15414,"High Jump",2.1336,15.414,1.38228840501403
"New York",1990,"Boys",512,15414,"Pole Vault",4.2672,15.414,0.0882115043292525
"North Carolina",1990,"Boys",294,9680,"100m",10.59,9.68,1.09463725197956
"North Carolina",1990,"Boys",294,9680,"1600m",264.88,9.68,0.548676546040579
"North Carolina",1990,"Boys",294,9680,"800m",111.99,9.68,1.13617626991468
"North Carolina",1990,"Boys",294,9680,"High Jump",2.0828,9.68,1.10927824644123
"North Carolina",1990,"Boys",294,9680,"Pole Vault",4.2672,9.68,0.0882115043292525
"Oklahoma",1990,"Boys",396,3909,"100m",10.6,3.909,1.08078224283052
"Oklahoma",1990,"Boys",396,3909,"1600m",266.28,3.909,0.489038330931704
"Oklahoma",1990,"Boys",396,3909,"800m",113.76,3.909,0.966696335008806
"Oklahoma",1990,"Boys",396,3909,"High Jump",2.032,3.909,0.836268087868433
"Oklahoma",1990,"Boys",396,3909,"Pole Vault",4.6228,3.909,0.729475060510892
"Oregon",1990,"Boys",240,12000,"100m",10.93,12,0.623566940912253
"Oregon",1990,"Boys",240,12000,"1600m",253.275093,12,1.04303078888666
"Oregon",1990,"Boys",240,12000,"800m",113.61,12,0.981059041356762
"Oregon",1990,"Boys",240,12000,"High Jump",2.032,12,0.836268087868433
"Oregon",1990,"Boys",240,12000,"Pole Vault",4.5212,12,0.546256901601853
"Rhode Island",1990,"Boys",34,1165,"100m",11.27,1.165,0.152496629844943
"Rhode Island",1990,"Boys",34,1165,"1600m",258.54696,1.165,0.818455975907092
"Rhode Island",1990,"Boys",34,1165,"800m",117.9,1.165,0.570285639805249
"Rhode Island",1990,"Boys",34,1165,"High Jump",2.0574,1.165,0.972773167154831
"Rhode Island",1990,"Boys",34,1165,"Pole Vault",3.9624,1.165,-0.461442972397867
"Tennessee",1990,"Boys",211,6119,"100m",10.86,6.119,0.720552004955523
"Tennessee",1990,"Boys",211,6119,"1600m",258.12,6.119,0.836643927566297
"Tennessee",1990,"Boys",211,6119,"800m",116.4,6.119,0.713912703284799
"Tennessee",1990,"Boys",211,6119,"High Jump",1.9812,6.119,0.563257929295635
"Tennessee",1990,"Boys",211,6119,"Pole Vault",4.2672,6.119,0.0882115043292525
"Washington",1990,"Boys",326,10549,"100m",10.3,10.549,1.49643251730168
"Washington",1990,"Boys",326,10549,"1600m",250.69,10.549,1.15315245489412
"Washington",1990,"Boys",326,10549,"800m",112.69,10.549,1.06915030695755
"Washington",1990,"Boys",326,10549,"High Jump",2.0828,10.549,1.10927824644123
"Washington",1990,"Boys",326,10549,"Pole Vault",4.4958,10.549,0.500452361874593
"Wisconsin",1990,"Boys",380,11253,"100m",11.46,11.253,-0.110748543986791
"Wisconsin",1990,"Boys",380,11253,"1600m",260.9,11.253,0.7182194718501
"Wisconsin",1990,"Boys",380,11253,"800m",116.5,11.253,0.704337565719496
"Wisconsin",1990,"Boys",380,11253,"High Jump",2.0574,11.253,0.972773167154831
"Wisconsin",1990,"Boys",380,11253,"Pole Vault",4.2672,11.253,0.0882115043292525
"Wyoming",1990,"Boys",72,1730,"100m",11.03,1.73,0.485016849421868
"Wyoming",1990,"Boys",72,1730,"1600m",256.96,1.73,0.88605844865651
"Wyoming",1990,"Boys",72,1730,"800m",112.14,1.73,1.12181356356672
"Wyoming",1990,"Boys",72,1730,"High Jump",1.9812,1.73,0.563257929295635
"Wyoming",1990,"Boys",72,1730,"Pole Vault",4.572,1.73,0.637865981056373
"California",1990,"Girls",694,19415,"100m",11.67,19.415,-0.401703736116599
"California",1990,"Girls",694,19415,"1600m",288.74,19.415,-0.467729034314988
"California",1990,"Girls",694,19415,"800m",126.13,19.415,-0.217748181819212
"California",1990,"Girls",694,19415,"High Jump",1.7272,19.415,-0.801792863568356
"Florida",1990,"Girls",344,6668,"100m",11.62,6.668,-0.332428690371406
"Florida",1990,"Girls",344,6668,"1600m",311.7,6.668,-1.44579576210056
"Florida",1990,"Girls",344,6668,"800m",137,6.668,-1.25856563516768
"Florida",1990,"Girls",344,6668,"High Jump",1.6764,6.668,-1.07480302214116
"Georgia",1990,"Girls",294,5416,"100m",11.89,5.416,-0.706513937395448
"Georgia",1990,"Girls",294,5416,"1600m",293.2,5.416,-0.657719348161837
"Georgia",1990,"Girls",294,5416,"800m",137.7,5.416,-1.3255915981248
"Georgia",1990,"Girls",294,5416,"High Jump",1.7018,5.416,-0.938297942854756
"Illinois",1990,"Girls",603,15508,"100m",11.5,15.508,-0.166168580582944
"Illinois",1990,"Girls",603,15508,"1600m",317.2,15.508,-1.68008875002829
"Illinois",1990,"Girls",603,15508,"800m",138.6,15.508,-1.41176783621253
"Illinois",1990,"Girls",603,15508,"High Jump",1.7018,15.508,-0.938297942854756
"Kansas",1990,"Girls",362,6155,"100m",12.45,6.155,-1.4823944497416
"Kansas",1990,"Girls",362,6155,"1600m",312.7,6.155,-1.48839448717833
"Kansas",1990,"Girls",362,6155,"800m",141,6.155,-1.64157113777981
"Kansas",1990,"Girls",362,6155,"High Jump",1.6256,6.155,-1.34781318071395
"Maryland",1990,"Girls",137,2897,"100m",12.25,2.897,-1.20529426676083
"Maryland",1990,"Girls",137,2897,"1600m",311.3,2.897,-1.42875627206946
"Maryland",1990,"Girls",137,2897,"800m",138.07,2.897,-1.36101960711643
"Maryland",1990,"Girls",137,2897,"High Jump",1.7272,2.897,-0.801792863568356
"Massachusetts",1990,"Girls",222,7287,"100m",12.83,7.287,-2.00888479740507
"Massachusetts",1990,"Girls",222,7287,"1600m",304.593054,7.287,-1.14304892330401
"Massachusetts",1990,"Girls",222,7287,"800m",138.35,7.287,-1.38782999229928
"Massachusetts",1990,"Girls",222,7287,"High Jump",1.6764,7.287,-1.07480302214116
"Michigan",1990,"Girls",637,13478,"100m",11.98,13.478,-0.831209019736795
"Michigan",1990,"Girls",637,13478,"1600m",304.79,13.478,-1.15143857181318
"Michigan",1990,"Girls",637,13478,"800m",135.96,13.478,-1.15898420448853
"Michigan",1990,"Girls",637,13478,"High Jump",1.778,13.478,-0.528782704995558
"Nebraska",1990,"Girls",341,5158,"100m",12.03,5.158,-0.900484065481986
"Nebraska",1990,"Girls",341,5158,"1600m",310.14,5.158,-1.37934175097924
"Nebraska",1990,"Girls",341,5158,"800m",137.89,5.158,-1.34378435949888
"Nebraska",1990,"Girls",341,5158,"High Jump",1.7272,5.158,-0.801792863568356
"New York",1990,"Girls",497,12327,"100m",12.25,12.327,-1.20529426676083
"New York",1990,"Girls",497,12327,"1600m",287.10738,12.327,-0.39818150377852
"New York",1990,"Girls",497,12327,"800m",130.87,12.327,-0.671609702414589
"New York",1990,"Girls",497,12327,"High Jump",1.778,12.327,-0.528782704995558
"North Carolina",1990,"Girls",274,7160,"100m",11.95,7.16,-0.789643992289678
"North Carolina",1990,"Girls",274,7160,"1600m",307.79,7.16,-1.27923474704649
"North Carolina",1990,"Girls",274,7160,"800m",135.3,7.16,-1.09578829655753
"North Carolina",1990,"Girls",274,7160,"High Jump",1.6764,7.16,-1.07480302214116
"Oklahoma",1990,"Girls",396,3201,"100m",12.17,3.201,-1.09445419356853
"Oklahoma",1990,"Girls",396,3201,"1600m",316.56,3.201,-1.65282556597852
"Oklahoma",1990,"Girls",396,3201,"800m",136.15,3.201,-1.1771769658626
"Oklahoma",1990,"Girls",396,3201,"High Jump",1.6764,3.201,-1.07480302214116
"Oregon",1990,"Girls",239,7170,"100m",12.34,7.17,-1.32998934910218
"Oregon",1990,"Girls",239,7170,"1600m",301.473486,7.17,-1.01015930371061
"Oregon",1990,"Girls",239,7170,"800m",133.61,7.17,-0.933968471703901
"Oregon",1990,"Girls",239,7170,"High Jump",1.7272,7.17,-0.801792863568356
"Rhode Island",1990,"Girls",28,760,"100m",12.81,0.76,-1.98117477910699
"Rhode Island",1990,"Girls",28,760,"1600m",314.5941,0.76,-1.56908073234814
"Rhode Island",1990,"Girls",28,760,"800m",140,0.76,-1.54581976212678
"Rhode Island",1990,"Girls",28,760,"High Jump",1.5748,0.76,-1.62082333928675
"Tennessee",1990,"Girls",209,4807,"100m",12.2,4.807,-1.13601922101564
"Tennessee",1990,"Girls",209,4807,"1600m",304.8,4.807,-1.15186455906396
"Tennessee",1990,"Girls",209,4807,"800m",138.58,4.807,-1.40985280869948
"Tennessee",1990,"Girls",209,4807,"High Jump",1.651,4.807,-1.21130810142755
"Washington",1990,"Girls",325,7598,"100m",11.89,7.598,-0.706513937395448
"Washington",1990,"Girls",325,7598,"1600m",288.54,7.598,-0.459209289299435
"Washington",1990,"Girls",325,7598,"800m",130.34,7.598,-0.620861473318482
"Washington",1990,"Girls",325,7598,"High Jump",1.7526,7.598,-0.665287784281958
"Wisconsin",1990,"Girls",379,9255,"100m",12.49,9.255,-1.53781448633776
"Wisconsin",1990,"Girls",379,9255,"1600m",307.66,9.255,-1.27369691278638
"Wisconsin",1990,"Girls",379,9255,"800m",137.62,9.255,-1.31793148807256
"Wisconsin",1990,"Girls",379,9255,"High Jump",1.651,9.255,-1.21130810142755
"Wyoming",1990,"Girls",71,1241,"100m",12.34,1.241,-1.32998934910218
"Wyoming",1990,"Girls",71,1241,"1600m",314.7,1.241,-1.57359193733387
"Wyoming",1990,"Girls",71,1241,"800m",137.18,1.241,-1.27580088278523
"Wyoming",1990,"Girls",71,1241,"High Jump",1.6256,1.241,-1.34781318071395
"California",1991,"Boys",715,31671,"100m",10.33,31.671,1.45486748985456
"California",1991,"Boys",715,31671,"1600m",252.22,31.671,1.08797640552513
"California",1991,"Boys",715,31671,"800m",113.99,31.671,0.94467351860861
"California",1991,"Boys",715,31671,"High Jump",2.1844,31.671,1.65529856358683
"California",1991,"Boys",715,31671,"Pole Vault",5.0292,31.671,1.46234769614705
"Florida",1991,"Boys",347,9875,"100m",10.68,9.875,0.969942169638216
"Florida",1991,"Boys",347,9875,"1600m",252.9,9.875,1.05900927247225
"Florida",1991,"Boys",347,9875,"800m",111.4,9.875,1.19266958154996
"Florida",1991,"Boys",347,9875,"High Jump",2.1336,9.875,1.38228840501403
"Florida",1991,"Boys",347,9875,"Pole Vault",4.7752,9.875,1.00430229887445
"Georgia",1991,"Boys",218,7953,"100m",10.71,7.953,0.928377142191099
"Georgia",1991,"Boys",218,7953,"1600m",256,7.953,0.926953224731167
"Georgia",1991,"Boys",218,7953,"800m",112.8,7.953,1.05861765563572
"Georgia",1991,"Boys",218,7953,"High Jump",2.0828,7.953,1.10927824644123
"Georgia",1991,"Boys",218,7953,"Pole Vault",4.2926,7.953,0.134016044056513
"Illinois",1991,"Boys",598,21006,"100m",10.6,21.006,1.08078224283052
"Illinois",1991,"Boys",598,21006,"1600m",252,21.006,1.09734812504224
"Illinois",1991,"Boys",598,21006,"800m",112.2,21.006,1.11606848102754
"Illinois",1991,"Boys",598,21006,"High Jump",2.1844,21.006,1.65529856358683
"Illinois",1991,"Boys",598,21006,"Pole Vault",4.8006,21.006,1.05010683860171
"Kansas",1991,"Boys",360,8486,"100m",10.79,8.486,0.817537068998793
"Kansas",1991,"Boys",360,8486,"1600m",260.8,8.486,0.722479344357876
"Kansas",1991,"Boys",360,8486,"800m",116.34,8.486,0.719657785823981
"Kansas",1991,"Boys",360,8486,"High Jump",2.0828,8.486,1.10927824644123
"Kansas",1991,"Boys",360,8486,"Pole Vault",4.572,8.486,0.637865981056373
"Maryland",1991,"Boys",136,3691,"100m",10.58,3.691,1.1084922611286
"Maryland",1991,"Boys",136,3691,"1600m",260.3,3.691,0.74377870689676
"Maryland",1991,"Boys",136,3691,"800m",114.41,3.691,0.904457940834336
"Maryland",1991,"Boys",136,3691,"High Jump",2.0066,3.691,0.699763008582034
"Maryland",1991,"Boys",136,3691,"Pole Vault",4.4958,3.691,0.500452361874593
"Massachusetts",1991,"Boys",235,8169,"100m",11.4,8.169,-0.0276184890925593
"Massachusetts",1991,"Boys",235,8169,"1600m",259.38678,8.169,0.782680714612281
"Massachusetts",1991,"Boys",235,8169,"800m",116.6,8.169,0.694762428154194
"Massachusetts",1991,"Boys",235,8169,"High Jump",2.032,8.169,0.836268087868433
"Massachusetts",1991,"Boys",235,8169,"Pole Vault",4.1148,8.169,-0.186615734034308
"Michigan",1991,"Boys",637,16102,"100m",10.67,16.102,0.983797178787255
"Michigan",1991,"Boys",637,16102,"1600m",252.74,16.102,1.06582506848469
"Michigan",1991,"Boys",637,16102,"800m",113.04,16.102,1.03563732547899
"Michigan",1991,"Boys",637,16102,"High Jump",2.1082,16.102,1.24578332572763
"Michigan",1991,"Boys",637,16102,"Pole Vault",4.6355,16.102,0.752377330374523
"Nebraska",1991,"Boys",339,7352,"100m",10.81,7.352,0.789827050700714
"Nebraska",1991,"Boys",339,7352,"1600m",261.44,7.352,0.695216160308104
"Nebraska",1991,"Boys",339,7352,"800m",114.47,7.352,0.898712858295154
"Nebraska",1991,"Boys",339,7352,"High Jump",2.032,7.352,0.836268087868433
"Nebraska",1991,"Boys",339,7352,"Pole Vault",4.7244,7.352,0.912693219419933
"New Mexico",1991,"Boys",120,3108,"100m",10.62,3.108,1.05307222453245
"New Mexico",1991,"Boys",120,3108,"1600m",261.13,3.108,0.708421765082213
"New Mexico",1991,"Boys",120,3108,"800m",116.45,3.108,0.709125134502148
"New Mexico",1991,"Boys",120,3108,"High Jump",2.0828,3.108,1.10927824644123
"New Mexico",1991,"Boys",120,3108,"Pole Vault",5.207,3.108,1.78297947423787
"New York",1991,"Boys",532,15528,"100m",10.65,15.528,1.01150719708533
"New York",1991,"Boys",532,15528,"1600m",254.3,15.528,0.999371057363374
"New York",1991,"Boys",532,15528,"800m",112.9,15.528,1.04904251807041
"New York",1991,"Boys",532,15528,"High Jump",2.0828,15.528,1.10927824644123
"New York",1991,"Boys",532,15528,"Pole Vault",4.7244,15.528,0.912693219419933
"North Carolina",1991,"Boys",296,9829,"100m",10.57,9.829,1.12234727027764
"North Carolina",1991,"Boys",296,9829,"1600m",256.56,9.829,0.903097938687616
"North Carolina",1991,"Boys",296,9829,"800m",114.77,9.829,0.869987445599244
"North Carolina",1991,"Boys",296,9829,"High Jump",2.0574,9.829,0.972773167154831
"North Carolina",1991,"Boys",296,9829,"Pole Vault",4.4958,9.829,0.500452361874593
"Oklahoma",1991,"Boys",326,3846,"100m",10.58,3.846,1.1084922611286
"Oklahoma",1991,"Boys",326,3846,"1600m",262.49,3.846,0.650487498976446
"Oklahoma",1991,"Boys",326,3846,"800m",115.58,3.846,0.792428831320287
"Oklahoma",1991,"Boys",326,3846,"High Jump",2.032,3.846,0.836268087868433
"Oklahoma",1991,"Boys",326,3846,"Pole Vault",4.7244,3.846,0.912693219419933
"Oregon",1991,"Boys",242,12100,"100m",10.87,12.1,0.706696995806485
"Oregon",1991,"Boys",242,12100,"1600m",257.956425,12.1,0.843612014020892
"Oregon",1991,"Boys",242,12100,"800m",115.17,12.1,0.83168689533803
"Oregon",1991,"Boys",242,12100,"High Jump",2.0828,12.1,1.10927824644123
"Oregon",1991,"Boys",242,12100,"Pole Vault",4.4704,12.1,0.454647822147332
"Rhode Island",1991,"Boys",34,1224,"100m",10.8,1.224,0.803682059849753
"Rhode Island",1991,"Boys",34,1224,"1600m",264.98916,1.224,0.544026469211088
"Rhode Island",1991,"Boys",34,1224,"800m",116.6,1.224,0.694762428154194
"Rhode Island",1991,"Boys",34,1224,"High Jump",2.0828,1.224,1.10927824644123
"Rhode Island",1991,"Boys",34,1224,"Pole Vault",4.191,1.224,-0.0492021148525275
"Tennessee",1991,"Boys",211,6119,"100m",10.79,6.119,0.817537068998793
"Tennessee",1991,"Boys",211,6119,"1600m",260.6,6.119,0.730999089373429
"Tennessee",1991,"Boys",211,6119,"800m",114.2,6.119,0.924565729721472
"Tennessee",1991,"Boys",211,6119,"High Jump",1.9812,6.119,0.563257929295635
"Tennessee",1991,"Boys",211,6119,"Pole Vault",3.9624,6.119,-0.461442972397867
"Washington",1991,"Boys",216,9321,"100m",10.73,9.321,0.900667123893023
"Washington",1991,"Boys",216,9321,"1600m",253.04,9.321,1.05304545096136
"Washington",1991,"Boys",216,9321,"800m",112.11,9.321,1.12468610483631
"Washington",1991,"Boys",216,9321,"High Jump",2.0955,9.321,1.17753078608443
"Washington",1991,"Boys",216,9321,"Pole Vault",4.4196,9.321,0.363038742692813
"Wisconsin",1991,"Boys",394,10429,"100m",11.2,10.429,0.249481693888213
"Wisconsin",1991,"Boys",394,10429,"1600m",256.8,10.429,0.892874244668951
"Wisconsin",1991,"Boys",394,10429,"800m",115.9,10.429,0.761788391111316
"Wisconsin",1991,"Boys",394,10429,"High Jump",2.032,10.429,0.836268087868433
"Wisconsin",1991,"Boys",394,10429,"Pole Vault",4.7244,10.429,0.912693219419933
"Wyoming",1991,"Boys",66,1511,"100m",11.47,1.511,-0.12460355313583
"Wyoming",1991,"Boys",66,1511,"1600m",262.96,1.511,0.630466098189896
"Wyoming",1991,"Boys",66,1511,"800m",112.12,1.511,1.12372859107978
"Wyoming",1991,"Boys",66,1511,"High Jump",1.8796,1.511,0.0172376121500377
"Wyoming",1991,"Boys",66,1511,"Pole Vault",4.6482,1.511,0.775279600238153
"California",1991,"Girls",694,19414,"100m",11.17,19.414,0.291046721335328
"California",1991,"Girls",694,19414,"1600m",285.11,19.414,-0.313095662282687
"California",1991,"Girls",694,19414,"800m",128.14,19.414,-0.410208446881807
"California",1991,"Girls",694,19414,"High Jump",1.8034,19.414,-0.39227762570916
"Florida",1991,"Girls",344,6823,"100m",11.79,6.823,-0.567963845905061
"Florida",1991,"Girls",344,6823,"1600m",303.6,6.823,-1.10074608897064
"Florida",1991,"Girls",344,6823,"800m",134.9,6.823,-1.05748774629631
"Florida",1991,"Girls",344,6823,"High Jump",1.6764,6.823,-1.07480302214116
"Georgia",1991,"Girls",209,6591,"100m",11.95,6.591,-0.789643992289678
"Georgia",1991,"Girls",209,6591,"1600m",309.5,6.591,-1.35207856692947
"Georgia",1991,"Girls",209,6591,"800m",136.3,6.591,-1.19153967221056
"Georgia",1991,"Girls",209,6591,"High Jump",1.6764,6.591,-1.07480302214116
"Illinois",1991,"Girls",590,15006,"100m",12.26,15.006,-1.21914927590987
"Illinois",1991,"Girls",590,15006,"1600m",301.5,15.006,-1.01128876630732
"Illinois",1991,"Girls",590,15006,"800m",134.5,15.006,-1.0191871960351
"Illinois",1991,"Girls",590,15006,"High Jump",1.7018,15.006,-0.938297942854756
"Kansas",1991,"Girls",361,6386,"100m",12.31,6.386,-1.28842432165507
"Kansas",1991,"Girls",361,6386,"1600m",311.4,6.386,-1.43301614457723
"Kansas",1991,"Girls",361,6386,"800m",137.74,6.386,-1.32942165315093
"Kansas",1991,"Girls",361,6386,"High Jump",1.6256,6.386,-1.34781318071395
"Maryland",1991,"Girls",134,2965,"100m",11.7,2.965,-0.443268763563714
"Maryland",1991,"Girls",134,2965,"1600m",303.6,2.965,-1.10074608897064
"Maryland",1991,"Girls",134,2965,"800m",137.62,2.965,-1.31793148807256
"Maryland",1991,"Girls",134,2965,"High Jump",1.6256,2.965,-1.34781318071395
"Massachusetts",1991,"Girls",228,7647,"100m",12.65,7.647,-1.75949463272238
"Massachusetts",1991,"Girls",228,7647,"1600m",316.473744,7.647,-1.64915117034821
"Massachusetts",1991,"Girls",228,7647,"800m",131.91,7.647,-0.771191133093743
"Massachusetts",1991,"Girls",228,7647,"High Jump",1.7272,7.647,-0.801792863568356
"Michigan",1991,"Girls",635,13711,"100m",11.9,13.711,-0.720368946544486
"Michigan",1991,"Girls",635,13711,"1600m",304.17,13.711,-1.12502736226496
"Michigan",1991,"Girls",635,13711,"800m",137.3,13.711,-1.28729104786359
"Michigan",1991,"Girls",635,13711,"High Jump",1.7272,13.711,-0.801792863568356
"Nebraska",1991,"Girls",341,5590,"100m",11.88,5.59,-0.69265892824641
"Nebraska",1991,"Girls",341,5590,"1600m",315.37,5.59,-1.60213308313598
"Nebraska",1991,"Girls",341,5590,"800m",137.22,5.59,-1.27963093781135
"Nebraska",1991,"Girls",341,5590,"High Jump",1.6764,5.59,-1.07480302214116
"New Mexico",1991,"Girls",119,2266,"100m",12.5,2.266,-1.5516694954868
"New Mexico",1991,"Girls",119,2266,"1600m",317.2,2.266,-1.68008875002829
"New Mexico",1991,"Girls",119,2266,"800m",139.15,2.266,-1.4644310928217
"New York",1991,"Girls",507,13223,"100m",11.88,13.223,-0.69265892824641
"New York",1991,"Girls",507,13223,"1600m",293.989797,13.223,-0.691363693432085
"New York",1991,"Girls",507,13223,"800m",132.95,13.223,-0.870772563772897
"New York",1991,"Girls",507,13223,"High Jump",1.7272,13.223,-0.801792863568356
"North Carolina",1991,"Girls",284,7220,"100m",11.88,7.22,-0.69265892824641
"North Carolina",1991,"Girls",284,7220,"1600m",304.42,7.22,-1.13567704353441
"North Carolina",1991,"Girls",284,7220,"800m",136.88,7.22,-1.24707547008932
"North Carolina",1991,"Girls",284,7220,"High Jump",1.7272,7.22,-0.801792863568356
"Oklahoma",1991,"Girls",295,3173,"100m",12.24,3.173,-1.1914392576118
"Oklahoma",1991,"Girls",295,3173,"1600m",315.7,3.173,-1.61619066241164
"Oklahoma",1991,"Girls",295,3173,"800m",133.9,3.173,-0.96173637064328
"Oklahoma",1991,"Girls",295,3173,"High Jump",1.7018,3.173,-0.938297942854756
"Oregon",1991,"Girls",242,7260,"100m",12.16,7.26,-1.08059918441949
"Oregon",1991,"Girls",242,7260,"1600m",299.658933,7.26,-0.932861659324566
"Oregon",1991,"Girls",242,7260,"800m",137.22,7.26,-1.27963093781135
"Oregon",1991,"Girls",242,7260,"High Jump",1.651,7.26,-1.21130810142755
"Rhode Island",1991,"Girls",26,848,"100m",12.1,0.848,-0.997469129525256
"Rhode Island",1991,"Girls",26,848,"1600m",315.56043,0.848,-1.61024515835253
"Rhode Island",1991,"Girls",26,848,"800m",142,0.848,-1.73732251343285
"Rhode Island",1991,"Girls",26,848,"High Jump",1.6256,0.848,-1.34781318071395
"Tennessee",1991,"Girls",209,4807,"100m",12.33,4.807,-1.31613433995314
"Tennessee",1991,"Girls",209,4807,"1600m",301.83,4.807,-1.02534634558298
"Tennessee",1991,"Girls",209,4807,"800m",136.41,4.807,-1.20207232353239
"Tennessee",1991,"Girls",209,4807,"High Jump",1.7526,4.807,-0.665287784281958
"Washington",1991,"Girls",310,7477,"100m",11.88,7.477,-0.69265892824641
"Washington",1991,"Girls",310,7477,"1600m",296.37,7.477,-0.792757306658365
"Washington",1991,"Girls",310,7477,"800m",132.94,7.477,-0.869815050016367
"Washington",1991,"Girls",310,7477,"High Jump",1.7399,7.477,-0.733540323925157
"Wisconsin",1991,"Girls",391,8518,"100m",12.49,8.518,-1.53781448633776
"Wisconsin",1991,"Girls",391,8518,"1600m",299.2,8.518,-0.913311698628451
"Wisconsin",1991,"Girls",391,8518,"800m",133.79,8.518,-0.951203719321445
"Wisconsin",1991,"Girls",391,8518,"High Jump",1.7018,8.518,-0.938297942854756
"Wyoming",1991,"Girls",67,1157,"100m",13.06,1.157,-2.32755000783296
"Wyoming",1991,"Girls",67,1157,"1600m",325.61,1.157,-2.03834402793233
"Wyoming",1991,"Girls",67,1157,"800m",139.35,1.157,-1.48358136795231
"Wyoming",1991,"Girls",67,1157,"High Jump",1.6256,1.157,-1.34781318071395
"California",1992,"Boys",761,34303,"100m",10.3,34.303,1.49643251730168
"California",1992,"Boys",761,34303,"1600m",249.54,34.303,1.20214098873355
"California",1992,"Boys",761,34303,"800m",109.56,34.303,1.36885211275155
"California",1992,"Boys",761,34303,"High Jump",2.1082,34.303,1.24578332572763
"California",1992,"Boys",761,34303,"Pole Vault",4.8768,34.303,1.18752045778349
"Florida",1992,"Boys",364,10100,"100m",10.61,10.1,1.06692723368149
"Florida",1992,"Boys",364,10100,"1600m",257.54,10.1,0.861351188111402
"Florida",1992,"Boys",364,10100,"800m",114.3,10.1,0.914990592156169
"Florida",1992,"Boys",364,10100,"High Jump",2.1336,10.1,1.38228840501403
"Florida",1992,"Boys",364,10100,"Pole Vault",4.572,10.1,0.637865981056373
"Georgia",1992,"Boys",218,7953,"100m",10.51,7.953,1.20547732517187
"Georgia",1992,"Boys",218,7953,"1600m",254.3,7.953,0.999371057363374
"Georgia",1992,"Boys",218,7953,"800m",114.5,7.953,0.895840317025563
"Georgia",1992,"Boys",218,7953,"High Jump",2.1844,7.953,1.65529856358683
"Georgia",1992,"Boys",218,7953,"Pole Vault",4.572,7.953,0.637865981056373
"Illinois",1992,"Boys",594,20813,"100m",10.38,20.813,1.38559244410937
"Illinois",1992,"Boys",594,20813,"1600m",257.4,20.813,0.867315009622291
"Illinois",1992,"Boys",594,20813,"800m",115.4,20.813,0.809664078937832
"Illinois",1992,"Boys",594,20813,"Pole Vault",5.1943,20.813,1.76007720437424
"Kansas",1992,"Boys",360,8697,"100m",10.81,8.697,0.789827050700714
"Kansas",1992,"Boys",360,8697,"1600m",261.35,8.697,0.699050045565102
"Kansas",1992,"Boys",360,8697,"800m",116.91,8.697,0.665079501701753
"Kansas",1992,"Boys",360,8697,"High Jump",2.032,8.697,0.836268087868433
"Kansas",1992,"Boys",360,8697,"Pole Vault",4.4196,8.697,0.363038742692813
"Maryland",1992,"Boys",135,3794,"100m",10.3,3.794,1.49643251730168
"Maryland",1992,"Boys",135,3794,"1600m",262.2,3.794,0.662841129249
"Maryland",1992,"Boys",135,3794,"800m",115.5,3.794,0.800088941372529
"Maryland",1992,"Boys",135,3794,"High Jump",1.9812,3.794,0.563257929295635
