"State","Year","Gender","Schools","Participation","Event","Mark","Participation.Thousands","Mark.Standard"
"Washington",2001,"Boys",340,11101,"1600m",248.56,11.101,1.24388773930977
"Washington",2001,"Boys",340,11101,"800m",111.26,11.101,1.20607477414139
"Washington",2001,"Boys",340,11101,"High Jump",2.1082,11.101,1.24578332572763
"Washington",2001,"Boys",340,11101,"Pole Vault",4.7244,11.101,0.912693219419933
"Wisconsin",2001,"Boys",424,12752,"100m",10.83,12.752,0.762117032402638
"Wisconsin",2001,"Boys",424,12752,"1600m",254.4,12.752,0.995111184855597
"Wisconsin",2001,"Boys",424,12752,"800m",114.4,12.752,0.905415454590865
"Wisconsin",2001,"Boys",424,12752,"High Jump",2.0828,12.752,1.10927824644123
"Wisconsin",2001,"Boys",424,12752,"Pole Vault",4.4196,12.752,0.363038742692813
"Wyoming",2001,"Boys",70,1736,"100m",11.01,1.736,0.512726867719944
"Wyoming",2001,"Boys",70,1736,"1600m",267.19,1.736,0.450273491110933
"Wyoming",2001,"Boys",70,1736,"800m",117.43,1.736,0.615288786362175
"Wyoming",2001,"Boys",70,1736,"High Jump",2.032,1.736,0.836268087868433
"Wyoming",2001,"Boys",70,1736,"Pole Vault",4.4196,1.736,0.363038742692813
"Florida",2001,"Girls",419,13096,"100m",11.51,13.096,-0.180023589731982
"Florida",2001,"Girls",419,13096,"1600m",298.41,13.096,-0.879658705817015
"Florida",2001,"Girls",419,13096,"800m",130.45,13.096,-0.631394124640314
"Florida",2001,"Girls",419,13096,"High Jump",1.6764,13.096,-1.07480302214116
"Florida",2001,"Girls",419,13096,"Pole Vault",3.5052,13.096,-1.28592468748855
"Georgia",2001,"Girls",341,7928,"100m",11.64,7.928,-0.360138708669485
"Georgia",2001,"Girls",341,7928,"1600m",304.7,7.928,-1.14760468655618
"Georgia",2001,"Girls",341,7928,"800m",131.4,7.928,-0.722357931510697
"Georgia",2001,"Girls",341,7928,"High Jump",1.7272,7.928,-0.801792863568356
"Illinois",2001,"Girls",509,16861,"100m",11.78,16.861,-0.554108836756023
"Illinois",2001,"Girls",509,16861,"1600m",292.9,16.861,-0.644939730638506
"Illinois",2001,"Girls",509,16861,"800m",131.7,16.861,-0.751083344206605
"Illinois",2001,"Girls",509,16861,"High Jump",1.7526,16.861,-0.665287784281958
"Illinois",2001,"Girls",509,16861,"Pole Vault",3.81,16.861,-0.736270210761427
"Kansas",2001,"Girls",332,6765,"100m",12.33,6.765,-1.31613433995314
"Kansas",2001,"Girls",332,6765,"1600m",310.3,6.765,-1.38615754699169
"Kansas",2001,"Girls",332,6765,"800m",134.8,6.765,-1.04791260873101
"Kansas",2001,"Girls",332,6765,"High Jump",1.6764,6.765,-1.07480302214116
"Kansas",2001,"Girls",332,6765,"Pole Vault",3.2004,6.765,-1.83557916421567
"Massachusetts",2001,"Girls",270,10211,"100m",12.2,10.211,-1.13601922101564
"Massachusetts",2001,"Girls",270,10211,"1600m",292.09596,10.211,-0.610688651726977
"Massachusetts",2001,"Girls",270,10211,"800m",133.7,10.211,-0.942586095512671
"Massachusetts",2001,"Girls",270,10211,"High Jump",1.5748,10.211,-1.62082333928675
"Maryland",2001,"Girls",169,4330,"100m",12.06,4.33,-0.942049092929103
"Maryland",2001,"Girls",169,4330,"1600m",310.21,4.33,-1.38232366173469
"Maryland",2001,"Girls",169,4330,"800m",137.12,4.33,-1.27005580024605
"Maryland",2001,"Girls",169,4330,"High Jump",1.6256,4.33,-1.34781318071395
"Maryland",2001,"Girls",169,4330,"Pole Vault",3.3528,4.33,-1.56075192585211
"Michigan",2001,"Girls",623,17660,"100m",12.25,17.66,-1.20529426676083
"Michigan",2001,"Girls",623,17660,"1600m",297.65,17.66,-0.847283674757908
"Michigan",2001,"Girls",623,17660,"800m",131.72,17.66,-0.752998371719667
"Michigan",2001,"Girls",623,17660,"High Jump",1.7526,17.66,-0.665287784281958
"Michigan",2001,"Girls",623,17660,"Pole Vault",3.5052,17.66,-1.28592468748855
"North Carolina",2001,"Girls",293,8063,"100m",12.07,8.063,-0.955904102078141
"North Carolina",2001,"Girls",293,8063,"1600m",308.69,8.063,-1.31757359961648
"North Carolina",2001,"Girls",293,8063,"800m",138.79,8.063,-1.42996059758661
"North Carolina",2001,"Girls",293,8063,"High Jump",1.7272,8.063,-0.801792863568356
"North Carolina",2001,"Girls",293,8063,"Pole Vault",3.5306,8.063,-1.24012014776129
"Nebraska",2001,"Girls",322,6859,"100m",12.6,6.859,-1.69021958697718
"Nebraska",2001,"Girls",322,6859,"1600m",302.12,6.859,-1.03769997585554
"Nebraska",2001,"Girls",322,6859,"800m",136.05,6.859,-1.1676018282973
"Nebraska",2001,"Girls",322,6859,"High Jump",1.7018,6.859,-0.938297942854756
"Nebraska",2001,"Girls",322,6859,"Pole Vault",3.7084,6.859,-0.919488369670467
"New Mexico",2001,"Girls",122,2565,"100m",12.45,2.565,-1.4823944497416
"New Mexico",2001,"Girls",122,2565,"1600m",301.23,2.565,-0.999787110536323
"New Mexico",2001,"Girls",122,2565,"800m",135.24,2.565,-1.09004321401834
"New Mexico",2001,"Girls",122,2565,"High Jump",1.6764,2.565,-1.07480302214116
"New Mexico",2001,"Girls",122,2565,"Pole Vault",3.2004,2.565,-1.83557916421567
"New York",2001,"Girls",649,17161,"100m",11.76,17.161,-0.526398818457946
"New York",2001,"Girls",649,17161,"1600m",294.419277,17.161,-0.709658993878485
"New York",2001,"Girls",649,17161,"800m",131.47,17.161,-0.729060527806409
"New York",2001,"Girls",649,17161,"High Jump",1.7018,17.161,-0.938297942854756
"New York",2001,"Girls",649,17161,"Pole Vault",3.3528,17.161,-1.56075192585211
"Oklahoma",2001,"Girls",391,3850,"100m",12.32,3.85,-1.3022793308041
"Oklahoma",2001,"Girls",391,3850,"1600m",304.31,3.85,-1.13099118377585
"Oklahoma",2001,"Girls",391,3850,"800m",134.89,3.85,-1.05653023253978
"Oklahoma",2001,"Girls",391,3850,"High Jump",1.6256,3.85,-1.34781318071395
"Oklahoma",2001,"Girls",391,3850,"Pole Vault",3.2004,3.85,-1.83557916421567
"Oregon",2001,"Girls",242,6232,"100m",12.2,6.232,-1.13601922101564
"Oregon",2001,"Girls",242,6232,"1600m",297.994698,6.232,-0.861967370094767
"Oregon",2001,"Girls",242,6232,"800m",133.38,6.232,-0.911945655303702
"Oregon",2001,"Girls",242,6232,"High Jump",1.6764,6.232,-1.07480302214116
"Oregon",2001,"Girls",242,6232,"Pole Vault",3.5814,6.232,-1.14851106830677
"Rhode Island",2001,"Girls",37,1310,"100m",12.91,1.31,-2.11972487059738
"Rhode Island",2001,"Girls",37,1310,"1600m",312.618492,1.31,-1.48492235029469
"Rhode Island",2001,"Girls",37,1310,"800m",137.6,1.31,-1.3160164605595
"Rhode Island",2001,"Girls",37,1310,"High Jump",1.651,1.31,-1.21130810142755
"Rhode Island",2001,"Girls",37,1310,"Pole Vault",3.38455,1.31,-1.50349625119303
"Tennessee",2001,"Girls",238,5170,"100m",11.98,5.17,-0.831209019736795
"Tennessee",2001,"Girls",238,5170,"1600m",309.28,5.17,-1.34270684741236
"Tennessee",2001,"Girls",238,5170,"800m",136.42,5.17,-1.20302983728892
"Tennessee",2001,"Girls",238,5170,"High Jump",1.7272,5.17,-0.801792863568356
"Tennessee",2001,"Girls",238,5170,"Pole Vault",3.2258,5.17,-1.78977462448841
"Washington",2001,"Girls",339,9180,"100m",11.79,9.18,-0.567963845905061
"Washington",2001,"Girls",339,9180,"1600m",293.72,9.18,-0.679870685202279
"Washington",2001,"Girls",339,9180,"800m",132.48,9.18,-0.825769417215971
"Washington",2001,"Girls",339,9180,"High Jump",1.7526,9.18,-0.665287784281958
"Washington",2001,"Girls",339,9180,"Pole Vault",3.7592,9.18,-0.827879290215947
"Wisconsin",2001,"Girls",420,10739,"100m",12.27,10.739,-1.23300428505891
"Wisconsin",2001,"Girls",420,10739,"1600m",283.2,10.739,-0.231732097384148
"Wisconsin",2001,"Girls",420,10739,"800m",137.65,10.739,-1.32080402934215
"Wisconsin",2001,"Girls",420,10739,"High Jump",1.6764,10.739,-1.07480302214116
"Wisconsin",2001,"Girls",420,10739,"Pole Vault",3.1242,10.739,-1.97299278339745
"Wyoming",2001,"Girls",68,1360,"100m",12.48,1.36,-1.52395947718872
"Wyoming",2001,"Girls",68,1360,"1600m",292.12,1.36,-0.611712725077847
"Wyoming",2001,"Girls",68,1360,"800m",132.28,1.36,-0.806619142085366
"Wyoming",2001,"Girls",68,1360,"High Jump",1.6764,1.36,-1.07480302214116
"Wyoming",2001,"Girls",68,1360,"Pole Vault",3.4036,1.36,-1.46914284639759
"California",2002,"Boys",996,40843,"100m",10.55,40.843,1.15005728857572
"California",2002,"Boys",996,40843,"800m",111.41,40.843,1.19171206779343
"California",2002,"Boys",996,40843,"High Jump",2.1082,40.843,1.24578332572763
"California",2002,"Boys",996,40843,"Pole Vault",5.0292,40.843,1.46234769614705
"Florida",2002,"Boys",522,14869,"100m",10.65,14.869,1.01150719708533
"Florida",2002,"Boys",522,14869,"1600m",249.44,14.869,1.20640086124133
"Florida",2002,"Boys",522,14869,"800m",110.19,14.869,1.30852874609014
"Florida",2002,"Boys",522,14869,"High Jump",2.1336,14.869,1.38228840501403
"Florida",2002,"Boys",522,14869,"Pole Vault",4.80695,14.869,1.06155797353353
"Georgia",2002,"Boys",346,9307,"100m",10.75,9.307,0.872957105594946
"Georgia",2002,"Boys",346,9307,"1600m",254.6,9.307,0.986591439840044
"Georgia",2002,"Boys",346,9307,"800m",114.5,9.307,0.895840317025563
"Georgia",2002,"Boys",346,9307,"High Jump",2.0828,9.307,1.10927824644123
"Georgia",2002,"Boys",346,9307,"Pole Vault",4.2926,9.307,0.134016044056513
"Illinois",2002,"Boys",585,21437,"100m",10.75,21.437,0.872957105594946
"Illinois",2002,"Boys",585,21437,"1600m",250.1,21.437,1.17828570269
"Illinois",2002,"Boys",585,21437,"800m",110.7,21.437,1.25969554450709
"Illinois",2002,"Boys",585,21437,"Pole Vault",4.572,21.437,0.637865981056373
"Kansas",2002,"Boys",364,8689,"100m",10.96,8.689,0.582001913465136
"Kansas",2002,"Boys",364,8689,"1600m",253.16,8.689,1.04793360395203
"Kansas",2002,"Boys",364,8689,"800m",114.72,8.689,0.874775014381895
"Kansas",2002,"Boys",364,8689,"High Jump",2.032,8.689,0.836268087868433
"Kansas",2002,"Boys",364,8689,"Pole Vault",4.7498,8.689,0.958497759147192
"Maryland",2002,"Boys",172,5175,"100m",11.02,5.175,0.498871858570906
"Maryland",2002,"Boys",172,5175,"1600m",247.11,5.175,1.30565589067253
"Maryland",2002,"Boys",172,5175,"800m",115.69,5.175,0.781896179998453
"Maryland",2002,"Boys",172,5175,"High Jump",2.032,5.175,0.836268087868433
"Maryland",2002,"Boys",172,5175,"Pole Vault",4.445,5.175,0.408843282420073
"Massachusetts",2002,"Boys",277,11108,"100m",10.94,11.108,0.609711931763215
"Massachusetts",2002,"Boys",277,11108,"1600m",257.438148,11.108,0.865689953458023
"Massachusetts",2002,"Boys",277,11108,"800m",113.52,11.108,0.989676665165535
"Massachusetts",2002,"Boys",277,11108,"High Jump",2.1336,11.108,1.38228840501403
"Massachusetts",2002,"Boys",277,11108,"Pole Vault",4.2672,11.108,0.0882115043292525
"Michigan",2002,"Boys",639,22635,"100m",10.7,22.635,0.94223215134014
"Michigan",2002,"Boys",639,22635,"1600m",254,22.635,1.0121506748867
"Michigan",2002,"Boys",639,22635,"800m",113.1,22.635,1.02989224293981
"Michigan",2002,"Boys",639,22635,"High Jump",2.1082,22.635,1.24578332572763
"Michigan",2002,"Boys",639,22635,"Pole Vault",4.6482,22.635,0.775279600238153
"Nebraska",2002,"Boys",319,8158,"100m",10.86,8.158,0.720552004955523
"Nebraska",2002,"Boys",319,8158,"1600m",258.56,8.158,0.817900488532079
"Nebraska",2002,"Boys",319,8158,"800m",114.47,8.158,0.898712858295154
"Nebraska",2002,"Boys",319,8158,"High Jump",2.0574,8.158,0.972773167154831
"Nebraska",2002,"Boys",319,8158,"Pole Vault",4.4704,8.158,0.454647822147332
"New Mexico",2002,"Boys",120,3221,"100m",10.64,3.221,1.02536220623437
"New Mexico",2002,"Boys",120,3221,"1600m",264.66,3.221,0.558048265557687
"New Mexico",2002,"Boys",120,3221,"800m",114.6,3.221,0.88626517946026
"New Mexico",2002,"Boys",120,3221,"High Jump",2.032,3.221,0.836268087868433
"New Mexico",2002,"Boys",120,3221,"Pole Vault",4.4196,3.221,0.363038742692813
"New York",2002,"Boys",669,17631,"100m",10.89,17.631,0.678986977508406
"New York",2002,"Boys",669,17631,"1600m",253.79,17.631,1.02109640715304
"New York",2002,"Boys",669,17631,"800m",114,17.631,0.943716004852079
"New York",2002,"Boys",669,17631,"High Jump",2.032,17.631,0.836268087868433
"New York",2002,"Boys",669,17631,"Pole Vault",4.572,17.631,0.637865981056373
"North Carolina",2002,"Boys",326,10784,"100m",10.8,10.784,0.803682059849753
"North Carolina",2002,"Boys",326,10784,"1600m",253.75,10.784,1.02280035615615
"North Carolina",2002,"Boys",326,10784,"800m",114.68,10.784,0.878605069408016
"North Carolina",2002,"Boys",326,10784,"High Jump",2.1844,10.784,1.65529856358683
"North Carolina",2002,"Boys",326,10784,"Pole Vault",4.4196,10.784,0.363038742692813
"Oklahoma",2002,"Boys",380,4150,"100m",10.46,4.15,1.27475237091706
"Oklahoma",2002,"Boys",380,4150,"1600m",265.21,4.15,0.534618966764916
"Oklahoma",2002,"Boys",380,4150,"800m",112.24,4.15,1.11223842600142
"Oklahoma",2002,"Boys",380,4150,"High Jump",2.0828,4.15,1.10927824644123
"Oklahoma",2002,"Boys",380,4150,"Pole Vault",4.572,4.15,0.637865981056373
"Oregon",2002,"Boys",252,8001,"100m",10.54,8.001,1.16391229772476
"Oregon",2002,"Boys",252,8001,"1600m",247.477113,8.001,1.29001734491306
"Oregon",2002,"Boys",252,8001,"800m",112.19,8.001,1.11702599478407
"Oregon",2002,"Boys",252,8001,"High Jump",2.08915,8.001,1.14340451626283
"Oregon",2002,"Boys",252,8001,"Pole Vault",5.1816,8.001,1.73717493451061
"Rhode Island",2002,"Boys",39,1430,"100m",10.87,1.43,0.706696995806485
"Rhode Island",2002,"Boys",39,1430,"1600m",261.381528,1.43,0.697706992960851
"Rhode Island",2002,"Boys",39,1430,"800m",114.64,1.43,0.882435124434138
"Rhode Island",2002,"Boys",39,1430,"High Jump",1.9812,1.43,0.563257929295635
"Rhode Island",2002,"Boys",39,1430,"Pole Vault",3.81,1.43,-0.736270210761427
"Tennessee",2002,"Boys",230,5085,"100m",10.86,5.085,0.720552004955523
"Tennessee",2002,"Boys",230,5085,"1600m",253.54,5.085,1.03174608842248
"Tennessee",2002,"Boys",230,5085,"800m",115.06,5.085,0.842219546659864
"Tennessee",2002,"Boys",230,5085,"High Jump",2.0828,5.085,1.10927824644123
"Tennessee",2002,"Boys",230,5085,"Pole Vault",4.572,5.085,0.637865981056373
"Washington",2002,"Boys",344,11336,"100m",10.81,11.336,0.789827050700714
"Washington",2002,"Boys",344,11336,"1600m",250.2,11.336,1.17402583018223
"Washington",2002,"Boys",344,11336,"800m",110.5,11.336,1.27884581963769
"Washington",2002,"Boys",344,11336,"High Jump",2.0828,11.336,1.10927824644123
"Washington",2002,"Boys",344,11336,"Pole Vault",5.1816,11.336,1.73717493451061
"Wisconsin",2002,"Boys",427,13131,"100m",10.69,13.131,0.956087160489178
"Wisconsin",2002,"Boys",427,13131,"1600m",249.6,13.131,1.19958506522889
"Wisconsin",2002,"Boys",427,13131,"800m",114.4,13.131,0.905415454590865
"Wisconsin",2002,"Boys",427,13131,"High Jump",2.032,13.131,0.836268087868433
"Wisconsin",2002,"Boys",427,13131,"Pole Vault",4.572,13.131,0.637865981056373
"Wyoming",2002,"Boys",69,1629,"100m",11.38,1.629,9.15292055171538e-05
"Wyoming",2002,"Boys",69,1629,"1600m",271.61,1.629,0.261987126267193
"Wyoming",2002,"Boys",69,1629,"800m",115.02,1.629,0.846049601685986
"Wyoming",2002,"Boys",69,1629,"High Jump",1.9304,1.629,0.290247770722836
"Wyoming",2002,"Boys",69,1629,"Pole Vault",4.6482,1.629,0.775279600238153
"California",2002,"Girls",993,33153,"100m",11.64,33.153,-0.360138708669485
"California",2002,"Girls",993,33153,"800m",128.62,33.153,-0.456169107195265
"California",2002,"Girls",993,33153,"High Jump",1.8034,33.153,-0.39227762570916
"California",2002,"Girls",993,33153,"Pole Vault",4.0386,33.153,-0.324029353216088
"Florida",2002,"Girls",516,13295,"100m",11.6,13.295,-0.304718672073329
"Florida",2002,"Girls",516,13295,"1600m",300.5,13.295,-0.968690041229551
"Florida",2002,"Girls",516,13295,"800m",133.54,13.295,-0.927265875408187
"Florida",2002,"Girls",516,13295,"High Jump",1.7272,13.295,-0.801792863568356
"Florida",2002,"Girls",516,13295,"Pole Vault",3.5052,13.295,-1.28592468748855
"Georgia",2002,"Girls",341,8193,"100m",11.8,8.193,-0.581818855054101
"Georgia",2002,"Girls",341,8193,"1600m",303.7,8.193,-1.10500596147841
"Georgia",2002,"Girls",341,8193,"800m",129.5,8.193,-0.540430317769934
"Georgia",2002,"Girls",341,8193,"High Jump",1.7018,8.193,-0.938297942854756
"Georgia",2002,"Girls",341,8193,"Pole Vault",3.3528,8.193,-1.56075192585211
"Illinois",2002,"Girls",583,16087,"100m",11.83,16.087,-0.623383882501216
"Illinois",2002,"Girls",583,16087,"1600m",299.8,16.087,-0.938870933675113
"Illinois",2002,"Girls",583,16087,"800m",134.7,16.087,-1.0383374711657
"Illinois",2002,"Girls",583,16087,"High Jump",1.7018,16.087,-0.938297942854756
"Illinois",2002,"Girls",583,16087,"Pole Vault",3.5052,16.087,-1.28592468748855
"Kansas",2002,"Girls",364,6535,"100m",11.8,6.535,-0.581818855054101
"Kansas",2002,"Girls",364,6535,"1600m",312.2,6.535,-1.46709512463945
"Kansas",2002,"Girls",364,6535,"800m",136.61,6.535,-1.221222598663
"Kansas",2002,"Girls",364,6535,"High Jump",1.6764,6.535,-1.07480302214116
"Kansas",2002,"Girls",364,6535,"Pole Vault",3.2004,6.535,-1.83557916421567
"Maryland",2002,"Girls",171,4483,"100m",11.8,4.483,-0.581818855054101
"Maryland",2002,"Girls",171,4483,"1600m",302.3,4.483,-1.04536774636954
"Maryland",2002,"Girls",171,4483,"800m",134.21,4.483,-0.99141929709572
"Maryland",2002,"Girls",171,4483,"High Jump",1.6764,4.483,-1.07480302214116
"Maryland",2002,"Girls",171,4483,"Pole Vault",3.5306,4.483,-1.24012014776129
"Massachusetts",2002,"Girls",266,10474,"100m",12.2,10.474,-1.13601922101564
"Massachusetts",2002,"Girls",266,10474,"1600m",292.274916,10.474,-0.618311949171996
"Massachusetts",2002,"Girls",266,10474,"800m",128.74,10.474,-0.467659272273629
"Massachusetts",2002,"Girls",266,10474,"High Jump",1.6764,10.474,-1.07480302214116
"Massachusetts",2002,"Girls",266,10474,"Pole Vault",3.81,10.474,-0.736270210761427
"Michigan",2002,"Girls",645,18555,"100m",12.07,18.555,-0.955904102078141
"Michigan",2002,"Girls",645,18555,"1600m",297.81,18.555,-0.854099470770352
"Michigan",2002,"Girls",645,18555,"800m",133.51,18.555,-0.924393334138595
"Michigan",2002,"Girls",645,18555,"High Jump",1.7272,18.555,-0.801792863568356
"Michigan",2002,"Girls",645,18555,"Pole Vault",3.4798,18.555,-1.33172922721581
"Nebraska",2002,"Girls",319,6587,"100m",12.13,6.587,-1.03903415697237
"Nebraska",2002,"Girls",319,6587,"1600m",309.51,6.587,-1.35250455418025
"Nebraska",2002,"Girls",319,6587,"800m",135.45,6.587,-1.11015100290548
"Nebraska",2002,"Girls",319,6587,"High Jump",1.7018,6.587,-0.938297942854756
"Nebraska",2002,"Girls",319,6587,"Pole Vault",3.9116,6.587,-0.553052051852387
"New Mexico",2002,"Girls",122,2565,"100m",11.97,2.565,-0.817354010587756
"New Mexico",2002,"Girls",122,2565,"1600m",318.51,2.565,-1.73589307988017
"New Mexico",2002,"Girls",122,2565,"800m",136.15,2.565,-1.1771769658626
"New York",2002,"Girls",675,17719,"100m",11.96,17.719,-0.803499001438718
"New York",2002,"Girls",675,17719,"1600m",286.720848,17.719,-0.38171573337676
"New York",2002,"Girls",675,17719,"800m",128.68,17.719,-0.461914189734447
"New York",2002,"Girls",675,17719,"High Jump",1.7272,17.719,-0.801792863568356
"New York",2002,"Girls",675,17719,"Pole Vault",3.5814,17.719,-1.14851106830677
"North Carolina",2002,"Girls",319,8069,"100m",12.18,8.069,-1.10830920271756
"North Carolina",2002,"Girls",319,8069,"1600m",306.02,8.069,-1.20383500365883
"North Carolina",2002,"Girls",319,8069,"800m",135.28,8.069,-1.09387326904446
"North Carolina",2002,"Girls",319,8069,"High Jump",1.7272,8.069,-0.801792863568356
"North Carolina",2002,"Girls",319,8069,"Pole Vault",3.2004,8.069,-1.83557916421567
"Oklahoma",2002,"Girls",390,3820,"100m",12,3.82,-0.858919038034871
"Oklahoma",2002,"Girls",390,3820,"1600m",305.16,3.82,-1.16720010009196
"Oklahoma",2002,"Girls",390,3820,"800m",135.73,3.82,-1.13696138808833
"Oklahoma",2002,"Girls",390,3820,"High Jump",1.7272,3.82,-0.801792863568356
"Oklahoma",2002,"Girls",390,3820,"Pole Vault",3.5052,3.82,-1.28592468748855
"Oregon",2002,"Girls",252,6236,"100m",12.15,6.236,-1.06674417527045
"Oregon",2002,"Girls",252,6236,"1600m",299.165031,6.236,-0.911822063811207
"Oregon",2002,"Girls",252,6236,"800m",134.26,6.236,-0.99620686587837
"Oregon",2002,"Girls",252,6236,"High Jump",1.7272,6.236,-0.801792863568356
"Oregon",2002,"Girls",252,6236,"Pole Vault",3.429,6.236,-1.42333830667033
"Rhode Island",2002,"Girls",37,1246,"100m",12.89,1.246,-2.0920148522993
"Rhode Island",2002,"Girls",37,1246,"1600m",306.348084,1.246,-1.21781096377725
"Rhode Island",2002,"Girls",37,1246,"800m",137.16,1.246,-1.27388585527217
"Rhode Island",2002,"Girls",37,1246,"High Jump",1.5494,1.246,-1.75732841857315
"Rhode Island",2002,"Girls",37,1246,"Pole Vault",3.048,1.246,-2.11040640257923
"Tennessee",2002,"Girls",234,5160,"100m",11.99,5.16,-0.845064028885833
"Tennessee",2002,"Girls",234,5160,"1600m",311.16,5.16,-1.42279245055857
"Tennessee",2002,"Girls",234,5160,"800m",136.5,5.16,-1.21068994734117
"Tennessee",2002,"Girls",234,5160,"High Jump",1.7272,5.16,-0.801792863568356
"Tennessee",2002,"Girls",234,5160,"Pole Vault",3.2004,5.16,-1.83557916421567
"Washington",2002,"Girls",342,9191,"100m",11.88,9.191,-0.69265892824641
"Washington",2002,"Girls",342,9191,"1600m",301.56,9.191,-1.01384468981199
"Washington",2002,"Girls",342,9191,"800m",132.48,9.191,-0.825769417215971
"Washington",2002,"Girls",342,9191,"High Jump",1.778,9.191,-0.528782704995558
"Washington",2002,"Girls",342,9191,"Pole Vault",3.7338,9.191,-0.873683829943207
"Wisconsin",2002,"Girls",423,11119,"100m",12.29,11.119,-1.26071430335699
"Wisconsin",2002,"Girls",423,11119,"1600m",295.75,11.119,-0.766346097110148
"Wisconsin",2002,"Girls",423,11119,"800m",131.66,11.119,-0.747253289180485
"Wisconsin",2002,"Girls",423,11119,"High Jump",1.7018,11.119,-0.938297942854756
"Wisconsin",2002,"Girls",423,11119,"Pole Vault",3.429,11.119,-1.42333830667033
"Wyoming",2002,"Girls",68,1339,"100m",12.94,1.339,-2.16128989804449
"Wyoming",2002,"Girls",68,1339,"1600m",304.99,1.339,-1.15995831682873
"Wyoming",2002,"Girls",68,1339,"800m",134.68,1.339,-1.03642244365265
"Wyoming",2002,"Girls",68,1339,"High Jump",1.6764,1.339,-1.07480302214116
"Wyoming",2002,"Girls",68,1339,"Pole Vault",3.5052,1.339,-1.28592468748855
"Florida",2019,"Boys",644,18924,"100m",10.55,18.924,1.15005728857572
"Florida",2019,"Boys",644,18924,"1600m",253.47,18.924,1.03472799917792
"Florida",2019,"Boys",644,18924,"800m",111,18.924,1.23097013181118
"Florida",2019,"Boys",644,18924,"High Jump",2.1082,18.924,1.24578332572763
"Florida",2019,"Boys",644,18924,"Pole Vault",4.8006,18.924,1.05010683860171
"Florida",2019,"Girls",637,16804,"100m",11.47,16.804,-0.12460355313583
"Florida",2019,"Girls",637,16804,"1600m",290.62,16.804,-0.547814637461194
"Florida",2019,"Girls",637,16804,"800m",129.8,16.804,-0.569155730465845
"Florida",2019,"Girls",637,16804,"High Jump",1.77165,16.804,-0.562908974817159
"Florida",2019,"Girls",637,16804,"Pole Vault",3.7338,16.804,-0.873683829943207
"Georgia",2019,"Boys",433,14366,"100m",10.63,14.366,1.03921721538341
"Georgia",2019,"Boys",433,14366,"1600m",256.44,14.366,0.908209785696949
"Georgia",2019,"Boys",433,14366,"800m",112.96,14.366,1.04329743553123
"Georgia",2019,"Boys",433,14366,"High Jump",2.0828,14.366,1.10927824644123
"Georgia",2019,"Boys",433,14366,"Pole Vault",5.0292,14.366,1.46234769614705
"Georgia",2019,"Girls",430,11454,"100m",11.65,11.454,-0.373993717818523
"Georgia",2019,"Girls",430,11454,"1600m",293.4,11.454,-0.66623909317739
"Georgia",2019,"Girls",430,11454,"800m",129.9,11.454,-0.578730868031147
"Georgia",2019,"Girls",430,11454,"High Jump",1.778,11.454,-0.528782704995558
"Georgia",2019,"Girls",430,11454,"Pole Vault",4.0132,11.454,-0.369833892943347
"Illinois",2019,"Boys",615,24047,"100m",10.39,24.047,1.37173743496033
"Illinois",2019,"Boys",615,24047,"1600m",253.5,24.047,1.03345003742559
"Illinois",2019,"Boys",615,24047,"800m",114.9,24.047,0.857539766764349
"Illinois",2019,"Boys",615,24047,"High Jump",2.0828,24.047,1.10927824644123
"Illinois",2019,"Boys",615,24047,"Pole Vault",5.08,24.047,1.55395677560157
"Illinois",2019,"Girls",593,19469,"100m",11.32,19.469,0.0832215840997491
"Illinois",2019,"Girls",593,19469,"1600m",293,19.469,-0.649199603146284
"Illinois",2019,"Girls",593,19469,"800m",133.1,19.469,-0.885135270120852
"Illinois",2019,"Girls",593,19469,"High Jump",1.8034,19.469,-0.39227762570916
"Illinois",2019,"Girls",593,19469,"Pole Vault",3.81,19.469,-0.736270210761427
"Kansas",2019,"Boys",351,10048,"100m",10.23,10.048,1.59341758134495
"Kansas",2019,"Boys",351,10048,"1600m",256.68,10.048,0.897986091678284
"Kansas",2019,"Boys",351,10048,"800m",112.25,10.048,1.11128091224489
"Kansas",2019,"Boys",351,10048,"High Jump",1.9812,10.048,0.563257929295635
"Kansas",2019,"Boys",351,10048,"Pole Vault",4.4196,10.048,0.363038742692813
"Kansas",2019,"Girls",349,7304,"100m",11.69,7.304,-0.429413754414676
"Kansas",2019,"Girls",349,7304,"1600m",297.8,7.304,-0.853673483519575
"Kansas",2019,"Girls",349,7304,"800m",133.28,7.304,-0.902370517738399
"Kansas",2019,"Girls",349,7304,"High Jump",1.7018,7.304,-0.938297942854756
"Kansas",2019,"Girls",349,7304,"Pole Vault",3.81,7.304,-0.736270210761427
"Maryland",2019,"Boys",182,6924,"100m",10.81,6.924,0.789827050700714
"Maryland",2019,"Boys",182,6924,"1600m",254.6,6.924,0.986591439840044
"Maryland",2019,"Boys",182,6924,"800m",114.3,6.924,0.914990592156169
"Maryland",2019,"Boys",182,6924,"High Jump",2.0574,6.924,0.972773167154831
"Maryland",2019,"Boys",182,6924,"Pole Vault",4.4196,6.924,0.363038742692813
"Maryland",2019,"Girls",192,5688,"100m",12.25,5.688,-1.20529426676083
"Maryland",2019,"Girls",192,5688,"1600m",302.45,5.688,-1.0517575551312
"Maryland",2019,"Girls",192,5688,"800m",135.82,5.688,-1.1455790118971
