,1995-96,AA,Marius Bakken,Elmhurst (York),04:12.4
,1996-97,A,Shawn Sullivan,Kankakee (McNamara),04:26.4
,1996-97,AA,Mark Pilja,Naperville (North),04:14.9
,1997-98,A,Andy Derks,Rochester,04:25.1
,1997-98,AA,Jonathan Berning,Chicago (Marist),04:15.7
,1998-99,A,Joel Bourque,Kewanee (H.S.),04:19.0
,1998-99,AA,Donald Sage,Elmhurst (York),04:13.0
,1999-00,A,Dustin Franckey,Eureka,04:21.5
,1999-00,AA,Donald Sage,Elmhurst (York),04:07.6
,2000-01,A,Matt Field,West Chicago (Wheaton Academy),04:24.3
,2000-01,AA,Ian Cronin,Lincolnshire (Stevenson),04:10.5
,2001-02,A,Jason Bill,Manlius (Bureau Valley),04:18.2
,2001-02,AA,Stephen Pifer,Edwardsville (H.S.),04:10.1
,2002-03,A,Mike Kelley,Winnebago,04:20.6
,2002-03,AA,Stephen Pifer,Edwardsville (H.S.),04:14.3
,2003-04,A,Chris George,Normal (University),04:23.4
,2003-04,AA,Matt Withrow,Tinley Park (Andrew),04:19.1
,2004-05,A,Dorian Ulrey,Port Byron (Riverdale),04:13.8
,2004-05,AA,Sean McNamara,Elmhurst (York),04:13.9
,2005-06,A,Dorian Ulrey,Port Byron (Riverdale),04:09.3
,2005-06,AA,Evan Jager,Algonquin (Jacobs),04:11.2
,2006-07,A,Parker Thompson,Tremont,04:20.6
,2006-07,AA,Tom Robbins,Wilmette (Loyola Academy),04:10.5
,2007-08,A,Peter Callahan,Winnetka (North Shore Country Day),04:20.5
,2007-08,AA,Kyle Engnell,Lockport (Twp.),04:12.3
,2008-09,1A,Peter Callahan,Winnetka (North Shore Country Day),04:15.3
,2008-09,2A,Greg Whittle,Galesburg (H.S.),04:20.5
,2008-09,3A,Jeff Thode,Hoffman Estates (Conant),04:05.2
,2009-10,1A,Justin Rehfeldt,Rockford (R. Christian),04:26.0
,2009-10,2A,John Crain,Dunlap,04:18.3
,2009-10,3A,Alec Bollman,Palatine (H.S.),04:13.8
,2010-11,1A,Justin Rehfeldt,Rockford (R. Christian),04:22.3
,2010-11,2A,Paul Zeman,Belvidere (North),04:18.3
,2010-11,3A,Jack Driggs,Elmhurst (York),04:13.3
,2011-12,1A,Grant Nykaza,Beecher,04:18.3
,2011-12,2A,Michael Clevenger,Decatur (MacArthur),04:18.5
,2011-12,3A,Leland Later,Winnetka (New Trier),04:10.0
,2012-13,1A,Grant Nykaza,Beecher,04:23.3
,2012-13,2A,Chris Martin,Mascoutah,04:18.6
,2012-13,3A,Jack Keelan,Chicago (St. Ignatius College Prep),04:12.1
,2013-14,1A,Jon Davis,Fithian (Oakwood),04:20.1
,2013-14,2A,Ben Mohrdieck,Vernon Hills,04:20.7
,2013-14,3A,Patrick Perrier,O'Fallon (H.S.),04:10.3
,2014-15,1A,Jon Davis,Fithian (Oakwood),04:15.4
,2014-15,2A,Alexander Bruno,Normal (University),04:14.5
,2014-15,3A,Pavlo Hutsalyuk,Chicago (Lane),04:08.2
,2015-16,1A,Jon Davis,Fithian (Oakwood),04:19.7
,2015-16,2A,Nick Wondaal,Lansing (Illiana Christian),04:18.2
,2015-16,3A,Sean Torpy,Orland Park (Sandburg),04:15.1
,2016-17,1A,Tanner Chada,Hinckley (H.-Big Rock),04:18.3
,2016-17,2A,Jake Gillum,Metamora,04:14.3
,2016-17,3A,Soren Knudsen,Minooka,04:10.5
,2017-18,1A,Logan Hall,Arthur (A.-Lovington-Atwood-Hammond),04:22.4
,2017-18,2A,Jared Schuckman,Normal (University),04:20.0
,2017-18,3A,Dylan Jacobs,Orland Park (Sandburg),04:11.6
,2018-19,1A,Christopher Collet,Seneca,04:24.7
,2018-19,2A,Daniel Chen,Aurora (Illinois Math and Science Academy),04:20.9
,2018-19,3A,Andrew O'Keefe,Granite City,04:13.5
,2020-21,1A,Mathew Olech,Elgin (Harvest Christian Academy),04:21.6
,2020-21,2A,Drew rogers,Herscher,04:13.3
,2020-21,3A,Jacob Myers,Lake Zurich,04:10.6
,2021-22,1A,Isaac Teel,Pinckneyville,04:17.6
,2021-22,2A,Wilson Georges,Bartonville (Limestone),04:08.6
,2021-22,3A,Ryan Watts,Edwardsville (H.S.),04:11.2
,2022-23,1A,Tommy Murray,Port Byron (Riverdale),04:19.2
,2022-23,2A,Gavin Genisio,Benton,04:08.7
,2022-23,3A,Aden Bandukwala,Hinsdale (Central),04:10.4
high jump,1972-73,,U.S. Davidson,Champaign (Centennial),7-Jun
,1973-74,,Nat Page,Evanston (Twp.),6-101?2
,1974-75,A,Rich Rames,Vandalia,5-Jun
,1974-75,AA,Nat Page,Evanston (Twp.),Jul-00
,1975-76,A,Jay Allen,Normal (University),5-Jun
,1975-76,AA,Bob Cervenka,Downers Grove (North),8-Jun
,1976-77,A,Lonnie Hewitt,Buda (Western),8-Jun
,1976-77,AA,Gail Olson,Sycamore (H.S.),7-31?4
,1977-78,A,Lonnie Hewitt,Buda (Western),8-Jun
,1977-78,AA,Gail Olson,Sycamore (H.S.),2-Jul
,1978-79,A,Lonnie Hewitt,Buda (Western),6-Jun
,1978-79,AA,Tyke Peacock,Urbana (H.S.),1-Jul
,1979-80,A,Larry Harpman,Oneida (ROVA),6-81?4
,1979-80,AA,John Steele,Oak Park (O.P.-River Forest),9-Jun
,1980-81,A,Mike Greer,Rochester,6-91?4
,1980-81,AA,Dan Williams,Hillside (Proviso West),6-101?4
,1981-82,A,Kevin Mercer,Glasford (Illini Bluffs),8-Jun
,1981-82,AA,Louis Callaway,Flossmoor (Homewood-F.),1-Jul
,1982-83,A,Tom Stitt,Lisle (Sr.),10-Jun
,1982-83,AA,Tim Benka,Park Ridge (Maine East),10-Jun
,1983-84,A,Tom Smith,Heyworth,Jul-00
,1983-84,AA,Paul Wiechern,South Holland (Thornwood),8-Jun
,1984-85,A,Tom Smith,Heyworth,7-31?2
,1984-85,AA,Lanny Dillavou,Downers Grove (South),11-Jun
,1985-86,A,Steve Mammoser,Newton,10-Jun
,1985-86,AA,Bruce Reynolds,Naperville (North),10-Jun
,1986-87,A,Kevin Clements,El Paso,9-Jun
,1986-87,AA,Robert Stegall,Olympia Fields (Rich Central),10-Jun
,1987-88,A,Kevin Clements,El Paso,1-Jul
,1987-88,AA,Jason James,Mt. Vernon (H.S.),Jul-00
,1988-89,A,Heath Weddle,Monticello,7-Jun
,1988-89,AA,Mike Williams,Flossmoor (Homewood-F.),9-Jun
,1989-90,A,Heath Weddle,Monticello,8-Jun
,1989-90,AA,Jason James,Mt. Vernon (H.S.),Jul-00
,1990-91,A,Van Reed,Metropolis (Massac County),2-Jul
,1990-91,AA,Cameron Wright,Marion (H.S.),1-Jul
,1991-92,A,Brent Wright,Herscher,6-Jun
,1991-92,AA,Chris Martin,St. Charles (H.S.),11-Jun
,1992-93,A,Neil Lindley,Marshall,9-Jun
,1992-93,AA,Shannon King,Waukegan (H.S.),1-Jul
,1993-94,A,Neil Lindley,Marshall,9-Jun
,1993-94,AA,Shannon King,Waukegan (H.S.),3-Jul
,1994-95,A,Damon Lampley,Harrisburg,9-Jun
,1994-95,AA,Bashir Yamini,Dolton (Thornridge),9-Jun
,1995-96,A,Craig Lyon,Maple Park (Kaneland),6-Jun
,1995-96,AA,T.J. Jumper,Springfield (Lanphier),11-Jun
,1996-97,A,Cort Mills,Monmouth (H.S.),9-Jun
,1996-97,AA,Quiande Moore,Zion (Z.-Benton),10-Jun
,1997-98,A,Steve Royer,Virden,6-Jun
,1997-98,AA,Quiande Moore,Zion (Z.-Benton),Jul-00
,1998-99,A,D.J. Glynn,Spring Valley (Hall),7-Jun
,1998-99,AA,Nick Blaesing,St. Charles (H.S.),8-Jun
,1999-00,A,Todd Green,Wayne City,8-Jun
,1999-00,AA,Chris Staron,Lombard (Glenbard East),7-Jun
,2000-01,A,Casey Becker,Pawnee,6-Jun
,2000-01,AA,Chris Staron,Lombard (Glenbard East),10-Jun
,2001-02,A,Casey Becker,Pawnee,7-Jun
,2001-02,AA,Charley Kurlinkus,Rockton (Hononegah),9-Jun
,2002-03,A,Jon Reagan,Freeburg,10-Jun
,2002-03,AA,Mike Petrone,Carbondale (H.S.),10-Jun
,2003-04,A,Jon Reagan,Freeburg,10-Jun
,2003-04,AA,Kyle Hudson,Mattoon,10-Jun
,2004-05,A,Eric Thompson,Herrin (H.S.),8-Jun
,2004-05,AA,Blair Majcina,Frankfort (Lincoln-Way East),Jul-00
,2005-06,A,Eric Thompson,Herrin (H.S.),9-Jun
,2005-06,AA,Major Clay,Springfield (Lanphier),10-Jun
,2006-07,A,Eric Thompson,Herrin (H.S.),11-Jun
,2006-07,AA,Major Clay,Springfield (Lanphier),9-Jun
,2007-08,A,Matt Hassler,Spring Valley (Hall),7-Jun
,2007-08,AA,Mykhail Chambers,Urbana (H.S.),8-Jun
,2008-09,1A,Zach Riley,Herrin (H.S.),Jul-00
,2008-09,2A,Ikechi Nnamani,Normal (University),8-Jun
,2008-09,3A,Jamario Taylor,Aurora (East),Jul-00
,2009-10,1A,Zack Riley,Herrin (H.S.),8-Jun
,2009-10,2A,Nick Sinon,Maple Park (Kaneland),9-Jun
,2009-10,3A,James Davenport,Aurora (Waubonsie Valley),10-Jun
,2010-11,1A,Oumaru Abdulahi,Mooseheart,8-Jun
,2010-11,2A,Joe Boesso,Glen Ellyn (Glenbard South),7-Jun
,2010-11,3A,Carl Heinz,Oak Park (O.P.-River Forest),10-Jun
,2011-12,1A,Kyle Landon,Chester,6-10.00
,2011-12,2A,Justin Kretchmer,Waterloo (H.S.),6-08.00
,2011-12,3A,Carl Heinz,Oak Park (O.P.-River Forest),7-01.00
,2012-13,1A,Kyle Landon,Chester,6-10.00
,2012-13,2A,Alex King,Metropolis (Massac County),7-01.00R
,2012-13,3A,Jonathan Wells,Fox Lake (Grant),6-11.00
,2013-14,1A,Derek Wegman,Downs (Tri-Valley),6-09.00
,2013-14,2A,Logan Zeman,LaSalle (L.-Peru),6-08.00
,2013-14,3A,Jonathan Wells,Fox Lake (Grant),7-00.00
,2014-15,1A,Noah Adams,Macon (Meridian),6-10.00
,2014-15,2A,Hunter Johnson,West Frankfort (Frankfort),6-09.00
,2014-15,3A,Kenny Brown,Oak Park (O.P.-River Forest),6-09.00
,2015-16,1A,Tyler Owen,Georgetown (G.-Ridge Farm),6-10.00
,2015-16,2A,Darryl Sullivan,Marion (H.S.),7-01.50
