,2017-18,3A,Grace Daun,Wauconda,5-08.00
,2018-19,1A,Kenli Nettles,Arthur (A.-Lovington-Atwood-Hammond),5-07.00
,2018-19,2A,Diamonasia Taylor,Urbana (H.S.),5-11.00
,2018-19,3A,Grace Daun,Wauconda,5-07.00
,2020-21,1A,Lindley Johnston,Toulon (Stark County),1.63
,2020-21,2A,Annie Wirth,Geneseo,1.67
,2020-21,3A,Annika Bynum,Gurnee (Warren),1.73
,2021-22,1A,Brooke Probst,Shabbona (Indian Creek),1.72
,2021-22,2A,Annie Wirth,Geneseo,1.78
,2021-22,3A,Rylee Lydon,Crystal Lake (Prairie Ridge),1.68
,2022-23,1A,Kiara Wesseh,Newark,1.67m
,2022-23,2A,Annie Wirth,Geneseo,1.69m
,2022-23,3A,Rylee Lydon,Crystal Lake (Prairie Ridge),1.75m
pole vault,2000-01,A,Jackie Marquardt,Braidwood (Reed-Custer),6-Sep
,2000-01,AA,Elizabeth Boyle,Winnetka (New Trier),6-Dec
,2001-02,A,Meghan Voiland,Yorkville,3-Oct
,2001-02,AA,Elizabeth Boyle,Winnetka (New Trier),6-Nov
,2002-03,A,Jackie Marquardt,Braidwood (Reed-Custer),Nov-00
,2002-03,AA,Sarah Landau,Geneva,6-Nov
,2003-04,A,Ashley Harvey,Oregon,3-Oct
,2003-04,AA,Sarah Landau,Geneva,13-3
,2004-05,A,Katherine Hendricks,Carterville,2-Nov
,2004-05,AA,Mary Pat Choules,Mahomet (M.-Seymour),Dec-00
,2005-06,A,Katherine Hendricks,Carterville,7-Nov
,2005-06,AA,Brittney Bernardoni,Batavia,9-Dec
,2006-07,A,Katherine Hendricks,Carterville,3-Nov
,2006-07,AA,Melissa Gergel,Chicago Heights (Marian),6-Dec
,2007-08,A,Rachelle Harbert,Pana (H.S.),6-Oct
,2007-08,AA,Jenna Wexter,New Lenox (Lincoln-Way Central),Dec-00
,2008-09,1A,Alyssa Donner,Princeton,10-Oct
,2008-09,2A,Emily Clay,Normal (University),7-Nov
,2008-09,3A,Megan Weller,Frankfort (Lincoln-Way East),3-Dec
,2009-10,1A,Sarah Bell,Bloomington (Central Catholic),Nov-00
,2009-10,2A,Emily Grove,Pontiac,6-Dec
,2009-10,3A,Allie Pace,Geneva,Dec-00
,2010-11,1A,Alyssa Applebee,Seneca,9-Dec
,2010-11,2A,Emily Grove,Pontiac,6-Dec
,2010-11,3A,Taylor Kirby,Normal (Community West),6-Dec
,2011-12,1A,Alyssa Applebee,Seneca,9-Nov
,2011-12,2A,Sarah Bell,Bloomington (Central Catholic),Dec-00
,2011-12,3A,Carolina Carmichael,Lake Forest (H.S.),6-Dec
,2012-13,1A,Taylor Knauf,Aurora (A. Christian),12-01.00
,2012-13,2A,Sarah Bell,Bloomington (Central Catholic),12-09.00
,2012-13,3A,Carly Schmidt,Lake Forest (H.S.),13-00.00
,2013-14,1A,Morgan Zacharias,Braidwood (Reed-Custer),12-10.00
,2013-14,2A,Lindsey Murray,Harrisburg,13-04.00
,2013-14,3A,Brooke Catherine,Normal (Community),12-09.00
,2014-15,1A,Morgan Zacharias,Braidwood (Reed-Custer),13-00.00
,2014-15,2A,Kassadee Ifft,Fairbury (Prairie Central),12-06.00
,2014-15,3A,Julia Junkroski,Frankfort (Lincoln-Way East),13-02.00
,2015-16,1A,Kristin Slaughter,Effingham (St. Anthony),11-09.00
,2015-16,2A,Ali Munson,Lisle (Benet Academy),12-09.00
,2015-16,3A,Katie Schroeder,Grayslake (Central),12-03.00
,2016-17,1A,Kristin Slaughter,Effingham (St. Anthony),12-06.00
,2016-17,2A,Aliyah Welter,Monticello,12-09.00
,2016-17,3A,Ali Munson,Lisle (Benet Academy),12-03.00
,2017-18,1A,Windsor Roberts,Downs (Tri-Valley),12-00.00
,2017-18,2A,Josephine Held,Mt. Zion,12-09.00
,2017-18,3A,Kelly Zehnder,Roselle (Lake Park),11-09.00
,2018-19,1A,Windsor Roberts,Downs (Tri-Valley),12-06.00
,,,Windsor Roberts,Downs (Tri-Valley),12-06.00
,2018-19,2A,Samantha Spencer,New Lenox (Providence Catholic),12-06.00
,2018-19,3A,Maddy Smith,Ottawa (Twp.),11-09.00
,2020-21,1A,Windsor Roberts,Downs (Tri-Valley),3.73
,2020-21,2A,Tori Thomas,Rock Island (Alleman),4.07
,2020-21,3A,Lillianna Ifft,Bloomington (H.S.),3.89
,2021-22,1A,Livia Binder,Maroa (M.-Forsyth),3.55
,2021-22,2A,Sydnee Scott,Normal (University),3.55
,2021-22,3A,Mia Morello,Grayslake (Central),3.75
,2022-23,1A,Mya Strahm,Elmwood,3.66m
,2022-23,2A,Chelsea Wetzel,Dunlap,3.72m
,,,Joycelyn Crum,Lake Villa (Lakes),3.72m
,,,Nicole Grimes,Lisle (Benet Academy),3.72m
,2022-23,3A,Kait McHale,Naperville (Central),3.88m
