,1999-00,A,Marietta Lessley,Sparta,6-May
,1999-00,AA,Christina Archibald,Belleville (West),9-May
,2000-01,A,Megan Reese,Eureka,6-May
,2000-01,AA,Christina Archibald,Belleville (West),9-May
,2001-02,A,Lindsay Stalzer,Kewanee (H.S.),6-May
,2001-02,AA,Nicole Williams,Sterling (H.S.),7-May
,2002-03,A,Megan Reese,Eureka,9-May
,2002-03,AA,Nicole Williams,Sterling (H.S.),5-103⁄4
,2003-04,A,Cassie LaMar,Carlinville,5-May
,2003-04,AA,Nicole Williams,Sterling (H.S.),7-May
,2004-05,A,Josha Rogers,Metropolis (Massac County),8-May
,2004-05,AA,Nicole Williams,Sterling (H.S.),7-May
,2005-06,A,Kendra Jennings,Camp Point (Central),6-May
,2005-06,AA,Raisa Taylor,Decatur (Eisenhower),6-May
,2006-07,A,Jessica Hemann,Breese (Central),5-May
,2006-07,AA,Jennifer Palovcsik,Belleville (East),7-May
,2007-08,A,Jena Hemann,Breese (Central),7-May
,2007-08,AA,Monika Jakutyte,Naperville (Neuqua Valley),6-May
,2008-09,1A,Jena Hemann,Breese (Central),8-May
,2008-09,2A,Sarah Maxson,Springfield (H.S.),7-May
,2008-09,3A,Ellen Chapman,Glenview (Glenbrook South),8-May
,2009-10,1A,Jena Hemann,Breese (Central),7-May
,2009-10,2A,Sarah Maxson,Springfield (H.S.),5-91⁄2
,2009-10,3A,Amy Harvoth,Bradley (B.-Bourbonnais),8-May
,2010-11,1A,Jena Hemann,Breese (Central),7-May
,2010-11,2A,Sarah Maxson,Springfield (H.S.),7-May
,2010-11,3A,Carly Loeffel,Cary (C.-Grove),8-May
,2011-12,1A,Kandie Bloch,Argenta (A.-Oreana),10-May
,2011-12,2A,Haleigh Knapp,Morris,7-May
,2011-12,3A,Emma Haugen,LaGrange (Lyons),7-May
,2012-13,1A,Peyton Wade,Aurora (A. Christian),5-07.00
,2012-13,2A,Haleigh Knapp,Morris,5-08.00
,2012-13,3A,Omo Tseumah,Huntley,5-08.00
,2013-14,1A,Karissa Roman,Kewanee (Wethersfield),5-08.00
,2013-14,2A,Haleigh Knapp,Morris,5-08.00
,2013-14,3A,Emma Haugen,LaGrange (Lyons),5-07.00
,2014-15,1A,Karissa Roman,Kewanee (Wethersfield),5-06.00
,2014-15,2A,Jamari Drake,Springfield (Southeast),5-07.00
,2014-15,3A,Emma Haugen,LaGrange (Lyons),5-09.00
,2015-16,1A,DaeLin Switzer,Decatur (St. Teresa),5-06.00
,2015-16,2A,Gillian Urycki,Metamora,5-08.00
,2015-16,3A,Jaida Green,Downers Grove (North),5-07.00
,2016-17,1A,DaeLin Switzer,Decatur (St. Teresa),5-06.00
,2016-17,2A,Diamonasia Taylor,Urbana (H.S.),5-08.00
,2016-17,3A,Jelena Rowe,Chicago Heights (Bloom Twp.),6-00.00
,2017-18,1A,DaeLin Switzer,Decatur (St. Teresa),5-08.00
,2017-18,2A,Diamonasia Taylor,Urbana (H.S.),5-07.00
