,,15’4”
,3A,"Mike Bush, Tampa Catholic, 13’6”"
,2A,"Henry Willis, Fort Meade, 12’6”"
,A,"Richard Brown, Liberty County (Bristol),"
,,11’0”
1977,4A,"Donald Bailey, Oak Ridge (Orlando), 15’6”"
,3A,"Gordon Cousins, Tampa Catholic, 14’6”"
,2A,"Henry Willis, Fort Meade, 13’6”"
,A,"Jeffrie Brubaker, St. Joseph (St. Augustine),"
,,12’0”
1978,4A,"Steve Austin, Satellite (Satellite Beach),"
,,14’6”
,3A,"Mark Ranstadler, Venice, 13’6”"
,2A,"Terry Wright, Frostproof, 12’6”"
,A,"Jeremiah Manning, Florida School for the"
,,"Deaf (St. Augustine), 13’9”"
1979,4A,"Lee Baker, Lyman (Longwood), 14’6”"
,3A,"Mike Jasczsak, Astronaut (Titusville), 13’0”"
,2A,"George Clemons, Crescent City, 13’0”"
,A,"William Gay, Freeport, 12’0”"
1980,4A,"Todd Postlmayr, Edgewater (Orlando), 15’7"
,,1/2”
,3A,"Dan North, Cypress Lake (Fort Myers), 13’6”"
,2A,"George Clemons, Crescent City, 14’1 1/4”"
,A,"Adam Asquith, St. John Lutheran (Ocala),"
,,14’0 1/4”
1981,4A,"Kenneth Bookhart, Satellite (Satellite"
,,"Beach), 15’0”"
,3A,"Frederick McKinnon, Palatka, 14’6”"
,2A,"Dwayne Duke, Pace, 13’6”"
,A,"Andrew Asquith, St. John Lutheran (Ocala),"
,,12’6”
1982,4A,"Mike Woodruff, Winter Park, 15’0”"
,3A,"Paul Maurer, Okeechobee, 13’10 3/4”"
,2A,"William Figlesthaler, Cardinal Mooney"
,,"(Sarasota), 13’0”"
,A,"Andrew Asquith, St. John Lutheran (Ocala),"
,,12’8 1/2”
1983,4A,"Mike Arant, Orange Park, 15’4 1/4”"
,3A,"Karl Kihlander, Melbourne, 14’6”"
,2A,"Keith Kreger, Cardinal Mooney (Sarasota),"
,,13’0”
,A,"Daryl Jones, St. John Lutheran (Ocala), 11’6”"
1984,4A,"Gerald Flowers, Hialeah Miami Lakes, 15’0”"
,3A,"Steve Ott, Lake Weir (Ocala), 15’1”"
,2A,"Keith Kreger, Cardinal Mooney (Sarasota),"
,,13’6”
,A,"Daniel Webb, St. John Lutheran (Ocala),"
,,12’0”
1985,4A,"Lawrence Carr, Wolfson (Jacksonville), 15’0”"
,3A,"David Hall, Lake Weir (Ocala), 14’6”"
,2A,"Keith Sibo, Ridgewood (New Port Richey),"
,,12’6”
,A,"Michael Holloway, Lake Highland Prep"
,,"(Orlando), 13’6”"
1986,4A,"Michael Holloway, Edgewater (Orlando),"
,,14’6”
,3A,"Robert Haeck, Leesburg, 14’0”"
,2A,"John Pierce, Naples, 13’0”"
,A,"John Meadows, Lake Highland Prep"
,,"(Orlando), 13’0”"
1987,4A,"Mike Holloway, Edgewater (Orlando), 15’6”"
,3A,"Robert Haeck, Leesburg, 15’5”"
,2A,"Michael Austin, Eustis, 13’6”"
,A,"John Meadows, Lake Highland Prep"
,,"(Orlando), 14’0”"
1988,4A,"Joe Bierlein, Clearwater, 14’0”"
,3A,"Sean Davis, Barron Collier (Naples), 14’0”"
,2A,"William Breedlove, Lecanto, 13’6”"
,A,"John Meadows, Lake Highland Prep"
,,"(Orlando), 15’6”"
1971,2A,"Dan Mattox, Edgewater (Orlando), 14’6”"
,A,"Steven DeSherlia, Rickards (Tallahassee),"
,,14’0”
,B,"Donald Berg, Ransom (Miami), 13’6”"
,C,"Clinton Jacobs, Mount Dora Bible, 11’9”"
1972,4A,"Bruce Ward, Evans (Orlando), 14’8 3/4”"
,3A,"Philip Ledford, Apopka, 14’8 3/4”"
,2A,"Merl Akins, South Sumter (Bushnell), 12’6”"
,A,"Tom Wardenga, Westminster Christian"
,,"(Miami), 12’0”"
1973,4A,"Phares Rolle, Winter Park, 15’3 1/4”"
,3A,"Jesse Joiner, Haines City, 13’6”"
,2A,"Dennis Campbell, Fort Meade, 12’6”"
,2A,"Patrick Johnson, Santa Fe (Alachua), 13’0”"
,A,"Wesley Willoughby, Dade Christian (Miami),"
,,14’0”
2002,4A,"Jon Miller, Bloomingdale (Valrico), 15'3"""
,3A,"Shawn Turk, Rutherford (Springfield), 14'0"""
,2A,"Robert Burris, Lemon Bay (Englewood),"
,,"13'6"""
,A,"Danny Pelligrino, Maclay (Tallahassee), 15'9"
,,"1/4"""
2003,4A,"Christopher Sienko, Winter Springs, 13'6"""
,3A,"Kurt Lee, Central (Brooksville), 15'0"""
,2A,"Casey McGinn, Lake Highland Prep"
,,"(Orlando), 14'6"""
,A,"Stephen Gaddis, Port St. Joe, 14'0"""
2004,4A,"Ben Dickens, Douglas (Parkland), 15'9.5"""
,3A,"Justin Semeyn, Plant (Tampa), 15'0"""
,2A,"Casey McGinn, Lake Highland Prep"
,,"(Orlando), 15'0"""
,1A,"Erik Anderson, Northside Christian (St."
,,"Petersburg), 13'0"""
2005,4A,"Justin Shepherd, Vero Beach, 14'0"""
,3A,"Grant Scelzi, Largo, 15'0"""
,2A,"Brett Miller, Crystal River, 14'6"""
,1A,"Stirling VanWinkle, Maclay (Tallahassee),"
,,"14'6"""
2006,4A,"Christopher Bridgeman, Lyman"
,,"(Longwood), 14'0"""
,3A,"Eric Foran, St. Thomas Aquinas (Fort"
,,"Lauderdale), 15'0"""
,2A,"Lavon Downs, Godby (Tallahassee), 14'6"""
,1A,"Maximilian Lang, Maclay (Tallahassee),"
,,"13'6"""
2007,4A,"Joseph Davis, Riverview (Sarasota), 15'10"""
,3A,"Riley Egan, St. Thomas Aquinas (Fort"
,,"Lauderdale), 15'0"""
,2A,"Hunter Pontalivo, Key West, 15'6"""
,1A,"Noah Thompson, Coral Springs Christian,"
,,"14'0"""
2008,4A,"Andrew LaHaye, Lake Brantley (Altamonte"
,,"Springs), 16'1"""
,3A,"Riley Egan, St. Thomas Aquinas (Fort"
,,"Lauderdale), 16-7"
,2A,"Andrew Deleo, Archbishop McCarthy (Fort"
,,"Lauderdale), 14'0"""
,1A,"Noah Thompson, Coral Springs Christian,"
,,"14'0"""
2009,4A,"John Kennedy, Boone (Orlando), 15'0"""
,3A,"Mike Vani, Merritt Island, 16'8"""
,2A,"Anthony Amodio, Archbishop McCarthy"
,,"(Southwest Ranches), 14'0"""
,1A,"Parker Harris, Port St. Joe, 14'0"""
2010,4A,"David Shepherd, St. Thomas Aquinas (Fort"
,,"Lauderdale), 15'6"""
,3A,"Alex Kazanski, Wiregrass Ranch (Wesley"
,,"Chapel), 14'0"""
,2A,"Anthony Amodio, Archbishop McCarthy"
,,"(Southwest Ranches), 15'6"""
,1A,"Gem Runyan, Admiral Farragut (St."
,,"Petersburg), 14'6"""
2011,4A,"Brian Baird, Plant (Tampa), 15'0"""
,3A,"Andrew Bales, Mitchell (New Port Richey),"
,,"14'9"""
,2A,"Garrett Scantling, Episcopal (Jacksonville),"
,,"15'0"""
,1A,"Conner Canatsey, Circle Christian (Orlando),"
,,"14'6"""
2012,4A,"Nicolas Shepherd, St. Thomas Aquinas (Fort"
,,"Lauderdale), 14'0"""
,3A,"Josh McDaniel, Lakeland, 15'6"""
,2A,"Shelton McLean, Merritt Island, 14'0"""
,1A,"Brian Ullrich, St. John Neumann (Naples),"
,,"14'0"""
2013,4A,"Clayton Washburn, Olympia (Orlando) and"
,,"Cayman Ellis, St. Petersburg, 14'6"""
,3A,"David Akins, Celebration, 14'6"""
,2A,"Nick Catchur, Jesuit (Tampa), 14'6"""
,1A,"Kyle Weaver, Maclay (Tallahassee), 15'0"""
2014,4A,"Sean Clarke, Lyman (Longwood), 14'3"""
,3A,"Devon Jerothe, River Ridge (New Port"
,,"Richey), 14'0"""
,2A,"Harry Glasser, Bolles (Jacksonville), 16'0"""
,1A,"Drew McMichael, Evangelical Christian"
,,"(Fort Myers), 14'6''"
2015,4A,"Sean Clarke, Lyman, 15'0''"
,3A,"Cole Colozzo, South Fork, 15'0''"
,2A,"David Bell, Bishop Kenny (Jacksonville),"
,,16'1''
,1A,"Drew McMichael, Evangelical Christian,"
,,16'2''
2016,4A,"Sean Clarke, Lyman, 15'9''"
,3A,"Cole Colozzo, South Fork, 15'0''"
,2A,"Noah Mumme, Satellite (Satellite Beach),"
,,"14'6"""
,1A,"Kane Aldrich, Community School (Naples),"
,,"14'6"""
2017,4A,"Gregory Skage, Winter Park, 4.70m"
,3A,"Carter Palasti, Gaither, 4.68m"
,2A,"Noah Mumme, Satellite, 4.68m"
,1A,"Kane Aldrich, Community School (Naples),"
,,4.40m
2018,4A,"Austin Thompson, Timber Creek (Orlando),"
,,4.65m
,3A,"Stone Baker, River Ridge (New Port Richey),"
,,5.09
,2A,"Noah Mumme, Satellite, 4.80m"
,1A,"Kane Aldrich, Community School (Naples),"
,,4.50m
2019,4A,"Noah St. Pierre, Lake Mary, 14'9"""
,3A,"Kobe Babin, Niceville, 15'9"""
,2A,"James Nutt, Cardinal Gibbons (Fort"
,,"Lauderdale), 14'9"""
,1A,"Blake Rimmer, Pensacola Christian, 14'9"""
