"State","Year","Event","Gender","Class","Mark","text","Rank"
"Georgia",2017,"1600m","Boys","5A","4:19.60","  1   165 Sam Ellis              Decatur                4:19.60   10            ","1"
"Georgia",2017,"1600m","Boys","6A","4:17.79","  1   950 Braeden Collins        Alexander              4:17.79   10         ","1"
"Georgia",2017,"100m","Boys","5A","10.83","  1   396 Terryon Conwell        Southwest Dekalb         10.83  -1.2  10       ","1"
"Georgia",2017,"100m","Boys","6A","10.86","  1   655 Omar Diaz              Chattahoochee            10.86  -1.6  10    ","1"
"Georgia",2017,"800m","Boys","5A","1:51.85","  1   165 Sam Ellis              Decatur                1:51.85   10            ","1"
"Georgia",2017,"800m","Boys","6A","1:54.64","  1   715 Kameron Schofield      Sequoyah               1:54.64   10         ","1"
"Georgia",2017,"Pole Vault","Boys","4A","13-00.00","  1   302 Kyle Tidwell           Pickens               13-00.00   10         ","1"
"Georgia",2017,"High Jump","Boys","1A-Private","6-04.00","  1    30 McKinley Thompson      Stratford Academy      6-04.00   10            ","1"
"Georgia",2017,"Pole Vault","Boys","1A-Private","13-00.00","  1    64 Alex Thomas            Holy Innocents        13-00.00   10            ","1"
"Georgia",2017,"High Jump","Boys","4A","6-06.00","  1   269 Caleb Slaughter        Sandy Creek            6-06.00   10         ","1"
"Georgia",2017,"High Jump","Boys","7A","6-06.00","  1  1032 Matthew Haller         North Gwinnett         6-06.00   10            ","1"
"Georgia",2017,"Pole Vault","Boys","7A","15-06.00","  1   812 Jack Haller            West Forsyth          15-06.00   10            ","1"
"Georgia",2017,"1600m","Boys","1A-Private","4:22.94","  1   189 Ben Davies             Holy Innocents         4:22.94   10            ","1"
"Georgia",2017,"1600m","Boys","4A","4:20.39","  1   407 Leif Andersen          Marist                 4:20.39   10         ","1"
"Georgia",2017,"1600m","Boys","7A","4:15.61","  1   932 Kyle Harkabus          East Coweta            4:15.61   10            ","1"
"Georgia",2017,"100m","Boys","1A-Private","10.66","  1   132 Jeffrey Uzzell         Elca                     10.66   1.3  10       ","1"
"Georgia",2017,"100m","Boys","4A","10","  1   676 Jatavious Harris       Baldwin                  10.65   0.7  10    10.641","1"
"Georgia",2017,"100m","Boys","7A","10.39","  1  1151 Terell Smith           South Gwinnett           10.39   2.1  10          ","1"
"Georgia",2017,"800m","Boys","1A-Private","1:57.22","  1   189 Ben Davies             Holy Innocents         1:57.22   10            ","1"
"Georgia",2017,"800m","Boys","4A","1:54.68","  1   370 Brian Faust            Marist                 1:54.68   10         ","1"
"Georgia",2017,"800m","Boys","7A","1:53.60","  1   929 Ryne Bevan             North Paulding         1:53.60   10            ","1"
"Georgia",2018,"Pole Vault","Boys","4A","13-06.00","  1 Thomas Martin                Jefferson             13-06.00   10   ","1"
"Georgia",2018,"High Jump","Boys","1A-Private","6-06.00","  1 McKinley Thompson            Stratford Academy      6-06.00   10   ","1"
"Georgia",2018,"Pole Vault","Boys","1A-Private","15-00.00","  1 Alex Thomas                  Holy Innocents        15-00.00   10   ","1"
"Georgia",2018,"High Jump","Boys","4A","6-06.00","  1 Sultan Simms                 Woodward Academy       6-06.00   10   ","1"
"Georgia",2018,"High Jump","Boys","7A","6-06.00","  1 Rashan Alkins                North Cobb             6-06.00   10   ","1"
"Georgia",2018,"Pole Vault","Boys","7A","16-00.00","  1 Jack Haller                  West Forsyth          16-00.00   10   ","1"
"Georgia",2018,"1600m","Boys","1A-Private","4:20.46","  1 Griffin McCauley             Paideia                4:20.46   10   ","1"
"Georgia",2018,"1600m","Boys","4A","4:19.54","  1 Leif Andersen                Marist                 4:19.54   10   ","1"
"Georgia",2018,"1600m","Boys","7A","4:13.35","  1 Kyle Harkabus                East Coweta            4:13.35   10   ","1"
"Georgia",2018,"100m","Boys","1A-Private","10.52","  1 Kai Williams                 Mt. Pisgah Chr         10.48      10.52   1.8  10   ","1"
"Georgia",2018,"100m","Boys","4A","10.66","  1 Tyre Shelton                 Chapel Hill            10.90      10.66   1.9  10   ","1"
"Georgia",2018,"100m","Boys","7A","10.40","  1 Javaughn Moore               Wheeler                10.67      10.40   1.7  10          ","1"
"Georgia",2018,"800m","Boys","1A-Private","1:56.90","  1 James Seymour                Riverside Military   1:57.70    1:56.90   10   ","1"
"Georgia",2018,"800m","Boys","4A","1:53.74","  1 Jonathan Myrthil             Northside, Columbus  1:54.77    1:53.74   10   ","1"
"Georgia",2018,"800m","Boys","7A","1:52.44","  1 Kyle Harkabus                East Coweta          1:56.03    1:52.44   10   ","1"
"Georgia",2018,"High Jump","Boys","5A","6-10.00","  1 Pache' Caldwell              Riverwood              6-10.00   10            ","1"
"Georgia",2018,"Pole Vault","Boys","6A","14-00.00","  1 Matt Asplund                 Greenbrier            14-00.00   10         ","1"
"Georgia",2018,"High Jump","Boys","6A","6-08.00","  1 Devron Harper                Heritage, Conyers      6-08.00   10         ","1"
"Georgia",2018,"Pole Vault","Boys","5A","14-00.00","  1 Stephen Smith                Cass HS               14-00.00   10            ","1"
"Georgia",2018,"1600m","Boys","5A","4:19.56","  1 Harrison Fultz               Starr's Mill           4:19.56   10            ","1"
"Georgia",2018,"1600m","Boys","6A","4:19.32","  1 Robert Chappell              Alpharetta             4:19.32   10         ","1"
"Georgia",2018,"100m","Boys","5A","10.57","  1 Ebony Jackson                Kell HS                  10.57   0.7  10       ","1"
"Georgia",2018,"100m","Boys","6A","10.60","  1 Jacob Smith                  Allatoona                10.60  -0.4  10    ","1"
"Georgia",2018,"800m","Boys","5A","1:54.59","  1 Harrison Fultz               Starr's Mill           1:54.59   10            ","1"
"Georgia",2018,"800m","Boys","6A","1:53.27","  1 Kameron Schofield            Sequoyah               1:53.27   10         ","1"
"Georgia",2018,"Pole Vault","Boys","2A","13-06.00","  1 Porter Arnold                Bleckley County       13-06.00   10            ","1"
"Georgia",2018,"High Jump","Boys","3A","6-06.00","  1 Paris Howland                Westminster            6-06.00   10            ","1"
"Georgia",2018,"High Jump","Boys","1A","6-06.00","  1 Greg Jordan                  ECI                    6-06.00   10         ","1"
"Georgia",2018,"Pole Vault","Boys","3A","13-06.00","  1 Tyler Foreman                Pierce County         13-06.00   10            ","1"
"Georgia",2018,"Pole Vault","Boys","1A","13-00.00","  1 Braden Jarvis                Gordon Lee            13-00.00   10         ","1"
"Georgia",2018,"High Jump","Boys","2A","6-08.00","  1 Torenio Davis                Bleckley County        6-08.00   10            ","1"
"Georgia",2018,"1600m","Boys","1A","4:49.63","  1 Jasper Wilson                Gordon Lee             4:49.63   10         ","1"
"Georgia",2018,"1600m","Boys","2A","4:31.00","  1 Guy Gober                    Rabun County           4:31.00   10            ","1"
"Georgia",2018,"1600m","Boys","3A","4:26.91","  1 Devan Crow                   North Hall             4:26.91   10            ","1"
"Georgia",2018,"100m","Boys","1A","10.69","  1 Gerard Hearst                Lincoln County           10.69  +0.0  10    ","1"
"Georgia",2018,"100m","Boys","2A","10.73","  1 Chance Whitman               Screven County           10.73  +0.0  10       ","1"
"Georgia",2018,"100m","Boys","3A","10.61","  1 Israel Spivey                Cedar Grove              10.61  +0.0  10          ","1"
"Georgia",2018,"800m","Boys","1A","2:02.77","  1 Darius Battle                Hancock Central        2:02.77   10         ","1"
"Georgia",2018,"800m","Boys","2A","1:57.78","  1 Johnathan Taylor             Laney                  1:57.78   10            ","1"
"Georgia",2018,"800m","Boys","3A","1:56.71","  1 Devan Crow                   North Hall             1:56.71   10            ","1"
"Georgia",2019,"100m","Boys","1A","10.89",NA,NA
"Georgia",2019,"800m","Boys","1A","2:03.14",NA,NA
"Georgia",2019,"1600m","Boys","1A","4:47.11",NA,NA
"Georgia",2019,"High Jump","Boys","1A","6-02.00",NA,NA
"Georgia",2019,"Pole Vault","Boys","1A","13-06.00",NA,NA
"Georgia",2019,"100m","Boys","3A","10.68",NA,NA
"Georgia",2019,"800m","Boys","3A","1:56.12",NA,NA
"Georgia",2019,"1600m","Boys","3A","4:19.72",NA,NA
"Georgia",2019,"High Jump","Boys","3A","6-06.00",NA,NA
"Georgia",2019,"Pole Vault","Boys","3A","14-06.00",NA,NA
"Georgia",2019,"100m","Boys","4A","10.66",NA,NA
"Georgia",2019,"800m","Boys","4A","1:52.98",NA,NA
"Georgia",2019,"1600m","Boys","4A","4:18.21",NA,NA
"Georgia",2019,"High Jump","Boys","4A","6-06.00",NA,NA
"Georgia",2019,"Pole Vault","Boys","4A","13-00.00",NA,NA
"Georgia",2019,"100m","Boys","1A","10.92",NA,NA
"Georgia",2019,"800m","Boys","1A","1:54.93",NA,NA
"Georgia",2019,"1600m","Boys","1A","4:17.25",NA,NA
"Georgia",2019,"High Jump","Boys","1A","6-06.00",NA,NA
"Georgia",2019,"Pole Vault","Boys","1A","13-00.00",NA,NA
"Georgia",2019,"100m","Boys","2A","10.72",NA,NA
"Georgia",2019,"800m","Boys","2A","2:01.11",NA,NA
"Georgia",2019,"1600m","Boys","2A","4:29.15",NA,NA
"Georgia",2019,"High Jump","Boys","2A","6-08.00",NA,NA
"Georgia",2019,"Pole Vault","Boys","2A","12-06.00",NA,NA
"Georgia",2019,"100m","Boys","7A","10.64",NA,NA
"Georgia",2019,"800m","Boys","7A","1:56.41",NA,NA
"Georgia",2019,"1600m","Boys","7A","4:16.44",NA,NA
"Georgia",2019,"High Jump","Boys","7A","6-06.00",NA,NA
"Georgia",2019,"Pole Vault","Boys","7A","16-06.50",NA,NA
"Georgia",2019,"100m","Boys","5A","10.70",NA,NA
"Georgia",2019,"800m","Boys","5A","1:52.96",NA,NA
"Georgia",2019,"1600m","Boys","5A","4:17.90",NA,NA
"Georgia",2019,"High Jump","Boys","5A","6-10.00",NA,NA
"Georgia",2019,"Pole Vault","Boys","5A","15-06.00",NA,NA
"Georgia",2019,"100m","Boys","6A","10.63",NA,NA
"Georgia",2019,"800m","Boys","6A","1:55.06",NA,NA
"Georgia",2019,"1600m","Boys","6A","4:16.49",NA,NA
"Georgia",2019,"High Jump","Boys","6A","6-06.00",NA,NA
"Georgia",2019,"Pole Vault","Boys","6A","15-06.00",NA,NA
"Georgia",2019,"800m","Boys","Wheelchair WH Class 1","3:18.71",NA,NA
