"State","Year","Event","Gender","Class","Mark","text","Rank"
"Georgia",2019,"1600m","Girls","7A","04:53.4",NA,NA
"Georgia",2019,"1600m","Girls","6A","05:06.4",NA,NA
"Georgia",2019,"1600m","Girls","5A","05:02.3",NA,NA
"Georgia",2019,"1600m","Girls","4A","05:02.9",NA,NA
"Georgia",2019,"1600m","Girls","3A","05:06.3",NA,NA
"Georgia",2019,"1600m","Girls","2A","05:26.7",NA,NA
"Georgia",2019,"1600m","Girls","1A","05:16.1",NA,NA
"Georgia",2019,"1600m","Girls","1A-P","04:57.9",NA,NA
"Georgia",2019,"100m","Girls","7A","11.65",NA,NA
"Georgia",2019,"100m","Girls","6A","12.02",NA,NA
"Georgia",2019,"100m","Girls","5A","11.88",NA,NA
"Georgia",2019,"100m","Girls","4A","11.99",NA,NA
"Georgia",2019,"100m","Girls","3A","12.05",NA,NA
"Georgia",2019,"100m","Girls","2A","12.15",NA,NA
"Georgia",2019,"100m","Girls","1A","12.32",NA,NA
"Georgia",2019,"100m","Girls","1A-P","12.11",NA,NA
"Georgia",2019,"800m","Girls","7A","02:09.9",NA,NA
"Georgia",2019,"800m","Girls","6A","02:13.2",NA,NA
"Georgia",2019,"800m","Girls","5A","02:15.9",NA,NA
"Georgia",2019,"800m","Girls","4A","02:14.9",NA,NA
"Georgia",2019,"800m","Girls","3A","02:19.8",NA,NA
"Georgia",2019,"800m","Girls","2A","02:23.0",NA,NA
"Georgia",2019,"800m","Girls","1A","02:28.2",NA,NA
"Georgia",2019,"800m","Girls","1A-P","02:12.8",NA,NA
"Georgia",2019,"High Jump","Girls","7A","5' 10""",NA,NA
"Georgia",2019,"High Jump","Girls","6A","5' 8""",NA,NA
"Georgia",2019,"High Jump","Girls","5A","5' 4""",NA,NA
"Georgia",2019,"High Jump","Girls","4A","5' 6""",NA,NA
"Georgia",2019,"High Jump","Girls","3A","5' 2""",NA,NA
"Georgia",2019,"High Jump","Girls","2A","5' 4""",NA,NA
"Georgia",2019,"High Jump","Girls","1A","5' 4""",NA,NA
"Georgia",2019,"High Jump","Girls","1A-P","5' 4""",NA,NA
"Georgia",2019,"Pole Vault","Girls","7A","12' 0""",NA,NA
"Georgia",2019,"Pole Vault","Girls","6A","12' 0""",NA,NA
"Georgia",2019,"Pole Vault","Girls","5A","13' 2.25""",NA,NA
"Georgia",2019,"Pole Vault","Girls","4A","12' 6""",NA,NA
"Georgia",2019,"Pole Vault","Girls","3A","11' 4""",NA,NA
"Georgia",2019,"Pole Vault","Girls","2A","11' 0""",NA,NA
"Georgia",2019,"Pole Vault","Girls","1A","10' 9""",NA,NA
"Georgia",2019,"Pole Vault","Girls","1A-P","10' 0""",NA,NA
"Georgia",2018,"1600m","Girls","7A","04:50.1",NA,NA
"Georgia",2018,"1600m","Girls","6A","05:04.6",NA,NA
"Georgia",2018,"1600m","Girls","5A","05:04.0",NA,NA
"Georgia",2018,"1600m","Girls","4A","05:03.7",NA,NA
"Georgia",2018,"1600m","Girls","3A","04:50.3",NA,NA
"Georgia",2018,"1600m","Girls","2A","05:35.8",NA,NA
"Georgia",2018,"1600m","Girls","1A","05:20.6",NA,NA
"Georgia",2018,"1600m","Girls","1A-P","04:56.3",NA,NA
"Georgia",2018,"100m","Girls","7A","11.69",NA,NA
"Georgia",2018,"100m","Girls","6A","11.75",NA,NA
"Georgia",2018,"100m","Girls","5A","11.78",NA,NA
"Georgia",2018,"100m","Girls","4A","11.92",NA,NA
"Georgia",2018,"100m","Girls","3A","11.97",NA,NA
"Georgia",2018,"100m","Girls","2A","12.09",NA,NA
"Georgia",2018,"100m","Girls","1A","12.15",NA,NA
"Georgia",2018,"100m","Girls","1A-P","12.2",NA,NA
"Georgia",2018,"800m","Girls","7A","02:13.4",NA,NA
"Georgia",2018,"800m","Girls","6A","02:12.2",NA,NA
"Georgia",2018,"800m","Girls","5A","02:12.5",NA,NA
"Georgia",2018,"800m","Girls","4A","02:16.8",NA,NA
"Georgia",2018,"800m","Girls","3A","02:11.2",NA,NA
"Georgia",2018,"800m","Girls","2A","02:24.6",NA,NA
"Georgia",2018,"800m","Girls","1A","02:23.1",NA,NA
"Georgia",2018,"800m","Girls","1A-P","02:12.8",NA,NA
"Georgia",2018,"High Jump","Girls","7A","5' 6""",NA,NA
"Georgia",2018,"High Jump","Girls","6A","5' 6""",NA,NA
"Georgia",2018,"High Jump","Girls","5A","5' 4""",NA,NA
"Georgia",2018,"High Jump","Girls","4A","5' 7""",NA,NA
"Georgia",2018,"High Jump","Girls","3A","5' 4""",NA,NA
"Georgia",2018,"High Jump","Girls","2A","5' 6""",NA,NA
"Georgia",2018,"High Jump","Girls","1A","5' 2""",NA,NA
"Georgia",2018,"High Jump","Girls","1A-P","5' 4""",NA,NA
"Georgia",2018,"Pole Vault","Girls","7A","12' 0""",NA,NA
"Georgia",2018,"Pole Vault","Girls","6A","12' 0""",NA,NA
"Georgia",2018,"Pole Vault","Girls","5A","11' 5""",NA,NA
"Georgia",2018,"Pole Vault","Girls","4A","13' 7""",NA,NA
"Georgia",2018,"Pole Vault","Girls","3A","10' 0""",NA,NA
"Georgia",2018,"Pole Vault","Girls","2A","10' 0""",NA,NA
"Georgia",2018,"Pole Vault","Girls","1A","10' 0""",NA,NA
"Georgia",2018,"Pole Vault","Girls","1A-P","10' 0""",NA,NA
"Georgia",2017,"1600m","Girls","7A","05:00.4",NA,NA
"Georgia",2017,"1600m","Girls","6A","05:04.5",NA,NA
"Georgia",2017,"1600m","Girls","5A","05:05.0",NA,NA
"Georgia",2017,"1600m","Girls","4A","05:08.3",NA,NA
"Georgia",2017,"1600m","Girls","3A","05:02.4",NA,NA
"Georgia",2017,"1600m","Girls","2A","05:33.9",NA,NA
"Georgia",2017,"1600m","Girls","1A","05:20.0",NA,NA
"Georgia",2017,"1600m","Girls","1A-P","04:55.0",NA,NA
"Georgia",2017,"100m","Girls","7A","11.87",NA,NA
"Georgia",2017,"100m","Girls","6A","11.71",NA,NA
"Georgia",2017,"100m","Girls","5A","11.72",NA,NA
"Georgia",2017,"100m","Girls","4A","11.66",NA,NA
"Georgia",2017,"100m","Girls","3A","11.77",NA,NA
"Georgia",2017,"100m","Girls","2A","12.41",NA,NA
"Georgia",2017,"100m","Girls","1A","12.07",NA,NA
"Georgia",2017,"100m","Girls","1A-P","11.85",NA,NA
"Georgia",2017,"800m","Girls","7A","02:14.7",NA,NA
"Georgia",2017,"800m","Girls","6A","02:17.7",NA,NA
"Georgia",2017,"800m","Girls","5A","02:15.1",NA,NA
"Georgia",2017,"800m","Girls","4A","02:17.7",NA,NA
"Georgia",2017,"800m","Girls","3A","02:14.5",NA,NA
"Georgia",2017,"800m","Girls","2A","02:21.1",NA,NA
"Georgia",2017,"800m","Girls","1A","02:21.4",NA,NA
"Georgia",2017,"800m","Girls","1A-P","02:13.6",NA,NA
"Georgia",2017,"High Jump","Girls","7A","5' 6""",NA,NA
"Georgia",2017,"High Jump","Girls","6A","5' 8""",NA,NA
"Georgia",2017,"High Jump","Girls","5A","5' 4""",NA,NA
"Georgia",2017,"High Jump","Girls","4A","5' 4""",NA,NA
"Georgia",2017,"High Jump","Girls","3A","5' 2""",NA,NA
"Georgia",2017,"High Jump","Girls","2A","5' 4""",NA,NA
"Georgia",2017,"High Jump","Girls","1A","5' 2""",NA,NA
"Georgia",2017,"High Jump","Girls","1A-P","5' 4""",NA,NA
"Georgia",2017,"Pole Vault","Girls","7A","10' 6""",NA,NA
"Georgia",2017,"Pole Vault","Girls","6A","12' 6""",NA,NA
"Georgia",2017,"Pole Vault","Girls","5A","9' 6""",NA,NA
"Georgia",2017,"Pole Vault","Girls","4A","13' 6""",NA,NA
"Georgia",2017,"Pole Vault","Girls","3A","12' 3""",NA,NA
"Georgia",2017,"Pole Vault","Girls","2A","9' 3""",NA,NA
"Georgia",2017,"Pole Vault","Girls","1A","9' 0""",NA,NA
"Georgia",2017,"Pole Vault","Girls","1A-P","13' 6.5""",NA,NA
"Georgia",2016,"1600m","Girls","6A","04:48.8",NA,NA
"Georgia",2016,"1600m","Girls","5A","05:05.9",NA,NA
"Georgia",2016,"1600m","Girls","4A","05:07.2",NA,NA
"Georgia",2016,"1600m","Girls","3A","04:59.8",NA,NA
"Georgia",2016,"1600m","Girls","2A","05:04.0",NA,NA
"Georgia",2016,"1600m","Girls","1A","05:35.6",NA,NA
"Georgia",2016,"1600m","Girls","1A-P","04:51.3",NA,NA
"Georgia",2016,"100m","Girls","6A","11.74",NA,NA
"Georgia",2016,"100m","Girls","5A","11.49",NA,NA
"Georgia",2016,"100m","Girls","4A","11.76",NA,NA
"Georgia",2016,"100m","Girls","3A","12.16",NA,NA
"Georgia",2016,"100m","Girls","2A","12.05",NA,NA
"Georgia",2016,"100m","Girls","1A","12.22",NA,NA
"Georgia",2016,"100m","Girls","1A-P","11.74",NA,NA
"Georgia",2016,"800m","Girls","6A","02:10.6",NA,NA
"Georgia",2016,"800m","Girls","5A","02:14.5",NA,NA
"Georgia",2016,"800m","Girls","4A","02:16.0",NA,NA
"Georgia",2016,"800m","Girls","3A","02:15.6",NA,NA
"Georgia",2016,"800m","Girls","2A","02:19.7",NA,NA
"Georgia",2016,"800m","Girls","1A","02:28.9",NA,NA
"Georgia",2016,"800m","Girls","1A-P","02:10.8",NA,NA
"Georgia",2016,"High Jump","Girls","6A","5' 6""",NA,NA
"Georgia",2016,"High Jump","Girls","5A","5' 8""",NA,NA
"Georgia",2016,"High Jump","Girls","4A","5' 8""",NA,NA
"Georgia",2016,"High Jump","Girls","3A","5' 4""",NA,NA
"Georgia",2016,"High Jump","Girls","2A","5' 4""",NA,NA
"Georgia",2016,"High Jump","Girls","1A","5' 0""",NA,NA
"Georgia",2016,"High Jump","Girls","1A-P","5' 2""",NA,NA
"Georgia",2016,"Pole Vault","Girls","6A","11' 6""",NA,NA
"Georgia",2016,"Pole Vault","Girls","5A","11' 0""",NA,NA
"Georgia",2016,"Pole Vault","Girls","4A","11' 6""",NA,NA
"Georgia",2016,"Pole Vault","Girls","3A","9' 0""",NA,NA
"Georgia",2016,"Pole Vault","Girls","2A","11' 4""",NA,NA
"Georgia",2016,"Pole Vault","Girls","1A","7' 6""",NA,NA
"Georgia",2016,"Pole Vault","Girls","1A-P","13' 2""",NA,NA
"Georgia",2015,"1600m","Girls","6A","04:50.8",NA,NA
"Georgia",2015,"1600m","Girls","5A","05:11.2",NA,NA
"Georgia",2015,"1600m","Girls","4A","04:56.4",NA,NA
"Georgia",2015,"1600m","Girls","3A","05:12.6",NA,NA
"Georgia",2015,"1600m","Girls","2A","05:00.0",NA,NA
"Georgia",2015,"1600m","Girls","1A","05:48.0",NA,NA
"Georgia",2015,"1600m","Girls","1A-P","04:51.7",NA,NA
"Georgia",2015,"100m","Girls","6A","11.34",NA,NA
"Georgia",2015,"100m","Girls","5A","11.69",NA,NA
"Georgia",2015,"100m","Girls","4A","11.71",NA,NA
"Georgia",2015,"100m","Girls","3A","11.95",NA,NA
"Georgia",2015,"100m","Girls","2A","11.8",NA,NA
"Georgia",2015,"100m","Girls","1A","12.31",NA,NA
"Georgia",2015,"100m","Girls","1A-P","12.34",NA,NA
"Georgia",2015,"800m","Girls","6A","02:12.4",NA,NA
"Georgia",2015,"800m","Girls","5A","02:12.1",NA,NA
"Georgia",2015,"800m","Girls","4A","02:11.2",NA,NA
"Georgia",2015,"800m","Girls","3A","02:21.4",NA,NA
"Georgia",2015,"800m","Girls","2A","02:21.5",NA,NA
"Georgia",2015,"800m","Girls","1A","02:29.8",NA,NA
"Georgia",2015,"800m","Girls","1A-P","02:13.7",NA,NA
"Georgia",2015,"High Jump","Girls","6A","5' 6""",NA,NA
"Georgia",2015,"High Jump","Girls","5A","5' 8""",NA,NA
"Georgia",2015,"High Jump","Girls","4A","5' 8""",NA,NA
"Georgia",2015,"High Jump","Girls","3A","5' 4""",NA,NA
"Georgia",2015,"High Jump","Girls","2A","5' 4""",NA,NA
"Georgia",2015,"High Jump","Girls","1A","5' 2""",NA,NA
"Georgia",2015,"High Jump","Girls","1A-P","5' 2""",NA,NA
"Georgia",2015,"Pole Vault","Girls","6A","11' 6""",NA,NA
"Georgia",2015,"Pole Vault","Girls","5A","11' 0""",NA,NA
"Georgia",2015,"Pole Vault","Girls","4A","11' 7""",NA,NA
"Georgia",2015,"Pole Vault","Girls","3A","10' 6""",NA,NA
"Georgia",2015,"Pole Vault","Girls","2A","11' 0""",NA,NA
"Georgia",2015,"Pole Vault","Girls","1A","8' 6""",NA,NA
"Georgia",2015,"Pole Vault","Girls","1A-P","12' 0""",NA,NA
"Georgia",2014,"1600m","Girls","6A","05:02.7",NA,NA
"Georgia",2014,"1600m","Girls","5A","05:06.2",NA,NA
"Georgia",2014,"1600m","Girls","4A","05:03.0",NA,NA
"Georgia",2014,"1600m","Girls","3A","05:05.9",NA,NA
"Georgia",2014,"1600m","Girls","2A","05:13.6",NA,NA
"Georgia",2014,"1600m","Girls","1A","05:46.7",NA,NA
"Georgia",2014,"1600m","Girls","1A-P","05:00.5",NA,NA
"Georgia",2014,"100m","Girls","6A","11.44",NA,NA
"Georgia",2014,"100m","Girls","5A","11.66",NA,NA
"Georgia",2014,"100m","Girls","4A","11.94",NA,NA
"Georgia",2014,"100m","Girls","3A","12.2",NA,NA
"Georgia",2014,"100m","Girls","2A","12.21",NA,NA
"Georgia",2014,"100m","Girls","1A","12.59",NA,NA
"Georgia",2014,"100m","Girls","1A-P","12.03",NA,NA
"Georgia",2014,"800m","Girls","6A","02:13.4",NA,NA
"Georgia",2014,"800m","Girls","5A","02:19.9",NA,NA
"Georgia",2014,"800m","Girls","4A","02:15.9",NA,NA
"Georgia",2014,"800m","Girls","3A","02:14.2",NA,NA
"Georgia",2014,"800m","Girls","2A","02:19.4",NA,NA
"Georgia",2014,"800m","Girls","1A","02:29.9",NA,NA
"Georgia",2014,"800m","Girls","1A-P","02:20.3",NA,NA
"Georgia",2014,"High Jump","Girls","6A","5' 6""",NA,NA
"Georgia",2014,"High Jump","Girls","5A","5' 4""",NA,NA
"Georgia",2014,"High Jump","Girls","4A","5' 8""",NA,NA
"Georgia",2014,"High Jump","Girls","3A","5' 6""",NA,NA
"Georgia",2014,"High Jump","Girls","2A","5' 2""",NA,NA
"Georgia",2014,"High Jump","Girls","1A","5' 3""",NA,NA
"Georgia",2014,"High Jump","Girls","1A-P","5' 1""",NA,NA
"Georgia",2014,"Pole Vault","Girls","6A","12' 0""",NA,NA
"Georgia",2014,"Pole Vault","Girls","5A","10' 6""",NA,NA
"Georgia",2014,"Pole Vault","Girls","4A","10' 0""",NA,NA
"Georgia",2014,"Pole Vault","Girls","3A","11' 0""",NA,NA
"Georgia",2014,"Pole Vault","Girls","2A","10' 6""",NA,NA
"Georgia",2014,"Pole Vault","Girls","1A","9' 0""",NA,NA
"Georgia",2014,"Pole Vault","Girls","1A-P","12' 7""",NA,NA
"Georgia",2013,"1600m","Girls","6A","04:55.6",NA,NA
"Georgia",2013,"1600m","Girls","5A","05:01.0",NA,NA
"Georgia",2013,"1600m","Girls","4A","05:07.5",NA,NA
"Georgia",2013,"1600m","Girls","3A","05:10.6",NA,NA
"Georgia",2013,"1600m","Girls","2A","05:16.6",NA,NA
"Georgia",2013,"1600m","Girls","1A","05:54.2",NA,NA
"Georgia",2013,"1600m","Girls","1A-P","05:05.7",NA,NA
"Georgia",2013,"100m","Girls","6A","11.77",NA,NA
"Georgia",2013,"100m","Girls","5A","11.66",NA,NA
"Georgia",2013,"100m","Girls","4A","11.65",NA,NA
"Georgia",2013,"100m","Girls","3A","11.95",NA,NA
"Georgia",2013,"100m","Girls","2A","11.99",NA,NA
"Georgia",2013,"100m","Girls","1A","12.34",NA,NA
"Georgia",2013,"100m","Girls","1A-P","12.52",NA,NA
"Georgia",2013,"800m","Girls","6A","02:11.9",NA,NA
"Georgia",2013,"800m","Girls","5A","02:14.8",NA,NA
"Georgia",2013,"800m","Girls","4A","02:15.0",NA,NA
"Georgia",2013,"800m","Girls","3A","02:17.4",NA,NA
"Georgia",2013,"800m","Girls","2A","02:16.6",NA,NA
"Georgia",2013,"800m","Girls","1A","02:33.5",NA,NA
"Georgia",2013,"800m","Girls","1A-P","02:20.1",NA,NA
"Georgia",2013,"High Jump","Girls","6A","5' 6""",NA,NA
"Georgia",2013,"High Jump","Girls","5A","5' 8""",NA,NA
"Georgia",2013,"High Jump","Girls","4A","5' 6""",NA,NA
"Georgia",2013,"High Jump","Girls","3A","5' 4""",NA,NA
"Georgia",2013,"High Jump","Girls","2A","5' 4""",NA,NA
"Georgia",2013,"High Jump","Girls","1A","5' 2""",NA,NA
"Georgia",2013,"High Jump","Girls","1A-P","5' 0""",NA,NA
"Georgia",2013,"Pole Vault","Girls","6A","12' 6""",NA,NA
"Georgia",2013,"Pole Vault","Girls","5A","11' 06""",NA,NA
"Georgia",2013,"Pole Vault","Girls","4A","10' 0""",NA,NA
"Georgia",2013,"Pole Vault","Girls","3A","10' 0""",NA,NA
"Georgia",2013,"Pole Vault","Girls","2A","11' 0""",NA,NA
"Georgia",2013,"Pole Vault","Girls","1A","8' 6""",NA,NA
"Georgia",2013,"Pole Vault","Girls","1A-P","10' 4""",NA,NA
"Georgia",2012,"1600m","Girls","5A","05:01.0",NA,NA
"Georgia",2012,"1600m","Girls","4A","05:03.9",NA,NA
"Georgia",2012,"1600m","Girls","3A","05:12.4",NA,NA
"Georgia",2012,"1600m","Girls","2A","05:05.6",NA,NA
"Georgia",2012,"1600m","Girls","1A","05:02.8",NA,NA
"Georgia",2012,"100m","Girls","5A","11.63",NA,NA
"Georgia",2012,"100m","Girls","4A","11.77",NA,NA
"Georgia",2012,"100m","Girls","3A","11.64",NA,NA
"Georgia",2012,"100m","Girls","2A","12.21",NA,NA
"Georgia",2012,"100m","Girls","1A","12.2",NA,NA
"Georgia",2012,"800m","Girls","5A","02:13.6",NA,NA
"Georgia",2012,"800m","Girls","4A","02:17.2",NA,NA
"Georgia",2012,"800m","Girls","3A","02:13.0",NA,NA
"Georgia",2012,"800m","Girls","2A","02:14.2",NA,NA
"Georgia",2012,"800m","Girls","1A","02:17.2",NA,NA
"Georgia",2012,"High Jump","Girls","5A","5' 4""",NA,NA
"Georgia",2012,"High Jump","Girls","4A","5' 8""",NA,NA
"Georgia",2012,"High Jump","Girls","3A","5' 8""",NA,NA
"Georgia",2012,"High Jump","Girls","2A","5' 2""",NA,NA
"Georgia",2012,"High Jump","Girls","1A","5' 0""",NA,NA
"Georgia",2012,"Pole Vault","Girls","5A","11' 0""",NA,NA
"Georgia",2012,"Pole Vault","Girls","4A","11' 6""",NA,NA
"Georgia",2012,"Pole Vault","Girls","3A","12' 2""",NA,NA
"Georgia",2012,"Pole Vault","Girls","2A","12' 1""",NA,NA
"Georgia",2012,"Pole Vault","Girls","1A","10' 6""",NA,NA
"Georgia",2011,"1600m","Girls","5A","05:05.2",NA,NA
"Georgia",2011,"1600m","Girls","4A","04:57.4",NA,NA
"Georgia",2011,"1600m","Girls","3A","05:10.7",NA,NA
"Georgia",2011,"1600m","Girls","2A","05:17.4",NA,NA
"Georgia",2011,"1600m","Girls","1A","05:05.6",NA,NA
"Georgia",2011,"100m","Girls","5A","12.09",NA,NA
"Georgia",2011,"100m","Girls","4A","11.92",NA,NA
"Georgia",2011,"100m","Girls","3A","11.8",NA,NA
"Georgia",2011,"100m","Girls","2A","12.3",NA,NA
"Georgia",2011,"100m","Girls","1A","12.08",NA,NA
"Georgia",2011,"800m","Girls","5A","02:14.6",NA,NA
"Georgia",2011,"800m","Girls","4A","02:16.8",NA,NA
"Georgia",2011,"800m","Girls","3A","02:16.2",NA,NA
"Georgia",2011,"800m","Girls","2A","02:22.5",NA,NA
"Georgia",2011,"800m","Girls","1A","02:15.3",NA,NA
"Georgia",2011,"High Jump","Girls","5A","5'7 """,NA,NA
"Georgia",2011,"High Jump","Girls","4A","5' 8""",NA,NA
"Georgia",2011,"High Jump","Girls","3A","5' 6""",NA,NA
"Georgia",2011,"High Jump","Girls","2A","5' 4""",NA,NA
"Georgia",2011,"High Jump","Girls","1A","5' 4""",NA,NA
"Georgia",2011,"Pole Vault","Girls","5A","10' 0.000""",NA,NA
"Georgia",2011,"Pole Vault","Girls","4A","12' 0.000""",NA,NA
"Georgia",2011,"Pole Vault","Girls","3A","10' 6.000""",NA,NA
"Georgia",2011,"Pole Vault","Girls","2A","10' 6.000""",NA,NA
"Georgia",2011,"Pole Vault","Girls","1A","10' 6.000""",NA,NA
"Georgia",2010,"1600m","Girls","5A","04:57.0",NA,NA
"Georgia",2010,"1600m","Girls","4A","05:03.3",NA,NA
"Georgia",2010,"1600m","Girls","3A","05:01.6",NA,NA
"Georgia",2010,"1600m","Girls","2A","05:09.1",NA,NA
"Georgia",2010,"1600m","Girls","1A","05:09.1",NA,NA
"Georgia",2010,"100m","Girls","5A","12.13",NA,NA
"Georgia",2010,"100m","Girls","4A","11.62",NA,NA
"Georgia",2010,"100m","Girls","3A","11.79",NA,NA
"Georgia",2010,"100m","Girls","2A","11.95",NA,NA
"Georgia",2010,"100m","Girls","1A","12.22",NA,NA
"Georgia",2010,"800m","Girls","5A","02:11.2",NA,NA
"Georgia",2010,"800m","Girls","4A","02:16.4",NA,NA
"Georgia",2010,"800m","Girls","3A","02:16.0",NA,NA
"Georgia",2010,"800m","Girls","2A","02:16.1",NA,NA
"Georgia",2010,"800m","Girls","1A","02:17.1",NA,NA
"Georgia",2010,"High Jump","Girls","5A","5' 8""",NA,NA
"Georgia",2010,"High Jump","Girls","4A","5' 4""",NA,NA
"Georgia",2010,"High Jump","Girls","3A","5' 6""",NA,NA
"Georgia",2010,"High Jump","Girls","2A","5' 5""",NA,NA
"Georgia",2010,"High Jump","Girls","1A","5' 2""",NA,NA
"Georgia",2010,"Pole Vault","Girls","5A","10' 0.000""",NA,NA
"Georgia",2010,"Pole Vault","Girls","4A","11' 0.500""",NA,NA
"Georgia",2010,"Pole Vault","Girls","3A","11' 3.000""",NA,NA
"Georgia",2010,"Pole Vault","Girls","2A","10' 6.000""",NA,NA
"Georgia",2010,"Pole Vault","Girls","1A","12' 0.000""",NA,NA
"Georgia",2009,"1600m","Girls","5A","04:45.0",NA,NA
"Georgia",2009,"1600m","Girls","4A","05:07.5",NA,NA
"Georgia",2009,"1600m","Girls","3A","05:00.8",NA,NA
"Georgia",2009,"1600m","Girls","2A","05:15.8",NA,NA
"Georgia",2009,"1600m","Girls","1A","5;22.09",NA,NA
"Georgia",2009,"100m","Girls","5A","11.54",NA,NA
"Georgia",2009,"100m","Girls","4A","11.63",NA,NA
"Georgia",2009,"100m","Girls","3A","11.78",NA,NA
"Georgia",2009,"100m","Girls","2A","12.19",NA,NA
"Georgia",2009,"100m","Girls","1A","12.24",NA,NA
"Georgia",2009,"800m","Girls","5A","02:13.1",NA,NA
"Georgia",2009,"800m","Girls","4A","02:18.1",NA,NA
"Georgia",2009,"800m","Girls","3A","02:17.6",NA,NA
"Georgia",2009,"800m","Girls","2A","02:16.7",NA,NA
"Georgia",2009,"800m","Girls","1A","02:18.1",NA,NA
"Georgia",2009,"High Jump","Girls","5A","5' 6""",NA,NA
"Georgia",2009,"High Jump","Girls","4A","5' 4""",NA,NA
"Georgia",2009,"High Jump","Girls","3A","5' 7""",NA,NA
"Georgia",2009,"High Jump","Girls","2A","5' 6""",NA,NA
"Georgia",2009,"High Jump","Girls","1A","5' 4""",NA,NA
"Georgia",2009,"Pole Vault","Girls","5A","10' 0.000""",NA,NA
"Georgia",2009,"Pole Vault","Girls","4A","10' 7.750""",NA,NA
"Georgia",2009,"Pole Vault","Girls","3A","11' 3.000""",NA,NA
"Georgia",2009,"Pole Vault","Girls","2A","10' 0.000""",NA,NA
"Georgia",2009,"Pole Vault","Girls","1A","11' 7.000""",NA,NA
"Georgia",2008,"1600m","Girls","5A","04:48.4",NA,NA
"Georgia",2008,"1600m","Girls","4A","05:12.4",NA,NA
"Georgia",2008,"1600m","Girls","3A","04:56.0",NA,NA
"Georgia",2008,"1600m","Girls","2A","05:15.1",NA,NA
"Georgia",2008,"1600m","Girls","1A","05:12.0",NA,NA
"Georgia",2008,"100m","Girls","5A","11.45",NA,NA
"Georgia",2008,"100m","Girls","4A","11.75",NA,NA
"Georgia",2008,"100m","Girls","3A","11.68",NA,NA
"Georgia",2008,"100m","Girls","2A","12.26",NA,NA
"Georgia",2008,"100m","Girls","1A","12.12",NA,NA
"Georgia",2008,"800m","Girls","5A","02:16.0",NA,NA
"Georgia",2008,"800m","Girls","4A","02:14.2",NA,NA
"Georgia",2008,"800m","Girls","3A","02:17.8",NA,NA
"Georgia",2008,"800m","Girls","2A","02:23.4",NA,NA
"Georgia",2008,"800m","Girls","1A","02:19.8",NA,NA
"Georgia",2008,"High Jump","Girls","5A","5' 6""",NA,NA
"Georgia",2008,"High Jump","Girls","4A","5' 4""",NA,NA
"Georgia",2008,"High Jump","Girls","3A","5' 4""",NA,NA
"Georgia",2008,"High Jump","Girls","2A","5' 2""",NA,NA
"Georgia",2008,"High Jump","Girls","1A","5' 0""",NA,NA
"Georgia",2008,"Pole Vault","Girls","5A","9' 6.000""",NA,NA
"Georgia",2008,"Pole Vault","Girls","4A","10' 0.000""",NA,NA
"Georgia",2008,"Pole Vault","Girls","3A","12' 0.000""",NA,NA
"Georgia",2008,"Pole Vault","Girls","2A","9' 6.000""",NA,NA
"Georgia",2008,"Pole Vault","Girls","1A","10' 6.000""",NA,NA
"Georgia",2007,"1600m","Girls","5A","04:49.7",NA,NA
"Georgia",2007,"1600m","Girls","4A","05:02.1",NA,NA
"Georgia",2007,"1600m","Girls","3A","04:48.5",NA,NA
"Georgia",2007,"1600m","Girls","2A","05:07.8",NA,NA
"Georgia",2007,"1600m","Girls","1A","05:12.0",NA,NA
"Georgia",2007,"100m","Girls","5A","11.75",NA,NA
"Georgia",2007,"100m","Girls","4A","11.75",NA,NA
"Georgia",2007,"100m","Girls","3A","11.63",NA,NA
"Georgia",2007,"100m","Girls","2A","12.31",NA,NA
"Georgia",2007,"100m","Girls","1A","12.15",NA,NA
"Georgia",2007,"800m","Girls","5A","02:11.5",NA,NA
"Georgia",2007,"800m","Girls","4A","02:19.5",NA,NA
"Georgia",2007,"800m","Girls","3A","02:20.1",NA,NA
"Georgia",2007,"800m","Girls","2A","02:19.8",NA,NA
"Georgia",2007,"800m","Girls","1A","02:20.5",NA,NA
"Georgia",2007,"High Jump","Girls","5A","5' 6""",NA,NA
"Georgia",2007,"High Jump","Girls","4A","5' 8""",NA,NA
"Georgia",2007,"High Jump","Girls","3A","5' 8""",NA,NA
"Georgia",2007,"High Jump","Girls","2A","5' 6""",NA,NA
"Georgia",2007,"High Jump","Girls","1A","5' 0""",NA,NA
"Georgia",2007,"Pole Vault","Girls","5A","10' 0.000""",NA,NA
"Georgia",2007,"Pole Vault","Girls","4A","10' 7.000""",NA,NA
"Georgia",2007,"Pole Vault","Girls","3A","10' 6.000""",NA,NA
"Georgia",2007,"Pole Vault","Girls","2A","11' 6.000""",NA,NA
"Georgia",2007,"Pole Vault","Girls","1A","11' 6.000""",NA,NA
"Georgia",2006,"1600m","Girls","5A","04:55.9",NA,NA
"Georgia",2006,"1600m","Girls","4A","05:02.9",NA,NA
"Georgia",2006,"1600m","Girls","3A","05:19.1",NA,NA
"Georgia",2006,"1600m","Girls","2A","05:10.9",NA,NA
"Georgia",2006,"1600m","Girls","1A","05:17.8",NA,NA
"Georgia",2006,"100m","Girls","5A","11.9",NA,NA
"Georgia",2006,"100m","Girls","4A","12.18",NA,NA
"Georgia",2006,"100m","Girls","3A","11.53",NA,NA
"Georgia",2006,"100m","Girls","2A","12.29",NA,NA
"Georgia",2006,"100m","Girls","1A","12.34",NA,NA
