"State","Year","Gender","Schools","Participation","Event","Mark","Students","df","Count","Participation.Thousands","Mark.Standard"
"New York",2010,"Boys",633,21588,"800m",110.27,858087,8,651067,21.588,1.30884294164422
"New York",2010,"Boys",633,21588,"High Jump",1.9812,858087,8,651067,21.588,1.10169333635294
"New York",2010,"Boys",633,21588,"Pole Vault",4.572,858087,8,651067,21.588,1.51926947043075
"New York",2010,"Girls",635,21357,"100m",11.96,858087,8,625735,21.357,-0.790756193286835
"New York",2010,"Girls",635,21357,"1600m",283.854069,858087,8,625735,21.357,-0.262907643114556
"New York",2010,"Girls",635,21357,"800m",127.75,858087,8,625735,21.357,-0.369202656525098
"New York",2010,"Girls",635,21357,"High Jump",1.7018,858087,8,625735,21.357,-0.410955115934469
"New York",2010,"Girls",635,21357,"Pole Vault",3.6576,858087,8,625735,21.357,-0.0555120498860095
"North Carolina",2010,"Boys",360,13338,"100m",10.54,429596,9,357525,13.338,1.18559654990729
"North Carolina",2010,"Boys",360,13338,"1600m",253.11,429596,9,357525,13.338,1.04933045466003
"North Carolina",2010,"Boys",360,13338,"800m",112.07,429596,9,357525,13.338,1.13604648416683
"North Carolina",2010,"Boys",360,13338,"High Jump",1.9304,429596,9,357525,13.338,0.826666345027958
"North Carolina",2010,"Girls",362,9462,"100m",11.92,429596,9,342791,9.462,-0.735084285027844
"North Carolina",2010,"Girls",362,9462,"1600m",295.67,429596,9,342791,9.462,-0.76724279858392
"North Carolina",2010,"Girls",362,9462,"800m",132.79,429596,9,342791,9.462,-0.853032737461787
"North Carolina",2010,"Girls",362,9462,"High Jump",1.6002,429596,9,342791,9.462,-0.961009098584436
"North Carolina",2010,"Girls",362,9462,"Pole Vault",2.8194,429596,9,342791,9.462,-1.49906177684304
"Ohio",2010,"Boys",783,26228,"100m",10.64,538951,10,396939,26.228,1.04641677925982
"Ohio",2010,"Boys",783,26228,"1600m",249.44,538951,10,396939,26.228,1.20597575163854
"Ohio",2010,"Boys",783,26228,"800m",111.15,538951,10,396939,26.228,1.22436467354416
"Ohio",2010,"Boys",783,26228,"High Jump",1.9812,538951,10,396939,26.228,1.10169333635294
"Ohio",2010,"Boys",783,26228,"Pole Vault",4.7498,538951,10,396939,26.228,1.82547698827012
"Ohio",2010,"Girls",786,22619,"100m",11.74,538951,10,380404,22.619,-0.484560697862392
"Ohio",2010,"Girls",786,22619,"1600m",287.37,538951,10,380404,22.619,-0.412976868087566
"Ohio",2010,"Girls",786,22619,"800m",128.91,538951,10,380404,22.619,-0.480560373566082
"Ohio",2010,"Girls",786,22619,"High Jump",1.7018,538951,10,380404,22.619,-0.410955115934469
"Ohio",2010,"Girls",786,22619,"Pole Vault",3.6576,538951,10,380404,22.619,-0.0555120498860095
"Oklahoma",2010,"Boys",364,5000,"100m",10.66,177366,11,141041,5,1.01858082513032
"Oklahoma",2010,"Boys",364,5000,"1600m",262.38,177366,11,141041,5,0.653662361202057
"Oklahoma",2010,"Boys",364,5000,"800m",116.34,177366,11,141041,5,0.726134887817686
"Oklahoma",2010,"Boys",364,5000,"High Jump",1.8796,177366,11,141041,5,0.551639353702974
"Oklahoma",2010,"Boys",364,5000,"Pole Vault",3.9624,177366,11,141041,5,0.46941512355291
"Oklahoma",2010,"Girls",364,4000,"100m",12.23,177366,11,134646,4,-1.16654157403501
"Oklahoma",2010,"Girls",364,4000,"1600m",316.67,177366,11,134646,4,-1.66357828538192
"Oklahoma",2010,"Girls",364,4000,"800m",136.82,177366,11,134646,4,-1.23990480614728
"Oklahoma",2010,"Girls",364,4000,"High Jump",1.5748,177366,11,134646,4,-1.09852259424693
"Oklahoma",2010,"Girls",364,4000,"Pole Vault",2.7432,177366,11,134646,4,-1.63029357020277
"Oregon",2010,"Boys",264,8933,"100m",10.42,178388,12,130206,8.933,1.35261227468426
"Oregon",2010,"Boys",264,8933,"1600m",253.135512,178388,12,130206,8.933,1.0482415350915
"Oregon",2010,"Boys",264,8933,"800m",116.37,178388,12,130206,8.933,0.72325494685973
"Oregon",2010,"Boys",264,8933,"High Jump",1.778,178388,12,130206,8.933,0.0015853710530069
"Oregon",2010,"Boys",264,8933,"Pole Vault",3.9624,178388,12,130206,8.933,0.46941512355291
"Oregon",2010,"Girls",265,6726,"100m",12.06,178388,12,125353,6.726,-0.929935963934308
"Oregon",2010,"Girls",265,6726,"1600m",296.920998,178388,12,125353,6.726,-0.820638698646459
"Oregon",2010,"Girls",265,6726,"800m",130.95,178388,12,125353,6.726,-0.676396358707122
"Oregon",2010,"Girls",265,6726,"High Jump",1.5748,178388,12,125353,6.726,-1.09852259424693
"Oregon",2010,"Girls",265,6726,"Pole Vault",2.7432,178388,12,125353,6.726,-1.63029357020277
"Rhode Island",2010,"Boys",42,1579,"100m",10.59,46934,13,38755,1.579,1.11600666458355
"Rhode Island",2010,"Boys",42,1579,"1600m",249.817779,46934,13,38755,1.579,1.18985114574011
"Rhode Island",2010,"Boys",42,1579,"800m",114.4,46934,13,38755,1.579,0.912371069765539
"Rhode Island",2010,"Boys",42,1579,"High Jump",2.032,46934,13,38755,1.579,1.37672032767793
"Rhode Island",2010,"Boys",42,1579,"Pole Vault",4.6482,46934,13,38755,1.579,1.65050126379048
"Rhode Island",2010,"Girls",40,1556,"100m",12.12,46934,13,38370,1.556,-1.01344382632279
"Rhode Island",2010,"Girls",40,1556,"1600m",300.346101,46934,13,38370,1.556,-0.966831144591139
"Rhode Island",2010,"Girls",40,1556,"800m",137.15,46934,13,38370,1.556,-1.2715841566848
"Rhode Island",2010,"Girls",40,1556,"High Jump",1.6002,46934,13,38370,1.556,-0.961009098584436
"Rhode Island",2010,"Girls",40,1556,"Pole Vault",3.2004,46934,13,38370,1.556,-0.842902810044388
"Tennessee",2010,"Boys",255,6992,"100m",10.62,285881,14,230020,6.992,1.07425273338931
"Tennessee",2010,"Boys",255,6992,"1600m",254.88,285881,14,230020,6.992,0.973782177915629
"Tennessee",2010,"Boys",255,6992,"800m",113.89,285881,14,230020,6.992,0.9613300660508
"Tennessee",2010,"Boys",255,6992,"High Jump",1.9812,285881,14,230020,6.992,1.10169333635294
"Tennessee",2010,"Boys",255,6992,"Pole Vault",4.1148,285881,14,230020,6.992,0.73187871027237
"Tennessee",2010,"Girls",257,5523,"100m",11.46,285881,14,222225,5.523,-0.0948573400494668
"Tennessee",2010,"Girls",257,5523,"1600m",301.79,285881,14,222225,5.523,-1.0284605690222
"Tennessee",2010,"Girls",257,5523,"800m",136.13,285881,14,222225,5.523,-1.17366616411428
"Tennessee",2010,"Girls",257,5523,"High Jump",1.6256,285881,14,222225,5.523,-0.823495602921945
"Tennessee",2010,"Girls",257,5523,"Pole Vault",2.667,285881,14,222225,5.523,-1.7615253635625
"Washington",2010,"Boys",320,13244,"100m",11.19,329960,15,242737,13.244,0.280928040698714
"Washington",2010,"Boys",320,13244,"1600m",249.67,329960,15,242737,13.244,1.19615874392599
"Washington",2010,"Boys",320,13244,"800m",113.69,329960,15,242737,13.244,0.980529672437177
"Washington",2010,"Boys",320,13244,"High Jump",1.778,329960,15,242737,13.244,0.0015853710530069
"Washington",2010,"Boys",320,13244,"Pole Vault",3.3528,329960,15,242737,13.244,-0.580439223324929
"Washington",2010,"Girls",311,9993,"100m",12.5,329960,15,231238,9.993,-1.54232695478319
"Washington",2010,"Girls",311,9993,"1600m",290.02,329960,15,231238,9.993,-0.526085869993027
"Washington",2010,"Girls",311,9993,"800m",131.95,329960,15,231238,9.993,-0.772394390639005
"Washington",2010,"Girls",311,9993,"High Jump",1.5748,329960,15,231238,9.993,-1.09852259424693
"Washington",2010,"Girls",311,9993,"Pole Vault",2.7432,329960,15,231238,9.993,-1.63029357020277
"Wisconsin",2010,"Boys",428,14998,"100m",10.75,279000,16,197252,14.998,0.893319031547597
"Wisconsin",2010,"Boys",428,14998,"1600m",250.62,279000,16,197252,14.998,1.15561023380894
"Wisconsin",2010,"Boys",428,14998,"800m",111.55,279000,16,197252,14.998,1.18596546077141
"Wisconsin",2010,"Boys",428,14998,"High Jump",1.9812,279000,16,197252,14.998,1.10169333635294
"Wisconsin",2010,"Boys",428,14998,"Pole Vault",4.3434,279000,16,197252,14.998,1.12557409035156
"Wisconsin",2010,"Girls",426,11781,"100m",11.5,279000,16,188981,11.781,-0.150529248308455
"Wisconsin",2010,"Girls",426,11781,"1600m",297.77,279000,16,188981,11.781,-0.856876347263719
"Wisconsin",2010,"Girls",426,11781,"800m",134.66,279000,16,188981,11.781,-1.03254905717441
"Wisconsin",2010,"Girls",426,11781,"High Jump",1.5748,279000,16,188981,11.781,-1.09852259424693
"Wisconsin",2010,"Girls",426,11781,"Pole Vault",3.3528,279000,16,188981,11.781,-0.580439223324929
"Wyoming",2010,"Boys",70,1509,"100m",10.78,26330,17,19963,1.509,0.851565100353356
"Wyoming",2010,"Boys",70,1509,"1600m",274.82,26330,17,19963,1.509,0.122690291879812
"Wyoming",2010,"Boys",70,1509,"800m",118.34,26330,17,19963,1.509,0.534138823953921
"Wyoming",2010,"Boys",70,1509,"High Jump",1.778,26330,17,19963,1.509,0.0015853710530069
"Wyoming",2010,"Boys",70,1509,"Pole Vault",3.9624,26330,17,19963,1.509,0.46941512355291
"Wyoming",2010,"Girls",70,1240,"100m",12.26,26330,17,18452,1.24,-1.20829550522925
"Wyoming",2010,"Girls",70,1240,"1600m",331.93,26330,17,18452,1.24,-2.31491540578847
"Wyoming",2010,"Girls",70,1240,"800m",136.35,26330,17,18452,1.24,-1.19478573113929
"Wyoming",2010,"Girls",70,1240,"High Jump",1.4732,26330,17,18452,1.24,-1.6485765768969
"Wyoming",2010,"Girls",70,1240,"Pole Vault",2.8956,26330,17,18452,1.24,-1.36782998348331
"Florida",2009,"Boys",533,15879,"100m",10.32,781725,18,654581,15.879,1.49179204533173
"Florida",2009,"Boys",533,15879,"1600m",257.4,781725,18,654581,15.879,0.86622191949987
"Florida",2009,"Boys",533,15879,"800m",112.93,781725,18,654581,15.879,1.05348817670541
"Florida",2009,"Boys",533,15879,"High Jump",1.9812,781725,18,654581,15.879,1.10169333635294
"Florida",2009,"Boys",533,15879,"Pole Vault",4.2672,781725,18,654581,15.879,0.99434229699183
"Florida",2009,"Girls",527,12839,"100m",11.56,781725,18,634643,12.839,-0.23403711069694
"Florida",2009,"Girls",527,12839,"1600m",295.11,781725,18,634643,12.839,-0.743340518935973
"Florida",2009,"Girls",527,12839,"800m",129.44,781725,18,634643,12.839,-0.53143933048998
"Florida",2009,"Girls",527,12839,"High Jump",1.6256,781725,18,634643,12.839,-0.823495602921945
"Florida",2009,"Girls",527,12839,"Pole Vault",3.2004,781725,18,634643,12.839,-0.842902810044388
"Georgia",2009,"Boys",382,11609,"100m",10.44,470108,19,384636,11.609,1.32477632055477
"Georgia",2009,"Boys",382,11609,"1600m",257.36,470108,19,384636,11.609,0.867929225189007
"Georgia",2009,"Boys",382,11609,"800m",113.2,470108,19,384636,11.609,1.0275687080838
"Georgia",2009,"Boys",382,11609,"High Jump",2.032,470108,19,384636,11.609,1.37672032767793
"Georgia",2009,"Boys",382,11609,"Pole Vault",3.9624,470108,19,384636,11.609,0.46941512355291
"Georgia",2009,"Girls",375,8951,"100m",11.54,470108,19,372832,8.951,-0.206201156567443
"Georgia",2009,"Girls",375,8951,"1600m",285,470108,19,372832,8.951,-0.311819006006077
"Georgia",2009,"Girls",375,8951,"800m",133.1,470108,19,372832,8.951,-0.882792127360671
"Georgia",2009,"Girls",375,8951,"High Jump",1.6256,470108,19,372832,8.951,-0.823495602921945
"Georgia",2009,"Girls",375,8951,"Pole Vault",3.048,470108,19,372832,8.951,-1.10536639676385
"Illinois",2009,"Boys",612,24492,"100m",10.5,640512,20,438919,24.492,1.24126845816628
"Illinois",2009,"Boys",612,24492,"1600m",245.2,640512,20,438919,24.492,1.38695015468728
"Illinois",2009,"Boys",612,24492,"800m",111.1,640512,20,438919,24.492,1.22916457514075
"Illinois",2009,"Boys",612,24492,"High Jump",2.032,640512,20,438919,24.492,1.37672032767793
"Illinois",2009,"Boys",612,24492,"Pole Vault",4.7244,640512,20,438919,24.492,1.78173305715021
"Illinois",2009,"Girls",605,17871,"100m",11.94,640512,20,416771,17.871,-0.762920239157338
"Illinois",2009,"Girls",605,17871,"1600m",289.4,640512,20,416771,17.871,-0.499622631811372
"Illinois",2009,"Girls",605,17871,"800m",132.1,640512,20,416771,17.871,-0.786794095428788
"Illinois",2009,"Girls",605,17871,"High Jump",1.7018,640512,20,416771,17.871,-0.410955115934469
"Illinois",2009,"Girls",605,17871,"Pole Vault",3.302,640512,20,416771,17.871,-0.667927085564749
"Kansas",2009,"Boys",353,9475,"100m",10.81,139086,21,107335,9.475,0.809811169159112
"Kansas",2009,"Boys",353,9475,"1600m",258.39,139086,21,107335,9.475,0.823966103693678
"Kansas",2009,"Boys",353,9475,"800m",114.54,139086,21,107335,9.475,0.898931345295075
"Kansas",2009,"Boys",353,9475,"High Jump",1.9304,139086,21,107335,9.475,0.826666345027958
"Kansas",2009,"Boys",353,9475,"Pole Vault",3.81,139086,21,107335,9.475,0.20695153683345
"Kansas",2009,"Girls",353,6832,"100m",12.15,139086,21,101463,6.832,-1.05519775751703
"Kansas",2009,"Girls",353,6832,"1600m",305.9,139086,21,101463,6.832,-1.20388622858123
"Kansas",2009,"Girls",353,6832,"800m",133.88,139086,21,101463,6.832,-0.95767059226754
"Kansas",2009,"Girls",353,6832,"High Jump",1.5748,139086,21,101463,6.832,-1.09852259424693
"Kansas",2009,"Girls",353,6832,"Pole Vault",2.7432,139086,21,101463,6.832,-1.63029357020277
"Maryland",2009,"Boys",184,6317,"100m",10.93,267388,4,203680,6.317,0.642795444382145
"Maryland",2009,"Boys",184,6317,"1600m",257.9,267388,4,203680,6.317,0.844880598385632
"Maryland",2009,"Boys",184,6317,"800m",115.19,267388,4,203680,6.317,0.836532624539352
"Maryland",2009,"Boys",184,6317,"High Jump",1.9812,267388,4,203680,6.317,1.10169333635294
"Maryland",2009,"Boys",184,6317,"Pole Vault",3.9624,267388,4,203680,6.317,0.46941512355291
"Maryland",2009,"Girls",185,4950,"100m",11.81,267388,4,196573,4.95,-0.581986537315624
"Maryland",2009,"Girls",185,4950,"1600m",300.48,267388,4,196573,4.95,-0.972546307702891
"Maryland",2009,"Girls",185,4950,"800m",137.19,267388,4,196573,4.95,-1.27542407796207
"Maryland",2009,"Girls",185,4950,"High Jump",1.5748,267388,4,196573,4.95,-1.09852259424693
"Maryland",2009,"Girls",185,4950,"Pole Vault",2.7432,267388,4,196573,4.95,-1.63029357020277
"Massachusetts",2009,"Boys",308,12288,"100m",10.85,292372,5,227328,12.288,0.754139260900124
"Massachusetts",2009,"Boys",308,12288,"1600m",253.063668,292372,5,227328,12.288,1.05130802683976
"Massachusetts",2009,"Boys",308,12288,"800m",112.66,292372,5,227328,12.288,1.07940764532702
"Massachusetts",2009,"Boys",308,12288,"High Jump",2.1082,292372,5,227328,12.288,1.7892608146654
"Massachusetts",2009,"Boys",308,12288,"Pole Vault",4.4196,292372,5,227328,12.288,1.25680588371129
"Massachusetts",2009,"Girls",308,11313,"100m",12.19,292372,5,222303,11.313,-1.11086966577602
"Massachusetts",2009,"Girls",308,11313,"1600m",287.47293,292372,5,222303,11.313,-0.417370192452144
"Massachusetts",2009,"Girls",308,11313,"800m",134.13,292372,5,222303,11.313,-0.981670100250511
"Massachusetts",2009,"Girls",308,11313,"High Jump",1.6764,292372,5,222303,11.313,-0.548468611596961
"Massachusetts",2009,"Girls",308,11313,"Pole Vault",3.7084,292372,5,222303,11.313,0.0319758123538108
"Michigan",2009,"Boys",662,23942,"100m",10.83,535452,6,340878,23.942,0.781975215029618
"Michigan",2009,"Boys",662,23942,"1600m",NA,535452,6,340878,23.942,NA
"Michigan",2009,"Boys",662,23942,"800m",112.13,535452,6,340878,23.942,1.13028660225091
"Michigan",2009,"Boys",662,23942,"High Jump",1.8034,535452,6,340878,23.942,0.139098866715498
"Michigan",2009,"Boys",662,23942,"Pole Vault",3.5052,535452,6,340878,23.942,-0.317975636605469
"Michigan",2009,"Girls",658,17463,"100m",12.1,535452,6,326682,17.463,-0.985607872193296
"Michigan",2009,"Girls",658,17463,"1600m",291.2,535452,6,326682,17.463,-0.57645138782263
"Michigan",2009,"Girls",658,17463,"800m",132.5,535452,6,326682,17.463,-0.825193308201542
"Michigan",2009,"Girls",658,17463,"High Jump",1.524,535452,6,326682,17.463,-1.37354958557191
"Michigan",2009,"Girls",658,17463,"Pole Vault",2.5908,535452,6,326682,17.463,-1.89275715692223
"Nebraska",2009,"Boys",307,8795,"100m",10.831,89678,7,70765,8.795,0.780583417323144
"Nebraska",2009,"Boys",307,8795,"1600m",260.762,89678,7,70765,8.795,0.722722876327731
"Nebraska",2009,"Boys",307,8795,"800m",115.361,89678,7,70765,8.795,0.820116961079
"Nebraska",2009,"Boys",307,8795,"High Jump",1.9558,89678,7,70765,8.795,0.96417984069045
"Nebraska",2009,"Boys",307,8795,"Pole Vault",4.0132,89678,7,70765,8.795,0.556902985792731
"Nebraska",2009,"Girls",308,7309,"100m",12.181,89678,7,67297,7.309,-1.09834348641775
"Nebraska",2009,"Girls",308,7309,"1600m",308.909,89678,7,67297,7.309,-1.33231829904672
"Nebraska",2009,"Girls",308,7309,"800m",135.154,89678,7,67297,7.309,-1.07997208494876
"Nebraska",2009,"Girls",308,7309,"High Jump",1.6002,89678,7,67297,7.309,-0.961009098584436
"Nebraska",2009,"Girls",308,7309,"Pole Vault",2.8956,89678,7,67297,7.309,-1.36782998348331
"New York",2009,"Boys",633,21588,"100m",10.71,839837,8,651067,21.588,0.948990939806585
"New York",2009,"Boys",633,21588,"1600m",246.11,839837,8,651067,21.588,1.34810895025937
"New York",2009,"Boys",633,21588,"800m",110.32,839837,8,651067,21.588,1.30404304004762
"New York",2009,"Boys",633,21588,"High Jump",1.9304,839837,8,651067,21.588,0.826666345027958
"New York",2009,"Boys",633,21588,"Pole Vault",4.2672,839837,8,651067,21.588,0.99434229699183
"New York",2009,"Girls",635,21357,"100m",11.85,839837,8,625735,21.357,-0.637658445574612
"New York",2009,"Girls",635,21357,"1600m",285.228405,839837,8,625735,21.357,-0.321567934904273
"New York",2009,"Girls",635,21357,"800m",128.67,839837,8,625735,21.357,-0.457520845902429
"New York",2009,"Girls",635,21357,"High Jump",1.7018,839837,8,625735,21.357,-0.410955115934469
"New York",2009,"Girls",635,21357,"Pole Vault",3.5052,839837,8,625735,21.357,-0.317975636605469
"North Carolina",2009,"Boys",360,13338,"100m",10.65,429719,9,357525,13.338,1.03249880219507
"North Carolina",2009,"Boys",360,13338,"1600m",256.32,429719,9,357525,13.338,0.912319173106624
"North Carolina",2009,"Boys",360,13338,"800m",114.04,429719,9,357525,13.338,0.946930361261017
"North Carolina",2009,"Boys",360,13338,"High Jump",1.9304,429719,9,357525,13.338,0.826666345027958
"North Carolina",2009,"Boys",360,13338,"Pole Vault",3.9624,429719,9,357525,13.338,0.46941512355291
"North Carolina",2009,"Girls",362,9462,"100m",11.92,429719,9,342791,9.462,-0.735084285027844
"North Carolina",2009,"Girls",362,9462,"1600m",296.87,429719,9,342791,9.462,-0.818461969258091
"North Carolina",2009,"Girls",362,9462,"800m",133.87,429719,9,342791,9.462,-0.956710611948222
"North Carolina",2009,"Girls",362,9462,"High Jump",1.6002,429719,9,342791,9.462,-0.961009098584436
"North Carolina",2009,"Girls",362,9462,"Pole Vault",2.7432,429719,9,342791,9.462,-1.63029357020277
"Ohio",2009,"Boys",784,25140,"100m",10.9,577669,10,396939,25.14,0.684549375576386
"Ohio",2009,"Boys",784,25140,"1600m",250.57,577669,10,396939,25.14,1.15774436592036
"Ohio",2009,"Boys",784,25140,"800m",111.36,577669,10,396939,25.14,1.20420508683846
"Ohio",2009,"Boys",784,25140,"High Jump",2.0066,577669,10,396939,25.14,1.23920683201543
"Ohio",2009,"Boys",784,25140,"Pole Vault",4.572,577669,10,396939,25.14,1.51926947043075
"Ohio",2009,"Girls",789,21866,"100m",12.04,577669,10,380404,21.866,-0.902100009804811
"Ohio",2009,"Girls",789,21866,"1600m",289.18,577669,10,380404,21.866,-0.490232450521108
"Ohio",2009,"Girls",789,21866,"800m",129.77,577669,10,380404,21.866,-0.563118681027502
"Ohio",2009,"Girls",789,21866,"High Jump",1.6256,577669,10,380404,21.866,-0.823495602921945
"Ohio",2009,"Girls",789,21866,"Pole Vault",3.556,577669,10,380404,21.866,-0.230487774365649
"Oklahoma",2009,"Boys",406,4550,"100m",10.48,176679,11,141041,4.55,1.26910441229577
"Oklahoma",2009,"Boys",406,4550,"1600m",264.31,176679,11,141041,4.55,0.571284861701097
"Oklahoma",2009,"Boys",406,4550,"800m",116.36,176679,11,141041,4.55,0.724214927179049
"Oklahoma",2009,"Boys",406,4550,"High Jump",1.9304,176679,11,141041,4.55,0.826666345027958
"Oklahoma",2009,"Boys",406,4550,"Pole Vault",4.1148,176679,11,141041,4.55,0.73187871027237
"Oklahoma",2009,"Girls",400,3975,"100m",11.48,176679,11,134646,3.975,-0.122693294178961
"Oklahoma",2009,"Girls",400,3975,"1600m",315.1,176679,11,134646,3.975,-1.59656653708321
"Oklahoma",2009,"Girls",400,3975,"800m",136.07,176679,11,134646,3.975,-1.16790628219836
"Oklahoma",2009,"Girls",400,3975,"High Jump",1.524,176679,11,134646,3.975,-1.37354958557191
"Oklahoma",2009,"Girls",400,3975,"Pole Vault",2.8956,176679,11,134646,3.975,-1.36782998348331
"Oregon",2009,"Boys",270,8701,"100m",10.75,179972,12,130206,8.701,0.893319031547597
"Oregon",2009,"Boys",270,8701,"1600m",247.552272,179972,12,130206,8.701,1.28654897048722
"Oregon",2009,"Boys",270,8701,"800m",116.27,179972,12,130206,8.701,0.732854750052919
"Oregon",2009,"Boys",270,8701,"High Jump",1.905,179972,12,130206,8.701,0.689152849365466
"Oregon",2009,"Boys",270,8701,"Pole Vault",3.7338,179972,12,130206,8.701,0.0757197434737205
"Oregon",2009,"Girls",270,6452,"100m",11.78,179972,12,125353,6.452,-0.54023260612138
"Oregon",2009,"Girls",270,6452,"1600m",292.067874,179972,12,125353,6.452,-0.613494543264028
"Oregon",2009,"Girls",270,6452,"800m",132.96,179972,12,125353,6.452,-0.869352402890209
"Oregon",2009,"Girls",270,6452,"High Jump",1.5494,179972,12,125353,6.452,-1.23603608990942
"Oregon",2009,"Girls",270,6452,"Pole Vault",2.8194,179972,12,125353,6.452,-1.49906177684304
"Rhode Island",2009,"Boys",39,1684,"100m",10.82,47359,13,38755,1.684,0.795893192094365
"Rhode Island",2009,"Boys",39,1684,"1600m",251.267274,47359,13,38755,1.684,1.12798286924314
"Rhode Island",2009,"Boys",39,1684,"800m",116.26,47359,13,38755,1.684,0.733814730372237
"Rhode Island",2009,"Boys",39,1684,"High Jump",1.9304,47359,13,38755,1.684,0.826666345027958
"Rhode Island",2009,"Boys",39,1684,"Pole Vault",4.2672,47359,13,38755,1.684,0.99434229699183
"Rhode Island",2009,"Girls",40,1586,"100m",12.41,47359,13,38370,1.586,-1.41706516120046
"Rhode Island",2009,"Girls",40,1586,"1600m",297.135738,47359,13,38370,1.586,-0.829804369238602
"Rhode Island",2009,"Girls",40,1586,"800m",135.37,47359,13,38370,1.586,-1.10070765984605
"Rhode Island",2009,"Girls",40,1586,"High Jump",1.651,47359,13,38370,1.586,-0.685982107259453
"Rhode Island",2009,"Girls",40,1586,"Pole Vault",3.048,47359,13,38370,1.586,-1.10536639676385
"Tennessee",2009,"Boys",254,7302,"100m",10.6,287401,14,230020,7.302,1.10208868751881
"Tennessee",2009,"Boys",254,7302,"1600m",253.19,287401,14,230020,7.302,1.04591584328175
"Tennessee",2009,"Boys",254,7302,"800m",111.81,287401,14,230020,7.302,1.16100597246912
"Tennessee",2009,"Boys",254,7302,"High Jump",1.9812,287401,14,230020,7.302,1.10169333635294
"Tennessee",2009,"Boys",254,7302,"Pole Vault",4.572,287401,14,230020,7.302,1.51926947043075
"Tennessee",2009,"Girls",256,5682,"100m",11.87,287401,14,222225,5.682,-0.665494399704106
"Tennessee",2009,"Girls",256,5682,"1600m",304.09,287401,14,222225,5.682,-1.12663064614769
"Tennessee",2009,"Girls",256,5682,"800m",135.29,287401,14,222225,5.682,-1.09302781729149
"Tennessee",2009,"Girls",256,5682,"High Jump",1.6256,287401,14,222225,5.682,-0.823495602921945
"Tennessee",2009,"Girls",256,5682,"Pole Vault",3.048,287401,14,222225,5.682,-1.10536639676385
"Washington",2009,"Boys",315,11437,"100m",10.6,332224,15,242737,11.437,1.10208868751881
"Washington",2009,"Boys",315,11437,"1600m",253.71,332224,15,242737,11.437,1.02372086932295
"Washington",2009,"Boys",315,11437,"800m",112.57,332224,15,242737,11.437,1.08804746820089
"Washington",2009,"Boys",315,11437,"High Jump",1.8796,332224,15,242737,11.437,0.551639353702974
"Washington",2009,"Boys",315,11437,"Pole Vault",3.8862,332224,15,242737,11.437,0.33818333019318
"Washington",2009,"Girls",312,8438,"100m",11.63,332224,15,231238,8.438,-0.331462950150172
"Washington",2009,"Girls",312,8438,"1600m",296.35,332224,15,231238,8.438,-0.796266995299284
"Washington",2009,"Girls",312,8438,"800m",131.37,332224,15,231238,8.438,-0.716715532118514
"Washington",2009,"Girls",312,8438,"High Jump",1.4986,332224,15,231238,8.438,-1.5110630812344
"Washington",2009,"Girls",312,8438,"Pole Vault",2.667,332224,15,231238,8.438,-1.7615253635625
"Wisconsin",2009,"Boys",434,14534,"100m",10.86,284222,16,197252,14.534,0.740221283835377
"Wisconsin",2009,"Boys",434,14534,"1600m",251.79,284222,16,197252,14.534,1.10567154240162
"Wisconsin",2009,"Boys",434,14534,"800m",114.64,284222,16,197252,14.534,0.889331542101888
"Wisconsin",2009,"Boys",434,14534,"High Jump",1.8796,284222,16,197252,14.534,0.551639353702974
"Wisconsin",2009,"Boys",434,14534,"Pole Vault",4.3434,284222,16,197252,14.534,1.12557409035156
"Wisconsin",2009,"Girls",432,11209,"100m",12.05,284222,16,188981,11.209,-0.916017986869561
"Wisconsin",2009,"Girls",432,11209,"1600m",301.69,284222,16,188981,11.209,-1.02419230479935
"Wisconsin",2009,"Girls",432,11209,"800m",134.28,284222,16,188981,11.209,-0.996069805040294
"Wisconsin",2009,"Girls",432,11209,"High Jump",1.6764,284222,16,188981,11.209,-0.548468611596961
"Wisconsin",2009,"Girls",432,11209,"Pole Vault",3.2004,284222,16,188981,11.209,-0.842902810044388
"Wyoming",2009,"Boys",71,1597,"100m",10.86,26526,17,19963,1.597,0.740221283835377
"Wyoming",2009,"Boys",71,1597,"1600m",255.84,26526,17,19963,1.597,0.932806841376292
"Wyoming",2009,"Boys",71,1597,"800m",114.77,26526,17,19963,1.597,0.876851797950743
"Wyoming",2009,"Boys",71,1597,"High Jump",1.8288,26526,17,19963,1.597,0.27661236237799
"Wyoming",2009,"Boys",71,1597,"Pole Vault",3.9624,26526,17,19963,1.597,0.46941512355291
"Wyoming",2009,"Girls",70,1193,"100m",12.51,26526,17,18452,1.193,-1.55624493184794
"Wyoming",2009,"Girls",70,1193,"1600m",312.57,26526,17,18452,1.193,-1.48857945224517
"Wyoming",2009,"Girls",70,1193,"800m",136.29,26526,17,18452,1.193,-1.18902584922338
"Wyoming",2009,"Girls",70,1193,"High Jump",1.5494,26526,17,18452,1.193,-1.23603608990942
"Wyoming",2009,"Girls",70,1193,"Pole Vault",2.8956,26526,17,18452,1.193,-1.36782998348331
"Florida",2008,"Boys",514,14954,"100m",10.4,810952,18,654581,14.954,1.38044822881375
"Florida",2008,"Boys",514,14954,"1600m",255.6,810952,18,654581,14.954,0.943050675511126
"Florida",2008,"Boys",514,14954,"800m",112.2,810952,18,654581,14.954,1.12356674001568
