"State","Year","Gender","Schools","Participation","Event","Mark","Students","df","Count","Participation.Thousands","Mark.Standard"
"Florida",1978,"Boys",378,12388,"100m",10.5024,NA,18,654581,12.388,1.23792814367074
"Florida",1978,"Boys",378,12388,"1600m",253.22274,NA,18,654581,12.388,1.04451841357519
"Florida",1978,"Boys",378,12388,"800m",112.64286,NA,18,654581,12.388,1.08105305159433
"Florida",1978,"Boys",378,12388,"High Jump",1.9558,NA,18,654581,12.388,0.96417984069045
"Florida",1978,"Boys",378,12388,"Pole Vault",3.81,NA,18,654581,12.388,0.20695153683345
"Georgia",1978,"Boys",354,11500,"100m",10.67744,NA,19,384636,11.5,0.994307873129402
"Georgia",1978,"Boys",354,11500,"1600m",256.10592,NA,19,384636,11.5,0.921456673154894
"Georgia",1978,"Boys",354,11500,"800m",111.867384,NA,19,384636,11.5,1.15549722140474
"Georgia",1978,"Boys",354,11500,"High Jump",1.9304,NA,19,384636,11.5,0.826666345027958
"Georgia",1978,"Boys",354,11500,"Pole Vault",3.81,NA,19,384636,11.5,0.20695153683345
"Illinois",1978,"Boys",691,29640,"100m",10.65556,NA,20,438919,29.64,1.02476040694707
"Illinois",1978,"Boys",691,29640,"1600m",247.95348,NA,20,438919,29.64,1.26942435296401
"Illinois",1978,"Boys",691,29640,"800m",109.66026,NA,20,438919,29.64,1.36737678163436
"Illinois",1978,"Boys",691,29640,"High Jump",2.032,NA,20,438919,29.64,1.37672032767793
"Illinois",1978,"Boys",691,29640,"Pole Vault",4.2672,NA,20,438919,29.64,0.99434229699183
"Kansas",1978,"Boys",381,19050,"100m",10.7212,NA,21,107335,19.05,0.93340280549407
"Kansas",1978,"Boys",381,19050,"1600m",259.78446,NA,21,107335,19.05,0.764446866411755
"Kansas",1978,"Boys",381,19050,"800m",114.333,NA,21,107335,19.05,0.918802937904976
"Kansas",1978,"Boys",381,19050,"High Jump",1.9304,NA,21,107335,19.05,0.826666345027958
"Kansas",1978,"Boys",381,19050,"Pole Vault",3.81,NA,21,107335,19.05,0.20695153683345
"Maryland",1978,"Boys",130,5855,"100m",10.7212,NA,4,203680,5.855,0.93340280549407
"Maryland",1978,"Boys",130,5855,"1600m",249.44478,NA,4,203680,5.855,1.20577172860869
"Maryland",1978,"Boys",130,5855,"800m",113.43822,NA,4,203680,5.855,1.00470005691699
"Maryland",1978,"Boys",130,5855,"High Jump",1.9304,NA,4,203680,5.855,0.826666345027958
"Maryland",1978,"Boys",130,5855,"Pole Vault",3.6576,NA,4,203680,5.855,-0.0555120498860095
"Massachusetts",1978,"Boys",NA,12221,"100m",10.91812,NA,5,227328,12.221,0.659330001135064
"Massachusetts",1978,"Boys",NA,12221,"1600m",253.67013,NA,5,227328,12.221,1.0254226262686
"Massachusetts",1978,"Boys",NA,12221,"800m",114.104334,NA,5,227328,12.221,0.940754423874712
"Massachusetts",1978,"Boys",NA,12221,"High Jump",2.0066,NA,5,227328,12.221,1.23920683201543
"Massachusetts",1978,"Boys",NA,12221,"Pole Vault",4.1148,NA,5,227328,12.221,0.73187871027237
"Michigan",1978,"Boys",676,29744,"100m",10.7212,NA,6,340878,29.744,0.93340280549407
"Michigan",1978,"Boys",676,29744,"1600m",NA,NA,6,340878,29.744,NA
"Michigan",1978,"Boys",676,29744,"800m",112.44402,NA,6,340878,29.744,1.10014130026366
"Michigan",1978,"Boys",676,29744,"High Jump",1.9431,NA,6,340878,29.744,0.895423092859204
"Michigan",1978,"Boys",676,29744,"Pole Vault",4.1148,NA,6,340878,29.744,0.73187871027237
"Nebraska",1978,"Boys",367,7937,"100m",10.8306,NA,7,70765,7.937,0.781140136405732
"Nebraska",1978,"Boys",367,7937,"1600m",264.65604,NA,7,70765,7.937,0.556514960184355
"Nebraska",1978,"Boys",367,7937,"800m",116.3214,NA,7,70765,7.937,0.72792045121162
"Nebraska",1978,"Boys",367,7937,"High Jump",1.8796,NA,7,70765,7.937,0.551639353702974
"Nebraska",1978,"Boys",367,7937,"Pole Vault",3.9624,NA,7,70765,7.937,0.46941512355291
"New York",1978,"Boys",637,19888,"100m",10.5,NA,8,651067,19.888,1.24126845816628
"New York",1978,"Boys",637,19888,"1600m",251.7,NA,8,651067,19.888,1.10951298020218
"New York",1978,"Boys",637,19888,"800m",114.3,NA,8,651067,19.888,0.921970872958728
"New York",1978,"Boys",637,19888,"High Jump",2.032,NA,8,651067,19.888,1.37672032767793
"New York",1978,"Boys",637,19888,"Pole Vault",4.4323,NA,8,651067,19.888,1.27867784927124
"North Carolina",1978,"Boys",305,10704,"100m",10.7212,NA,9,357525,10.704,0.93340280549407
"North Carolina",1978,"Boys",305,10704,"1600m",255.65853,NA,9,357525,10.704,0.940552460461493
"North Carolina",1978,"Boys",305,10704,"800m",114.611376,NA,9,357525,10.704,0.892079389767905
"North Carolina",1978,"Boys",305,10704,"High Jump",2.0828,NA,9,357525,10.704,1.65174731900291
"North Carolina",1978,"Boys",305,10704,"Pole Vault",4.5974,NA,9,357525,10.704,1.56301340155066
"Oklahoma",1978,"Boys",328,7216,"100m",10.74308,NA,11,141041,7.216,0.902950271676401
"Oklahoma",1978,"Boys",328,7216,"1600m",260.53011,NA,11,141041,7.216,0.732620554234094
"Oklahoma",1978,"Boys",328,7216,"800m",115.615518,NA,11,141041,7.216,0.795683733987762
"Oklahoma",1978,"Boys",328,7216,"High Jump",1.9304,NA,11,141041,7.216,0.826666345027958
"Oklahoma",1978,"Boys",328,7216,"Pole Vault",3.6576,NA,11,141041,7.216,-0.0555120498860095
"Oregon",1978,"Boys",230,11500,"100m",10.5,NA,12,130206,11.5,1.24126845816628
"Oregon",1978,"Boys",230,11500,"1600m",250.06473,NA,12,130206,11.5,1.17931062455914
"Oregon",1978,"Boys",230,11500,"800m",113.16,NA,12,130206,11.5,1.03140862936107
"Oregon",1978,"Boys",230,11500,"High Jump",1.9558,NA,12,130206,11.5,0.96417984069045
"Oregon",1978,"Boys",230,11500,"Pole Vault",4.0386,NA,12,130206,11.5,0.60064691691264
"Rhode Island",1978,"Boys",40,1374,"100m",11.0494,NA,13,38755,1.374,0.47661479822906
"Rhode Island",1978,"Boys",40,1374,"1600m",259.58562,NA,13,38755,1.374,0.772933882992466
"Rhode Island",1978,"Boys",40,1374,"800m",115.52604,NA,13,38755,1.374,0.804273445888963
"Rhode Island",1978,"Boys",40,1374,"High Jump",1.9558,NA,13,38755,1.374,0.96417984069045
"Rhode Island",1978,"Boys",40,1374,"Pole Vault",4.42595,NA,13,38755,1.374,1.26774186649127
"Tennessee",1978,"Boys",366,12003,"100m",10.7212,NA,14,230020,12.003,0.93340280549407
"Tennessee",1978,"Boys",366,12003,"1600m",255.31056,NA,14,230020,12.003,0.955404739477736
"Tennessee",1978,"Boys",366,12003,"800m",114.63126,NA,14,230020,12.003,0.890170564900973
"Tennessee",1978,"Boys",366,12003,"High Jump",1.9812,NA,14,230020,12.003,1.10169333635294
"Tennessee",1978,"Boys",366,12003,"Pole Vault",3.9624,NA,14,230020,12.003,0.46941512355291
"Washington",1978,"Boys",303,10416,"100m",10.7212,NA,15,242737,10.416,0.93340280549407
"Washington",1978,"Boys",303,10416,"1600m",253.62042,NA,15,242737,10.416,1.02754438041377
"Washington",1978,"Boys",303,10416,"800m",112.74228,NA,15,242737,10.416,1.07150892725966
"Washington",1978,"Boys",303,10416,"High Jump",2.0066,NA,15,242737,10.416,1.23920683201543
"Washington",1978,"Boys",303,10416,"Pole Vault",4.3434,NA,15,242737,10.416,1.12557409035156
"Wisconsin",1978,"Boys",449,23411,"100m",11.1588,NA,16,197252,23.411,0.324352129140726
"Wisconsin",1978,"Boys",449,23411,"1600m",253.32216,NA,16,197252,23.411,1.04027490528484
"Wisconsin",1978,"Boys",449,23411,"800m",115.62546,NA,16,197252,23.411,0.794729321554294
"Wisconsin",1978,"Boys",449,23411,"High Jump",1.8796,NA,16,197252,23.411,0.551639353702974
"Wisconsin",1978,"Boys",449,23411,"Pole Vault",3.9624,NA,16,197252,23.411,0.46941512355291
"Wyoming",1978,"Boys",72,1400,"100m",11.1588,NA,17,19963,1.4,0.324352129140726
"Wyoming",1978,"Boys",72,1400,"1600m",268.801854,NA,17,19963,1.4,0.379560664476548
"Wyoming",1978,"Boys",72,1400,"800m",119.612202,NA,17,19963,1.4,0.412009935734116
"Wyoming",1978,"Boys",72,1400,"High Jump",1.8288,NA,17,19963,1.4,0.27661236237799
"Wyoming",1978,"Boys",72,1400,"Pole Vault",3.6576,NA,17,19963,1.4,-0.0555120498860095
"Florida",1978,"Girls",352,7980,"100m",12.1434,NA,18,634643,7.98,-1.0460118926543
"Florida",1978,"Girls",352,7980,"1600m",289.11336,NA,18,634643,7.98,-0.487388079243002
"Florida",1978,"Girls",352,7980,"800m",133.32222,NA,18,634643,7.98,-0.904124810016573
"Florida",1978,"Girls",352,7980,"High Jump",1.524,NA,18,634643,7.98,-1.37354958557191
"Georgia",1978,"Girls",300,9000,"100m",12.1434,NA,19,372832,9,-1.0460118926543
"Georgia",1978,"Girls",300,9000,"1600m",314.1672,NA,19,372832,9,-1.55675216841249
"Georgia",1978,"Girls",300,9000,"800m",138.6909,NA,19,372832,9,-1.41950752408864
"Georgia",1978,"Girls",300,9000,"High Jump",1.524,NA,19,372832,9,-1.37354958557191
"Illinois",1978,"Girls",660,21800,"100m",11.90272,NA,20,416771,21.8,-0.711034020659961
"Illinois",1978,"Girls",660,21800,"1600m",294.87972,NA,20,416771,21.8,-0.7335115600836
"Illinois",1978,"Girls",660,21800,"800m",130.14078,NA,20,416771,21.8,-0.598712831307206
"Illinois",1978,"Girls",660,21800,"High Jump",1.7018,NA,20,416771,21.8,-0.410955115934469
"Kansas",1978,"Girls",380,19000,"100m",12.1434,NA,21,101463,19,-1.0460118926543
"Kansas",1978,"Girls",380,19000,"1600m",304.62288,NA,21,101463,19,-1.1493753725384
"Kansas",1978,"Girls",380,19000,"800m",135.41004,NA,21,101463,19,-1.1045514210446
"Kansas",1978,"Girls",380,19000,"High Jump",1.6002,NA,21,101463,19,-0.961009098584436
"Maryland",1978,"Girls",120,3750,"100m",11.9246,NA,4,196573,3.75,-0.741486554477628
"Maryland",1978,"Girls",120,3750,"1600m",296.1,NA,4,196573,3.75,-0.785596334742165
"Maryland",1978,"Girls",120,3750,"800m",133.62048,NA,4,196573,3.75,-0.932757183020577
"Maryland",1978,"Girls",120,3750,"High Jump",1.5875,NA,4,196573,3.75,-1.02976584641568
"Massachusetts",1978,"Girls",NA,8900,"100m",12.75604,NA,5,222303,8.9,-1.89868283954898
"Massachusetts",1978,"Girls",NA,8900,"1600m",292.950972,NA,5,222303,8.9,-0.651187499250709
"Massachusetts",1978,"Girls",NA,8900,"800m",131.274168,NA,5,222303,8.9,-0.707515848722418
"Massachusetts",1978,"Girls",NA,8900,"High Jump",1.6764,NA,5,222303,8.9,-0.548468611596961
"Michigan",1978,"Girls",603,25373,"100m",11.8152,NA,6,326682,25.373,-0.589223885389293
"Michigan",1978,"Girls",603,25373,"1600m",298.55826,NA,6,326682,25.373,-0.890521366826739
"Michigan",1978,"Girls",603,25373,"800m",126.95934,NA,6,326682,25.373,-0.293300852597835
"Michigan",1978,"Girls",603,25373,"High Jump",1.6637,NA,6,326682,25.373,-0.617225359428207
"Nebraska",1978,"Girls",365,5774,"100m",12.3622,NA,7,67297,5.774,-1.35053723083097
"Nebraska",1978,"Girls",365,5774,"1600m",317.54748,NA,7,67297,5.774,-1.70103145028457
"Nebraska",1978,"Girls",365,5774,"800m",139.28742,NA,7,67297,5.774,-1.47677227009664
"Nebraska",1978,"Girls",365,5774,"High Jump",1.5494,NA,7,67297,5.774,-1.23603608990942
"New York",1978,"Girls",421,12672,"100m",12.1434,NA,8,625735,12.672,-1.0460118926543
"New York",1978,"Girls",421,12672,"1600m",301.44144,NA,8,625735,12.672,-1.01358310724704
"New York",1978,"Girls",421,12672,"800m",132.52686,NA,8,625735,12.672,-0.827771815339232
"New York",1978,"Girls",421,12672,"High Jump",1.7526,NA,8,625735,12.672,-0.135928124609486
"North Carolina",1978,"Girls",196,4881,"100m",11.9246,NA,9,342791,4.881,-0.741486554477628
"North Carolina",1978,"Girls",196,4881,"1600m",303.92694,NA,9,342791,4.881,-1.11967081450591
"North Carolina",1978,"Girls",196,4881,"800m",136.30482,NA,9,342791,4.881,-1.19044854005661
"North Carolina",1978,"Girls",196,4881,"High Jump",1.72085,NA,9,342791,4.881,-0.3078199941876
"Oklahoma",1978,"Girls",313,5634,"100m",12.1981,NA,11,134646,5.634,-1.12214322719847
"Oklahoma",1978,"Girls",313,5634,"1600m",330.253356,NA,11,134646,5.634,-2.24335180979195
"Oklahoma",1978,"Girls",313,5634,"800m",140.410866,NA,11,134646,5.634,-1.58462087507839
"Oklahoma",1978,"Girls",313,5634,"High Jump",1.5748,NA,11,134646,5.634,-1.09852259424693
"Oregon",1978,"Girls",230,5750,"100m",12.15,NA,12,125353,5.75,-1.05519775751703
"Oregon",1978,"Girls",230,5750,"1600m",293.22747,NA,12,125353,5.75,-0.662989164461598
"Oregon",1978,"Girls",230,5750,"800m",127.6,NA,12,125353,5.75,-0.354802951735315
"Oregon",1978,"Girls",230,5750,"High Jump",1.6256,NA,12,125353,5.75,-0.823495602921945
"Rhode Island",1978,"Girls",23,908,"100m",12.3622,NA,13,38370,0.908,-1.35053723083097
"Rhode Island",1978,"Girls",23,908,"1600m",317.94516,NA,13,38370,0.908,-1.71800548344598
"Rhode Island",1978,"Girls",23,908,"800m",142.6677,NA,13,38370,0.908,-1.80127249747535
"Rhode Island",1978,"Girls",23,908,"High Jump",1.5748,NA,13,38370,0.908,-1.09852259424693
"Tennessee",1978,"Girls",334,10214,"100m",11.9246,NA,14,222225,10.214,-0.741486554477628
"Tennessee",1978,"Girls",334,10214,"1600m",290.10756,NA,14,222225,10.214,-0.529823162146553
"Tennessee",1978,"Girls",334,10214,"800m",129.246,NA,14,222225,10.214,-0.512815712295196
"Tennessee",1978,"Girls",334,10214,"High Jump",1.6764,NA,14,222225,10.214,-0.548468611596961
"Washington",1978,"Girls",306,7847,"100m",11.8152,NA,15,231238,7.847,-0.589223885389293
"Washington",1978,"Girls",306,7847,"1600m",280.8615,NA,15,231238,7.847,-0.135176891143527
"Washington",1978,"Girls",306,7847,"800m",128.7489,NA,15,231238,7.847,-0.465095090621855
"Washington",1978,"Girls",306,7847,"High Jump",1.7018,NA,15,231238,7.847,-0.410955115934469
"Wisconsin",1978,"Girls",430,20266,"100m",12.4716,NA,16,188981,20.266,-1.50279989991931
"Wisconsin",1978,"Girls",430,20266,"1600m",300.04956,NA,16,188981,20.266,-0.954173991182064
"Wisconsin",1978,"Girls",430,20266,"800m",134.91294,NA,16,188981,20.266,-1.05683079937126
"Wisconsin",1978,"Girls",430,20266,"High Jump",1.5748,NA,16,188981,20.266,-1.09852259424693
"Wyoming",1978,"Girls",71,1200,"100m",12.4716,NA,17,18452,1.2,-1.50279989991931
"Wyoming",1978,"Girls",71,1200,"1600m",330.044574,NA,17,18452,1.2,-2.2344404423822
"Wyoming",1978,"Girls",71,1200,"800m",141.37524,NA,17,18452,1.2,-1.67719888112467
"Wyoming",1978,"Girls",71,1200,"High Jump",1.524,NA,17,18452,1.2,-1.37354958557191
"Florida",1979,"Boys",319,10089,"100m",10.6118,475254,18,654581,10.089,1.0856654745824
"Florida",1979,"Boys",319,10089,"1600m",251.63202,475254,18,654581,10.089,1.11241454622087
"Florida",1979,"Boys",319,10089,"800m",113.73648,475254,18,654581,10.089,0.976067683912983
"Florida",1979,"Boys",319,10089,"High Jump",1.83515,475254,18,654581,10.089,0.310990736293614
"Florida",1979,"Boys",319,10089,"Pole Vault",3.6576,475254,18,654581,10.089,-0.0555120498860095
"Georgia",1979,"Boys",360,12000,"100m",10.62274,2502,19,384636,12,1.07043920767357
"Georgia",1979,"Boys",360,12000,"1600m",256.0065,2502,19,384636,12,0.92570018144525
"Georgia",1979,"Boys",360,12000,"800m",114.710796,2502,19,384636,12,0.882535265433238
"Georgia",1979,"Boys",360,12000,"High Jump",1.8288,2502,19,384636,12,0.27661236237799
"Georgia",1979,"Boys",360,12000,"Pole Vault",3.81,2502,19,384636,12,0.20695153683345
"Illinois",1979,"Boys",625,26875,"100m",10.40394,685740,20,438919,26.875,1.37496454585024
"Illinois",1979,"Boys",625,26875,"1600m",248.84826,685740,20,438919,26.875,1.23123277835082
"Illinois",1979,"Boys",625,26875,"800m",112.94112,685740,20,438919,26.875,1.05242067859033
"Illinois",1979,"Boys",625,26875,"High Jump",1.9812,685740,20,438919,26.875,1.10169333635294
"Illinois",1979,"Boys",625,26875,"Pole Vault",4.45135,685740,20,438919,26.875,1.31148579761118
"Kansas",1979,"Boys",381,19050,"100m",10.79778,141560,21,107335,19.05,0.826818937132235
"Kansas",1979,"Boys",381,19050,"1600m",259.2,141560,21,107335,19.05,0.789393163488612
"Kansas",1979,"Boys",381,19050,"800m",116.3,141560,21,107335,19.05,0.729974809094962
"Kansas",1979,"Boys",381,19050,"High Jump",1.9558,141560,21,107335,19.05,0.96417984069045
"Kansas",1979,"Boys",381,19050,"Pole Vault",3.5052,141560,21,107335,19.05,-0.317975636605469
"Maryland",1979,"Boys",130,5905,"100m",10.6118,278936,4,203680,5.905,1.0856654745824
"Maryland",1979,"Boys",130,5905,"1600m",253.81926,278936,4,203680,5.905,1.01905736383306
"Maryland",1979,"Boys",130,5905,"800m",112.04634,278936,4,203680,5.905,1.13831779760234
"Maryland",1979,"Boys",130,5905,"High Jump",1.9304,278936,4,203680,5.905,0.826666345027958
"Maryland",1979,"Boys",130,5905,"Pole Vault",3.6576,278936,4,203680,5.905,-0.0555120498860095
"Massachusetts",1979,"Boys",240,11236,"100m",11.29008,337169,5,227328,11.236,0.141636926234722
"Massachusetts",1979,"Boys",240,11236,"1600m",259.008984,337169,5,227328,11.236,0.797546231076526
"Massachusetts",1979,"Boys",240,11236,"800m",114.104334,337169,5,227328,11.236,0.940754423874712
"Massachusetts",1979,"Boys",240,11236,"High Jump",2.032,337169,5,227328,11.236,1.37672032767793
"Massachusetts",1979,"Boys",240,11236,"Pole Vault",3.9624,337169,5,227328,11.236,0.46941512355291
"Michigan",1979,"Boys",657,28908,"100m",10.8306,654990,6,340878,28.908,0.781140136405732
"Michigan",1979,"Boys",657,28908,"1600m",253.22274,654990,6,340878,28.908,1.04451841357519
"Michigan",1979,"Boys",657,28908,"800m",111.74808,654990,6,340878,28.908,1.16695017060634
"Michigan",1979,"Boys",657,28908,"High Jump",1.94,654990,6,340878,28.908,0.878639949687797
"Michigan",1979,"Boys",657,28908,"Pole Vault",4.11,654990,6,340878,28.908,0.723612140611915
"Nebraska",1979,"Boys",359,8452,"100m",11.1588,96803,7,70765,8.452,0.324352129140726
"Nebraska",1979,"Boys",359,8452,"1600m",260.9775,96803,7,70765,8.452,0.713524766927494
"Nebraska",1979,"Boys",359,8452,"800m",114.43242,96803,7,70765,8.452,0.909258813570309
"Nebraska",1979,"Boys",359,8452,"High Jump",1.9304,96803,7,70765,8.452,0.826666345027958
"Nebraska",1979,"Boys",359,8452,"Pole Vault",3.81,96803,7,70765,8.452,0.20695153683345
"New York",1979,"Boys",574,21995,"100m",10.6,1053933,8,651067,21.995,1.10208868751881
"New York",1979,"Boys",574,21995,"1600m",252,1053933,8,651067,21.995,1.09670818753364
"New York",1979,"Boys",574,21995,"800m",111.9,1053933,8,651067,21.995,1.15236614959525
"New York",1979,"Boys",574,21995,"High Jump",2.032,1053933,8,651067,21.995,1.37672032767793
"New York",1979,"Boys",574,21995,"Pole Vault",4.78155,1053933,8,651067,21.995,1.88015690217001
"North Carolina",1979,"Boys",290,10849,"100m",10.91812,359721,9,357525,10.849,0.659330001135064
"North Carolina",1979,"Boys",290,10849,"1600m",258.39258,359721,9,357525,10.849,0.823855982476727
"North Carolina",1979,"Boys",290,10849,"800m",114.73068,359721,9,357525,10.849,0.880626440566304
"North Carolina",1979,"Boys",290,10849,"High Jump",1.9812,359721,9,357525,10.849,1.10169333635294
"North Carolina",1979,"Boys",290,10849,"Pole Vault",4.2672,359721,9,357525,10.849,0.99434229699183
"Oklahoma",1979,"Boys",330,3960,"100m",10.74308,186070,11,141041,3.96,0.902950271676401
"Oklahoma",1979,"Boys",330,3960,"1600m",251.492832,186070,11,141041,3.96,1.11835545782737
"Oklahoma",1979,"Boys",330,3960,"800m",115.585692,186070,11,141041,3.96,0.798546971288162
"Oklahoma",1979,"Boys",330,3960,"High Jump",1.8796,186070,11,141041,3.96,0.551639353702974
"Oklahoma",1979,"Boys",330,3960,"Pole Vault",3.9624,186070,11,141041,3.96,0.46941512355291
"Oregon",1979,"Boys",230,11500,"100m",10.67,153025,12,130206,11.5,1.00466284806558
"Oregon",1979,"Boys",230,11500,"1600m",247.80996,153025,12,130206,11.5,1.27555016577665
"Oregon",1979,"Boys",230,11500,"800m",110.73,153025,12,130206,11.5,1.26468384695555
"Oregon",1979,"Boys",230,11500,"High Jump",2.02565,153025,12,130206,11.5,1.3423419537623
"Oregon",1979,"Boys",230,11500,"Pole Vault",3.8862,153025,12,130206,11.5,0.33818333019318
"Rhode Island",1979,"Boys",42,1375,"100m",11.1588,53173,13,38755,1.375,0.324352129140726
"Rhode Island",1979,"Boys",42,1375,"1600m",263.66184,53173,13,38755,1.375,0.598950043087907
"Rhode Island",1979,"Boys",42,1375,"800m",116.3214,53173,13,38755,1.375,0.72792045121162
"Rhode Island",1979,"Boys",42,1375,"High Jump",1.9558,53173,13,38755,1.375,0.96417984069045
"Rhode Island",1979,"Boys",42,1375,"Pole Vault",4.1656,53173,13,38755,1.375,0.819366572512191
"Tennessee",1979,"Boys",208,7072,"100m",10.6118,276351,14,230020,7.072,1.0856654745824
"Tennessee",1979,"Boys",208,7072,"1600m",253.81926,276351,14,230020,7.072,1.01905736383306
"Tennessee",1979,"Boys",208,7072,"800m",113.93532,276351,14,230020,7.072,0.956979435243647
"Tennessee",1979,"Boys",208,7072,"High Jump",2.032,276351,14,230020,7.072,1.37672032767793
"Tennessee",1979,"Boys",208,7072,"Pole Vault",4.1148,276351,14,230020,7.072,0.73187871027237
"Washington",1979,"Boys",300,10106,"100m",10.91812,251672,15,242737,10.106,0.659330001135064
"Washington",1979,"Boys",300,10106,"1600m",257.19954,251672,15,242737,10.106,0.874778081960989
"Washington",1979,"Boys",300,10106,"800m",114.333,251672,15,242737,10.106,0.918802937904976
"Washington",1979,"Boys",300,10106,"High Jump",2.10185,251672,15,242737,10.106,1.75488244074978
"Washington",1979,"Boys",300,10106,"Pole Vault",4.4196,251672,15,242737,10.106,1.25680588371129
"Wisconsin",1979,"Boys",392,13159,"100m",11.3229,319587,16,197252,13.159,0.0959581255082197
"Wisconsin",1979,"Boys",392,13159,"1600m",256.235166,319587,16,197252,13.159,0.915940112377434
"Wisconsin",1979,"Boys",392,13159,"800m",113.816016,319587,16,197252,13.159,0.968432384445248
"Wisconsin",1979,"Boys",392,13159,"High Jump",1.9304,319587,16,197252,13.159,0.826666345027958
"Wisconsin",1979,"Boys",392,13159,"Pole Vault",3.9624,319587,16,197252,13.159,0.46941512355291
"Wyoming",1979,"Boys",73,1850,"100m",10.94,27301,17,19963,1.85,0.628877467317398
"Wyoming",1979,"Boys",73,1850,"1600m",268.73226,27301,17,19963,1.85,0.382531120279796
"Wyoming",1979,"Boys",73,1850,"800m",120.59646,27301,17,19963,1.85,0.317523104820905
"Wyoming",1979,"Boys",73,1850,"High Jump",1.778,27301,17,19963,1.85,0.0015853710530069
"Wyoming",1979,"Boys",73,1850,"Pole Vault",3.8608,27301,17,19963,1.85,0.29443939907327
"Florida",1979,"Girls",295,6017,"100m",12.034,475254,18,634643,6.017,-0.893749223565965
"Florida",1979,"Girls",295,6017,"1600m",296.47044,475254,18,634643,6.017,-0.801407692729281
"Florida",1979,"Girls",295,6017,"800m",133.91874,475254,18,634643,6.017,-0.961389556024583
"Florida",1979,"Girls",295,6017,"High Jump",1.5367,475254,18,634643,6.017,-1.30479283774067
"Georgia",1979,"Girls",325,9500,"100m",11.8152,2502,19,372832,9.5,-0.589223885389293
"Georgia",1979,"Girls",325,9500,"1600m",309.79272,2502,19,372832,9.5,-1.37003780363687
"Georgia",1979,"Girls",325,9500,"800m",136.90134,2502,19,372832,9.5,-1.24771328606462
"Georgia",1979,"Girls",325,9500,"High Jump",1.5748,2502,19,372832,9.5,-1.09852259424693
"Illinois",1979,"Girls",653,21549,"100m",11.9246,685740,20,416771,21.549,-0.741486554477628
"Illinois",1979,"Girls",653,21549,"1600m",298.55826,685740,20,416771,21.549,-0.890521366826739
"Illinois",1979,"Girls",653,21549,"800m",132.42744,685740,20,416771,21.549,-0.818227691004563
"Illinois",1979,"Girls",653,21549,"High Jump",1.7272,685740,20,416771,21.549,-0.273441620271977
"Kansas",1979,"Girls",380,19000,"100m",11.18,141560,21,101463,19,0.294846017763461
"Kansas",1979,"Girls",380,19000,"1600m",305.7,141560,21,101463,19,-1.19534970013554
"Kansas",1979,"Girls",380,19000,"800m",141.7,141560,21,101463,19,-1.70837520197486
"Kansas",1979,"Girls",380,19000,"High Jump",1.6002,141560,21,101463,19,-0.961009098584436
"Maryland",1979,"Girls",119,3767,"100m",11.8152,278936,4,196573,3.767,-0.589223885389293
"Maryland",1979,"Girls",119,3767,"1600m",305,278936,4,196573,3.767,-1.1654718505756
"Maryland",1979,"Girls",119,3767,"800m",135.41004,278936,4,196573,3.767,-1.1045514210446
"Maryland",1979,"Girls",119,3767,"High Jump",1.5748,278936,4,196573,3.767,-1.09852259424693
"Massachusetts",1979,"Girls",214,8414,"100m",12.60288,337169,5,222303,8.414,-1.68551510282531
"Massachusetts",1979,"Girls",214,8414,"1600m",298.438956,337169,5,222303,8.414,-0.885429156878313
"Massachusetts",1979,"Girls",214,8414,"800m",133.501176,337169,5,222303,8.414,-0.921304233818975
"Massachusetts",1979,"Girls",214,8414,"High Jump",1.7018,337169,5,222303,8.414,-0.410955115934469
"Michigan",1979,"Girls",633,26586,"100m",12.1434,654990,6,326682,26.586,-1.0460118926543
"Michigan",1979,"Girls",633,26586,"1600m",295.67508,654990,6,326682,26.586,-0.767459626406439
"Michigan",1979,"Girls",633,26586,"800m",130.7373,654990,6,326682,26.586,-0.655977577315212
"Michigan",1979,"Girls",633,26586,"High Jump",1.66,654990,6,326682,26.586,-0.637256852890854
"Nebraska",1979,"Girls",362,6426,"100m",12.3622,96803,7,67297,6.426,-1.35053723083097
"Nebraska",1979,"Girls",362,6426,"1600m",316.35444,96803,7,67297,6.426,-1.6501093508003
"Nebraska",1979,"Girls",362,6426,"800m",137.00076,96803,7,67297,6.426,-1.25725741039928
"Nebraska",1979,"Girls",362,6426,"High Jump",1.6256,96803,7,67297,6.426,-0.823495602921945
"New York",1979,"Girls",448,13440,"100m",13.0186,1053933,8,625735,13.44,-2.26411324536099
"New York",1979,"Girls",448,13440,"1600m",291.99654,1053933,8,625735,13.44,-0.6104498196633
"New York",1979,"Girls",448,13440,"800m",129.7431,1053933,8,625735,13.44,-0.560536333968534
"New York",1979,"Girls",448,13440,"High Jump",1.7018,1053933,8,625735,13.44,-0.410955115934469
"North Carolina",1979,"Girls",210,5574,"100m",12.034,359721,9,342791,5.574,-0.893749223565965
"North Carolina",1979,"Girls",210,5574,"1600m",296.2716,359721,9,342791,5.574,-0.79292067614857
"North Carolina",1979,"Girls",210,5574,"800m",132.42744,359721,9,342791,5.574,-0.818227691004563
"North Carolina",1979,"Girls",210,5574,"High Jump",1.7272,359721,9,342791,5.574,-0.273441620271977
"Oklahoma",1979,"Girls",315,3780,"100m",12.13246,186070,11,134646,3.78,-1.03078562574547
"Oklahoma",1979,"Girls",315,3780,"1600m",310.58808,186070,11,134646,3.78,-1.40398586995971
