"State","Year","Event","Students","df","Schools.Boys","Schools.Girls","Participation.Boys","Participation.Girls","Mark.Boys","Mark.Girls","Count.Boys","Count.Girls","Participation.Pct.Diff","Mark.Pct.Diff","Prop.Boys","Prop.Girls","Participation.Boys.Thousands","Participation.Girls.Thousands"
"Florida",1978,"100m",NA,18,378,352,12388,7980,10.5024,12.1434,654581,634643,35.5828220858896,-15.625,0.507732558500307,0.492267441499693,12.388,7.98
"Florida",1978,"1600m",NA,18,378,352,12388,7980,253.22274,289.11336,654581,634643,35.5828220858896,-14.1735374950923,0.507732558500307,0.492267441499693,12.388,7.98
"Florida",1978,"800m",NA,18,378,352,12388,7980,112.64286,133.32222,654581,634643,35.5828220858896,-18.3583406884378,0.507732558500307,0.492267441499693,12.388,7.98
"Florida",1978,"High Jump",NA,18,378,352,12388,7980,1.9558,1.524,654581,634643,35.5828220858896,22.0779220779221,0.507732558500307,0.492267441499693,12.388,7.98
"Florida",1978,"Pole Vault",NA,18,378,NA,12388,NA,3.81,NA,654581,NA,NA,NA,NA,NA,12.388,NA
"Georgia",1978,"100m",NA,19,354,300,11500,9000,10.67744,12.1434,384636,372832,21.7391304347826,-13.7295081967213,0.507791748298278,0.492208251701722,11.5,9
"Georgia",1978,"1600m",NA,19,354,300,11500,9000,256.10592,314.1672,384636,372832,21.7391304347826,-22.6708074534161,0.507791748298278,0.492208251701722,11.5,9
"Georgia",1978,"800m",NA,19,354,300,11500,9000,111.867384,138.6909,384636,372832,21.7391304347826,-23.9779594738713,0.507791748298278,0.492208251701722,11.5,9
"Georgia",1978,"High Jump",NA,19,354,300,11500,9000,1.9304,1.524,384636,372832,21.7391304347826,21.0526315789474,0.507791748298278,0.492208251701722,11.5,9
"Georgia",1978,"Pole Vault",NA,19,354,NA,11500,NA,3.81,NA,384636,NA,NA,NA,NA,NA,11.5,NA
"Illinois",1978,"100m",NA,20,691,660,29640,21800,10.65556,11.90272,438919,416771,26.4507422402159,-11.7043121149897,0.512941602683215,0.487058397316785,29.64,21.8
"Illinois",1978,"1600m",NA,20,691,660,29640,21800,247.95348,294.87972,438919,416771,26.4507422402159,-18.925421010425,0.512941602683215,0.487058397316785,29.64,21.8
"Illinois",1978,"800m",NA,20,691,660,29640,21800,109.66026,130.14078,438919,416771,26.4507422402159,-18.6763372620127,0.512941602683215,0.487058397316785,29.64,21.8
"Illinois",1978,"High Jump",NA,20,691,660,29640,21800,2.032,1.7018,438919,416771,26.4507422402159,16.25,0.512941602683215,0.487058397316785,29.64,21.8
"Illinois",1978,"Pole Vault",NA,20,691,NA,29640,NA,4.2672,NA,438919,NA,NA,NA,NA,NA,29.64,NA
"Kansas",1978,"100m",NA,21,381,380,19050,19000,10.7212,12.1434,107335,101463,0.26246719160105,-13.265306122449,0.51406143737009,0.48593856262991,19.05,19
"Kansas",1978,"1600m",NA,21,381,380,19050,19000,259.78446,304.62288,107335,101463,0.26246719160105,-17.2598545732874,0.51406143737009,0.48593856262991,19.05,19
"Kansas",1978,"800m",NA,21,381,380,19050,19000,114.333,135.41004,107335,101463,0.26246719160105,-18.4347826086957,0.51406143737009,0.48593856262991,19.05,19
"Kansas",1978,"High Jump",NA,21,381,380,19050,19000,1.9304,1.6002,107335,101463,0.26246719160105,17.1052631578947,0.51406143737009,0.48593856262991,19.05,19
"Kansas",1978,"Pole Vault",NA,21,381,NA,19050,NA,3.81,NA,107335,NA,NA,NA,NA,NA,19.05,NA
"Maryland",1978,"100m",NA,4,130,120,5855,3750,10.7212,11.9246,203680,196573,35.9521776259607,-11.2244897959184,0.508878134579878,0.491121865420122,5.855,3.75
"Maryland",1978,"1600m",NA,4,130,120,5855,3750,249.44478,296.1,203680,196573,35.9521776259607,-18.7036265100436,0.508878134579878,0.491121865420122,5.855,3.75
"Maryland",1978,"800m",NA,4,130,120,5855,3750,113.43822,133.62048,203680,196573,35.9521776259607,-17.7914110429448,0.508878134579878,0.491121865420122,5.855,3.75
"Maryland",1978,"High Jump",NA,4,130,120,5855,3750,1.9304,1.5875,203680,196573,35.9521776259607,17.7631578947368,0.508878134579878,0.491121865420122,5.855,3.75
"Maryland",1978,"Pole Vault",NA,4,130,NA,5855,NA,3.6576,NA,203680,NA,NA,NA,NA,NA,5.855,NA
"Massachusetts",1978,"100m",NA,5,NA,NA,12221,8900,10.91812,12.75604,227328,222303,27.1745356353817,-16.8336673346693,0.505587915423981,0.494412084576019,12.221,8.9
"Massachusetts",1978,"1600m",NA,5,NA,NA,12221,8900,253.67013,292.950972,227328,222303,27.1745356353817,-15.4850088183421,0.505587915423981,0.494412084576019,12.221,8.9
"Massachusetts",1978,"800m",NA,5,NA,NA,12221,8900,114.104334,131.274168,227328,222303,27.1745356353817,-15.0474862769016,0.505587915423981,0.494412084576019,12.221,8.9
"Massachusetts",1978,"High Jump",NA,5,NA,NA,12221,8900,2.0066,1.6764,227328,222303,27.1745356353817,16.4556962025317,0.505587915423981,0.494412084576019,12.221,8.9
"Massachusetts",1978,"Pole Vault",NA,5,NA,NA,12221,NA,4.1148,NA,227328,NA,NA,NA,NA,NA,12.221,NA
"Michigan",1978,"100m",NA,6,676,603,29744,25373,10.7212,11.8152,340878,326682,14.6954007530931,-10.2040816326531,0.51063275211217,0.48936724788783,29.744,25.373
"Michigan",1978,"1600m",NA,6,676,603,29744,25373,NA,298.55826,340878,326682,14.6954007530931,NA,0.51063275211217,0.48936724788783,29.744,25.373
"Michigan",1978,"800m",NA,6,676,603,29744,25373,112.44402,126.95934,340878,326682,14.6954007530931,-12.9089301503095,0.51063275211217,0.48936724788783,29.744,25.373
"Michigan",1978,"High Jump",NA,6,676,603,29744,25373,1.9431,1.6637,340878,326682,14.6954007530931,14.3790849673203,0.51063275211217,0.48936724788783,29.744,25.373
"Michigan",1978,"Pole Vault",NA,6,676,NA,29744,NA,4.1148,NA,340878,NA,NA,NA,NA,NA,29.744,NA
"Nebraska",1978,"100m",NA,7,367,365,7937,5774,10.8306,12.3622,70765,67297,27.2521103691571,-14.1414141414141,0.512559574683838,0.487440425316162,7.937,5.774
"Nebraska",1978,"1600m",NA,7,367,365,7937,5774,264.65604,317.54748,70765,67297,27.2521103691571,-19.984973703982,0.512559574683838,0.487440425316162,7.937,5.774
"Nebraska",1978,"800m",NA,7,367,365,7937,5774,116.3214,139.28742,70765,67297,27.2521103691571,-19.7435897435897,0.512559574683838,0.487440425316162,7.937,5.774
"Nebraska",1978,"High Jump",NA,7,367,365,7937,5774,1.8796,1.5494,70765,67297,27.2521103691571,17.5675675675676,0.512559574683838,0.487440425316162,7.937,5.774
"Nebraska",1978,"Pole Vault",NA,7,367,NA,7937,NA,3.9624,NA,70765,NA,NA,NA,NA,NA,7.937,NA
"New York",1978,"100m",NA,8,637,421,19888,12672,10.5,12.1434,651067,625735,36.283185840708,-15.6514285714286,0.509920097242955,0.490079902757045,19.888,12.672
"New York",1978,"1600m",NA,8,637,421,19888,12672,251.7,301.44144,651067,625735,36.283185840708,-19.7621930870083,0.509920097242955,0.490079902757045,19.888,12.672
"New York",1978,"800m",NA,8,637,421,19888,12672,114.3,132.52686,651067,625735,36.283185840708,-15.9465091863517,0.509920097242955,0.490079902757045,19.888,12.672
"New York",1978,"High Jump",NA,8,637,421,19888,12672,2.032,1.7526,651067,625735,36.283185840708,13.75,0.509920097242955,0.490079902757045,19.888,12.672
"New York",1978,"Pole Vault",NA,8,637,NA,19888,NA,4.4323,NA,651067,NA,NA,NA,NA,NA,19.888,NA
"North Carolina",1978,"100m",NA,9,305,196,10704,4881,10.7212,11.9246,357525,342791,54.4002242152466,-11.2244897959184,0.510519536894773,0.489480463105227,10.704,4.881
"North Carolina",1978,"1600m",NA,9,305,196,10704,4881,255.65853,303.92694,357525,342791,54.4002242152466,-18.8800311102469,0.510519536894773,0.489480463105227,10.704,4.881
"North Carolina",1978,"800m",NA,9,305,196,10704,4881,114.611376,136.30482,357525,342791,54.4002242152466,-18.9278278972935,0.510519536894773,0.489480463105227,10.704,4.881
"North Carolina",1978,"High Jump",NA,9,305,196,10704,4881,2.0828,1.72085,357525,342791,54.4002242152466,17.3780487804878,0.510519536894773,0.489480463105227,10.704,4.881
"North Carolina",1978,"Pole Vault",NA,9,305,NA,10704,NA,4.5974,NA,357525,NA,NA,NA,NA,NA,10.704,NA
"Oklahoma",1978,"100m",NA,11,328,313,7216,5634,10.74308,12.1981,141041,134646,21.9235033259423,-13.5437881873727,0.511598298069913,0.488401701930087,7.216,5.634
"Oklahoma",1978,"1600m",NA,11,328,313,7216,5634,260.53011,330.253356,141041,134646,21.9235033259423,-26.7620683075749,0.511598298069913,0.488401701930087,7.216,5.634
"Oklahoma",1978,"800m",NA,11,328,313,7216,5634,115.615518,140.410866,141041,134646,21.9235033259423,-21.4463840399003,0.511598298069913,0.488401701930087,7.216,5.634
"Oklahoma",1978,"High Jump",NA,11,328,313,7216,5634,1.9304,1.5748,141041,134646,21.9235033259423,18.4210526315789,0.511598298069913,0.488401701930087,7.216,5.634
"Oklahoma",1978,"Pole Vault",NA,11,328,NA,7216,NA,3.6576,NA,141041,NA,NA,NA,NA,NA,7.216,NA
"Oregon",1978,"100m",NA,12,230,230,11500,5750,10.5,12.15,130206,125353,50,-15.7142857142857,0.509494872025638,0.490505127974362,11.5,5.75
"Oregon",1978,"1600m",NA,12,230,230,11500,5750,250.06473,293.22747,130206,125353,50,-17.2606268784886,0.509494872025638,0.490505127974362,11.5,5.75
"Oregon",1978,"800m",NA,12,230,230,11500,5750,113.16,127.6,130206,125353,50,-12.7606928243195,0.509494872025638,0.490505127974362,11.5,5.75
"Oregon",1978,"High Jump",NA,12,230,230,11500,5750,1.9558,1.6256,130206,125353,50,16.8831168831169,0.509494872025638,0.490505127974362,11.5,5.75
"Oregon",1978,"Pole Vault",NA,12,230,NA,11500,NA,4.0386,NA,130206,NA,NA,NA,NA,NA,11.5,NA
"Rhode Island",1978,"100m",NA,13,40,23,1374,908,11.0494,12.3622,38755,38370,33.9155749636099,-11.8811881188119,0.502495948136143,0.497504051863857,1.374,0.908
"Rhode Island",1978,"1600m",NA,13,40,23,1374,908,259.58562,317.94516,38755,38370,33.9155749636099,-22.4818077364994,0.502495948136143,0.497504051863857,1.374,0.908
"Rhode Island",1978,"800m",NA,13,40,23,1374,908,115.52604,142.6677,38755,38370,33.9155749636099,-23.4939759036145,0.502495948136143,0.497504051863857,1.374,0.908
"Rhode Island",1978,"High Jump",NA,13,40,23,1374,908,1.9558,1.5748,38755,38370,33.9155749636099,19.4805194805195,0.502495948136143,0.497504051863857,1.374,0.908
"Rhode Island",1978,"Pole Vault",NA,13,40,NA,1374,NA,4.42595,NA,38755,NA,NA,NA,NA,NA,1.374,NA
"Tennessee",1978,"100m",NA,14,366,334,12003,10214,10.7212,11.9246,230020,222225,14.9046071815379,-11.2244897959184,0.508618116286526,0.491381883713474,12.003,10.214
"Tennessee",1978,"1600m",NA,14,366,334,12003,10214,255.31056,290.10756,230020,222225,14.9046071815379,-13.6292834890966,0.508618116286526,0.491381883713474,12.003,10.214
"Tennessee",1978,"800m",NA,14,366,334,12003,10214,114.63126,129.246,230020,222225,14.9046071815379,-12.7493495229835,0.508618116286526,0.491381883713474,12.003,10.214
"Tennessee",1978,"High Jump",NA,14,366,334,12003,10214,1.9812,1.6764,230020,222225,14.9046071815379,15.3846153846154,0.508618116286526,0.491381883713474,12.003,10.214
"Tennessee",1978,"Pole Vault",NA,14,366,NA,12003,NA,3.9624,NA,230020,NA,NA,NA,NA,NA,12.003,NA
"Washington",1978,"100m",NA,15,303,306,10416,7847,10.7212,11.8152,242737,231238,24.6639784946237,-10.2040816326531,0.512130386623767,0.487869613376233,10.416,7.847
"Washington",1978,"1600m",NA,15,303,306,10416,7847,253.62042,280.8615,242737,231238,24.6639784946237,-10.7408859270874,0.512130386623767,0.487869613376233,10.416,7.847
"Washington",1978,"800m",NA,15,303,306,10416,7847,112.74228,128.7489,242737,231238,24.6639784946237,-14.1975308641975,0.512130386623767,0.487869613376233,10.416,7.847
"Washington",1978,"High Jump",NA,15,303,306,10416,7847,2.0066,1.7018,242737,231238,24.6639784946237,15.1898734177215,0.512130386623767,0.487869613376233,10.416,7.847
"Washington",1978,"Pole Vault",NA,15,303,NA,10416,NA,4.3434,NA,242737,NA,NA,NA,NA,NA,10.416,NA
"Wisconsin",1978,"100m",NA,16,449,430,23411,20266,11.1588,12.4716,197252,188981,13.4338558797147,-11.764705882353,0.510707267374875,0.489292732625125,23.411,20.266
"Wisconsin",1978,"1600m",NA,16,449,430,23411,20266,253.32216,300.04956,197252,188981,13.4338558797147,-18.4458398744113,0.510707267374875,0.489292732625125,23.411,20.266
"Wisconsin",1978,"800m",NA,16,449,430,23411,20266,115.62546,134.91294,197252,188981,13.4338558797147,-16.6809974204643,0.510707267374875,0.489292732625125,23.411,20.266
"Wisconsin",1978,"High Jump",NA,16,449,430,23411,20266,1.8796,1.5748,197252,188981,13.4338558797147,16.2162162162162,0.510707267374875,0.489292732625125,23.411,20.266
"Wisconsin",1978,"Pole Vault",NA,16,449,NA,23411,NA,3.9624,NA,197252,NA,NA,NA,NA,NA,23.411,NA
"Wyoming",1978,"100m",NA,17,72,71,1400,1200,11.1588,12.4716,19963,18452,14.2857142857143,-11.764705882353,0.519666796824157,0.480333203175843,1.4,1.2
"Wyoming",1978,"1600m",NA,17,72,71,1400,1200,268.801854,330.044574,19963,18452,14.2857142857143,-22.7835928542368,0.519666796824157,0.480333203175843,1.4,1.2
"Wyoming",1978,"800m",NA,17,72,71,1400,1200,119.612202,141.37524,19963,18452,14.2857142857143,-18.1946637852215,0.519666796824157,0.480333203175843,1.4,1.2
"Wyoming",1978,"High Jump",NA,17,72,71,1400,1200,1.8288,1.524,19963,18452,14.2857142857143,16.6666666666667,0.519666796824157,0.480333203175843,1.4,1.2
"Wyoming",1978,"Pole Vault",NA,17,72,NA,1400,NA,3.6576,NA,19963,NA,NA,NA,NA,NA,1.4,NA
"Florida",1979,"100m",475254,18,319,295,10089,6017,10.6118,12.034,654581,634643,40.360788978095,-13.4020618556701,0.507732558500307,0.492267441499693,10.089,6.017
"Florida",1979,"1600m",475254,18,319,295,10089,6017,251.63202,296.47044,654581,634643,40.360788978095,-17.8190438561833,0.507732558500307,0.492267441499693,10.089,6.017
"Florida",1979,"800m",475254,18,319,295,10089,6017,113.73648,133.91874,654581,634643,40.360788978095,-17.7447552447553,0.507732558500307,0.492267441499693,10.089,6.017
"Florida",1979,"High Jump",475254,18,319,295,10089,6017,1.83515,1.5367,654581,634643,40.360788978095,16.2629757785467,0.507732558500307,0.492267441499693,10.089,6.017
"Florida",1979,"Pole Vault",475254,18,319,NA,10089,NA,3.6576,NA,654581,NA,NA,NA,NA,NA,10.089,NA
"Georgia",1979,"100m",2502,19,360,325,12000,9500,10.62274,11.8152,384636,372832,20.8333333333333,-11.2255406797116,0.507791748298278,0.492208251701722,12,9.5
"Georgia",1979,"1600m",2502,19,360,325,12000,9500,256.0065,309.79272,384636,372832,20.8333333333333,-21.0097087378641,0.507791748298278,0.492208251701722,12,9.5
"Georgia",1979,"800m",2502,19,360,325,12000,9500,114.710796,136.90134,384636,372832,20.8333333333333,-19.3447737909516,0.507791748298278,0.492208251701722,12,9.5
"Georgia",1979,"High Jump",2502,19,360,325,12000,9500,1.8288,1.5748,384636,372832,20.8333333333333,13.8888888888889,0.507791748298278,0.492208251701722,12,9.5
"Georgia",1979,"Pole Vault",2502,19,360,NA,12000,NA,3.81,NA,384636,NA,NA,NA,NA,NA,12,NA
"Illinois",1979,"100m",685740,20,625,653,26875,21549,10.40394,11.9246,438919,416771,19.8176744186046,-14.6161934805468,0.512941602683215,0.487058397316785,26.875,21.549
"Illinois",1979,"1600m",685740,20,625,653,26875,21549,248.84826,298.55826,438919,416771,19.8176744186046,-19.9760287654814,0.512941602683215,0.487058397316785,26.875,21.549
"Illinois",1979,"800m",685740,20,625,653,26875,21549,112.94112,132.42744,438919,416771,19.8176744186046,-17.2535211267606,0.512941602683215,0.487058397316785,26.875,21.549
"Illinois",1979,"High Jump",685740,20,625,653,26875,21549,1.9812,1.7272,438919,416771,19.8176744186046,12.8205128205128,0.512941602683215,0.487058397316785,26.875,21.549
"Illinois",1979,"Pole Vault",685740,20,625,NA,26875,NA,4.45135,NA,438919,NA,NA,NA,NA,NA,26.875,NA
"Kansas",1979,"100m",141560,21,381,380,19050,19000,10.79778,11.18,107335,101463,0.26246719160105,-3.53980169997907,0.51406143737009,0.48593856262991,19.05,19
"Kansas",1979,"1600m",141560,21,381,380,19050,19000,259.2,305.7,107335,101463,0.26246719160105,-17.9398148148148,0.51406143737009,0.48593856262991,19.05,19
"Kansas",1979,"800m",141560,21,381,380,19050,19000,116.3,141.7,107335,101463,0.26246719160105,-21.8400687876182,0.51406143737009,0.48593856262991,19.05,19
"Kansas",1979,"High Jump",141560,21,381,380,19050,19000,1.9558,1.6002,107335,101463,0.26246719160105,18.1818181818182,0.51406143737009,0.48593856262991,19.05,19
"Kansas",1979,"Pole Vault",141560,21,381,NA,19050,NA,3.5052,NA,107335,NA,NA,NA,NA,NA,19.05,NA
"Maryland",1979,"100m",278936,4,130,119,5905,3767,10.6118,11.8152,203680,196573,36.2066045723963,-11.340206185567,0.508878134579878,0.491121865420122,5.905,3.767
"Maryland",1979,"1600m",278936,4,130,119,5905,3767,253.81926,305,203680,196573,36.2066045723963,-20.1642460071785,0.508878134579878,0.491121865420122,5.905,3.767
"Maryland",1979,"800m",278936,4,130,119,5905,3767,112.04634,135.41004,203680,196573,36.2066045723963,-20.851818988465,0.508878134579878,0.491121865420122,5.905,3.767
"Maryland",1979,"High Jump",278936,4,130,119,5905,3767,1.9304,1.5748,203680,196573,36.2066045723963,18.4210526315789,0.508878134579878,0.491121865420122,5.905,3.767
"Maryland",1979,"Pole Vault",278936,4,130,NA,5905,NA,3.6576,NA,203680,NA,NA,NA,NA,NA,5.905,NA
"Massachusetts",1979,"100m",337169,5,240,214,11236,8414,11.29008,12.60288,227328,222303,25.1156995372019,-11.6279069767442,0.505587915423981,0.494412084576019,11.236,8.414
"Massachusetts",1979,"1600m",337169,5,240,214,11236,8414,259.008984,298.438956,227328,222303,25.1156995372019,-15.2233993551359,0.505587915423981,0.494412084576019,11.236,8.414
"Massachusetts",1979,"800m",337169,5,240,214,11236,8414,114.104334,133.501176,227328,222303,25.1156995372019,-16.9992158229502,0.505587915423981,0.494412084576019,11.236,8.414
"Massachusetts",1979,"High Jump",337169,5,240,214,11236,8414,2.032,1.7018,227328,222303,25.1156995372019,16.25,0.505587915423981,0.494412084576019,11.236,8.414
"Massachusetts",1979,"Pole Vault",337169,5,240,NA,11236,NA,3.9624,NA,227328,NA,NA,NA,NA,NA,11.236,NA
"Michigan",1979,"100m",654990,6,657,633,28908,26586,10.8306,12.1434,340878,326682,8.03237858032379,-12.1212121212121,0.51063275211217,0.48936724788783,28.908,26.586
"Michigan",1979,"1600m",654990,6,657,633,28908,26586,253.22274,295.67508,340878,326682,8.03237858032379,-16.7648213584609,0.51063275211217,0.48936724788783,28.908,26.586
"Michigan",1979,"800m",654990,6,657,633,28908,26586,111.74808,130.7373,340878,326682,8.03237858032379,-16.9928825622776,0.51063275211217,0.48936724788783,28.908,26.586
"Michigan",1979,"High Jump",654990,6,657,633,28908,26586,1.94,1.66,340878,326682,8.03237858032379,14.4329896907217,0.51063275211217,0.48936724788783,28.908,26.586
"Michigan",1979,"Pole Vault",654990,6,657,NA,28908,NA,4.11,NA,340878,NA,NA,NA,NA,NA,28.908,NA
"Nebraska",1979,"100m",96803,7,359,362,8452,6426,11.1588,12.3622,70765,67297,23.9706578324657,-10.7843137254902,0.512559574683838,0.487440425316162,8.452,6.426
"Nebraska",1979,"1600m",96803,7,359,362,8452,6426,260.9775,316.35444,70765,67297,23.9706578324657,-21.2190476190476,0.512559574683838,0.487440425316162,8.452,6.426
"Nebraska",1979,"800m",96803,7,359,362,8452,6426,114.43242,137.00076,70765,67297,23.9706578324657,-19.7219808861859,0.512559574683838,0.487440425316162,8.452,6.426
"Nebraska",1979,"High Jump",96803,7,359,362,8452,6426,1.9304,1.6256,70765,67297,23.9706578324657,15.7894736842105,0.512559574683838,0.487440425316162,8.452,6.426
"Nebraska",1979,"Pole Vault",96803,7,359,NA,8452,NA,3.81,NA,70765,NA,NA,NA,NA,NA,8.452,NA
"New York",1979,"100m",1053933,8,574,448,21995,13440,10.6,13.0186,651067,625735,38.8952034553308,-22.8169811320755,0.509920097242955,0.490079902757045,21.995,13.44
"New York",1979,"1600m",1053933,8,574,448,21995,13440,252,291.99654,651067,625735,38.8952034553308,-15.8716428571429,0.509920097242955,0.490079902757045,21.995,13.44
"New York",1979,"800m",1053933,8,574,448,21995,13440,111.9,129.7431,651067,625735,38.8952034553308,-15.9455764075067,0.509920097242955,0.490079902757045,21.995,13.44
"New York",1979,"High Jump",1053933,8,574,448,21995,13440,2.032,1.7018,651067,625735,38.8952034553308,16.25,0.509920097242955,0.490079902757045,21.995,13.44
"New York",1979,"Pole Vault",1053933,8,574,NA,21995,NA,4.78155,NA,651067,NA,NA,NA,NA,NA,21.995,NA
"North Carolina",1979,"100m",359721,9,290,210,10849,5574,10.91812,12.034,357525,342791,48.6219928103973,-10.2204408817635,0.510519536894773,0.489480463105227,10.849,5.574
"North Carolina",1979,"1600m",359721,9,290,210,10849,5574,258.39258,296.2716,357525,342791,48.6219928103973,-14.6594844170835,0.510519536894773,0.489480463105227,10.849,5.574
"North Carolina",1979,"800m",359721,9,290,210,10849,5574,114.73068,132.42744,357525,342791,48.6219928103973,-15.4246100519931,0.510519536894773,0.489480463105227,10.849,5.574
"North Carolina",1979,"High Jump",359721,9,290,210,10849,5574,1.9812,1.7272,357525,342791,48.6219928103973,12.8205128205128,0.510519536894773,0.489480463105227,10.849,5.574
"North Carolina",1979,"Pole Vault",359721,9,290,NA,10849,NA,4.2672,NA,357525,NA,NA,NA,NA,NA,10.849,NA
"Oklahoma",1979,"100m",186070,11,330,315,3960,3780,10.74308,12.13246,141041,134646,4.54545454545455,-12.9327902240326,0.511598298069913,0.488401701930087,3.96,3.78
"Oklahoma",1979,"1600m",186070,11,330,315,3960,3780,251.492832,310.58808,141041,134646,4.54545454545455,-23.4977862112587,0.511598298069913,0.488401701930087,3.96,3.78
"Oklahoma",1979,"800m",186070,11,330,315,3960,3780,115.585692,134.555028,141041,134646,4.54545454545455,-16.4114914846035,0.511598298069913,0.488401701930087,3.96,3.78
"Oklahoma",1979,"High Jump",186070,11,330,315,3960,3780,1.8796,1.5748,141041,134646,4.54545454545455,16.2162162162162,0.511598298069913,0.488401701930087,3.96,3.78
"Oklahoma",1979,"Pole Vault",186070,11,330,NA,3960,NA,3.9624,NA,141041,NA,NA,NA,NA,NA,3.96,NA
"Oregon",1979,"100m",153025,12,230,230,11500,5750,10.67,12.21,130206,125353,50,-14.4329896907217,0.509494872025638,0.490505127974362,11.5,5.75
"Oregon",1979,"1600m",153025,12,230,230,11500,5750,247.80996,288.191817,130206,125353,50,-16.2954939341421,0.509494872025638,0.490505127974362,11.5,5.75
"Oregon",1979,"800m",153025,12,230,230,11500,5750,110.73,130.18,130206,125353,50,-17.5652488033957,0.509494872025638,0.490505127974362,11.5,5.75
"Oregon",1979,"High Jump",153025,12,230,230,11500,5750,2.02565,1.651,130206,125353,50,18.4952978056426,0.509494872025638,0.490505127974362,11.5,5.75
"Oregon",1979,"Pole Vault",153025,12,230,NA,11500,NA,3.8862,NA,130206,NA,NA,NA,NA,NA,11.5,NA
"Rhode Island",1979,"100m",53173,13,42,24,1375,951,11.1588,12.7,38755,38370,30.8363636363636,-13.8115209520737,0.502495948136143,0.497504051863857,1.375,0.951
"Rhode Island",1979,"1600m",53173,13,42,24,1375,951,263.66184,306.32661,38755,38370,30.8363636363636,-16.1816249177355,0.502495948136143,0.497504051863857,1.375,0.951
"Rhode Island",1979,"800m",53173,13,42,24,1375,951,116.3214,144.6,38755,38370,30.8363636363636,-24.3107459160567,0.502495948136143,0.497504051863857,1.375,0.951
"Rhode Island",1979,"High Jump",53173,13,42,24,1375,951,1.9558,1.5494,38755,38370,30.8363636363636,20.7792207792208,0.502495948136143,0.497504051863857,1.375,0.951
"Rhode Island",1979,"Pole Vault",53173,13,42,NA,1375,NA,4.1656,NA,38755,NA,NA,NA,NA,NA,1.375,NA
"Tennessee",1979,"100m",276351,14,208,196,7072,6076,10.6118,11.9246,230020,222225,14.0837104072398,-12.3711340206185,0.508618116286526,0.491381883713474,7.072,6.076
"Tennessee",1979,"1600m",276351,14,208,196,7072,6076,253.81926,290.50524,230020,222225,14.0837104072398,-14.4535840188014,0.508618116286526,0.491381883713474,7.072,6.076
"Tennessee",1979,"800m",276351,14,208,196,7072,6076,113.93532,133.7199,230020,222225,14.0837104072398,-17.3647469458988,0.508618116286526,0.491381883713474,7.072,6.076
"Tennessee",1979,"High Jump",276351,14,208,196,7072,6076,2.032,1.6764,230020,222225,14.0837104072398,17.5,0.508618116286526,0.491381883713474,7.072,6.076
"Tennessee",1979,"Pole Vault",276351,14,208,NA,7072,NA,4.1148,NA,230020,NA,NA,NA,NA,NA,7.072,NA
"Washington",1979,"100m",251672,15,300,301,10106,7871,10.91812,11.79332,242737,231238,22.1155749059964,-8.01603206412825,0.512130386623767,0.487869613376233,10.106,7.871
"Washington",1979,"1600m",251672,15,300,301,10106,7871,257.19954,296.7687,242737,231238,22.1155749059964,-15.3846153846154,0.512130386623767,0.487869613376233,10.106,7.871
"Washington",1979,"800m",251672,15,300,301,10106,7871,114.333,137.29902,242737,231238,22.1155749059964,-20.0869565217391,0.512130386623767,0.487869613376233,10.106,7.871
"Washington",1979,"High Jump",251672,15,300,301,10106,7871,2.10185,1.7018,242737,231238,22.1155749059964,19.0332326283988,0.512130386623767,0.487869613376233,10.106,7.871
"Washington",1979,"Pole Vault",251672,15,300,NA,10106,NA,4.4196,NA,242737,NA,NA,NA,NA,NA,10.106,NA
"Wisconsin",1979,"100m",319587,16,392,394,13159,11580,11.3229,12.73416,197252,188981,11.9993920510677,-12.463768115942,0.510707267374875,0.489292732625125,13.159,11.58
"Wisconsin",1979,"1600m",319587,16,392,394,13159,11580,256.235166,296.390904,197252,188981,11.9993920510677,-15.6714391029372,0.510707267374875,0.489292732625125,13.159,11.58
"Wisconsin",1979,"800m",319587,16,392,394,13159,11580,113.816016,130.876488,197252,188981,11.9993920510677,-14.9895178197065,0.510707267374875,0.489292732625125,13.159,11.58
"Wisconsin",1979,"High Jump",319587,16,392,394,13159,11580,1.9304,1.6002,197252,188981,11.9993920510677,17.1052631578947,0.510707267374875,0.489292732625125,13.159,11.58
"Wisconsin",1979,"Pole Vault",319587,16,392,NA,13159,NA,3.9624,NA,197252,NA,NA,NA,NA,NA,13.159,NA
"Wyoming",1979,"100m",27301,17,73,73,1850,1460,10.94,12.034,19963,18452,21.0810810810811,-10,0.519666796824157,0.480333203175843,1.85,1.46
"Wyoming",1979,"1600m",27301,17,73,73,1850,1460,268.73226,329.77614,19963,18452,21.0810810810811,-22.7155012948576,0.519666796824157,0.480333203175843,1.85,1.46
"Wyoming",1979,"800m",27301,17,73,73,1850,1460,120.59646,147.34044,19963,18452,21.0810810810811,-22.1764220939819,0.519666796824157,0.480333203175843,1.85,1.46
"Wyoming",1979,"High Jump",27301,17,73,73,1850,1460,1.778,1.4224,19963,18452,21.0810810810811,20,0.519666796824157,0.480333203175843,1.85,1.46
"Wyoming",1979,"Pole Vault",27301,17,73,NA,1850,NA,3.8608,NA,19963,NA,NA,NA,NA,NA,1.85,NA
"Florida",1980,"100m",NA,18,319,295,10089,6017,10.67744,12.31844,654581,634643,40.360788978095,-15.3688524590164,0.507732558500307,0.492267441499693,10.089,6.017
