"State","Year","Event","Gender","Class","Mark","Mark.Note","Mark.raw","Event.raw"
"California",1915,"100m","Boys",NA,11.1588,NA,"10.2","100y"
"California",1915,"100m","Boys",NA,11.2682,NA,"10.3","100y"
"California",1915,"800m","Boys",NA,119.10516,NA,"1:59.8","880y"
"California",1915,"800m","Boys",NA,NA,NA,"NT","880y"
"California",1915,"1600m","Boys",NA,268.434,NA,"4:30.0","Mile"
"California",1915,"1600m","Boys",NA,NA,NA,"NT","Mile"
"California",1915,"High Jump","Boys",NA,1.7526,NA,"5-09.50","High Jump"
"California",1915,"High Jump","Boys",NA,NA,NA,"NM","High Jump"
"California",1915,"Pole Vault","Boys",NA,3.5052,NA,"11-06.00","Pole Vault"
"California",1915,"Pole Vault","Boys",NA,NA,NA,"NM","Pole Vault"
"California",1916,"100m","Boys",NA,11.3776,NA,"10.4","100y"
"California",1916,"100m","Boys",NA,NA,NA,"NT","100y"
"California",1916,"800m","Boys",NA,122.08776,NA,"2:02.8","880y"
"California",1916,"800m","Boys",NA,122.2866,NA,"2:03.0","880y"
"California",1916,"800m","Boys",NA,NA,NA,"NT","880y"
"California",1916,"1600m","Boys",NA,278.97252,NA,"4:40.6","Mile"
"California",1916,"1600m","Boys",NA,279.17136,NA,"4:40.8","Mile"
"California",1916,"1600m","Boys",NA,NA,NA,"NT","Mile"
"California",1916,"High Jump","Boys",NA,1.7272,NA,"5-08.50","High Jump"
"California",1916,"High Jump","Boys",NA,NA,NA,"NM","High Jump"
"California",1916,"Pole Vault","Boys",NA,3.5814,NA,"11-09.00","Pole Vault"
"California",1916,"Pole Vault","Boys",NA,NA,NA,"NM","Pole Vault"
"California",1917,"100m","Boys",NA,10.94,NA,"10.0","100y"
"California",1917,"100m","Boys",NA,11.2682,NA,"10.3","100y"
"California",1917,"800m","Boys",NA,121.2924,NA,"2:02.0","880y"
"California",1917,"800m","Boys",NA,NA,NA,"NT","880y"
"California",1917,"1600m","Boys",NA,275.98992,NA,"4:37.6","Mile"
"California",1917,"High Jump","Boys",NA,1.7526,NA,"5-09.25","High Jump"
"California",1917,"High Jump","Boys",NA,NA,NA,"NM","High Jump"
"California",1917,"Pole Vault","Boys",NA,3.3528,NA,"11-00.00","Pole Vault"
"California",1918,"100m","Boys",NA,11.1588,NA,"10.2","100y"
"California",1918,"800m","Boys",NA,122.08776,NA,"2:02.8","880y"
"California",1918,"800m","Boys",NA,122.2866,NA,"2:03.0","880y"
"California",1918,"800m","Boys",NA,NA,NA,"NT","880y"
"California",1918,"1600m","Boys",NA,NA,NA,"NT","Mile"
"California",1918,"High Jump","Boys",NA,1.8034,NA,"5-11.50","High Jump"
"California",1918,"High Jump","Boys",NA,NA,NA,"NM","High Jump"
"California",1918,"Pole Vault","Boys",NA,3.5052,NA,"11-06.00","Pole Vault"
"California",1918,"Pole Vault","Boys",NA,NA,NA,"NM","Pole Vault"
"California",1919,"100m","Boys",NA,11.3776,NA,"10.4","100y"
"California",1919,"800m","Boys",NA,127.45644,NA,"2:08.2","880y"
"California",1919,"800m","Boys",NA,NA,NA,"NT","880y"
"California",1919,"1600m","Boys",NA,285.3354,NA,"4:47.0","Mile"
"California",1919,"1600m","Boys",NA,NA,NA,"NT","Mile"
"California",1919,"High Jump","Boys",NA,1.6764,NA,"5-06.00","High Jump"
"California",1919,"High Jump","Boys",NA,NA,NA,"NM","High Jump"
"California",1919,"Pole Vault","Boys",NA,3.2004,NA,"10-06.00","Pole Vault"
"California",1919,"Pole Vault","Boys",NA,NA,NA,"NM","Pole Vault"
"California",1920,"100m","Boys",NA,10.94,NA,"10.0","100y"
"California",1920,"100m","Boys",NA,11.0494,NA,"10.1","100y"
"California",1920,"100m","Boys",NA,11.1588,NA,"10.2","100y"
"California",1920,"800m","Boys",NA,118.70748,NA,"1:59.4","880y"
"California",1920,"800m","Boys",NA,NA,NA,"NT","880y"
"California",1920,"1600m","Boys",NA,274.69746,NA,"4:36.3","Mile"
"California",1920,"1600m","Boys",NA,NA,NA,"NT","Mile"
"California",1920,"High Jump","Boys",NA,1.8288,NA,"6-00.00","High Jump"
"California",1920,"High Jump","Boys",NA,NA,NA,"NM","High Jump"
"California",1920,"Pole Vault","Boys",NA,3.6068,NA,"11-10.00","Pole Vault"
"California",1920,"Pole Vault","Boys",NA,3.5814,NA,"11-09.00","Pole Vault"
"California",1920,"Pole Vault","Boys",NA,NA,NA,"NM","Pole Vault"
"California",1920,"Pole Vault","Boys",NA,3.429,NA,"11-03.50","Pole Vault"
"California",1921,"100m","Boys",NA,11.1588,NA,"10.2","100y"
"California",1921,"800m","Boys",NA,118.50864,NA,"1:59.2","880y"
"California",1921,"800m","Boys",NA,NA,NA,"NT","880y"
"California",1921,"1600m","Boys",NA,268.83168,NA,"4:30.4","Mile"
"California",1921,"1600m","Boys",NA,NA,NA,"NT","Mile"
"California",1921,"High Jump","Boys",NA,1.8288,NA,"6-00.50","High Jump"
"California",1921,"High Jump","Boys",NA,NA,NA,"NM","High Jump"
"California",1921,"High Jump","Boys",NA,1.7526,NA,"5-09.75","High Jump"
"California",1921,"Pole Vault","Boys",NA,3.6576,NA,"12-00.00","Pole Vault"
"California",1921,"Pole Vault","Boys",NA,NA,NA,"NM","Pole Vault"
"California",1922,"100m","Boys",NA,11.3776,NA,"10.4","100y"
"California",1922,"100m","Boys",NA,11.487,NA,"10.5","100y"
"California",1922,"100m","Boys",NA,11.7058,NA,"10.7","100y"
"California",1922,"800m","Boys",NA,123.87732,NA,"2:04.6","880y"
"California",1922,"800m","Boys",NA,NA,NA,"NT","880y"
"California",1922,"1600m","Boys",NA,278.376,NA,"4:40.0","Mile"
"California",1922,"1600m","Boys",NA,278.47542,NA,"4:40.1","Mile"
"California",1922,"1600m","Boys",NA,278.77368,NA,"4:40.4","Mile"
"California",1922,"1600m","Boys",NA,279.07194,NA,"4:40.7","Mile"
"California",1922,"1600m","Boys",NA,279.17136,NA,"4:40.8","Mile"
"California",1922,"High Jump","Boys",NA,1.778,NA,"5-10.25","High Jump"
"California",1922,"High Jump","Boys",NA,NA,NA,"NM","High Jump"
"California",1922,"Pole Vault","Boys",NA,3.683,NA,"11-13.50","Pole Vault"
"California",1922,"Pole Vault","Boys",NA,NA,NA,"NM","Pole Vault"
"California",1922,"Pole Vault","Boys",NA,3.429,NA,"11-03.00","Pole Vault"
"California",1923,"100m","Boys",NA,10.94,NA,"10.0","100y"
"California",1923,"800m","Boys",NA,118.3098,NA,"1:59.0","880y"
"California",1923,"800m","Boys",NA,NA,NA,"NT","880y"
"California",1923,"1600m","Boys",NA,270.02472,NA,"4:31.6","Mile"
"California",1923,"1600m","Boys",NA,NA,NA,"NT","Mile"
"California",1923,"High Jump","Boys",NA,1.8034,NA,"5-11.00","High Jump"
"California",1923,"High Jump","Boys",NA,NA,NA,"NM","High Jump"
"California",1923,"Pole Vault","Boys",NA,3.7338,NA,"12-03.625","Pole Vault"
"California",1923,"Pole Vault","Boys",NA,3.6576,NA,"12-00.00","Pole Vault"
"California",1924,"100m","Boys",NA,11.0494,NA,"10.1","100y"
"California",1924,"800m","Boys",NA,118.40922,NA,"1:59.1","880y"
"California",1924,"800m","Boys",NA,NA,NA,"NT","880y"
"California",1924,"1600m","Boys",NA,275.49282,NA,"4:37.1","Mile"
"California",1924,"1600m","Boys",NA,NA,NA,"NT","Mile"
"California",1924,"High Jump","Boys",NA,1.8542,NA,"6-01.25","High Jump"
"California",1924,"High Jump","Boys",NA,NA,NA,"NM","High Jump"
"California",1924,"Pole Vault","Boys",NA,3.937,NA,"12-11.50","Pole Vault"
"California",1924,"Pole Vault","Boys",NA,3.8862,NA,"12-09.00","Pole Vault"
"California",1924,"Pole Vault","Boys",NA,3.81,NA,"12-06.00","Pole Vault"
"California",1924,"Pole Vault","Boys",NA,3.7338,NA,"12-03.00","Pole Vault"
"California",1925,"100m","Boys",NA,11.0494,NA,"10.1","100y"
"California",1925,"800m","Boys",NA,119.10516,NA,"1:59.8","880y"
"California",1925,"800m","Boys",NA,120.09936,NA,"2:00.8","880y"
"California",1925,"1600m","Boys",NA,273.60384,NA,"4:35.2","Mile"
"California",1925,"1600m","Boys",NA,274.3992,NA,"4:36.0","Mile"
"California",1925,"1600m","Boys",NA,NA,NA,"NT","Mile"
"California",1925,"High Jump","Boys",NA,1.8542,NA,"6-01.50","High Jump"
"California",1925,"High Jump","Boys",NA,NA,NA,"NM","High Jump"
"California",1925,"High Jump","Boys",NA,1.7272,NA,"5-08.50","High Jump"
"California",1925,"Pole Vault","Boys",NA,3.8862,NA,"12-09.875","Pole Vault"
"California",1925,"Pole Vault","Boys",NA,3.81,NA,"12-06.000","Pole Vault"
"California",1925,"Pole Vault","Boys",NA,3.6576,NA,"12-00.000","Pole Vault"
"California",1926,"100m","Boys",NA,10.7212,NA,"09.8","100y"
"California",1926,"100m","Boys",NA,10.94,NA,"10.0","100y"
"California",1926,"800m","Boys",NA,120.49704,NA,"2:01.2","880y"
"California",1926,"1600m","Boys",NA,274.10094,NA,"4:35.7","Mile"
"California",1926,"High Jump","Boys",NA,1.8034,NA,"5-11.00","High Jump"
"California",1926,"Pole Vault","Boys",NA,3.7592,NA,"12-04.00","Pole Vault"
"California",1927,"100m","Boys",NA,10.7212,NA,"09.8","100y"
"California",1927,"100m","Boys",NA,10.94,NA,"10.0","100y"
"California",1927,"800m","Boys",NA,122.08776,NA,"2:02.8","880y"
"California",1927,"1600m","Boys",NA,274.99572,NA,"4:36.6","Mile"
"California",1927,"High Jump","Boys",NA,1.8288,NA,"6-00.75","High Jump"
"California",1927,"Pole Vault","Boys",NA,3.6576,NA,"12-00.00","Pole Vault"
"California",1928,"100m","Boys",NA,10.5024,NA,"09.6","100y"
"California",1928,"100m","Boys",NA,10.6118,NA,"09.7","100y"
"California",1928,"100m","Boys",NA,NA,NA,"NT","100y"
"California",1928,"800m","Boys",NA,120.49704,NA,"2:01.2","880y"
"California",1928,"800m","Boys",NA,NA,NA,"NT","880y"
"California",1928,"800m","Boys",NA,NA,NA,"DNF","880y"
"California",1928,"1600m","Boys",NA,NA,NA,"NT","Mile"
"California",1928,"1600m","Boys",NA,NA,NA,"DQ","Mile"
"California",1928,"High Jump","Boys",NA,1.8796,NA,"6-02.25","High Jump"
"California",1928,"High Jump","Boys",NA,NA,NA,"NM","High Jump"
"California",1928,"Pole Vault","Boys",NA,3.8862,NA,"12-09.50","Pole Vault"
"California",1928,"Pole Vault","Boys",NA,NA,NA,"NM","Pole Vault"
"California",1928,"Pole Vault","Boys",NA,3.7338,NA,"12-03.00","Pole Vault"
"California",1929,"100m","Boys",NA,10.7212,NA,"09.8","100y"
"California",1929,"100m","Boys",NA,10.94,NA,"10.0","100y"
"California",1929,"100m","Boys",NA,NA,NA,"NT","100y"
"California",1929,"800m","Boys",NA,117.71328,NA,"1:58.4","880y"
"California",1929,"800m","Boys",NA,118.3098,NA,"1:59.0","880y"
"California",1929,"800m","Boys",NA,119.10516,NA,"1:59.8","880y"
"California",1929,"800m","Boys",NA,NA,NA,"NT","880y"
"California",1929,"1600m","Boys",NA,269.52762,NA,"4:31.1","Mile"
"California",1929,"1600m","Boys",NA,270.4224,NA,"4:32.0","Mile"
"California",1929,"1600m","Boys",NA,271.4166,NA,"4:33.0","Mile"
"California",1929,"1600m","Boys",NA,NA,NA,"NT","Mile"
"California",1929,"High Jump","Boys",NA,1.9304,NA,"6-04.25","High Jump"
"California",1929,"High Jump","Boys",NA,1.905,NA,"6-03.00","High Jump"
"California",1929,"High Jump","Boys",NA,1.778,NA,"5-10.00","High Jump"
"California",1929,"High Jump","Boys",NA,1.7272,NA,"5-08.00","High Jump"
"California",1929,"Pole Vault","Boys",NA,3.81,NA,"12-06.00","Pole Vault"
"California",1929,"Pole Vault","Boys",NA,NA,NA,"NM","Pole Vault"
"California",1930,"100m","Boys",NA,11.0494,NA,"10.1","100y"
"California",1930,"800m","Boys",NA,119.40342,NA,"2:00.1","880y"
"California",1930,"High Jump","Boys",NA,1.8288,NA,"6-00.5","High Jump"
"California",1930,"High Jump","Boys",NA,54.6608,NA,"179-04","High Jump"
"California",1930,"1600m","Boys",NA,269.4282,NA,"4:31.0","Mile"
"California",1930,"Pole Vault","Boys",NA,3.81,NA,"12-06","Pole Vault"
"California",1931,"100m","Boys",NA,10.8306,NA,"09.9","100y"
"California",1931,"800m","Boys",NA,116.91792,NA,"1:57.6","880y"
"California",1931,"High Jump","Boys",NA,1.9304,NA,"6-04.5","High Jump"
"California",1931,"High Jump","Boys",NA,59.5884,NA,"195-06.25","High Jump"
"California",1931,"1600m","Boys",NA,271.21776,NA,"4:32.8","Mile"
"California",1931,"Pole Vault","Boys",NA,3.8608,NA,"12-08.25","Pole Vault"
"California",1931,"Pole Vault","Boys",NA,NA,NA,"1966","Pole Vault"
"California",1932,"100m","Boys",NA,10.7212,NA,"09.8","100y"
"California",1932,"800m","Boys",NA,119.90052,NA,"2:00.6","880y"
"California",1932,"High Jump","Boys",NA,1.905,NA,"6-03","High Jump"
"California",1932,"Pole Vault","Boys",NA,3.9624,NA,"13-00","Pole Vault"
"California",1933,"100m","Boys",NA,10.94,NA,"10.0","100y"
"California",1933,"800m","Boys",NA,119.40342,NA,"2:00.1","880y"
"California",1933,"High Jump","Boys",NA,1.9558,NA,"6-05","High Jump"
"California",1933,"High Jump","Boys",NA,1.905,NA,"6-03","High Jump"
"California",1933,"High Jump","Boys",NA,1.8796,NA,"6-02","High Jump"
"California",1933,"High Jump","Boys",NA,1.8542,NA,"6-01","High Jump"
"California",1933,"High Jump","Boys",NA,1.7526,NA,"5-09","High Jump"
"California",1933,"1600m","Boys",NA,267.63864,NA,"4:29.2","Mile"
"California",1933,"Pole Vault","Boys",NA,3.8354,NA,"12-07","Pole Vault"
"California",1933,"Pole Vault","Boys",NA,3.7592,NA,"12-04","Pole Vault"
"California",1933,"Pole Vault","Boys",NA,3.6576,NA,"12-00","Pole Vault"
"California",1934,"100m","Boys",NA,10.94,NA,"10.0","100y"
"California",1934,"800m","Boys",NA,117.71328,NA,"1:58.4","880y"
"California",1934,"High Jump","Boys",NA,1.9558,NA,"6-05","High Jump"
"California",1934,"High Jump","Boys",NA,1.905,NA,"6-03","High Jump"
"California",1934,"High Jump","Boys",NA,1.8796,NA,"6-02","High Jump"
"California",1934,"1600m","Boys",NA,266.24676,NA,"4:27.8","Mile"
"California",1934,"1600m","Boys",NA,266.4456,NA,"4:28.0","Mile"
"California",1934,"Pole Vault","Boys",NA,3.9116,NA,"12-10","Pole Vault"
"California",1934,"Pole Vault","Boys",NA,3.8354,NA,"12-07","Pole Vault"
"California",1935,"100m","Boys",NA,10.5024,NA,"09.6","100y"
"California",1935,"800m","Boys",NA,116.91792,NA,"1:57.6","880y"
"California",1935,"800m","Boys",NA,NA,NA,"220-00","880y"
"California",1935,"800m","Boys",NA,NA,NA,"211-00","880y"
"California",1935,"800m","Boys",NA,NA,NA,"205-06","880y"
"California",1935,"800m","Boys",NA,NA,NA,"195-09","880y"
"California",1935,"800m","Boys",NA,NA,NA,"191-02","880y"
"California",1935,"High Jump","Boys",NA,1.8796,NA,"6-02","High Jump"
"California",1935,"High Jump","Boys",NA,1.8542,NA,"6-01","High Jump"
"California",1935,"High Jump","Boys",NA,1.8288,NA,"6-00","High Jump"
"California",1935,"1600m","Boys",NA,268.83168,NA,"4:30.4","Mile"
"California",1935,"Pole Vault","Boys",NA,3.9116,NA,"12-10.5","Pole Vault"
"California",1936,"100m","Boys",NA,10.6118,NA,"09.7","100y"
"California",1936,"800m","Boys",NA,116.42082,NA,"1:57.1","880y"
"California",1936,"High Jump","Boys",NA,1.8288,NA,"6-00","High Jump"
"California",1936,"Pole Vault","Boys",NA,3.937,NA,"12-11","Pole Vault"
"California",1937,"100m","Boys",NA,10.7212,NA,"09.8","100y"
"California",1937,"800m","Boys",NA,119.00574,NA,"1:59.7","880y"
"California",1937,"800m","Boys",NA,NA,NA,"195-00","880y"
"California",1937,"800m","Boys",NA,NA,NA,"192-10","880y"
"California",1937,"800m","Boys",NA,NA,NA,"178-03","880y"
"California",1937,"800m","Boys",NA,NA,NA,"172-11","880y"
"California",1937,"800m","Boys",NA,NA,NA,"165-05","880y"
"California",1937,"High Jump","Boys",NA,1.9304,NA,"6-04","High Jump"
"California",1937,"High Jump","Boys",NA,1.905,NA,"6-03","High Jump"
"California",1937,"High Jump","Boys",NA,1.8542,NA,"6-01","High Jump"
"California",1937,"1600m","Boys",NA,268.83168,NA,"4:30.4","Mile"
"California",1937,"Pole Vault","Boys",NA,4.2418,NA,"13-11.25","Pole Vault"
"California",1937,"Pole Vault","Boys",NA,3.81,NA,"12-06","Pole Vault"
"California",1938,"100m","Boys",NA,10.7212,NA,"09.8","100y"
"California",1938,"800m","Boys",NA,118.11096,NA,"1:58.8","880y"
"California",1938,"High Jump","Boys",NA,2.0066,NA,"6-07.5","High Jump"
"California",1938,"1600m","Boys",NA,265.35198,NA,"4:26.9","Mile"
"California",1938,"Pole Vault","Boys",NA,3.9116,NA,"12-10.75","Pole Vault"
"California",1939,"100m","Boys",NA,10.8306,NA,"09.9","100y"
"California",1939,"100m","Boys",NA,10.94,NA,"10.0","100y"
"California",1939,"100m","Boys",NA,11.0494,NA,"10.1","100y"
"California",1939,"100m","Boys",NA,11.2682,NA,"10.3","100y"
"California",1939,"High Jump","Boys",NA,1.9304,NA,"6-4.5","High Jump"
"California",1939,"High Jump","Boys",NA,1.905,NA,"6-3","High Jump"
"California",1939,"High Jump","Boys",NA,1.8796,NA,"6-2","High Jump"
"California",1939,"1600m","Boys",NA,265.25256,NA,"4:26.8","Mile"
"California",1939,"1600m","Boys",NA,265.9485,NA,"4:27.5","Mile"
"California",1939,"1600m","Boys",NA,268.434,NA,"4:30.0","Mile"
"California",1939,"1600m","Boys",NA,273.405,NA,"4:35.0","Mile"
"California",1939,"Pole Vault","Boys",NA,4.0386,NA,"13-03.75","Pole Vault"
"California",1939,"Pole Vault","Boys",NA,3.8354,NA,"12-07.25","Pole Vault"
"California",1940,"100m","Boys",NA,10.6118,NA,"09.7","100y"
"California",1940,"800m","Boys",NA,116.8185,NA,"1:57.5","880y"
"California",1940,"High Jump","Boys",NA,1.9304,NA,"6-04.5","High Jump"
"California",1940,"1600m","Boys",NA,269.9253,NA,"4:31.5","Mile"
"California",1940,"Pole Vault","Boys",NA,3.9624,NA,"13-00","Pole Vault"
"California",1941,"100m","Boys",NA,10.7212,NA,"09.8","100y"
"California",1941,"800m","Boys",NA,115.92372,NA,"1:56.6","880y"
"California",1941,"800m","Boys",NA,118.60806,NA,"1:59.3","880y"
"California",1941,"High Jump","Boys",NA,1.8542,NA,"6-01","High Jump"
"California",1941,"High Jump","Boys",NA,1.8034,NA,"5-11.5","High Jump"
"California",1941,"High Jump","Boys",NA,1.778,NA,"5-10","High Jump"
"California",1941,"1600m","Boys",NA,271.21776,NA,"4:32.8","Mile"
"California",1941,"Pole Vault","Boys",NA,3.81,NA,"12-06","Pole Vault"
"California",1941,"Pole Vault","Boys",NA,3.6576,NA,"12-00","Pole Vault"
"California",1946,"100m","Boys",NA,10.94,NA,"10.0","100y"
"California",1946,"800m","Boys",NA,119.8011,NA,"2:00.5","880y"
"California",1946,"800m","Boys",NA,119.90052,NA,"2:00.6","880y"
"California",1946,"800m","Boys",NA,120.2982,NA,"2:01.0","880y"
"California",1946,"High Jump","Boys",NA,1.8796,NA,"6-02","High Jump"
"California",1946,"1600m","Boys",NA,262.4688,NA,"4:24.0","Mile"
"California",1946,"Pole Vault","Boys",NA,3.81,NA,"12-06.5","Pole Vault"
"California",1947,"100m","Boys",NA,10.8306,NA,"09.9","100y"
"California",1947,"800m","Boys",NA,116.91792,NA,"1:57.6","880y"
"California",1947,"800m","Boys",NA,119.20458,NA,"1:59.9","880y"
"California",1947,"High Jump","Boys",NA,1.8288,NA,"6-00","High Jump"
"California",1947,"1600m","Boys",NA,267.63864,NA,"4:29.2","Mile"
"California",1947,"Pole Vault","Boys",NA,3.81,NA,"12-06","Pole Vault"
"California",1948,"100m","Boys",NA,10.6118,NA,"09.7","100y"
"California",1948,"800m","Boys",NA,117.11676,NA,"1:57.8","880y"
"California",1948,"High Jump","Boys",NA,1.905,NA,"6-03","High Jump"
"California",1948,"High Jump","Boys",NA,1.8796,NA,"6-02","High Jump"
"California",1948,"High Jump","Boys",NA,1.8288,NA,"6-00","High Jump"
"California",1948,"1600m","Boys",NA,267.53922,NA,"4:29.1","Mile"
"California",1948,"Pole Vault","Boys",NA,3.81,NA,"12-06","Pole Vault"
"California",1948,"Pole Vault","Boys",NA,3.6576,NA,"12-00","Pole Vault"
"California",1948,"Pole Vault","Boys",NA,3.5052,NA,"11-06","Pole Vault"
"California",1949,"100m","Boys",NA,10.8306,NA,"09.9","100y"
"California",1949,"100m","Boys",NA,11.0494,NA,"10.1","100y"
"California",1949,"100m","Boys",NA,11.1588,NA,"10.2","100y"
"California",1949,"800m","Boys",NA,117.41502,NA,"1:58.1","880y"
"California",1949,"800m","Boys",NA,117.51444,NA,"1:58.2","880y"
"California",1949,"800m","Boys",NA,117.91212,NA,"1:58.6","880y"
"California",1949,"800m","Boys",NA,119.10516,NA,"1:59.8","880y"
"California",1949,"High Jump","Boys",NA,1.905,NA,"6-03","High Jump"
"California",1949,"High Jump","Boys",NA,1.8796,NA,"6-02","High Jump"
"California",1949,"High Jump","Boys",NA,1.8542,NA,"6-01","High Jump"
"California",1949,"High Jump","Boys",NA,1.8288,NA,"6-00","High Jump"
"California",1949,"1600m","Boys",NA,263.56242,NA,"4:25.1","Mile"
"California",1949,"1600m","Boys",NA,269.4282,NA,"4:31.0","Mile"
"California",1949,"1600m","Boys",NA,270.4224,NA,"4:32.0","Mile"
"California",1949,"1600m","Boys",NA,273.405,NA,"4:35.0","Mile"
"California",1949,"1600m","Boys",NA,278.376,NA,"4:40.0","Mile"
"California",1949,"Pole Vault","Boys",NA,4.064,NA,"13-04.5","Pole Vault"
"California",1949,"Pole Vault","Boys",NA,3.8862,NA,"12-09","Pole Vault"
"California",1949,"Pole Vault","Boys",NA,3.81,NA,"12-06","Pole Vault"
"California",1949,"Pole Vault","Boys",NA,3.7338,NA,"12-03","Pole Vault"
"California",1952,"100m","Boys",NA,10.8306,NA,"09.9","100y"
"California",1952,"100m","Boys",NA,10.94,NA,"10.0","100y"
"California",1952,"100m","Boys",NA,11.0494,NA,"10.1","100y"
"California",1952,"800m","Boys",NA,116.52024,NA,"1:57.2","880y"
"California",1952,"800m","Boys",NA,117.51444,NA,"1:58.2","880y"
"California",1952,"800m","Boys",NA,118.3098,NA,"1:59.0","880y"
"California",1952,"800m","Boys",NA,118.40922,NA,"1:59.1","880y"
"California",1952,"800m","Boys",NA,119.00574,NA,"1:59.7","880y"
"California",1952,"High Jump","Boys",NA,1.9558,NA,"6-05.5","High Jump"
"California",1952,"High Jump","Boys",NA,1.9304,NA,"6-04.5","High Jump"
"California",1952,"High Jump","Boys",NA,1.905,NA,"6-03.5","High Jump"
"California",1952,"High Jump","Boys",NA,1.8796,NA,"6-02.5","High Jump"
"California",1952,"High Jump","Boys",NA,1.8542,NA,"6-01.5","High Jump"
"California",1952,"1600m","Boys",NA,262.17054,NA,"4:23.7","Mile"
"California",1952,"1600m","Boys",NA,265.55082,NA,"4:27.1","Mile"
"California",1952,"1600m","Boys",NA,267.4398,NA,"4:29.0","Mile"
"California",1952,"1600m","Boys",NA,269.4282,NA,"4:31.0","Mile"
"California",1952,"Pole Vault","Boys",NA,4.0386,NA,"13-03.25","Pole Vault"
"California",1952,"Pole Vault","Boys",NA,3.937,NA,"12-11.25","Pole Vault"
"California",1952,"Pole Vault","Boys",NA,3.8608,NA,"12-08.5","Pole Vault"
"California",1953,"100m","Boys",NA,10.5024,NA,"09.6","100y"
"California",1953,"100m","Boys",NA,10.6118,NA,"09.7","100y"
"California",1953,"100m","Boys",NA,10.7212,NA,"09.8","100y"
"California",1953,"800m","Boys",NA,116.42082,NA,"1:57.1","880y"
"California",1953,"800m","Boys",NA,117.51444,NA,"1:58.2","880y"
"California",1953,"800m","Boys",NA,118.21038,NA,"1:58.9","880y"
"California",1953,"800m","Boys",NA,118.3098,NA,"1:59.0","880y"
"California",1953,"800m","Boys",NA,119.00574,NA,"1:59.7","880y"
"California",1953,"800m","Boys",NA,119.10516,NA,"1:59.8","880y"
"California",1953,"High Jump","Boys",NA,1.9304,NA,"6-04","High Jump"
"California",1953,"High Jump","Boys",NA,1.8796,NA,"6-02","High Jump"
"California",1953,"High Jump","Boys",NA,1.8542,NA,"6-01","High Jump"
"California",1953,"1600m","Boys",NA,259.4862,NA,"4:21.0","Mile"
"California",1953,"1600m","Boys",NA,267.53922,NA,"4:29.1","Mile"
"California",1953,"1600m","Boys",NA,267.63864,NA,"4:29.2","Mile"
"California",1953,"1600m","Boys",NA,268.33458,NA,"4:29.9","Mile"
"California",1953,"Pole Vault","Boys",NA,4.191,NA,"13-09.5","Pole Vault"
"California",1953,"Pole Vault","Boys",NA,3.9624,NA,"13-00","Pole Vault"
"California",1953,"Pole Vault","Boys",NA,3.81,NA,"12-06","Pole Vault"
"California",1954,"100m","Boys",NA,10.5024,NA,"09.6","100y"
"California",1954,"100m","Boys",NA,10.6118,NA,"09.7","100y"
"California",1954,"100m","Boys",NA,10.8306,NA,"09.9","100y"
"California",1954,"100m","Boys",NA,10.94,NA,"10.0","100y"
"California",1954,"100m","Boys",NA,11.0494,NA,"10.1","100y"
"California",1954,"800m","Boys",NA,112.24518,NA,"1:52.9","880y"
"California",1954,"800m","Boys",NA,115.12836,NA,"1:55.8","880y"
"California",1954,"800m","Boys",NA,115.62546,NA,"1:56.3","880y"
"California",1954,"800m","Boys",NA,115.92372,NA,"1:56.6","880y"
"California",1954,"800m","Boys",NA,116.52024,NA,"1:57.2","880y"
"California",1954,"High Jump","Boys",NA,1.9558,NA,"6-05.5","High Jump"
"California",1954,"High Jump","Boys",NA,1.9304,NA,"6-04","High Jump"
"California",1954,"High Jump","Boys",NA,1.8796,NA,"6-02","High Jump"
"California",1954,"High Jump","Boys",NA,1.8542,NA,"6-01","High Jump"
"California",1954,"High Jump","Boys",NA,1.8288,NA,"6-00","High Jump"
"California",1954,"1600m","Boys",NA,264.25836,NA,"4:25.8","Mile"
"California",1954,"1600m","Boys",NA,265.05372,NA,"4:26.6","Mile"
"California",1954,"1600m","Boys",NA,265.9485,NA,"4:27.5","Mile"
"California",1954,"1600m","Boys",NA,266.14734,NA,"4:27.7","Mile"
"California",1954,"Pole Vault","Boys",NA,3.9624,NA,"13-00","Pole Vault"
"California",1954,"Pole Vault","Boys",NA,3.81,NA,"12-06","Pole Vault"
"California",1954,"Pole Vault","Boys",NA,3.6576,NA,"12-00","Pole Vault"
"California",1955,"100m","Boys",NA,10.94,NA,"10.0","100y"
"California",1955,"100m","Boys",NA,11.0494,NA,"10.1","100y"
"California",1955,"100m","Boys",NA,11.1588,NA,"10.2","100y"
"California",1955,"800m","Boys",NA,116.3214,NA,"1:57.0","880y"
"California",1955,"800m","Boys",NA,117.21618,NA,"1:57.9","880y"
"California",1955,"800m","Boys",NA,118.3098,NA,"1:59.0","880y"
"California",1955,"800m","Boys",NA,118.60806,NA,"1:59.3","880y"
"California",1955,"High Jump","Boys",NA,2.0574,NA,"6-09.5","High Jump"
"California",1955,"High Jump","Boys",NA,1.9558,NA,"6-05","High Jump"
"California",1955,"High Jump","Boys",NA,1.9304,NA,"6-04","High Jump"
"California",1955,"High Jump","Boys",NA,1.905,NA,"6-03","High Jump"
"California",1955,"1600m","Boys",NA,258.492,NA,"4:20.0","Mile"
"California",1955,"1600m","Boys",NA,260.4804,NA,"4:22.0","Mile"
