"State","Year","Event","Gender","Class","Mark","Mark.Note","Mark.raw","Event.raw"
"Maryland",2000,"High Jump","Boys","3A",1.9812,NA,"6'06","High Jump"
"Maryland",2000,"High Jump","Boys","2A",1.9812,NA,"6'06","High Jump"
"Maryland",2000,"High Jump","Boys","1A",1.9304,NA,"6'04","High Jump"
"Maryland",2001,"High Jump","Boys","4A",1.9812,NA,"6'06","High Jump"
"Maryland",2001,"High Jump","Boys","3A",2.032,NA,"6'08","High Jump"
"Maryland",2001,"High Jump","Boys","2A",1.9304,NA,"6'04","High Jump"
"Maryland",2001,"High Jump","Boys","1A",1.8796,NA,"6'02","High Jump"
"Maryland",2002,"High Jump","Boys","4A",2.032,NA,"6'08","High Jump"
"Maryland",2002,"High Jump","Boys","3A",1.9812,NA,"6'06","High Jump"
"Maryland",2002,"High Jump","Boys","2A",1.9812,NA,"6'06","High Jump"
"Maryland",2002,"High Jump","Boys","1A",1.9812,NA,"6'06","High Jump"
"Maryland",2003,"High Jump","Boys","4A",1.9812,NA,"6'06","High Jump"
"Maryland",2003,"High Jump","Boys","3A",1.9304,NA,"6'04","High Jump"
"Maryland",2003,"High Jump","Boys","2A",1.9812,NA,"6'06","High Jump"
"Maryland",2003,"High Jump","Boys","1A",1.9304,NA,"6'04","High Jump"
"Maryland",2004,"High Jump","Boys","4A",1.9812,NA,"6'06","High Jump"
"Maryland",2004,"High Jump","Boys","3A",1.9812,NA,"6'06","High Jump"
"Maryland",2004,"High Jump","Boys","2A",1.8796,NA,"6'02","High Jump"
"Maryland",2004,"High Jump","Boys","1A",1.8796,NA,"6'02","High Jump"
"Maryland",2005,"High Jump","Boys","4A",2.032,NA,"6'08","High Jump"
"Maryland",2005,"High Jump","Boys","3A",1.9812,NA,"6'06","High Jump"
"Maryland",2005,"High Jump","Boys","2A",1.9304,NA,"6'04","High Jump"
"Maryland",2005,"High Jump","Boys","1A",1.9304,NA,"6'04","High Jump"
"Maryland",2006,"High Jump","Boys","4A",2.0828,NA,"6'10","High Jump"
"Maryland",2006,"High Jump","Boys","3A",1.9304,NA,"6'04","High Jump"
"Maryland",2006,"High Jump","Boys","2A",2.032,NA,"6'08","High Jump"
"Maryland",2006,"High Jump","Boys","1A",1.9304,NA,"6'04","High Jump"
"Maryland",2007,"High Jump","Boys","4A",1.9812,NA,"6'06","High Jump"
"Maryland",2007,"High Jump","Boys","3A",1.9304,NA,"6'04","High Jump"
"Maryland",2007,"High Jump","Boys","2A",1.9304,NA,"6'04","High Jump"
"Maryland",2007,"High Jump","Boys","1A",1.9304,NA,"6'04","High Jump"
"Maryland",2008,"High Jump","Boys","4A",1.9558,NA,"6'05","High Jump"
"Maryland",2008,"High Jump","Boys","3A",1.8796,NA,"6'02","High Jump"
"Maryland",2008,"High Jump","Boys","2A",2.1336,NA,"7'00.25","High Jump"
"Maryland",2008,"High Jump","Boys","1A",1.9304,NA,"6'04","High Jump"
"Maryland",2009,"High Jump","Boys","4A",1.9812,NA,"6'06","High Jump"
"Maryland",2009,"High Jump","Boys","3A",1.9812,NA,"6'06","High Jump"
"Maryland",2009,"High Jump","Boys","2A",2.032,NA,"6'08","High Jump"
"Maryland",2009,"High Jump","Boys","1A",2.032,NA,"6'08","High Jump"
"Maryland",2010,"High Jump","Boys","4A",1.8796,NA,"6'02","High Jump"
"Maryland",2010,"High Jump","Boys","3A",1.8796,NA,"6'02","High Jump"
"Maryland",2010,"High Jump","Boys","2A",1.9304,NA,"6'04","High Jump"
"Maryland",2010,"High Jump","Boys","1A",1.9304,NA,"6'04","High Jump"
"Maryland",2011,"High Jump","Boys","4A",1.9812,NA,"6'06","High Jump"
"Maryland",2011,"High Jump","Boys","3A",1.9812,NA,"6'06","High Jump"
"Maryland",2011,"High Jump","Boys","2A",1.9558,NA,"6'05","High Jump"
"Maryland",2011,"High Jump","Boys","1A",1.9304,NA,"6'04","High Jump"
"Maryland",2012,"High Jump","Boys","4A",1.9304,NA,"6'04","High Jump"
"Maryland",2012,"High Jump","Boys","3A",1.9812,NA,"6'06","High Jump"
"Maryland",2012,"High Jump","Boys","2A",1.8796,NA,"6'02","High Jump"
"Maryland",2012,"High Jump","Boys","1A",1.9304,NA,"6'04","High Jump"
"Maryland",2013,"High Jump","Boys","4A",1.9812,NA,"6'06","High Jump"
"Maryland",2013,"High Jump","Boys","3A",1.8796,NA,"6'02","High Jump"
"Maryland",2013,"High Jump","Boys","2A",1.8796,NA,"6'02","High Jump"
"Maryland",2013,"High Jump","Boys","1A",1.9304,NA,"6'04","High Jump"
"Maryland",2014,"High Jump","Boys","4A",1.9304,NA,"6'04","High Jump"
"Maryland",2014,"High Jump","Boys","3A",1.9304,NA,"6'04","High Jump"
"Maryland",2014,"High Jump","Boys","2A",1.8796,NA,"6'02","High Jump"
"Maryland",2014,"High Jump","Boys","1A",1.9304,NA,"6'04","High Jump"
"Maryland",2015,"High Jump","Boys","4A",1.9812,NA,"6'06","High Jump"
"Maryland",2015,"High Jump","Boys","3A",1.9304,NA,"6'04","High Jump"
"Maryland",2015,"High Jump","Boys","2A",1.8796,NA,"6'02","High Jump"
"Maryland",2015,"High Jump","Boys","1A",1.8288,NA,"6'00","High Jump"
"Maryland",2016,"High Jump","Boys","4A",1.9304,NA,"6'04","High Jump"
"Maryland",2016,"High Jump","Boys","3A",1.8796,NA,"6'02","High Jump"
"Maryland",2016,"High Jump","Boys","2A",1.9812,NA,"6'06","High Jump"
"Maryland",2016,"High Jump","Boys","1A",1.8796,NA,"6'02","High Jump"
"Maryland",2017,"High Jump","Boys","4A",1.9304,NA,"6'04","High Jump"
"Maryland",2017,"High Jump","Boys","3A",2.032,NA,"6'08","High Jump"
"Maryland",2017,"High Jump","Boys","2A",1.9304,NA,"6'04","High Jump"
"Maryland",2017,"High Jump","Boys","1A",1.8796,NA,"6'02","High Jump"
"Maryland",2018,"High Jump","Boys","4A",1.9812,NA,"6'06","High Jump"
"Maryland",2018,"High Jump","Boys","3A",1.9812,NA,"6'06","High Jump"
"Maryland",2018,"High Jump","Boys","2A",1.9812,NA,"6'06","High Jump"
"Maryland",2018,"High Jump","Boys","1A",1.8796,NA,"6'02","High Jump"
"Maryland",2019,"High Jump","Boys","4A",2.0574,NA,"6'09","High Jump"
"Maryland",2019,"High Jump","Boys","3A",1.9304,NA,"6'04","High Jump"
"Maryland",2019,"High Jump","Boys","2A",1.9304,NA,"6'04","High Jump"
"Maryland",2019,"High Jump","Boys","1A",1.8796,NA,"6'02","High Jump"
"Maryland",1972,"100m","Girls","Comb",12.2528,NA,"11.2","100y"
"Maryland",1973,"100m","Girls","Comb",12.581,NA,"11.5","100y"
"Maryland",1973,"100m","Girls","Comb - 60 yds.",7.7674,NA,"7.1","100y"
"Maryland",1974,"100m","Girls","Comb",12.4716,NA,"11.4","100y"
"Maryland",1974,"100m","Girls","Comb - 60 yds.",7.8768,NA,"7.2","100y"
"Maryland",1975,"100m","Girls","Comb",12.4716,NA,"11.4","100y"
"Maryland",1976,"100m","Girls","AA",12.1434,NA,"11.1","100y"
"Maryland",1976,"100m","Girls","ABC",11.8152,NA,"10.8","100y"
"Maryland",1977,"100m","Girls","AA",12.581,NA,"11.5","100y"
"Maryland",1977,"100m","Girls","A",11.8152,NA,"10.8","100y"
"Maryland",1977,"100m","Girls","B",12.2528,NA,"11.2","100y"
"Maryland",1977,"100m","Girls","C",12.4716,NA,"11.4","100y"
"Maryland",1978,"100m","Girls","AA",11.9246,NA,"10.9","100y"
"Maryland",1978,"100m","Girls","A",12.2528,NA,"11.2","100y"
"Maryland",1978,"100m","Girls","B",11.9246,NA,"10.9","100y"
"Maryland",1978,"100m","Girls","C",12.581,NA,"11.5","100y"
"Maryland",1979,"100m","Girls","AA",12.4716,NA,"11.4","100y"
"Maryland",1979,"100m","Girls","A",11.8152,NA,"10.8","100y"
"Maryland",1979,"100m","Girls","B",12.1434,NA,"11.1","100y"
"Maryland",1979,"100m","Girls","C",12.4716,NA,"11.4","100y"
"Maryland",1980,"100m","Girls","1980   AA",11.7,NA,"11.7","100m"
"Maryland",1980,"100m","Girls","1980   A",12.1,NA,"12.1","100m"
"Maryland",1980,"100m","Girls","1980   B",12.2,NA,"12.2","100m"
"Maryland",1980,"100m","Girls","1980   C",12.3,NA,"12.3","100m"
"Maryland",1981,"100m","Girls","1981   AA",12,NA,"12.0","100m"
"Maryland",1981,"100m","Girls","1981   A",12.1,NA,"12.1","100m"
"Maryland",1981,"100m","Girls","B",11.9,NA,"11.9","100m"
"Maryland",1981,"100m","Girls","C",12.3,NA,"12.3","100m"
"Maryland",1982,"100m","Girls","1982   AA",12.3,NA,"12.3","100m"
"Maryland",1982,"100m","Girls","1982   A",12.2,NA,"12.2","100m"
"Maryland",1982,"100m","Girls","B",13.1,NA,"13.1","100m"
"Maryland",1982,"100m","Girls","C",12.3,NA,"12.3","100m"
"Maryland",1983,"100m","Girls","1983   AA",12,NA,"12.0","100m"
"Maryland",1983,"100m","Girls","1983   A",11.9,NA,"11.9","100m"
"Maryland",1983,"100m","Girls","1983   B",12.6,NA,"12.6","100m"
"Maryland",1983,"100m","Girls","1983   C",12.1,NA,"12.1","100m"
"Maryland",1984,"100m","Girls","1984   AA",12.1,NA,"12.1","100m"
"Maryland",1984,"100m","Girls","1984   A",12.3,NA,"12.3","100m"
"Maryland",1984,"100m","Girls","1984   B",12.1,NA,"12.1","100m"
"Maryland",1984,"100m","Girls","1984   C",12.4,NA,"12.4","100m"
"Maryland",1985,"100m","Girls","1985   AA",12.1,NA,"12.1","100m"
"Maryland",1985,"100m","Girls","1985   A",12.2,NA,"12.2","100m"
"Maryland",1985,"100m","Girls","1985   B",12.3,NA,"12.3","100m"
"Maryland",1985,"100m","Girls","1985   C",12.3,NA,"12.3","100m"
"Maryland",1986,"100m","Girls","1986   AA",12,NA,"12.0","100m"
"Maryland",1986,"100m","Girls","1986   A",12.1,NA,"12.1","100m"
"Maryland",1986,"100m","Girls","B",12.3,NA,"12.3","100m"
"Maryland",1986,"100m","Girls","C",12.6,NA,"12.6","100m"
"Maryland",1987,"100m","Girls","AA",12.2,NA,"12.2","100m"
"Maryland",1987,"100m","Girls","A",12.3,NA,"12.3","100m"
"Maryland",1987,"100m","Girls","B",12.2,NA,"12.2","100m"
"Maryland",1987,"100m","Girls","C",12.8,NA,"12.8","100m"
"Maryland",1988,"100m","Girls","1988   AA",12.21,NA,"12.21","100m"
"Maryland",1988,"100m","Girls","1988   A",12.3,NA,"12.30","100m"
"Maryland",1988,"100m","Girls","1988   B",12.4,NA,"12.400","100m"
"Maryland",1988,"100m","Girls","1988   C",12.7,NA,"12.7","100m"
"Maryland",1989,"100m","Girls","4A",12.27,NA,"12.27","100m"
"Maryland",1989,"100m","Girls","3A",12.43,NA,"12.43","100m"
"Maryland",1989,"100m","Girls","2A",11.98,NA,"11.98","100m"
"Maryland",1989,"100m","Girls","1A",12.71,NA,"12.71","100m"
"Maryland",1990,"100m","Girls","4A",12.25,NA,"12.25","100m"
"Maryland",1990,"100m","Girls","3A",12.45,NA,"12.45","100m"
"Maryland",1990,"100m","Girls","2A",13.11,NA,"13.11","100m"
"Maryland",1990,"100m","Girls","1A",12.82,NA,"12.82","100m"
"Maryland",1991,"100m","Girls","4A",11.7,NA,"11.70","100m"
"Maryland",1991,"100m","Girls","3A",12.21,NA,"12.21","100m"
"Maryland",1991,"100m","Girls","2A",12.14,NA,"12.14","100m"
"Maryland",1991,"100m","Girls","1A",13.24,NA,"13.24","100m"
"Maryland",1992,"100m","Girls","4A",11.5,NA,"11.50","100m"
"Maryland",1992,"100m","Girls","3A",12.02,NA,"12.02","100m"
"Maryland",1992,"100m","Girls","2A",11.8,NA,"11.80","100m"
"Maryland",1992,"100m","Girls","1A",12.6,NA,"12.60","100m"
"Maryland",1993,"100m","Girls","4A",12,NA,"12.00","100m"
"Maryland",1993,"100m","Girls","3A",12.52,NA,"12.52","100m"
"Maryland",1993,"100m","Girls","2A",12.04,NA,"12.04","100m"
"Maryland",1993,"100m","Girls","1A",13.06,NA,"13.06","100m"
"Maryland",1994,"100m","Girls","4A",12.13,NA,"12.13","100m"
"Maryland",1994,"100m","Girls","3A",12.55,NA,"12.55","100m"
"Maryland",1994,"100m","Girls","2A",12.04,NA,"12.04","100m"
"Maryland",1994,"100m","Girls","1A",12.7,NA,"12.70","100m"
"Maryland",1995,"100m","Girls","4A",11.85,NA,"11.85","100m"
"Maryland",1995,"100m","Girls","3A",12.25,NA,"12.25","100m"
"Maryland",1995,"100m","Girls","2A",12.31,NA,"12.31","100m"
"Maryland",1995,"100m","Girls","1A",12.7,NA,"12.70","100m"
"Maryland",1996,"100m","Girls","4A",12.41,NA,"12.41","100m"
"Maryland",1996,"100m","Girls","3A",12.57,NA,"12.57","100m"
"Maryland",1996,"100m","Girls","2A",13.1,NA,"13.10","100m"
"Maryland",1996,"100m","Girls","1A",13.08,NA,"13.08","100m"
"Maryland",1997,"100m","Girls","4A",11.71,NA,"11.71","100m"
"Maryland",1997,"100m","Girls","3A",12.3,NA,"12.30","100m"
"Maryland",1997,"100m","Girls","2A",12.13,NA,"12.13","100m"
"Maryland",1997,"100m","Girls","1A",12.07,NA,"12.07","100m"
"Maryland",1998,"100m","Girls","4A",12.22,NA,"12.22","100m"
"Maryland",1998,"100m","Girls","3A",12.47,NA,"12.47","100m"
"Maryland",1998,"100m","Girls","2A",12.39,NA,"12.39","100m"
"Maryland",1998,"100m","Girls","1A",12.47,NA,"12.47","100m"
"Maryland",1999,"100m","Girls","4A",11.8,NA,"11.80","100m"
"Maryland",1999,"100m","Girls","3A",12.6,NA,"12.60","100m"
"Maryland",1999,"100m","Girls","2A",11.99,NA,"11.99","100m"
"Maryland",1999,"100m","Girls","1A",12.7,NA,"12.70","100m"
"Maryland",2000,"100m","Girls","4A",12.15,NA,"12.15","100m"
"Maryland",2000,"100m","Girls","3A",12.18,NA,"12.18","100m"
"Maryland",2000,"100m","Girls","2A",12.84,NA,"12.84","100m"
"Maryland",2000,"100m","Girls","1A",12.92,NA,"12.92","100m"
"Maryland",2001,"100m","Girls","4A",12.06,NA,"12.06","100m"
"Maryland",2001,"100m","Girls","3A",12.68,NA,"12.68","100m"
"Maryland",2001,"100m","Girls","2A",12.84,NA,"12.84","100m"
"Maryland",2001,"100m","Girls","1A",12.77,NA,"12.77","100m"
"Maryland",2002,"100m","Girls","4A",11.8,NA,"11.80","100m"
"Maryland",2002,"100m","Girls","3A",12.47,NA,"12.47","100m"
"Maryland",2002,"100m","Girls","2A",12.47,NA,"12.47","100m"
"Maryland",2002,"100m","Girls","1A",12.85,NA,"12.85","100m"
"Maryland",2003,"100m","Girls","4A",12.08,NA,"12.08","100m"
"Maryland",2003,"100m","Girls","3A",12.54,NA,"12.54","100m"
"Maryland",2003,"100m","Girls","2A",12.43,NA,"12.43","100m"
"Maryland",2003,"100m","Girls","1A",12.93,NA,"12.93","100m"
"Maryland",2004,"100m","Girls","4A",12.12,NA,"12.12","100m"
"Maryland",2004,"100m","Girls","3A",12.11,NA,"12.11","100m"
"Maryland",2004,"100m","Girls","2A",12.06,NA,"12.06","100m"
"Maryland",2004,"100m","Girls","1A",12.23,NA,"12.23","100m"
"Maryland",2005,"100m","Girls","4A",11.97,NA,"11.97","100m"
"Maryland",2005,"100m","Girls","3A",12.19,NA,"12.19","100m"
"Maryland",2005,"100m","Girls","2A",12.46,NA,"12.46","100m"
"Maryland",2005,"100m","Girls","1A",12.76,NA,"12.76","100m"
"Maryland",2006,"100m","Girls","4A",11.99,NA,"11.99","100m"
"Maryland",2006,"100m","Girls","3A",12.24,NA,"12.24","100m"
"Maryland",2006,"100m","Girls","2A",12.06,NA,"12.06","100m"
"Maryland",2006,"100m","Girls","1A",12.65,NA,"12.65","100m"
"Maryland",2007,"100m","Girls","4A",12.07,NA,"12.07","100m"
"Maryland",2007,"100m","Girls","3A",11.82,NA,"11.82","100m"
"Maryland",2007,"100m","Girls","2A",11.86,NA,"11.86","100m"
"Maryland",2007,"100m","Girls","1A",12.32,NA,"12.32","100m"
"Maryland",2008,"100m","Girls","4A",11.77,NA,"11.77","100m"
"Maryland",2008,"100m","Girls","3A",11.81,NA,"11.81","100m"
"Maryland",2008,"100m","Girls","2A",12.27,NA,"12.27","100m"
"Maryland",2008,"100m","Girls","1A",12.2,NA,"12.20","100m"
"Maryland",2009,"100m","Girls","4A",11.89,NA,"11.89","100m"
"Maryland",2009,"100m","Girls","3A",11.81,NA,"11.81","100m"
"Maryland",2009,"100m","Girls","2A",12.45,NA,"12.45","100m"
"Maryland",2009,"100m","Girls","1A",11.86,NA,"11.86","100m"
"Maryland",2010,"100m","Girls","4A",11.94,NA,"11.94","100m"
"Maryland",2010,"100m","Girls","3A",12.01,NA,"12.01","100m"
"Maryland",2010,"100m","Girls","2A",12.25,NA,"12.25","100m"
"Maryland",2010,"100m","Girls","1A",12.26,NA,"12.26","100m"
"Maryland",2011,"100m","Girls","4A",11.85,NA,"11.85","100m"
"Maryland",2011,"100m","Girls","3A",11.99,NA,"11.99","100m"
"Maryland",2011,"100m","Girls","2A",12.22,NA,"12.22","100m"
"Maryland",2011,"100m","Girls","1A",12.31,NA,"12.31","100m"
"Maryland",2012,"100m","Girls","4A",11.91,NA,"11.91","100m"
"Maryland",2012,"100m","Girls","3A",12.36,NA,"12.36","100m"
"Maryland",2012,"100m","Girls","2A",12.05,NA,"12.05","100m"
"Maryland",2012,"100m","Girls","1A",12.13,NA,"12.13","100m"
"Maryland",2013,"100m","Girls","4A",12.05,NA,"12.05","100m"
"Maryland",2013,"100m","Girls","3A",12.06,NA,"12.06","100m"
"Maryland",2013,"100m","Girls","2A",12.48,NA,"12.48","100m"
"Maryland",2013,"100m","Girls","1A",12.48,NA,"12.48","100m"
"Maryland",2014,"100m","Girls","4A",12.01,NA,"12.01","100m"
"Maryland",2014,"100m","Girls","3A",11.81,NA,"11.81","100m"
"Maryland",2014,"100m","Girls","2A",12.23,NA,"12.23","100m"
"Maryland",2014,"100m","Girls","1A",12.34,NA,"12.34","100m"
"Maryland",2015,"100m","Girls","4A",12.04,NA,"12.04","100m"
"Maryland",2015,"100m","Girls","3A",11.97,NA,"11.97","100m"
"Maryland",2015,"100m","Girls","2A",12.43,NA,"12.43","100m"
"Maryland",2015,"100m","Girls","1A",12.4,NA,"12.40","100m"
"Maryland",2016,"100m","Girls","4A",11.93,NA,"11.93","100m"
"Maryland",2016,"100m","Girls","3A",12.03,NA,"12.03","100m"
"Maryland",2016,"100m","Girls","2A",12.3,NA,"12.30","100m"
"Maryland",2016,"100m","Girls","1A",12.65,NA,"12.65","100m"
"Maryland",2017,"100m","Girls","4A",11.92,NA,"11.92","100m"
"Maryland",2017,"100m","Girls","3A",12.15,NA,"12.15","100m"
"Maryland",2017,"100m","Girls","2A",12.17,NA,"12.17","100m"
"Maryland",2017,"100m","Girls","1A",12.61,NA,"12.61","100m"
"Maryland",2018,"100m","Girls","4A",12.16,NA,"12.16","100m"
"Maryland",2018,"100m","Girls","3A",11.63,NA,"11.63","100m"
"Maryland",2018,"100m","Girls","2A",12.08,NA,"12.08","100m"
"Maryland",2018,"100m","Girls","1A",11.99,NA,"11.99","100m"
"Maryland",2019,"100m","Girls","4A",12.29,NA,"12.29","100m"
"Maryland",2019,"100m","Girls","3A",12.25,NA,"12.25","100m"
"Maryland",2019,"100m","Girls","2A",12.39,NA,"12.39","100m"
"Maryland",2019,"100m","Girls","1A",12.3,NA,"12.30","100m"
"Maryland",1972,"800m","Girls","Comb",153.40506,NA,"2:34.3","880y"
"Maryland",1973,"800m","Girls","Comb",147.93696,NA,"2:28.8","880y"
"Maryland",1974,"800m","Girls","Comb",142.76712,NA,"2:23.6","880y"
"Maryland",1975,"800m","Girls","Comb",139.08858,NA,"2:19.9","880y"
"Maryland",1976,"800m","Girls","AA",142.76712,NA,"2:23.6","880y"
"Maryland",1976,"800m","Girls","ABC",140.28162,NA,"2:21.1","880y"
"Maryland",1977,"800m","Girls","AA",139.58568,NA,"2:20.4","880y"
"Maryland",1977,"800m","Girls","A",134.11758,NA,"2:14.9","880y"
"Maryland",1977,"800m","Girls","B",145.94856,NA,"2:26.8","880y"
"Maryland",1977,"800m","Girls","C",150.6213,NA,"2:31.5","880y"
"Maryland",1978,"800m","Girls","AA",137.10018,NA,"2:17.9","880y"
"Maryland",1978,"800m","Girls","A",133.62048,NA,"2:14.4","880y"
"Maryland",1978,"800m","Girls","B",141.37524,NA,"2:22.2","880y"
"Maryland",1978,"800m","Girls","C",147.43986,NA,"2:28.3","880y"
"Maryland",1979,"800m","Girls","AA",139.188,NA,"2:20.0","880y"
"Maryland",1979,"800m","Girls","A",135.41004,NA,"2:16.2","880y"
"Maryland",1979,"800m","Girls","B",139.08858,NA,"2:19.9","880y"
"Maryland",1979,"800m","Girls","C",147.04218,NA,"2:27.9","880y"
"Maryland",1980,"800m","Girls","AA",133.6,NA,"2:13.6","800m"
"Maryland",1980,"800m","Girls","A",136.6,NA,"2:16.6","800m"
"Maryland",1980,"800m","Girls","B",138.4,NA,"2:18.4","800m"
"Maryland",1980,"800m","Girls","C",146.5,NA,"2:26.5","800m"
"Maryland",1981,"800m","Girls","AA",134.2,NA,"2:14.2","800m"
"Maryland",1981,"800m","Girls","A",138.8,NA,"2:18.8","800m"
"Maryland",1981,"800m","Girls","B",133.8,NA,"2:13.8","800m"
"Maryland",1981,"800m","Girls","C",142.6,NA,"2:22.6","800m"
"Maryland",1982,"800m","Girls","AA",135.8,NA,"2:15.8","800m"
"Maryland",1982,"800m","Girls","A",138.6,NA,"2:18.6","800m"
"Maryland",1982,"800m","Girls","B",131,NA,"2:11.0","800m"
"Maryland",1982,"800m","Girls","C",146.7,NA,"2:26.7","800m"
"Maryland",1983,"800m","Girls","AA",137.1,NA,"2:17.1","800m"
"Maryland",1983,"800m","Girls","A",136.5,NA,"2:16.5","800m"
"Maryland",1983,"800m","Girls","B",138,NA,"2:18.0","800m"
"Maryland",1983,"800m","Girls","C",146.3,NA,"2:26.3","800m"
"Maryland",1984,"800m","Girls","AA",137.8,NA,"2:17.8","800m"
"Maryland",1984,"800m","Girls","A",138.6,NA,"2:18.6","800m"
"Maryland",1984,"800m","Girls","B",146.8,NA,"2:26.8","800m"
"Maryland",1984,"800m","Girls","C",143.7,NA,"2:23.7","800m"
"Maryland",1985,"800m","Girls","AA",136.1,NA,"2:16.1","800m"
"Maryland",1985,"800m","Girls","A",138.4,NA,"2:18.4","800m"
"Maryland",1985,"800m","Girls","B",139.6,NA,"2:19.6","800m"
"Maryland",1985,"800m","Girls","C",140.2,NA,"2:20.2","800m"
"Maryland",1986,"800m","Girls","AA",137.4,NA,"2:17.4","800m"
"Maryland",1986,"800m","Girls","A",139.9,NA,"2:19.9","800m"
"Maryland",1986,"800m","Girls","B",138,NA,"2:18.0","800m"
"Maryland",1986,"800m","Girls","C",148.4,NA,"2:28.4","800m"
"Maryland",1987,"800m","Girls","AA",134.2,NA,"2:14.2","800m"
"Maryland",1987,"800m","Girls","A",140.7,NA,"2:20.7","800m"
"Maryland",1987,"800m","Girls","B",131.6,NA,"2:11.6","800m"
"Maryland",1987,"800m","Girls","C",147,NA,"2:27.0","800m"
"Maryland",1988,"800m","Girls","AA",138.2,NA,"2:18.20","800m"
"Maryland",1988,"800m","Girls","A",139.7,NA,"2:19.70","800m"
"Maryland",1988,"800m","Girls","B",134.2,NA,"2:14.20","800m"
"Maryland",1988,"800m","Girls","C",144.5,NA,"2:24.50","800m"
"Maryland",1989,"800m","Girls","4A",141.76,NA,"2:21.76","800m"
"Maryland",1989,"800m","Girls","3A",139.66,NA,"2:19.66","800m"
"Maryland",1989,"800m","Girls","2A",134.21,NA,"2:14.21","800m"
"Maryland",1989,"800m","Girls","1A",144.5,NA,"2:24.50","800m"
"Maryland",1990,"800m","Girls","4A",138.07,NA,"2:18.07","800m"
"Maryland",1990,"800m","Girls","3A",142.1,NA,"2:22.10","800m"
"Maryland",1990,"800m","Girls","2A",141.3,NA,"2:21.30","800m"
"Maryland",1990,"800m","Girls","1A",143.4,NA,"2:23.40","800m"
"Maryland",1991,"800m","Girls","4A",137.62,NA,"2:17.62","800m"
"Maryland",1991,"800m","Girls","3A",143.94,NA,"2:23.94","800m"
"Maryland",1991,"800m","Girls","2A",140.57,NA,"2:20.57","800m"
"Maryland",1991,"800m","Girls","1A",144.3,NA,"2:24.30","800m"
"Maryland",1992,"800m","Girls","4A",134.5,NA,"2:14.50","800m"
"Maryland",1992,"800m","Girls","3A",140.2,NA,"2:20.20","800m"
"Maryland",1992,"800m","Girls","2A",139.8,NA,"2:19.80","800m"
"Maryland",1992,"800m","Girls","1A",140.6,NA,"2:20.60","800m"
"Maryland",1993,"800m","Girls","4A",134.92,NA,"2:14.92","800m"
"Maryland",1993,"800m","Girls","3A",136.25,NA,"2:16.25","800m"
"Maryland",1993,"800m","Girls","2A",139.88,NA,"2:19.88","800m"
"Maryland",1993,"800m","Girls","1A",145.04,NA,"2:25.04","800m"
"Maryland",1994,"800m","Girls","4A",131.78,NA,"2:11.78","800m"
"Maryland",1994,"800m","Girls","3A",132.47,NA,"2:12.47","800m"
"Maryland",1994,"800m","Girls","2A",138.1,NA,"2:18.10","800m"
"Maryland",1994,"800m","Girls","1A",137.5,NA,"2:17.50","800m"
"Maryland",1995,"800m","Girls","4A",131.27,NA,"2:11.27","800m"
"Maryland",1995,"800m","Girls","3A",132.5,NA,"2:12.50","800m"
"Maryland",1995,"800m","Girls","2A",135.93,NA,"2:15.93","800m"
"Maryland",1995,"800m","Girls","1A",142,NA,"2:22.00","800m"
"Maryland",1996,"800m","Girls","4A",134.6,NA,"2:14.60","800m"
"Maryland",1996,"800m","Girls","3A",134.74,NA,"2:14.74","800m"
"Maryland",1996,"800m","Girls","2A",136,NA,"2:16.00","800m"
"Maryland",1996,"800m","Girls","1A",142.5,NA,"2:22.50","800m"
"Maryland",1997,"800m","Girls","4A",136.11,NA,"2:16.11","800m"
"Maryland",1997,"800m","Girls","3A",141.46,NA,"2:21.46","800m"
"Maryland",1997,"800m","Girls","2A",140.65,NA,"2:20.65","800m"
"Maryland",1997,"800m","Girls","1A",142.79,NA,"2:22.79","800m"
"Maryland",1998,"800m","Girls","4A",137.39,NA,"2:17.39","800m"
"Maryland",1998,"800m","Girls","3A",138.39,NA,"2:18.39","800m"
"Maryland",1998,"800m","Girls","2A",136.03,NA,"2:16.03","800m"
"Maryland",1998,"800m","Girls","1A",138.92,NA,"2:18.92","800m"
"Maryland",1999,"800m","Girls","4A",138.74,NA,"2:18.74","800m"
"Maryland",1999,"800m","Girls","3A",137.62,NA,"2:17.62","800m"
"Maryland",1999,"800m","Girls","2A",141.97,NA,"2:21.97","800m"
"Maryland",1999,"800m","Girls","1A",141.1,NA,"2:21.10","800m"
"Maryland",2000,"800m","Girls","4A",137.15,NA,"2:17.15","800m"
"Maryland",2000,"800m","Girls","3A",137.7,NA,"2:17.70","800m"
"Maryland",2000,"800m","Girls","2A",139.4,NA,"2:19.40","800m"
"Maryland",2000,"800m","Girls","1A",142.44,NA,"2:22.44","800m"
"Maryland",2001,"800m","Girls","4A",137.12,NA,"2:17.12","800m"
"Maryland",2001,"800m","Girls","3A",139.02,NA,"2:19.02","800m"
"Maryland",2001,"800m","Girls","2A",139.17,NA,"2:19.17","800m"
"Maryland",2001,"800m","Girls","1A",144.14,NA,"2:24.14","800m"
"Maryland",2002,"800m","Girls","4A",134.21,NA,"2:14.21","800m"
"Maryland",2002,"800m","Girls","3A",137,NA,"2:17.00","800m"
"Maryland",2002,"800m","Girls","2A",138.17,NA,"2:18.17","800m"
"Maryland",2002,"800m","Girls","1A",141.33,NA,"2:21.33","800m"
