Column1,Column2,Column3
"1974Umass Amherst, MA",(B) 220y / 200M21.9,Gerry SomervillieSilver Lake
"1974UMass Amherst, MA",(G) Javelin105-10,Betsy ParkerLunenberg
"1974UMass Amherst, MA",(G) Team Champion34,FalmouthFalmouth
"1974Umass Amherst, MA",(B) High Jump6-4,Dan SullivanBrockton
"1974Umass Amherst, MA",(B) 4x220 / 4x200M1:31.6,#NAME?
"1974UMass Amherst, MA",(G) 880y / 800m2:14.6,Johanna ForemanFalmouth
"1974Umass Amherst, MA",(B) Team Champion18,BrocktonBrockton
"1974UMass Amherst, MA",(G) 440y / 400M58.0,Tammy HennemuthFalmouth
"1974UMass Amherst, MA",(G) 4x220 / 4x200M1:52.2,#NAME?
"1974Umass Amherst, MA",(B) Pole Vault13-0,Paul GrantPole Vault
"1974Umass Amherst, MA",(B) Javelin190-7,Ralph RuggierioBrockton
"1974UMass Amherst, MA",(G) Discus123-11,Alexis WilliamsBrockton
"1974Umass Amherst, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.5,Mark RobinsonTaunton
"1974UMass Amherst, MA",(G) 100y / 100M11.3,Rene RochesterBrockton
"1974Umass Amherst, MA",(B) Discus168-11,Mike WoicikWestwood
"1974Umass Amherst, MA",(B) 4x440 / 4x4003:26.2,#NAME?
"1974Umass Amherst, MA",(B) Shot Put56-10.75,Ken MacAfeeBrockton
"1974UMass Amherst, MA",(G) 1 MILE5:!6,Cindy shepherdFalmouth
"1974UMass Amherst, MA",(G) Long Jump16-9.5,Pat JacquesAuburn
"1974Umass Amherst, MA",(B) 180y / 330y / 300M / 400M Hurdles20.0,Rich McCullyWilmington
"1974Umass Amherst, MA",(B) 100y / 100M9.6,Mike KeeCambridge
"1974UMass Amherst, MA",(G) High Jump5-3,Cheryl MetcalfWeymouth North
"1974Umass Amherst, MA",(B) 880y / 800m1:53.8,Bill SheskyHingham
"1974UMass Amherst, MA",(G) 220y / 200M26.0,Pat HolcombDartmouth
"1974UMass Amherst, MA",(G) 4x110y / 4x100M50.6,#NAME?
"1974Umass Amherst, MA",(B) Long Jump21-3,Bob MurphyFrontier Regional
"1974Umass Amherst, MA",(B) Triple Jump45-1.75,Ken VisbarasSt John's Prep
"1974Umass Amherst, MA",(B) 2 MILE9:11.4,Mark MurrayWellesley
"1974Umass Amherst, MA",(B) 440y / 400M49-4,Mark LechPalmer
"1973Braintree High School, MA",(G) Discus110-07,Alexis WilliamsBrockton
"1973White Stadium, Boston, MA",(B) Triple Jump45-2,Vin MoylanSilver Lake
"1973White Stadium, Boston, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles15.2,Jeff WilliamsGloucester
"1973Braintree High School, MA",(G) Javelin113-7.50,Gail CameronWeymouth North
"1973Braintree High School, MA",(G) 880y / 800m2:23,Cindy ShepardFalmouth
"1973White Stadium, Boston, MA",(B) Long Jump21-11.50,Toney PendletonHaverhill
"1973White Stadium, Boston, MA",(B) High Jump6-6,Kerry LeppoRevere
"1973White Stadium, Boston, MA",(B) Javelin192-6,Don DruggieNashoba
"1973White Stadium, Boston, MA",(B) 440y / 400M49.4,Mark FallonReading
"1973White Stadium, Boston, MA",(B) Pole Vault13-0,Steve HartWellesley
"1973Braintree High School, MA",(G) Shot Put41-7.75,Karen SapienzaHaverhill
"1973Braintree High School, MA",(G) 4x110y / 4x100M51.2,#NAME?
"1973Braintree High School, MA",(G) High Jump5-02,Veneita ConstantineIpswich
"1973Braintree High School, MA",(G) 440y / 400M60.5,Gail MahorisNorwell
"1973White Stadium, Boston, MA",(B) 2 MILE9:15.2,Jeff CampbellWeymouth South
"1973White Stadium, Boston, MA",(B) 1 MILE4:19.7,Keith WhitakerNorwell
"1973White Stadium, Boston, MA",(B) 220y / 200M--,Carnell CooperAndover
"1973Braintree High School, MA",(G) Long Jump16-7.5,Patty JacquesAuburn
"1973, MA",(G) 50y6.2,Karen KeithBrookline
"1973White Stadium, Boston, MA",(B) Team Champion18,AndoverAndover
"1973Braintree High School, MA",(G) 220y / 200M25.9,Karen KeithBrookline
"1973White Stadium, Boston, MA",(B) Shot Put55-03.50,Mitch WhittenNatick
"1973Braintree High School, MA",(G) 100y / 100M11.2,Eleanor SpinneyWhitman-Hanson
"1973Braintree High School, MA",(G) 1 MILE5:25.3,Alda CostiLeominster
"1973White Stadium, Boston, MA",(B) 100y / 100M10.0,Archie McleanAndover
"1973White Stadium, Boston, MA",(B) 880y / 800m1:58.2,Bill MartinCatholic Memorial
"1973White Stadium, Boston, MA",(B) Discus166-8,Ron DattoliLittleton
"1973Braintree High School, MA",(G) 50y Hurdles7.2,Michelle DuFresneFalmouth
"1973White Stadium, Boston, MA",(B) 180y / 330y / 300M / 400M Hurdles20.6,Paul ColletteOakmont
"1973Braintree High School, MA",(G) Team Champion26,BrooklineBrookline
"1973White Stadium, Boston, MA",(B) 4x220 / 4x200M1:31.3,#NAME?
"1973Braintree High School, MA",(G) 4x220 / 4x200M1:52.2,#NAME?
"1972White Stadium, Boston, MA",(B) 880y / 800m1:52.5,Keith FrancisNew Bedford
"1972White Stadium, Boston, MA",(B) 220y / 200M21.6,Mark FallonReading
"1972Umass Amherst, MA",(G) Discus--,----
"1972Umass Amherst, MA",(G) Team Champion--,----
"1972Umass Amherst, MA",(G) 4x440 / 4x400--,----
"1972White Stadium, Boston, MA",(B) 180y / 330y / 300M / 400M Hurdles19.6,Skip CobbNatick
"1972Umass Amherst, MA",(G) Pole Vault--,----
"1972White Stadium, Boston, MA",(B) 2 MILE9:20.4,Walter SwanbornBelmont
"1972Umass Amherst, MA",(G) Long Jump15-11.5,Sue WalisAmherst
"1972White Stadium, Boston, MA",(B) 4x220 / 4x200M1:31.3,#NAME?
"1972White Stadium, Boston, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.8,Dave HillAbington
"1972Umass Amherst, MA",(G) Shot Put--,----
"1972White Stadium, Boston, MA",(B) Triple Jump45-7,Bob AdamsonNatick
"1972White Stadium, Boston, MA",(B) 100y / 100M9.9,Mike DelancyBrockton
"1972White Stadium, Boston, MA",(B) Discus155-2.5,Ralph KrupaBishop Connollly
"1972Umass Amherst, MA",(G) 1 MILE--,----
"1972Umass Amherst, MA",(G) High Jump5-3.25,Mary DowlingTantasqua
"1972Umass Amherst, MA",(G) 2 MILE--,----
"1972White Stadium, Boston, MA",(B) Pole Vault13-0,Steve HartHill
"1972White Stadium, Boston, MA",(B) Shot Put58-8,Ray AugerLeominster
"1972White Stadium, Boston, MA",(B) 1 MILE4:18.9,Keith WhitakerNorwell
"1972White Stadium, Boston, MA",(B) High Jump6-6,Danny McDermottFitchburg
"1972White Stadium, Boston, MA",(B) Javelin187-7,BeckSprinfield Trade
"1972White Stadium, Boston, MA",(B) 440y / 400M49.5,Bill OkermanLunenberg
"1972Umass Amherst, MA",(G) Triple Jump--,----
"1972Umass Amherst, MA",(G) 880y / 800m--,----
"1972Umass Amherst, MA",(G) 4x110y / 4x100M--,----
"1972White Stadium, Boston, MA",(B) Team Champion19,BelmontBelmont
"1972Umass Amherst, MA",(G) Javelin121-5.5,Sheri SandbornMahar
"1972Umass Amherst, MA",(G) 440y / 400M--,----
"1972Umass Amherst, MA",(G) 100y / 100M--,----
"1972White Stadium, Boston, MA",(B) Long Jump21-9.25,Mike DelancyBrockton
"1972Umass Amherst, MA",(G) 220y / 200M--,----
"1972Umass Amherst, MA",(G) 80yd / 100M/ 110M/ 120Yd Hurdles--,----
"1971White Stadium, Boston, MA",(B) 1 MILE4:18.5,Jim Kent Lawrence
"1971, MA",(G) Shot Put38-11.25,Mary MurrayBrockton
"1971, MA",(G) 220y / 200M26.6,Marla BinghamFalmouth
"1971White Stadium, Boston, MA",(B) 2 MILE9:26.0,Dave SylviaNew Bedford
"1971White Stadium, Boston, MA",(B) Long Jump21-11.50,GavinSpringfield Classical
"1971White Stadium, Boston, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.8,Paul SabiaMedford
"1971White Stadium, Boston, MA",(B) 4x220 / 4x200M1:30.6,#NAME?
"1971, MA",(G) Javelin114-2.,McLargalinBrockton
"1971, MA",(G) 880y / 800m2:28.3,Nancy RollinsMasconomet
"1971White Stadium, Boston, MA",(B) Discus162-2.5,WoodwardTantasqua
"1971White Stadium, Boston, MA",(B) 100y / 100M10.0,Dave BassMount Greylock
"1971, MA",(G) High Jump5-3,Alic PtaffLexington
"1971White Stadium, Boston, MA",(B) 880y / 800m1:54.8,Steve CatonNew Bedford
"1971White Stadium, Boston, MA",(B) 180y / 330y / 300M / 400M Hurdles20.6,Brad NutterNeedham
"1971White Stadium, Boston, MA",(B) 440y / 400M49.0,Alan KnightCatholic Memorial
"1971, MA",(G) 100y / 100M11.2,Kathy GuineyNeedham
"1971, MA",(G) 4x110y / 4x100M50.7,#NAME?
"1971White Stadium, Boston, MA",(B) High Jump6-4,Pete HowlandWayland
"1971, MA",(G) 1 MILE5:26.2,Kathy WhitcombSomerville
"1971White Stadium, Boston, MA",(B) Triple Jump47-2.5,Adolph BellizeareBraintree
"1971, MA",(G) 440y / 400M58.8,Kathy GuineyNeedham
"1971, MA",(G) 50y Hurdles7.4,Alice PtaffLexington
"1971, MA",(G) 50y6.3,Mary GlynnNeedham
"1971White Stadium, Boston, MA",(B) Javelin201-0,Ron LeeLexington
"1971White Stadium, Boston, MA",(B) Pole Vault13-0,O'MeliaEast Longmeadow
"1971, MA",(G) Team Champion36,BrocktonBrockton
"1971, MA",(G) Discus100-3,Sandra MorseAbington
"1971White Stadium, Boston, MA",(B) Team Champion36,BrocktonBrockton
"1971, MA",(G) 4x220 / 4x200M1:55.4,#NAME?
"1971White Stadium, Boston, MA",(B) 220y / 200M20.6,Les RyceNeedham
"1971White Stadium, Boston, MA",(B) Shot Put58-11.5,Ray AugerLeominster
"1971, MA",(G) Long Jump17-4,Alic PtaffLexington
"1970White Stadium, Boston, MA",(B) 220y / 200M22.3,Bob O'NeilKeith Academy
"1970White Stadium, Boston, MA",(B) High Jump6-0,RickardNantucket
"1970White Stadium, Boston, MA",(B) Triple Jump44-9.25,Leon SharpeAndover
"1970White Stadium, Boston, MA",(B) 880y / 800m157.0,Peter O'MalleyConcord
"1970White Stadium, Boston, MA",(B) Team Champion29,AndoverAndover
"1970White Stadium, Boston, MA",(B) Discus152-1,FurbusDover
"1970White Stadium, Boston, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles15.4,Paul SabiaMedford
"1970White Stadium, Boston, MA",(B) 1 MILE4:20.6,Jim ConnollyStoughton
"1970White Stadium, Boston, MA",(B) 4x220 / 4x200M1:30.0,#NAME?
"1970, MA",(G) High Jump--,----
"1970White Stadium, Boston, MA",(B) 180y / 330y / 300M / 400M Hurdles20.2,John BarnecotNorwell
"1970, MA",(G) Discus--,----
"1970, MA",(G) Long Jump--,----
"1970, MA",(G) Team Champion--,----
"1970, MA",(G) 220y / 200M--,----
"1970, MA",(G) 1 MILE--,----
"1970White Stadium, Boston, MA",(B) Javelin180-7,Dave SewardSomerset
"1970, MA",(B) Team Champion--,----
"1970, MA",(G) 880y / 800m--,----
"1970, MA",(B) Pole Vault--,----
"1970, MA",(G) 440y / 400M--,----
"1970, MA",(G) Triple Jump--,----
"1970, MA",(G) 2 MILE--,----
"1970, MA",(G) 100y / 100M--,----
"1970White Stadium, Boston, MA",(B) 2 MILE9:21.4,Bill DuretteCambridge
"1970White Stadium, Boston, MA",(B) Long Jump21-7,DeFulgentisBarnstable
"1970, MA",(G) Shot Put--,----
"1970White Stadium, Boston, MA",(B) 100y / 100M10.2,Steve HoganWoburn
"1970White Stadium, Boston, MA",(B) 440y / 400M50.5,Kevin DwyerXaverian
"1970, MA",(G) Javelin--,----
"1970White Stadium, Boston, MA",(B) Shot Put57-3.5,Greg SullivanXaverian
"1969White Stadium, Boston, MA",(B) Shot Put63-9,Joe NaughtonWeston
"1969Natick High School, MA",(G) 50y Hurdles7.0,Alice PfaffLexington
"1969Natick High School, MA",(G) 220y / 200M25.3,Kathy GuineyNeedham
"1969White Stadium, Boston, MA",(B) 2 MILE9:24,Dan MoynihanMalden Catholic
"1969Natick High School, MA",(G) 440y / 400M64.0,Debbie HullHamilton Wenham
"1969White Stadium, Boston, MA",(B) High Jump6-6,Cyd ZieglerHarwich
"1969Natick High School, MA",(G) 100y / 100M12.2,Jean MargaritaStoneham
"1969Natick High School, MA",(G) 50y6.2,Chris AndersonMasconomet
"1969Natick High School, MA",(G) 880y / 800m2:30.2,Arlene EveansArlington
"1969Natick High School, MA",(G) High Jump5-0,Alice PfaffLexington
"1969Natick High School, MA",(G) Discus106-8,Elizabeth StoszAmherst
"1969Natick High School, MA",(G) 4x220 / 4x200M2:04.0,#NAME?
"1969White Stadium, Boston, MA",(B) Team Champion29,MelroseMelrose
"1969Natick High School, MA",(G) Shot Put31-9.25,Elizabeth StoszAmherst
"1969White Stadium, Boston, MA",(B) Pole Vault14-6,Ed SkaneMelrose
"1969White Stadium, Boston, MA",(B) 180y / 330y / 300M / 400M Hurdles20.0,Ed SkaneMelrose
"1969Natick High School, MA",(G) Team Champion36,DanversDanvers
"1969White Stadium, Boston, MA",(B) 100y / 100M10.1,Joe BroderickAndover
"1969White Stadium, Boston, MA",(B) 4x220 / 4x200M1:30.5,#NAME?
"1969White Stadium, Boston, MA",(B) 440y / 400M48.8,Paul HorriganWeymouth
"1969Natick High School, MA",(G) 4x110y / 4x100M53.3,#NAME?
"1969Natick High School, MA",(G) Javelin103-0,Maureen DaylorBrockton
"1969White Stadium, Boston, MA",(B) 880y / 800m1:54.1,David ElliotBraintree
"1969White Stadium, Boston, MA",(B) Javelin205-3.5,Bill ChagnonFrontier
"1969White Stadium, Boston, MA",(B) Long Jump22-6,Leon SharpeAndover
"1969White Stadium, Boston, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.4,Van DeBoseAndover
"1969White Stadium, Boston, MA",(B) 1 MILE4:18.7,John QuirkBoston College
"1969White Stadium, Boston, MA",(B) 220y / 200M21.7,Jim StramandoLawrence Central
"1969White Stadium, Boston, MA",(B) Discus151-5,Jim WoodwardTantasqua
"1969Natick High School, MA",(G) Long Jump16-8.5,Alice PfaffLexington
"1968Lexington High School, MA",(G) Softball Throw185-6,Nancy WolfeSaugus
"1968Lexington High School, MA",(G) 100y / 100M11.9,Jean OsborneHamilton Wenham
"1968Lexington High School, MA",(G) 440y / 400M66.9,Cynthia HillAbington
"1968White Stadium, Boston, MA",(B) 100y / 100M9.9,Joe BroderickAndover
"1968Lexington High School, MA",(G) Team Champion32.25,Hamilton WenhamHamilton Wenham
"1968White Stadium, Boston, MA",(B) Shot Put57-0.75,Joe NaughtonWeston
"1968White Stadium, Boston, MA",(B) High Jump6-4,Charles BarrLunenburg
"1968White Stadium, Boston, MA",(B) Long Jump21-11.5,Bill ShakalisAustin Prep
"1968White Stadium, Boston, MA",(B) 1 MILE4:19.6,John QuirkBoston College
"1968Lexington High School, MA",(G) 220y / 200M26.5,Jean OsborneHamilton Wenham
"1968White Stadium, Boston, MA",(B) Pole Vault12-10,Ed SkaneMelrose
"1968Lexington High School, MA",(G) 4x110y / 4x100M54.7,#NAME?
"1968White Stadium, Boston, MA",(B) Javelin185-00,Doug WhynottDennis-Yarmouth
"1968White Stadium, Boston, MA",(B) 880y / 800m1:55.8,Jack VercolloneMilton
"1968Lexington High School, MA",(G) Long Jump15-1.25,Karen CoppenwrathLincoln Sudbury
"1968White Stadium, Boston, MA",(B) 220y / 200M21.7,Paul MetalloPittsfield
"1968White Stadium, Boston, MA",(B) 180y / 330y / 300M / 400M Hurdles20.0,Steve GrewXaverian
"1968Lexington High School, MA",(G) 50y6.7,Karen CoppenwrathLincoln Sudbury
"1968White Stadium, Boston, MA",(B) 4x220 / 4x200M1:30.6,#NAME?
"1968Lexington High School, MA",(G) Shot Put33-03,Betsy StoszAmherst Regional
"1968Lexington High School, MA",(G) High Jump4-9.5,Nancy HankinsonAmherst Regional
"1968Lexington High School, MA",(G) Javelin98-8,Maureen DaylorBrockton
"1968White Stadium, Boston, MA",(B) Team Champion17,AndoverAndover
"1968White Stadium, Boston, MA",(B) Discus158-11,Greg LuckWatertown
"1968White Stadium, Boston, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.7,Ed BaskauskasBoston College
"1968White Stadium, Boston, MA",(B) 2 MILE9:23.8,Dan MoynihanMalden Catholic
"1968White Stadium, Boston, MA",(B) 440y / 400M48.6,Art FarrisLowell
"1968Lexington High School, MA",(G) 50y Hurdles7.9,Barbara BurshawHamilton Wenham
"1967Wayland High School, MA",(B) Pole Vault12-1,Dow McleanFalmouth
"1967Wayland High School, MA",(B) Discus164-9.25,Dave LefforsNeedham
"1967Wayland High School, MA",(G) Softball Throw186-10,Pat WoodrawSaugus
"1967Wayland High School, MA",(G) 100y / 100M12.0,Jean OsborneHamilton Wenham
"1967Wayland High School, MA",(B) 1 MILE4:20.9,Charlton BaldwinPioneer Valley
"1967Wayland High School, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.4,Jeff HowardMT Everett
"1967Wayland High School, MA",(B) 100y / 100M10.1,Jack RizzoWeston
"1967Wayland High School, MA",(G) 50y6.9,Karen CoppenwrathLincoln Sudbury
"1967Wayland High School, MA",(B) High Jump6-2,George LeachMelrose
"1967Wayland High School, MA",(G) Javelin87-4,Susan BergerAmherst Regional
"1967Wayland High School, MA",(B) 440y / 400M50.2,Jeff HubechCanton
"1967Wayland High School, MA",(G) Shot Put34-2,Jean CochraneBrookline
"1967Wayland High School, MA",(B) Long Jump22-3.75,Ed FanningConcord
"1967Wayland High School, MA",(B) Pole Vault12-1,Roland PraetachNeedham
"1967Wayland High School, MA",(G) High Jump4-8.5,Mercia ScottHamilton Wenham
"1967Wayland High School, MA",(B) Shot Put59-7,Tom DuffyMelrose
"1967Wayland High School, MA",(G) Long Jump15-6.25,Elisabeth ConnorsSomerville
"1967Wayland High School, MA",(B) 880y / 800m1:58.0,Frank WalshXaverian
"1967Wayland High School, MA",(G) 75y9.8,Barbara BurshawHamilton Wenham
"1967Wayland High School, MA",(B) Pole Vault12-1,Gary SwealtActon-Boxboro
"1967Wayland High School, MA",(B) 220y / 200M22.3,George CarterDanvers
"1967Wayland High School, MA",(G) Discus79-4,Nancy ChurchillBraintree
"1967Wayland High School, MA",(B) 180y / 330y / 300M / 400M Hurdles20.6,Tim SweeneyWeymouth
"1967Wayland High School, MA",(G) 200 Shuttle Relay28.5,#NAME?
"1967Wayland High School, MA",(G) 440y / 400M64.9,Carla WalshLincoln Sudbury
"1967Wayland High School, MA",(B) 2 MILE9:34.6,Wayne ThompsonSalem
"1967Wayland High School, MA",(B) Javelin199-5.5,Fred RobinsonDennis-Yarmouth
"1967Wayland High School, MA",(G) 4x110y / 4x100M58.0,#NAME?
"1967Wayland High School, MA",(G) Team Champion32,BrocktonBrockton
"1966White Stadium, Boston, MA",(B) High Jump6-7,Mike CorryAndover
"1966White Stadium, Boston, MA",(B) 100y / 100M10.1,Greg JonesBoston English
"1966White Stadium, Boston, MA",(B) Shot Put58-08.5,Jake DriscollMelrose
"1966White Stadium, Boston, MA",(B) Pole Vault12-6,Richard GroutWakefield
"1966White Stadium, Boston, MA",(B) 440y / 400M50.7,Ulrich GreilichPittsfield
"1966White Stadium, Boston, MA",(B) 4x220 / 4x200M1:30.1,#NAME?
"1966White Stadium, Boston, MA",(B) Javelin197-04,Joseph PiresStoughton
"1966White Stadium, Boston, MA",(B) Discus166-05,Knute AndersonWareham
"1966White Stadium, Boston, MA",(B) Long Jump23-10,Greg OuelletteWareham
"1966White Stadium, Boston, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.4,Carl ThompsonBoston Tech
"1966White Stadium, Boston, MA",(B) 180y / 330y / 300M / 400M Hurdles19.9,Dave SeymourWeymouth
"1966White Stadium, Boston, MA",(B) 2 MILE9:10.8,Ed NorrisBrockton
"1966White Stadium, Boston, MA",(B) 1 MILE4:22.2,John KinchlaBoston College
"1966White Stadium, Boston, MA",(B) Team Champion12.24,AndoverAndover
"1966White Stadium, Boston, MA",(B) 220y / 200M21.3,Ken LundgrenSilver Lake
"1966White Stadium, Boston, MA",(B) 880y / 800m1:56.7,Don RicciatoWaltham
"1966White Stadium, Boston, MA",(B) Pole Vault12-6,Ron MertensNewton
"1965White Stadium, Boston, MA",(B) 440y / 400M48.9,Steve WimberlyLexington
"1965White Stadium, Boston, MA",(B) 880y / 800m1:53.8,George AtkinsonHingham
"1965White Stadium, Boston, MA",(B) 4x220 / 4x200M1:30.4,#NAME?
"1965White Stadium, Boston, MA",(B) 220y / 200M21.4,Ken LundgrenSilver Lake
"1965White Stadium, Boston, MA",(B) Shot Put56-11.25,Wayne CordeiroDartmouth
"1965White Stadium, Boston, MA",(B) 180y / 330y / 300M / 400M Hurdles20.0,Dave CrawfordSouth Hadley
"1965White Stadium, Boston, MA",(B) Pole Vault12-3,MikeTaylorNew Bedford
"1965White Stadium, Boston, MA",(B) Javelin197-11,Alan BadgerRockland
"1965White Stadium, Boston, MA",(B) Team Champion16,Boston EnglishBoston Englsih
"1965White Stadium, Boston, MA",(B) Long Jump23-10.25,Greg OuelletteWareham
"1965White Stadium, Boston, MA",(B) 100y / 100M10.0,Dick JensonLexington
"1965White Stadium, Boston, MA",(B) 2 MILE9:35.8,Art DulongRandolph
"1965White Stadium, Boston, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.8,Glenn GatelyWeymouth
"1965White Stadium, Boston, MA",(B) Pole Vault12-3,Doug GraingerNewton
"1965White Stadium, Boston, MA",(B) Discus163-0.5,Knute AndersonWareham
"1965White Stadium, Boston, MA",(B) High Jump6-3,John WinskowiczDanvers
"1965White Stadium, Boston, MA",(B) High Jump6-3,Carl DawkinsSomerville
"1965White Stadium, Boston, MA",(B) 1 MILE4:23.4,Bob BruenMalden
"1964White Stadium, Boston, MA",(B) 880y / 800m1:56.0,Don PatenaudeFairhaven
"1964White Stadium, Boston, MA",(B) Javelin195-7,Paul RiekerSpringfield Catholic
"1964White Stadium, Boston, MA",(B) Long Jump22-8.25,Joe SilvaWareham
"1964White Stadium, Boston, MA",(B) Team Champion18,Boston EnglishBoston English
"1964White Stadium, Boston, MA",(B) 1 MILE4:22.4,Art DulongRandolph
"1964White Stadium, Boston, MA",(B) 220y / 200M21.7,Don BergstromMelrose
"1964White Stadium, Boston, MA",(B) Shot Put58-8.5,John FairfieldWilmington
"1964White Stadium, Boston, MA",(B) Discus147-3.5,Art DeluskeyPittsfield
"1964White Stadium, Boston, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.4,Dave GittensCambridge Latin
"1964White Stadium, Boston, MA",(B) 440y / 400M48.5,Rupert LeonardBoston English
"1964White Stadium, Boston, MA",(B) 2 MILE9:33.6,Dick StevensAmherst
"1964White Stadium, Boston, MA",(B) 100y / 100M9.6,Karl FarmerBoston Tech
"1964White Stadium, Boston, MA",(B) 4x220 / 4x200M1:31.1,#NAME?
"1964White Stadium, Boston, MA",(B) High Jump6-3,Henry CabarrusCambridge Latin
"1964White Stadium, Boston, MA",(B) 180y / 330y / 300M / 400M Hurdles19.6,Pete JohnsonAmherst
"1964White Stadium, Boston, MA",(B) High Jump6-3,Carl DawkinsSomerville
"1964White Stadium, Boston, MA",(B) Pole Vault12-6.25,Bob CroceReading
"1963White Stadium, Boston, MA",(B) 220y / 200M21.4,Bob CrellinNewburyport
"1963White Stadium, Boston, MA",(B) 1 MILE4:25.2,Bob YoungNewton South
"1963White Stadium, Boston, MA",(B) Discus151-2.5,Steve CloutierMethuen
"1963White Stadium, Boston, MA",(B) 180y / 330y / 300M / 400M Hurdles19.5,Jim GriffinRindge Tech
"1963White Stadium, Boston, MA",(B) 100y / 100M9.8,John CollinsSpringifeld Cathedral
"1963White Stadium, Boston, MA",(B) 4x220 / 4x200M1:31.2,#NAME?
"1963White Stadium, Boston, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.4,Leon ColemanBoston Trade
"1963White Stadium, Boston, MA",(B) Long Jump21-5.75,Bob CrellinNewburyport
"1963White Stadium, Boston, MA",(B) 880y / 800m1:57.3,Bob DonahueBoston English
"1963White Stadium, Boston, MA",(B) 2 MILE9:50.2,Jack DearyCatholic Memorial
"1963White Stadium, Boston, MA",(B) Pole Vault11-6,Rich KovalsickTurner Falls
"1963White Stadium, Boston, MA",(B) High Jump6-3,Al SmithBoston English
"1963White Stadium, Boston, MA",(B) Team Champion25.5,Boston EnglishBoston English
"1963White Stadium, Boston, MA",(B) Javelin185-5,Preston JohnsonBoston English
"1963White Stadium, Boston, MA",(B) High Jump6-3,Hank BrownChelmsford
"1963White Stadium, Boston, MA",(B) Shot Put55-10,Jon FairfieldWilmington
"1963White Stadium, Boston, MA",(B) 440y / 400M50.4,Alan McCaffertyQuincy
"1962White Stadium, Boston, MA",(B) 100y / 100M9.5,Chris SheaBoston College
"1962White Stadium, Boston, MA",(B) Shot Put54-4.25,Myron RokoszakFrontier
"1962White Stadium, Boston, MA",(B) Pole Vault11-4,Brian KempWeymouth
"1962White Stadium, Boston, MA",(B) 220y / 200M21.4,Tim JohnsonBoston Tech
"1962White Stadium, Boston, MA",(B) Pole Vault11-4,Keith McCauleyWakefield
"1962White Stadium, Boston, MA",(B) 180y / 330y / 300M / 400M Hurdles19.9,Jim GriffinRinge Tech
"1962White Stadium, Boston, MA",(B) Team Champion21,Boston TradeBoston Trade
"1962White Stadium, Boston, MA",(B) 440y / 400M49.8,Edward LloydBoston English
"1962White Stadium, Boston, MA",(B) Discus140-1.5,Joe HarasimowiczGardner
"1962White Stadium, Boston, MA",(B) 880y / 800m1:55.4,Peter ScottScituate
"1962White Stadium, Boston, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.6,Robert OdellHingham
"1962White Stadium, Boston, MA",(B) Long Jump21-8.25,Ken SmithNew Bedford
"1962White Stadium, Boston, MA",(B) 1 MILE4:25.7,William NorrisBeverly
"1962White Stadium, Boston, MA",(B) Pole Vault11-4,Andy MercerCohasset
"1962White Stadium, Boston, MA",(B) 4x220 / 4x200M1:28.9,#NAME?
"1962White Stadium, Boston, MA",(B) Javelin186-7.5,Al MillerAbington
"1962White Stadium, Boston, MA",(B) High Jump6-2,Al SmithBoston English
