2006 Boys Track & Field State Champions,x,x,x
Mile Relay Medley,,,
Class,School,Time,
AAAA,Del Norte,03:34.2,
AA,Laguna-Acoma,03:42.8,
,,,
Mile Relay,,,
Class,School,Time,
AAAA,Hobbs,03:22.2,
AA,Kirtland Central,03:33.5,
,,,
Shot Put,,,
Class Name,School,Distance,
AAAA  Jim Dodds,Highland,56’-09.00”,
AA Mike Roach,Jal,50’-05.75”,
,,,
Discus,,,
Class Name,School,Distance,
AAAA  Mark Mohoric,Highland,158’-03.00”,
AA Buddy Briscoe,Cloudcroft,153’-07.00”,
,,,
Long Jump,,,
Class Name,School,Distance,
AAAA  Ed Foster,Highland,23’-06.50”,
AAA Tom Satenga,Bloomfield,22’-10.00”,
AA Curtis Lindley,Texico,22’-02.50”,
,,,
High Jump,,,
Class,Name,School,Distance
AAAA,Tom Pond,Sandia,6’-09.00”
AA,Eakins,Cliff,5’-10.00”
,,,
,,,
Pole Vault,,,
Class,Name,School,Distance
AAAA,Danny Ashcraft,Manzano,14’-00.50”
AA,Dale Cates,Jal,13’-06.50”
,,,
Javelin,,,
Class,Name,School,Distance
AAAA,Jack Graham,Highland,205’-02.00”
AA,Garland Prater,Kirtland Central,201’-07.00”
1971 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
AAAA  David Powdrell Highland 10.0,,,
AAA Tim Himbaugh Silver City 9.8,,,
AA New Jal 10.4,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
AAAA  David Powdrell Highland 22.1,,,
AAA Tim Himbaugh Silver City 21.8,,,
AA New Jal 22.7,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
AAAA  SmithDel Norte  49.1,,,
AAA Hinson  Deming 50.3,,,
AA Trujillo Pojoaque 50.0,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
AAAA  Gerald Brantley  Alamogordo 1:55.1,,,
AAA Rick Hendrix Silver City 1:59.1,,,
AA Gia Zuni Zuni 2:02.4,,,
,,,
Mile Run,,,
Class Name School  Time,,,
AAAA  Richard Ramos Del Norte 4:23.6,,,
AAA Lucero  Los Lunas 4:27.4,,,
AA Reid IAIA 4:32.9,,,
,,,
2 Mile Run,,,
Class Name School  Time,,,
AAAA  Anthony Sandoval Los Alamos 9:40.6,,,
AAA Montoya Bernalillo 10:00.0,,,
AA G. Pino Laguna-Acoma 9:40.0,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
AAAA  Edwards Hobbs14.5,,,
AAA Darrel Saulsberry Socorro 15.0,,,
AA Shell  Kirtland Central 14.8,,,
180 Y M Low Hurdles (30”),,,
Class Name,School,Time,
AAAA  Edwards,Hobbs,19.6,
AA Shell,Kirtland Central,20.2,
,,,
440 Y Relay,,,
Class,School,Time,
AAAA,Highland,42.2,
AA,Jal,43.8,
,,,
880 Y Relay,,,
Class,School,Time,
AAAA,Highland,01:27.9,
AA,Jal,01:31.6,
,,,
Mile Relay Medley,,,
Class,School,Time,
AAAA,Carlsbad,03:36.5,
AA,Jal,03:44.0,
,,,
Mile Relay,,,
Class,School,Time,
AAAA,Farmington,?,
AA,Kirtland Central,03:27.0,
,,,
Shot Put,,,
Class Name,School,Distance,
AAAA  Jim Dodds,Highland,55’-10.00”,
AA Wallace,Jal,48’-09.50”,
,,,
Discus,,,
Class Name,School,Distance,
AAAA  Hardin,Del Norte,168’-08.00”,
AA Buddy Briscoe,Cloudcroft,141’-01.00”,
,,,
Long Jump,,,
Class Name,School,Distance,
AAAA  David Powdrell,Highland,24’-01.75”,
AA Trujillo,Pojoaque,20’-08.00”,
,,,
High Jump,,,
Class Name,School,Distance,
AAAA  Tom Pond,Sandia,6’-04.00”,
AA John Swartz,Rehoboth,6’-06.00”,
,,,
Pole Vault,,,
Class,Name,School,Distance
AAAA,Cunningham,Goddard,13’-06.00”
AA,Ted Sisneros,Capitan,13’-03.25”
,,,
Javelin,,,
Class,Name,School,Distance
AAAA,Jack Graham,Highland,207’-06.00”
AA,Garland Prater,Kirtland Central,187’-11.00”
1970 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
AAAA  Robert Proctor Highland  9.7,,,
AAA Bone  Academy 9.9,,,
AA Good  Elida 10.3,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
AAAA  Robert Proctor Highland 21.7,,,
AAA Vanegas Cobre 22.4,,,
AA Colbert Jal 22.6,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
AAAA  Matt Henry Del Norte 48.8,,,
AAA Dee Witherspoon Lovington 49.3,,,
AA LewisCentral 50.2,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
AAAA  M. Vaughn  Hobbs  1:55.0,,,
AAA Matteba Fort Wingate 1:59.2,,,
AA Jeff Davis Zuni 1:57.0,,,
,,,
Mile Run,,,
Class Name School  Time,,,
AAAA  Rick Rojas Los Alamos 4:12.6,,,
AAA Perez Gadsden 4:29.1,,,
AA Gordon Pino Laguna-Acoma 4:26.8,,,
,,,
2 Mile Run,,,
Class Name School  Time,,,
AAAA  Richard Reyes  West Mesa 9:32.9,,,
AAA Chavez Robertson 9:55.6,,,
AA G. Pino Laguna-Acoma 9:42.2,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
AAAA  Edwards Hobbs14.6,,,
AAA Phil Allen  Grants  14.4,,,
AA McKibbon Corona 15.3,,,
180 Y M Low Hurdles (30”),,,
Class Name,School,Time,
AAAA  Bowers,Highland,19.3,
AAA Tom Sategna,Bloomfield,20.7,
,,,
440 Y Relay,,,
Class,School,Time,
AAAA,Highland,41.9,
AA,Jal,44.5,
,,,
880 Y Relay,,,
Class,School,Time,
AAAA,Highland,01:27.6,
AA,Jal,01:31.5,
,,,
Mile Relay Medley,,,
Class,School,Time,
AAAA,Del Norte,03:27.5,
AA,Lordsburg,03:41.2,
,,,
Mile Relay,,,
Class,School,Time,
AAAA,Del Norte,03:19.5,
AA,Kirtland Central,03:24.9,
,,,
Shot Put,,,
Class Name,School,Distance,
AAAA  Steve Sears,Las Cruces,55’-04.00”,
AA Turner,Tularosa,48’-05.00”,
,,,
Discus,,,
Class Name,School,Distance,
AAAA  Steve Sears,Las Cruces,177’-02.00”,
AA Gary Smith,McCurdy,140’-11.00”,
,,,
Long Jump,,,
Class Name,School,Distance,
AAAA  David Powdrell,Highland,24’-03.25”,
AA Arias,Santa Rosa,22’-00.00”,
,,,
High Jump,,,
Class Name,School,Distance,
AAAA  Fleming,Manzano,6’-06.625”,
AA Lujan,Reserve,5’-10.00”,
,,,
Pole Vault,,,
Class,Name,School,Distance
AAAA,Brad Winter,Albuquerque,14’-00.00”
AA,Dale Cates,Jal,12’-08.00”
,,,
Javelin,,,
Class,Name,School,Distance
AAAA,Boydston,Roswell,201’-07.00”
AA,Ulibarri,Kirtland Central,175’-05.00”
1969 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
AA Randy Palmer  Hobbs  9.9,,,
A S. Bowe Academy 9.9,,,
B Jim Campbell  Hot Springs 10.0,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
AA Randy Palmer  Hobbs  21.9,,,
A T. Coleman Deming 22.4,,,
B Jim Campbell  Hot Springs 22.0,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
AA B. Dooley  Sandia  49.6,,,
A Ernie Williams  Gadsden 49.8,,,
B R. Colbert Jal 51.3,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
AA M. Vaughn  Hobbs1:53.1,,,
A P. Hernandez Goddard 1:57.3,,,
B O. Hedges Vaughn  1:59.3,,,
,,,
Mile Run,,,
Class Name School  Time,,,
AA Rick Rojas  Los Alamos  4:18.1,,,
A P. Hernandez Goddard 4:21.2,,,
B S. Harper Lordsburg 4:28.1,,,
,,,
2 Mile Run,,,
Class Name School  Time,,,
AA Frank Rakoczy Del Norte 9:39.1,,,
A V. Chavez Grants  9:49.1,,,
B Gordon Neha Zuni 9:44.6,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
AA Hurd  Farmington 14.7,,,
A Danny Wise  Lovington 14.6,,,
B J. Ward  Eunice  15.3,,,
180 Y M Low Hurdles (30”),,,
Class Name,School,Time,
AA T. Mitchell,Farmington,19.5,
B J. Sanders,Hot Springs,20.1,
,,,
440 Y Relay,,,
Class,School,Time,
AA,Carlsbad,42.8,
B,Hot Springs,44.2,
,,,
880 Y Relay,,,
Class,School,Time,
AA,Del Norte,01:28.9,
B,Eunice,01:29.6,
,,,
Mile Relay Medley,,,
Class,School,Time,
AA,Del Norte,03:31.5,
B,Fort Sumner,03:38.6,
,,,
Mile Relay,,,
Class,School,Time,
AA,Del Norte,03:17.9,
B,Eunice,03:26.4,
,,,
Shot Put,,,
Class Name,School,Distance,
AA S. Ross,Highland,55’-06.75”,
B Manuel. Roybal,Fort Sumner,54’-08.50”,
,,,
Discus,,,
Class Name,School,Distance,
AA Jim Braye,Sandia,178’-00.00”,
B Manuel Roybal,Fort Sumner,158’-08.00”,
,,,
Long Jump,,,
Class Name,School,Distance,
AA  Danny Brabham,Roswell,23’-10.50”,
B C. Overton,Fort Sumner,22’-05.75”,
,,,
High Jump,,,
Class Name,School,Distance,
AA R. Lowder,Valley,6’-03.00”,
B R. Campbell,Melrose,6’-02.00”,
,,,
Pole Vault,,,
Class,Name,School,Distance
AA,Danny Brabham,Roswell,14’-04.50”
B,R. Lopez,Fort Sumner,13’-01.00”
,,,
Javelin,,,
Class,Name,School,Distance
AA,George Stevens,Del Norte,212’-09.00”
B,David Ratcliff,Jal,189’-11.00”
1968 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
AA Charles Kasper Highland 9.8,,,
A Don Hanosh  N.M.M.I. 10.0,,,
B Phil Sategna  Bloomfield 10.3,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
AA Charles Kasper Highland 21.9,,,
A Don Hanosh  N.M.M.I. 22.0,,,
B Jim Campbell  Hot Springs 22.5,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
AA Gil Perea Valley  48.9,,,
A Charlie Williams Gadsden 50.7,,,
B Richard Shaw  Dexter  51.5,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
AA Steve VaughnHobbs2:05.4,,,
A John Arellin  Silver City  2:00.2,,,
B Alex Laweka Zuni 2:07.2,,,
,,,
Mile Run,,,
Class Name School  Time,,,
AA Stan Hill Highland 4:35.3,,,
A Joe Espinosa Silver City  4:34.8,,,
B Harold Sando  Jemez 4:35.7,,,
,,,
2 Mile Run,,,
Class Name School  Time,,,
AA Tom Toft  Sandia  10:05.0,,,
A Harry Maes Los Lunas  10:10.6,,,
B Frank Armijo Jemez 9:54.1,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
AA Gerald Murphy Hobbs14.5,,,
A Mike Wise Lovington 15.0,,,
B Henry Martin Jal 14.6,,,
180 Y M Low Hurdles (30”),,,
Class Name,School,Time,
AA Rocky Meadors,Carlsbad,20,
B Henry Martin,Jal,20.8,
,,,
440 Y Relay,,,
Class,School,Time,
AA,Highland,42.4,
B,Jal,43.3,
,,,
880 Y Relay,,,
Class,School,Time,
AA,Highland,01:30.5,
B,Jal,01:34.9,
,,,
Mile Relay Medley,,,
Class,School,Time,
AA,Highland,03:34.3,
B,Alb. Indian School,03:41.0,
,,,
Mile Relay,,,
Class,School,Time,
AA,Highland,03:21.8,
B,Jal,03:30.8,
,,,
Shot Put,,,
Class Name,School,Distance,
AA Gary Powell,Roswell,56’-03.00”,
B Reggie Gallegos,Academy,53’-05.50”,
,,,
Discus,,,
Class Name,School,Distance,
AA Gary Powell,Roswell,164’-10.00”,
B Manuel Roybal,Fort Sumner,145’-07.00”,
,,,
Long Jump,,,
Class Name,School,Distance,
AA  Bill Pinson,Sandia,22’-09.50”,
B Fred Livingston,Tularosa,21’-03.00”,
,,,
High Jump,,,
Class Name,School,Distance,
AA Alton Harlin,Highland,5’-10.25”,
B Phil Sategna,Bloomfield,6’-00.00”,
,,,
Pole Vault,,,
Class,Name,School,Distance
AA,Jim Lamonica,Los Alamos,13’-07.00”
B,Robert Pool,Jal,11’-06.00” T
B,Randy Pearson,Bloomfield,11’-06.00” T
B,Cliff Yell,Eunice,11’-06.00” T
B,Lyle Guffey,Bloomfield,11’-06.00” T
B,Tony Savoie,Jal,11’-06.00” T
,,,
Javelin,,,
Class,Name,School,Distance
AA,Joe Baker,Farmington,195’-09.00”
B,David Ratliff,Jal,185’-02.00”
1967 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
AA Harry Raglin  Artesia  10.5,,,
A Rick Tipton Silver City 10.5,,,
B Lane Crist  Clayton 11.0,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
AA Harry Raglin  Artesia  22.3,,,
A James Campbell Socorro 22.8,,,
B Lane Crist  Clayton 22.9,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
AA Gil Perea Valley  49.3,,,
A Tommy Robinson Silver City  51.0,,,
B Mike Soper  Hatch 51.1,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
AA Mike Collins Hobbs  1:58.4,,,
A Charlie Luders Los Alamos 2:01.6,,,
B Nelson Nez Fort Wingate2:01.0,,,
,,,
Mile Run,,,
Class Name School  Time,,,
AA Stan Hill  Highland 4:29.9,,,
A Joe Espinosa  Silver City  4:42.2,,,
B Archie Lavato  Clayton 4:35.5,,,
,,,
2 Mile Run,,,
Class Name School  Time,,,
AA J. Mason Hobbs  9:41.1,,,
A Bill Schrandt Los Alamos 10:22.3,,,
B Robert Waqui  Jemez 9:55.0,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
AA Andy Pettes Las Cruces 14.9,,,
A Rick Tipton Silver City  14.9,,,
B Henry Martin Jal 15.9,,,
180 Y M Low Hurdles (30”),,,
Class Name,School,Time,
AA Andy Pettes,Las Cruces,20.9,
A Tipton,Silver,20.3,
B Henry Martin,Jal,20.8,
440 Y Relay,,,
Class,School,Time,
AA,Del Norte,43.7,
A,Lovington,43.6,
B,Clayton,44.5,
880 Y Relay,,,
Class,School,Time,
AA,Carlsbad,01:30.0,
A,Lovington,01:32.3,
B,Hot Springs,01:34.9,
Mile Relay Medley,,,
Class,School,Time,
AA,Highland,03:33.5,
A,Silver,03:41.1,
B,Clayton,03:44.4,
Mile Relay,,,
Class,School,Time,
AA,Del Norte,03:24.3,
A,NMMI,03:27.9,
B,Jal,03:32.0,
Shot Put,,,
Class Name,School,Distance,
AA Gary Powell,Roswell,56’10.75”,
A Frangos,NMMI,54’11”,
B Tom Ortiz,Carrizozo,54’-10.00”,
Discus,,,
Class Name  Gary,School,Distance,
AA Powell,Roswell,170’-03.00”,
A Tino Martinez,St. Mary,167’-05.50”,
B Danny Lord,Jal,171’-06.50”,
Long Jump,,,
Class Name,School,Distance,
AA  Ed McDonald,Alamogordo,22’-03.75”,
A Tipton,Silver,21’-08”,
B John Sategna,Bloomfield,21’-04.50”,
,,,
High Jump,,,
Class Name,School,Distance,
AA Frank Joseph,Highland,6’-07.00”,
A Marshall,NMMI,6’-00.25”,
B Louie Nolan,Vaughn,6’-02.00”,
,,,
,,,
Pole Vault,,,
Class Name,School,Distance,
AA Gerald Miller,Alamogordo,14’-00.75”,
A Smith,NMMI,12’-04”,
B Tonie Savoie,Jal,12’-00.00”,
,,,
Javelin,,,
Class Name,School,Distance,
AA George Stevens,Del Norte,190’-06.50”,
A Black,NMMI,194’-07”,
B Gene Grassie,Dexter,176’-06.00”,
1966 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
AA Harry Raglin  Artesia  9.9,,,
A Mike Wise  Lovington 10.0,,,
B Fred Sandoval  Cuba 10.1,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
AA Paul Gibson Carlsbad 22.0,,,
A Mike Wise  Lovington 22.4,,,
B Robert Jaramillo  Menaul 22.8,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
AA Joe Jacobs Hobbs  49.4,,,
A R. Hestand Portales 50.7,,,
B Richard Shaw  Dexter  51.5,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
AA Mike Collins Hobbs1:56.8,,,
A S. Taylor Lovington 2:02.0,,,
B Gerry Garcia  El Rito  1:57.1,,,
,,,
Mile Run,,,
Class Name School  Time,,,
AA Ramon LeybaAlbuquerque  4:19.1,,,
A J. Espinosa Silver City  4:41.7,,,
B Gerry Garcia El Rito  4:24.6,,,
,,,
2 Mile Run,,,
Class Name School  Time,,,
AA Linus Phillips  Del Norte  9:47.6,,,
A S. Hodson Los Alamos  10:07.7,,,
B Robert Waqui  Jemez 9:51.2,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
AA Pat Brian  Sandia  14.5,,,
A Rick Tipton Silver City  14.3,,,
B Henry Martin Jal 15.2,,,
180 Y M Low Hurdles (30”),,,
Class Name,School,Time,
AA Paul Gibson,Carlsbad,19,
B Henry Martin,Jal,20.3,
,,,
440 Y Relay,,,
Class,School,Time,
AA,Carlsbad,42.9,
B,Eunice,45.1,
,,,
880 Y Relay,,,
Class,School,Time,
AA,Highland,01:28.6,
B,Jal,01:33.5,
,,,
Mile Relay Medley,,,
Class,School,Time,
AA,Valley,03:34.5,
B,Fort Sumner,03:40.5,
,,,
Mile Relay,,,
Class,School,Time,
AA,Highland,03:20.6,
B,Eunice,03:28.2,
,,,
Shot Put,,,
Class Name,School,Distance,
AA Eddie Craft,Manzano,56’-06.00”,
B Dave Lynn,Eunice,55’-02.00”,
,,,
Discus,,,
Class Name,School,Distance,
AA Raynard Makin,Hobbs,170’-06.00”,
B Danny Lord,Jal,164’-01.00”,
,,,
Long Jump,,,
Class Name,School,Distance,
AA  N.S. Hurd,Carlsbad,23’-00.00”,
B Bobby Williams,Eunice,21’-08.50”,
,,,
High Jump,,,
Class Name,School,Distance,
AA Eugene Willard,Albuquerque,6’-06.00”,
B Charles McAlister,Floyd,6’-04.25”,
,,,
Pole Vault,,,
Class,Name,School,Distance
AA,Larry Colbert,Hobbs,13’-11.75”
B,Smith,Jal,13’-02.00”
,,,
Javelin,,,
Class,Name,School,Distance
AA,Rick Dixon,Highland,190’-06.50”
B,David Grassie,Dexter,177’-08.00”
1965 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
AA Bill Lowery Carlsbad 10.0,,,
A Floyd Segura Los Alamos 10.0,,,
B Crutchfield Jal 10.1,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
AA TookeRoswell 22.4,,,
A Floyd SeguraLos Alamos 22.3,,,
B Fred Sandoval  Cuba 23.3,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
AA Joe Jacobs Hobbs49.4,,,
A Brown  Tucumcari 51.1,,,
B Fred Sandoval  Cuba 50.1,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
AA Mike Collins Hobbs1:56.8,,,
A Cortez  Raton 2:02.9,,,
B Babelou Zuni 2:01.9,,,
,,,
Mile Run,,,
Class Name School  Time,,,
AA Carey Hollis  Hobbs4:20.5,,,
A Briner  Deming 4:37.4,,,
B Gerry Garcia El Rito  4:24.1,,,
,,,
2 Mile Run,,,
Class Name School  Time,,,
AA Steve Ross  Hobbs9:58.5,,,
A ??,,,
B Robert Waqui  Jemez 9:55.8,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
AA Joe Ziehl Las Cruces 14.7,,,
A Campbell Lovington 15.0,,,
B Jimmy Jones  Jal 14.8,,,
180 Y M Low Hurdles (30”),,,
Class Name,School,Time,
AA Jackson,Las Cruces,19.6,
B Field,Tatum,20.2,
,,,
440 Y Relay,,,
Class,School,Time,
AA,Farmington,42.9,
B,Jal,44.3,
,,,
880 Y Relay,,,
Class,School,Time,
AA,Carlsbad,01:29.4,
B,Jal,01:32.1,
,,,
Mile Relay Medley,,,
Class,School,Time,
AA,Hobbs,03:33.0,
B,Eunice,03:39.9,
,,,
Mile Relay,,,
Class,School,Time,
AA,Highland,03:21.8,
B,Jal,03:30.8,
,,,
Shot Put,,,
Class Name,School,Distance,
AA Ronnie Sowell,Artesia,58’-07.75”,
B Dave Lynn,Eunice,53-09.00”,
,,,
Discus,,,
Class Name,School,Distance,
AA Casner,Roswell,171’-03.00”,
B Henry Norton,Jal,160’-02.00”,
,,,
Long Jump,,,
Class Name,School,Distance,
AA  Tyrone Smith,Carlsbad,23’-08.50”,
B Garduno,W. Las Vegas,20’-08.50”,
,,,
High Jump,,,
Class Name,School,Distance,
AA Eugene Willard,Albuquerque,6’-06.25”,
B Martin,Estancia,5’-10.00”,
,,,
Pole Vault,,,
Class,Name,School,Distance
AA,Sam Hill,Highland,13’-06.00”
B,Giovanni,Bloomfield,12’-09.00”
,,,
Javelin,,,
Class,Name,School,Distance
AA,Rick Dixon,Highland,184’-09.5”
B,Tom Solenberg,Academy,200’-02.00”
1964 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
AA Robert Boalts  Artesia  9.9,,,
A Herman Fierro St. Mary’s 10.1,,,
B Pat Field  Tatum  10.3,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
AA TookeRoswell 22.4,,,
A Harvey West Los Lunas  22.3,,,
B Steven Winham  Dexter  22.6,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
AA Swanson Sandia  49.0,,,
A Baloy Contreras Belen 51.1,,,
B John KeithleyHot Springs 50.6,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
AA Pat Cox Manzano 1:53.1,,,
A Terry Turner Tucumcari 1:56.7,,,
B Hambert Watchman  Fort Wingate2:03.6,,,
,,,
Mile Run,,,
Class Name School  Time,,,
AA Web Loudat Roswell 4:23.0,,,
A Harold JojolaLos Lunas  4:36.7,,,
B Gerry Garcia  El Rito  4:33.7,,,
,,,
2 Mile Run,,,
Class Name School  Time,,,
AA David Woodward Hobbs10:14.2,,,
B Robert Waqui  St. Catherine’s 10:26.5,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
AA Brian Foulkes  Santa Fe 15.0,,,
A Gary Parker Gadsden 15.4,,,
B Jimmy Jones  Jal 14.5,,,
180 Y M Low Hurdles (30”),,,
Class Name,School,Time,
AA Richard Osborn,Clovis,19.7,
B Bobby Calhoon,Eunice,19.6,
,,,
440 Y Relay,,,
Class,School,Time,
AA,Highland,42.6,
B,Hot Springs,43.9,
,,,
880 Y Relay,,,
Class,School,Time,
AA,Highland,01:28.0,
B,Hot Springs,01:32.2,
,,,
Mile Relay Medley,,,
Class,School,Time,
AA,Clovis,03:33.0,
B,McCurdy Mission,03:46.9,
,,,
Mile Relay,,,
Class,School,Time,
AA,Highland,03:27.8,
B,Hot Springs,03:32.7,
,,,
Shot Put,,,
Class Name,School,Distance,
AA Bill McKay,Sandia,57’-06.75”,
B John Keithley,Hot Springs,49’-00.50”,
,,,
Discus,,,
Class Name,School,Distance,
AA Mike Jeffries,Highland,174’-06.00”,
B Henry Norton,Jal,153’-10.50”,
,,,
Long Jump,,,
Class Name,School,Distance,
AA  N.S. Hurd,Carlsbad,23’-00.00”,
B Bobby Calhoon,Eunice,21’-00.50”,
,,,
High Jump,,,
Class Name,School,Distance,
AA Eric Christenson,Sandia,6’-09.50”,
B Meeks,Vaughn,5’-08.00”,
,,,
Pole Vault,,,
Class,Name,School,Distance
AA,Tom Bradshaw,Hobbs,13’-01.50”
B,Doug Bates,Tularosa,12’-02.50”
,,,
Javelin,,,
Class,Name,School,Distance
AA,Eric Christenson,Sandia,196’-07.00”
B,Tom Solenberger,Academy,176’-09.00”
1963 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
AA Jim Childs Roswell 9.7W,,,
A Pat McCaffrey St. Mary’s  9.7W,,,
B Mike Harton Tatum  9.9W,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
AA Jim Childs  Roswell 20.4W,,,
A George Poling  Clayton 21.6W,,,
B Mike Harton Tatum  21.5W,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
AA Gary Speaker Sandia  49.4,,,
A Terry Young  Silver City 52.2,,,
B Alfred Lane  Ruidoso 50.9,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
AA Tony Sandoval Albuquerque  1:59.0,,,
A Terry Turner Tucumcari 2:04.5,,,
B Hambert Watchman  Fort Wingate2:08.5,,,
,,,
Mile Run,,,
Class Name School  Time,,,
AA Johnny CookClovis4:42.5,,,
A Clem Hudson  Silver City  4:46.8,,,
B Gerry Garcia  El Rito  4:47.4,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
AA Morris Fielder  Las Cruces 14.1W,,,
A Larry Hatler Cobre15.4W,,,
B Bobby Calhoun Eunice  15.1W,,,
,,,
180 Y M Low Hurdles (30”),,,
Class Name School  Time,,,
AA Morris Fielder  Las Cruces 19.1W,,,
B Mike Harton  Tutum  19.5W,,,
440 Y Relay,,,
Class,School,Time,
AA,Highland,42.9,
B,Texico,45,
,,,
880 Y Relay,,,
Class,School,Time,
AA,Hobbs,01:30.8,
B,Tatum,01:33.5,
,,,
Mile Relay Medley,,,
Class,School,Time,
AA,Manzano,03:39.8,
B,McCurdy Mission,03:52.5,
,,,
Mile Relay,,,
Class,School,Time,
AA,Clovis,03:23.7,
B,Hot Springs,03:35.5,
,,,
Shot Put,,,
Class Name,School,Distance,
AA Paul Smith,Roswell,55’-08.50”,
B Gene Hammons,Fort Sumner,50’-08.50”,
,,,
Discus,,,
Class Name,School,Distance,
AA Mike Jeffries,Highland,164’-04.00”,
B Gene Hammons,Fort Sumner,142’-06.50”,
,,,
Long Jump,,,
Class Name,School,Distance,
AA  Dan Smith,Highland,22’-05.75”,
B Lennart Hjord,Boys Academy,21’-02.00”,
,,,
High Jump,,,
Class Name,School,Distance,
AA Eric Christenson,Sandia,6’-05.00”,
B Lieb,Elida,5’-08.125”,
,,,
Pole Vault,,,
Class Name,School,Distance,
AA Jon Caffey,Highland,13’-09.50”,
B Sammy Hart,Tatum,13’-01.00”,
Javelin,,,
Class,Name,School,Distance
AA,Tim Goebel,Roswell,183’-08.50”
B,Thigpen,Texico,171’-04.50”
1962 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
A Zeak Williams Hobbs9.3W,,,
B Mike Harton Tatum  9.9W,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
A Zeak Williams  Hobbs20.5W,,,
B Cook Fort Sumner 21.2W,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
A Garry Speaker  Sandia  51.7,,,
B R. Garcia  Springer 54.3,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
A Bobby Williams Sandia  2:05.6,,,
B Morris  Elida  2:12.1,,,
,,,
Mile Run,,,
Class Name School  Time,,,
A John Baker Manzano 4:49.4,,,
B Johnson  St. Catherine’s  4:50.3,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
A Gene Pettes Las Cruces 13.9W,,,
B Bob Crenshaw Carrizozo 15.0,,,
,,,
180 Y M Low Hurdles (30”),,,
Class Name School  Time,,,
A Mike Ray  Aztec 18.7W,,,
B Bob Crenshaw Carrizozo 19.2W,,,
,,,
440 Y Relay,,,
Class School  Time,,,
A Carlsbad 44.4,,,
B Texico  45.0,,,
880 Y Relay,,,
Class,School,Time,
A,Hobbs,01:31.8,
B,Fort Sumner,01:36.4,
,,,
Mile Relay Medley,,,
Class,School,Time,
A,Manzano,03:51.2,
B,Albuquerque Indian School,03:54.3,
,,,
Mile Relay,,,
Class,School,Time,
A,Sandia,03:31.0,
B,Eunice,03:26.4,
,,,
Shot Put,,,
Class Name,School,Distance,
