2007 Girls Track & Field State Champions,x,x,x
AAAA  Chase Ealey,,Los Alamos,124’-01”
AAA Nicolette Serrao,,St. Michael’s,118’-10”
AA Felicia Chavez,,Cuba,119’-07”
A Erin Deck,,Jal,126’-10”
2012 Girls Track & Field State Champions,,,
,,,
,,,
100 M Dash,,,
Class Name School  Time,,,
AAAAA Brianna Chirpas Volcano Vista  12.45,,,
AAAA  Chase Ealey Los Alamos 12.35,,,
AAA Amanda Babicke Pojoaque 12.61,,,
AA Kassie Geary Clayton 12.53,,,
A LaNay Crenshaw Fort Sumner  12.34,,,
,,,
200 M Dash,,,
Class Name School  Time,,,
AAAAA Julissa Hunt Cleveland 25.12,,,
AAAA  Amy Neal Los Alamos 25.62,,,
AAA Amanda Babicke Pojoaque 25.88,,,
AA Kassie Geary Clayton 26.73,,,
A LaNay Crenshaw Fort Sumner  26.22,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
AAAAA Alexa Romano La Cueva 56.89,,,
AAAA  Kendra Mitchell Aztec 59.03,,,
AAA Amanda Babicke Pojoaque 58.00,,,
AA Amanda Bishop East Mountain  59.54,,,
A Taylor Huey Corona 1:00.86,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
AAAAA Crissey Amberg Eldorado 2:19.37,,,
AAAA  Amber Saiz Belen 2:16.97,,,
AAA Erika Nelson Hope Christian 2:27.05,,,
AA Elizabeth Lanman Santa Fe Prep  2:20.43,,,
A Teryn Kayser Mountainair 2:29.13,,,
,,,
1600 M Run,,,
Class Name School  Time,,,
AAAAA Malia Gonzales Cleveland 5:17.09,,,
AAAA  Anna Olesinski Roswell 5:05.73,,,
AAA Rachel Fleddermann Sandia Prep 5:26.85,,,
AA Caroline Kaufman East Mountain  5:18.10,,,
A Christa Boyle  Fort Sumner  5:40.94,,,
3200 M Run,,,
Class Name,School,Time,
AAAAA Malia Gonzales,Cleveland,11:44.9,
AAAA  Anna Olesinski,Roswell,11:20.5,
AAA Rachel Fleddermann,Sandia Prep,11:32.5,
AA Caroline Kaufman,East Mountain,11:37.7,
A Christa Boyle,Fort Sumner,12:25.4,
,,,
100 M Hurdles,,,
Class Name,School,Time,
AAAAA Regina Okoye,Eldorado,14.82,
AAAA  Alysha Bolduc,Goddard,15.06,
AAA Maya McGowan,St. Michael’s,16.48,
AA Selina Munoz,Lordsburg,17.16,
A Ashley Landreth,Fort Sumner,16.42,
,,,
300 M Hurdles,,,
Class Name,School,Time,
AAAAA Kaylin Martin,La Cueva,44.44,
AAAA  Zhianna Flores,Piedra Vista,43.61,
AAA Maya McGowen,St. Michael’s,46.64,
AA Brooke Hamilton,Rehoboth,47.65,
A Ashley Landreth,Fort Sumner,47.81,
,,,
400 M Relay,,,
Class  Name,School,Time,
AAAAA,Cleveland,49.01,
AAAA,Los Alamos,48.65,
AAA,Hope Christian,49.55,
AA,Santa Fe Prep,51.92,
A,Fort Sumner,50.72,
,,,
800 M Relay,,,
Class  Name,School,Time,
AAAAA,Cleveland,01:42.4,
AAAA,Los Alamos,01:44.9,
AAA,Hope Christian,01:47.1,
AA,Texico,01:51.2,
A,Tatum,01:51.7,
1600 M Relay Medley,,,
Class Name,School,Time,
AAAAA,La Cueva,04:18.3,
AAAA,Valencia,04:19.6,
AAA,Hope Christian,04:20.7,
AA,Ramah,04:32.3,
A,Tatum,04:38.4,
,,,
1600 M Relay,,,
Class Name,School,Time,
AAAAA,Cleveland,04:01.6,
AAAA,Aztec,04:05.5,
AAA,Hope Christian,04:09.1,
AA,Santa Fe Prep,04:15.5,
A,Jal,04:14.5,
,,,
Shot Put,,,
Class Name,School,Distance,
AAAAA Evyn Gallegos,Hobbs,38’-11.50”,
AAAA  Chase Ealey,Los Alamos,47’-03.00”,
AAA Etta Briscoe,Raton,35’-10.00”,
AA Jazmine Chosa,Jemez Valley,40’-06.50”,
A Blanca Alvarez,Fort Sumner,32’-06.00”,
,,,
Discus,,,
Class Name,School,Distance,
AAAAA Alex Winebark,Cleveland,124’-09.00”,
AAAA  Angela Evans,Aztec,116’-03.00”,
AAA Danielle Gurule,West Las Vegas,108”-00.00”,
AA Kaylin Lovato,Cuba,107’-02.00”,
A Victoria Sena,Fort Sumner,99’-01.00”,
,,,
,,,
Long Jump,,,
Class Name,School,Distance,
AAAAA Regina Okoye,Eldorado,18’-09.75”,
AAAA  Nicole Jenrette,Los Lunas,17’-10.50”,
AAA Amanda Babicke,Pojoaque,17’-11.50”,
AA Brook Dow,Tucumcari,15’-09.50”,
A Caley Barnard,Melrose,16’-09.75”,
High Jump,,,
Class Name,,School,Distance
AAAAA Jenna Sievers,,Clovis,5’-.06.00”
AAAA  Nicole Jenrette,,Los Lunas,5’-06.50”
AAA Alex Ledbetter,,Portales,5’-03.00”
AA Kyetiil Vicenti,,Dulce,5’-04.00”
A Shelby Walker,,Des Moines,5’-00.00”
,,,
Triple Jump,,,
Class Name,,School,Distance
AAAAA Regina Okoye,,Eldorado,38’-07.00”
AAAA  Sarah Root,,Aztec,35’-09.75”
AAA Kearney Moss,,Hope Christian,35’-08.75”
AA Danielle Montoya,,Cuba,32’-07.50”
A Caley Barnard,,Melrose,35’-06.50”
,,,
Pole Vault,,,
Class Name,,School,Distance
AAAAA Lauren Martinez,,Eldorado,10’-09.00”
AAAA  Brittney Burgess,,Artesia,10’-06.00”
AAA Anna Duvall,,Hope Christian,10’-02.00”
AA Dusti-Rae Eldridge,,Capitan,9’-00.00”
A Caley Barnard,,Melrose,11’-03.00”
,,,
Javelin,,,
Class Name,,School,Distance
AAAAA Kendall Munoz,,Carlsbad,140’-09.00”
AAAA  Chase Ealey,,Los Alamos,129’-00.00”
AAA Selena Ornales,,Lovington,117’-05.00”
AA Felicia Chavez,,Cuba,131’-05.00”
A Georgia Ann Tucker,,Fort Sumner,110’-.08.00”
2013 Girls Track & Field State Champions,,,
,,,
,,,
100 M Dash,,,
Class Name School  Time,,,
AAAAA Kacee Ramos  Mayfield 12.28,,,
AAAA  Alexis Lafave  Los Lunas  12.42,,,
AAA Amanda Babicke Pojoaque  12.67,,,
AA Ayla Weaver Santa Rosa 12.90,,,
A LaNay Crenshaw Fort Sumner 12.98,,,
,,,
200 M Dash,,,
Class Name School  Time,,,
AAAAA Sasha Smith Clovis  25.53,,,
AAAA  Zhianna Flores Piedra Vista 25.11,,,
AAA Amanda Babicke Pojoaque 26.39,,,
AA Ayla WeaverSanta Rosa  26.69,,,
A LaNay Crenshaw Fort Sumner 26.63,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
AAAAA Elicia Gallegos Cleveland 57.79,,,
AAAA  Tiffany Cano Artesia  57.48,,,
AAA Michaiah Chock Hope Christian 58.78,,,
AA Amanda Bishop East Mountain  58.42,,,
A Jasmine Gomez Floyd 1:00.36,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
AAAAA Crissey Amberg Eldorado 2:18.00,,,
AAAA  Britani Gonzales Santa Teresa 2:14.60,,,
AAA Jayme Quintana West Las Vegas 2:22.35,,,
AA Amanda Bishop East Mountain  2:20.19,,,
A Teryn Kayser Mountainair 2:26.79,,,
,,,
1600 M Run,,,
Class Name School  Time,,,
AAAAA Jessie Hix Eldorado 5:08.67,,,
AAAA  Jenna Thurman Del Norte 5:10.00,,,
AAA Rachel Fleddermann Sandia Prep 5:25.60,,,
AA Jacqueline Katzman Bosque 5:21.96,,,
A Taylor Bacon Desert Academy 5:35.88,,,
3200 M Run,,,
Class Name,School,Time,
AAAAA Jessie Hix,Eldorado,11:30.6,
AAAA  Jenna Thurman,Del Norte,11:33.2,
AAA Rachel Fleddermann,Sandia Prep,11:51.8,
AA Amira Cunningham,East Mountain,11:58.7,
A Taylor Bacon,Desert Academy,12:30.0,
,,,
100 M Hurdles,,,
Class Name,School,Time,
AAAAA Stephanie Brener,La Cueva,15.11,
AAAA  Sarah Root,Aztec,14.98,
AAA Ryann Flack,Ruidoso,15.87,
AA Harley Bonnell,N.M.M.I,16.96,
A Ashley Landreth,Fort Sumner,16.48,
,,,
300 M Hurdles,,,
Class Name,School,Time,
AAAAA Kyra Mohns,Eldorado,44.63,
AAAA  Zhianna Flores,Piedra Vista,43.76,
AAA Mackenzie Blackburn,Sandia Prep,47.94,
AA Harley Bonnell,N.M.M.I,46.95,
A Ashley Landreth,Fort Sumner,47.84,
,,,
400 M Relay,,,
Class School,,Time,
AAAAA Cleveland,,48.86,
AAAA  Los Alamos,,48.71,
AAA Taos,,50.44,
AA Santa Rosa,,51.75,
A Fort Sumner,,51.67,
,,,
800 M Relay,,,
Class School,,Time,
AAAAA La Cueva,,01:43.0,
AAAA  Santa Fe,,01:44.5,
AAA Taos,,01:47.5,
AA Clayton,,01:48.4,
A Jal,,01:48.8,
1600 M Relay Medley,,,
Class School,,Time,
AAAAA Eldorado,,04:15.1,
AAAA  St. Pius X,,04:19.2,
AAA West Las Vegas,,04:23.7,
AA Bosque,,04:27.0,
A Fort Sumner,,04:41.7,
,,,
1600 M Relay,,,
Class School,,Time,
AAAAA Eldorado,,03:55.4,
AAAA  Artesia,,04:04.6,
AAA Pojoaque,,04:06.6,
AA East Mountain,,04:18.4,
A Jal,,04:12.6,
,,,
Shot Put,,,
Class Name,School,Distance,
AAAAA Allie Mady,La Cueva,39’-02.50”,
AAAA  Katie Hegarty,Piedra Vista,41’-09.00”,
AAA Jaimie Kosea,Bloomfield,32’-10.00”,
AA Aby Jimenez,Tucumcari,36’-03.50”,
A Jazmine Chosa,Jemez Valley,38’-09.25”,
,,,
Discus,,,
Class Name,School,Distance,
AAAAA Akuadasuo Ezenyilimba,La Cueva,126’-11.00”,
AAAA  Katie Hegarty,Piedra Vista,121’-05.00”,
AAA Emma Head,Silver,107’-11.00”,
AA Kaylin Lovato,Cuba,108’-07.00”,
A Jazmine Chosa,Jemez Valley,107’-09.50”,
,,,
,,,
,,,
Long Jump,,,
Class Name,School,Distance,
AAAAA Virginai Norwood,Alamogrodo,17’-09.00”,
AAAA  Sierra Martinez,Aztec,17’-05.00”,
AAA Amanda Babicke,Pojoaque,18’-04.50”,
AA Allesha Blackhat,Newcomb,16’-09.00”,
A Cara Barnard,Melrose,17’-05.00”,
High Jump,,,
Class Name,,School,Distance
AAAAA Lindsey Larsen,,Volcano Vista,5’-06.00”
AAAA  Kayli Farmer,,Aztec,5’-02.00”
AAA Cori Haley,,Lovington,5’-00.00”
AA Jordyn Lewis,,Ramah,5’02.00”
A Cara Barnard,,Melrose,4’-08.00”
,,,
Triple Jump,,,
Class Name,,School,Distance
AAAAA Leiyona Young,,Oñate,36’-06.50
AAAA  Sarah Root,,Aztec,35’-05.50”
AAA Emily Nicolaysen,,Hope Christian,34’-09.00”
AA Karlee Alvord,,Cloudcroft,35’-07.00”
A Teryn Kayser,,Mountainair,33’-02.00”
,,,
Pole Vault,,,
Class Name,,School,Distance
AAAAA Lauren Martinez,,Eldorado,11’-09.00”
AAAA  Morgan Smith,,Aztec,11’-00.00”
AAA Marissa Alcon,,Bloomfield,10’-03.00”
AA Kalyn Hazen,,Capitan,8’-00.00”
A Caley Barnard,,Melrose,10’-00.00”
,,,
Javelin,,,
Class Name,,School,Distance
AAAAA Nicole Pendley,,Rio Rancho,130’-00”
AAAA  Kayli Farmer,,Aztec,132’-00”
AAA Selene Ornales,,Lovington,117’-00”
AA Veronica Sanchez,,Santa Rosa,119’-04”
A Ashley Landreth,,Fort Sumner,113’-00”
2014 Girls Track & Field State Champions,,,
,,,
,,,
100 M Dash,,,
Class Name School  Time,,,
AAAAA Erynn Caldwell Volcano Vista  12.52,,,
AAAA  Tiffany Garcia  Santa Fe 12.11,,,
AAA Shalom Keller  Ruidoso 12.51,,,
AA Lauren Green  Santa Rosa 13.32,,,
A Isabel Pearson Kramer Desert Academy 13.60,,,
,,,
200 M Dash,,,
Class Name School  Time,,,
AAAAA Sasha Smith Pollard Clovis  24.94,,,
AAAA  Tiffany Garcia  Santa Fe  24.44,,,
AAA Shalom Keller  Ruidoso 25.31,,,
AA Lauren Green  Santa Rosa 26.79,,,
A Isabel Pearson Kramer Desert Academy 27.53,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
AAAAA Jessie Hix Eldorado 56.09,,,
AAAA  Tiffany Garcia  Santa Fe 55.58,,,
AAA Shalom Keller  Ruidoso 58.86,,,
AA Lauren Green  Santa Rosa 59.36,,,
A Jasmine Gomez Floyd 1:01.69,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
AAAAA Crissey Amberg Eldorado 2:15.96,,,
AAAA  Britani Gonzales Santa Teresa 2:14.99,,,
AAA Kalei Yepa Sandia Prep 2:24.85,,,
AA Aubri Wrye Estancia 2:21.31,,,
A Taylor Bacon Desert Academy 2:21.54,,,
,,,
1600 M Run,,,
Class Name School  Time,,,
AAAAA Jessie Hix Eldorado 5:04.97,,,
AAAA  Arena Lewis Belen 5:06.00,,,
AAA Rachel Fleddermann Sandia Prep 5:19.98,,,
AA Kendall Kelly  Bosque School 5:17.94,,,
A Taylor Bacon Desert Academy 5:18.89,,,
3200 M Run,,,
Class Name,School,Time,
AAAAA Mackenzie Everett,La Cueva,11:35.7,
AAAA  Kelli Reagan,St. Pius X,11:15.9,
AAA Rachel Fleddermann,Sandia Prep,11:44.5,
AA Kendall Kelly,Bosque School,11:42.3,
A Taylor Bacon,Desert Academy,12:25.3,
,,,
100 M Hurdles,,,
Class Name,School,Time,
AAAAA Jennifer Ramirez,Oñate,15.21,
AAAA  Sarah Root,Aztec,15.46,
AAA Kiersten Huitt,Sandia Prep,15.81,
AA Taea Hill,Ramah,16.48,
A Teryn Kayser,Mountainair,16.3,
,,,
300 M Hurdles,,,
Class Name,School,Time,
AAAAA Jennifer Ramirez,Oñate,43.69,
AAAA  Zhiann Flores,Piedra Vista,42.89,
AAA Mackenzie Blackburn,Sandia Prep,46.68,
AA Taea Hill,Ramah,47.71,
A Teryn Kayser,Mountainair,48.15,
,,,
400 M Relay,,,
Class School,,Time,
AAAAA Cleveland,,47.98,
AAAA  Santa Fe,,48.43,
AAA Taos,,49.63,
AA Estancia,,51.85,
A Fort Sumner,,52.11,
,,,
800 M Relay,,,
Class School,,Time,
AAAAA La Cueva,,01:41.6,
AAAA  Santa Fe,,01:44.2,
AAA Taos,,01:45.3,
AA  Eunice,,01:49.9,
A Fort Sumner,,01:51.5,
1600 M Relay Medley,,,
Class School,,Time,
AAAAA Rio Rancho,,04:07.7,
AAAA  St. Pius X,,04:13.4,
AAA Pojoaque,,04:22.5,
AA Bosque School,,04:20.9,
A Gateway Christian,,04:34.7,
,,,
1600 M Relay,,,
Class School,,Time,
AAAAA Cleveland,,03:54.8,
AAAA  Del Norte,,04:03.5,
AAA Sandia Prep,,04:03.4,
AA East Mountain,,04:15.7,
A Jal,,04:18.4,
,,,
Shot Put,,,
Class Name,School,Distance,
AAAAA Shelby Jones,Clovis,41’-09.50”,
AAAA  Kaleigh Graham,Piedra Vista,38’-00.00”,
AAA Emma Head,Silver,34’-05.00”,
AA Abigail Jimenez,Tucumcari,36’-02.25”,
A Jazmine Chosa,Jemez Valley,43’-02.75”,
,,,
Discus,,,
Class Name,School,Distance,
AAAAA Jaden Ortiz,Sandia,127’-10.00”,
AAAA  Mariah Doyle,Los Lunas,110’-06.00”,
AAA Emma Head,Silver,107’-08.00”,
AA Abigail Jimenez,Tucumcari,104’-11.00”,
A Jazmine Chosa,Jemez Valley,103’-07.00”,
,,,
,,,
Long Jump,,,
Class Name,School,Distance,
AAAAA Alexa Romano,La Cueva,17’-10.50”,
AAAA  Akeisha Ayanniyi,Santa Fe,18’-01.50”,
AAA Andi harrelson,Ruidoso,16’-05.25”,
AA Shelby Peterson,Rehoboth,16’-11.75”,
A Caley Barnard,Melrose,16’-10.00”,
High Jump,,,
Class Name,,School,Distance
AAAAA Lindsey Larsen,,Volcano Vista,5’-04.00”
AAAA  Kayli Farmer,,Aztec,5’-04.00”
AAA Midnight Lujan,,Taos,4’-10.00”
AA Adriana Ramirez,,Clayton,5’-00.00”
A Jade Altheide,,Jemez Valley,5’-00.00”
,,,
Triple Jump,,,
Class Name,,School,Distance
AAAAA Kyra Mohns,,Eldorado,37’-00.25”
AAAA  Sarah Root,,Aztec,36’-07.00”
AAA Gisella Dunnavan,,Silver,34’-10.00”
AA Taea Hill,,Ramah,34’-05.25”
A  Caley Barnard,,Melrose,34’-01.00”
,,,
Pole Vault,,,
Class Name,,School,Distance
AAAAA Lauren Martinez,,Eldorado,12’-03.00”
AAAA  Morgan Smith,,Aztec,10’-09.00”
AAA Hannah Cabledue,,Portales,10’-00.00”
AA Kalyn Hazen,,Capitan,9’-00.00”
A Caley Barnard,,Melrose,11’-04.00”
,,,
Javelin,,,
Class Name,,School,Distance
AAAAA Nicole Pendley,,Rio Rancho,142’-00.00”
AAAA  Alexis Aguirre,,Artesia,140’-07.00”
AAA Jocelyn Fernandez,,St. Michael’s,125’-04.00”
AA  Piper Mullins,,Eunice,128’-03.00”
A Alannah Sanchez,,McCurdy,114’-09.00”
2015 Girls Track & Field State Champions,,,
,,,
100 M Dash,,,
Class Name School  Time,,,
6A Nia Powdrell Cleveland 12.37,,,
5A Cera Chavez Los Lunas 12.53,,,
4A Britanny Andrade Silver 13.09,,,
3A Jennifer Gonzalez Lordsburg 13.02,,,
2A Oriana Ortiz Ft. Sumner 13.17,,,
1A K’Dayl Looney Cliff 13.24,,,
,,,
200 M Dash,,,
Class Name School  Time,,,
6A Nia Powdrell Cleveland 24.66,,,
5A Cera Chavez Los Lunas  24.83,,,
4A Shalom Keller  Ruidoso 26.18,,,
3A Mikayla Garnand Santa Rosa 26.94,,,
2A Oriana Ortiz Ft. Sumner 27.99,,,
1A Rebekah Espinoza Canon Christian 28.15,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
6A Larimar Rodriguez Cleveland 57.52,,,
5A Malakah Martinez  Del Norte 58.16,,,
4A Kalei Yepa Sandia Prep 58.89,,,
3A Alisa Meraz-Fishbein  Cottonwood  1:01.75,,,
2A Paris Allred Ft. Sumner 1:01.23,,,
1A Marily Varela  Elida 1:02.81,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
6A Natasha Bernal  La Cueva 2:14.42,,,
5A Carisma Lovato Valencia 2:21.88,,,
4A Morgan Diefendorf Robertson 2:24.14,,,
3A Taylor Bacon Desert Academy 2:19.93,,,
2A Teryn Kayser Mountainair 2:37.85,,,
1A Abby Kepfer Cimarron 2:30.01,,,
1600 M Run,,,
Class Name,School,Time,
6A Natasha Bernal,La Cueva,05:16.9,
5A Carisma Lovato,Valencia,05:09.8,
4A Amira Cunningham,East Mountain,05:19.8,
3A Taylor Bacon,Desert Academy,05:20.9,
2A Mikayla Fuller,Gateway Christian,05:39.6,
1A Abby Kepfer,Cimarron,05:31.3,
,,,
3200 M Run,,,
Class Name,School,Time,
6A Natasha Bernal,La Cueva,11:10.0,
5A Arena Lewis,Belen,11:19.9,
4A Amira Cunningham,East Mountain,11:17.2,
3A Cassandra CdeBaca,Pecos,12:29.3,
2A Valene Madalena,Jemez Valley,12:23.0,
1A Amy Gonzalez,Cimarron,13.37.86,
,,,
100 M Hurdles,,,
Class Name,School,Time,
6A Jennifer Ramirez,Oñate,15.87,
5A Sarah Root,Aztec,15.3,
4A Kiersten Huitt,Sandia Prep,15.25,
3A Shelby Peterson,Rehoboth,16.46,
2A Teryn Kayser,Mountainair,15.75,
1A Kara Burton,Springer,18.77,
,,,
300 M Hurdles,,,
Class Name,School,Time,
6A Sarah Mackin,Cleveland,44.62,
5A Sarah Root,Aztec,45.7,
4A Mackenzie Blackburn,Sandia Prep,45.66,
3A Courtney Rose Timlin,Santa Fe Prep,49.2,
2A Teryn Kayser,Mountainair,50.35,
1A Beatrice Lowe,Santa Fe Waldorf,50.96,
400 M Relay,,,
Class School,,,Time
6A Cleveland,,,47.68
5A Del Norte,,,49.59
4A Ruidoso,,,50.1
3A Lordsburg,,,52.68
2A Jal,,,51.8
1A Canon Christian,,,54.5
,,,
800 M Relay,,,
Class School,,,Time
6A Cleveland,,,01:40.7
5A Los Lunas,,,01:44.2
4A Ruidoso,,,01:46.4
3A Lordsburg,,,01:52.0
2A Ft. Sumner,,,01:51.3
1A Canon Christian,,,01:55.4
,,,
1600 M Relay Medley,,,
Class School,,,Time
6A La Cueva,,,04:17.0
5A ABQ. Academy,,,04:19.5
4A Sandia Prep,,,04:24.6
3A Desert Academy,,,04:25.7
2A Hagerman,,,04:45.2
1A Cimarron,,,04:40.6
,,,
1600 M Relay,,,
Class School,,,Time
6A Cleveland,,,04:01.4
5A Artesia,,,04:07.0
4A Sandia Prep,,,04:05.2
3A Santa Fe Prep,,,04:18.4
2A Mountainair,,,04:23.7
1A Elida,,,04:42.6
,,,
Shot Put,,,
Class Name,,School,Distance
6A Yemisi Oroyinyin,,Onate,41’-06.50”
5A Angel Bridges,,Piedra Vista,35’-04.75”
4A Duc Willard,,Hope Christian,36’-02.75”
3A Abigail Jimenez,,Tucumcari,37’-03.00”
2A Jazmine Chosa,,Jemez Valley,42’-08.00”
1A Taylor Epps,,Elida,31’-08.00”
Discus,,,
Class Name,,School,Distance
6A Yemisi Oroyinyin,,Onate,130’-06”
5A Mariah Doyle,,Los Lunas,123’-00”
4A Melene Berkstresser,,Hot Springs,100’-06”
3A Melissa Gardea,,Tucumcari,107’-11”
2A Codi Ann Scovel-Wood,,Ft. Sumner,104’-11”
1A Alicia Arias,,Springer,93’-03”
,,,
Long Jump,,,
Class Name,,School,Distance
6A Akeisha Ayanniyi,,Santa Fe,19’-08.50”
5A Sierra Martinez,,Aztec,18’-06.25”
4A Andi Harrelson,,Ruidoso,17’-03.50”
3A Shelby Peterson,,Rehoboth,17’-03.00”
2A Cristin Swartz,,Cloudcroft,17’-03.00”
1A Beatrice Lowe,,Santa Fe Waldorf,16’-02.50”
,,,
High Jump,,,
Class Name,,School,Distance
6A Alexa Romano,,La Cueva,5’-02.00”
5A Arianna Martinez,,St. Pius,5’-02.00”
4A Faith Powell,,Taos,5’-04.00”
3A Bailey Kimble,,Eunice,4’-10.00”
2A Jade Altheide,,Jemez Valley,5’-00.00”
1A Hannah Burton,,Springer,5’-00.00”
,,,
Triple Jump,,,
Class Name,,School,Distance
6A Alina Armstead,,Cleveland,37’-07.75”
5A Elizabeth Lockhart,,Los Alamos,37’-00.50”
4A Darby Rosenberger,,Bosque,34’-05.25”
3A Rishae  Allen,,Lordsburg,31’-04.75”
2A Caley Barnard,,Melrose,34’-08.50”
1A Kayla Summers,,Quemado,30’-07.75”
,,,
Pole Vault,,,
Class Name,,School,Distance
6A Lauren Martinez,,Eldorado,12’-04.00”
5A Hannah Sayyeau,,Piedra Vista,9’-06.00”
4A Hannah Cabledue,,Portales,10’-00.00”
3A Briana Rodriguez,,Loving,9’-00.00”
2A Caley Barnard,,Melrose,11’-00.00”
1A Kayla Summers,,Quemado,6’-06.00”
Javelin,,,
Class,Name,School,Distance
6A,Kristyn Archuleta,Alamogordo,131’-01”
5A,Audry Anaya,Moriarty,127’-09”
4A,Andi Harrelson,Ruidoso,119’-09”
3A,Aide Frazier,Eunice,109’-03”
2A,Morgan Hiebert,Jal,122’00”
1A,Valeri Overstreet,Cliff,103’-11”
2016 Girls Track & Field State Champions,,,
,,,
100 M Dash,,,
Class Name School  Time,,,
6A Nia Powdrell Cleveland 12.08,,,
5A Cera Chavez Los Lunas 12.60,,,
4A Avery McCreary-Novak Bosque 12.75,,,
3A Mikayla Garnand Santa Rosa 13.18,,,
2A Taea Hill Ramah  13.36,,,
1A Kalie Towner  Quemado 13.85,,,
,,,
200 M Dash,,,
Class Name School  Time,,,
6A Nia Powdrell Cleveland 24.59,,,
5A Cera Chavez Los Lunas  25.01,,,
4A Avery McCreary-Novak Bosque 26.35,,,
3A Mikayla Garnand Santa Rosa 26.81,,,
2A Paris Allred Ft. Sumner 26.16,,,
1A Hannah Burton Springer 27.67,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
6A Laruen Green  Volcano Vista  56.51,,,
5A Sarah Petmecky Valencia  57.68,,,
4A Lauren Chafins St. Michael’s 58.50,,,
3A Mikayla Garnand Santa Rosa 1:01.06,,,
2A Paris Allred Ft. Sumner 59.32,,,
1A Alia Vigil Coronado 1:03.51,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
6A Jessie Hix Eldorado 2:12.26,,,
5A Elana Kresl Aztec 2:19.75,,,
4A Aubri Wrye East Mountain  2:22.13,,,
3A Sarah Chacon  Navajo Prep 2:28.18,,,
2A Taylor Gikas Mountainair 2:31.25,,,
1A Lacy Ferguson Elida 2:36.90,,,
1600 M Run,,,
Class Name,School,Time,
6A Amanda Mayoral,Cleveland,05:02.9,
5A Arena Lewis,Belen,05:08.0,
4A Aubri Wrye,East Mountain,05:13.7,
3A Terri Dailey,Laguna Acoma,05:40.4,
2A Teghan Copeland,Ft. Sumner,05:50.0,
1A Hannah Burton,Springer,05:58.0,
,,,
3200 M Run,,,
Class Name,School,Time,
6A Amanda Mayoral,Cleveland,11:16.1,
5A Arena Lewis,Belen,11:29.3,
4A Aubri Wrye,East Mountain,11:41.8,
3A Terri Dailey,Laguna Acoma,12:57.6,
2A Teghan Copeland,Ft. Sumner,12:42.9,
1A Marissa Hilleburt,Animas,14.48.74,
,,,
100 M Hurdles,,,
Class Name,School,Time,
6A Jennifer Ramirez,Oñate,14.72,
5A Haley Rizek,St. Puis X,15.73,
4A Kiersten Huitt,Sandia Prep,15.75,
3A Rebekah Johnson,Clayton,16.26,
2A Taea Hill,Ramah,16.91,
1A Lacy Ferguson,Elida,17.84,
,,,
300 M Hurdles,,,
Class Name,School,Time,
6A Jennifer Ramirez,Oñate,43.47,
5A Haley Rizek,St. Puis X,46.24,
4A Claire Meyer-Hagen,Hope Christian,47.28,
3A M’Lee Vinson,Eunice,46.9,
2A Taea Hill,Ramah,48.13,
1A Lacy Ferguson,Elida,50.07,
400 M Relay,,,
Class School,,,Time
6A Cleveland,,,47.16
5A Los Alamos,,,49.36
4A Silver,,,50.69
3A Lordsburg,,,51.95
2A Logan,,,53.1
1A Springer,,,54.72
,,,
800 M Relay,,,
Class School,,,Time
6A Cleveland,,,01:39.6
5A Los Lunas,,,01:43.8
4A Silver,,,01:46.0
3A Lordsburg,,,01:50.7
2A Ft. Sumner,,,01:48.9
1A Cliff,,,01:57.8
,,,
1600 M Relay Medley,,,
Class School,,,Time
6A La Cueva,,,04:12.2
5A Los Alamos,,,04:16.7
4A Robertson,,,04:19.4
3A Loving,,,04:33.3
2A Ft. Sumner,,,04:37.5
1A Quemado,,,04:54.9
,,,
1600 M Relay,,,
Class School,,,Time
6A Eldorado,,,03:57.3
5A Los Lunas,,,04:00.7
4A St. Michael’s,,,04:10.0
3A Loving,,,04:18.9
2A Ft. Sumner,,,04:17.3
1A Cimarron,,,04:40.0
,,,
Shot Put,,,
Class Name,,School,Distance
6A Cierra Chenault,,Alamogordo,40’-08.00”
5A Mariah Moreno,,Roswell,37’-08.50”
4A Aysia Salas,,Silver,38’-06.25”
3A Heira Lopez,,Dexter,34’-08.25”
2A Jazmine Chosa,,Jemez Valley,40’-03.50”
1A Hannah Ventura,,Carrizozo,32’-03.25”
Discus,,,
Class Name,,School,Distance
6A Monay Philips,,Clovis,117’-06”
5A Angel Bridges,,Piedra Vista,113’-06”
4A Angelica Montoya,,Robertson,120’-04”
3A Melissa Gardea,,Tucumcari,102’-00”
2A Allison Wilton,,Ft. Sumner,96’-00”
1A Alicia Arias,,Springer,98’-01”
,,,
Long Jump,,,
Class Name,,School,Distance
6A Akeisha Ayanniyi,,Santa Fe,19’-09.25”
5A Anastasia Daliege,,Roswell,17’-03.50”
4A Andi Harrelson,,Ruidoso,17’-03.00”
3A Kelly Barrows,,ATC,16’-11.00”
