MEET, ,EVENT,YEAR,PLACING,ATHLETE,SCHOOL,PERFORMANCE,,,,FN,
States,,Shot Put,1993,10,"Card, Jennifer",Toll Gate,"32'5""",9.88 m,,,,
States,,Shot Put,1993,11,"Meschino, Gina",Cranston West,"32'3""",9.83 m,,,,
States,,Shot Put,1993,12,"Murray, Lynda",Ponaganset,"31'4 1/2""",9.56 m,,,,
States,,Shot Put,1993,13,"Drezek, Cara Beth",Cumberland,"30'4 1/2""",9.25 m,,,,
States,,Shot Put,1993,14,"Bourassa, Beth",Tolman,"29'2 1/4""",8.89 m,,,,
States,,Shot Put,1993,15,"Curtis, Jennifer",Pilgrim,"28'8""",8.73 m,,,,
States,,Shot Put,1993,16,"Greenan, Courtney",St. Mary's - Bayview,"28'3""",8.61 m,,,,
States,,Discus,1993,1,"Mellodge, Patricia",Barrington,"115'9""",35.28 m,,,,
States,,Discus,1993,2,"Maxie, Sharon",Hope,"111'8""",34.04 m,,,,
States,,Discus,1993,3,"Pierce, Sherri",Cumberland,"109'7""",33.40 m,,,,
States,,Discus,1993,4,"Murray, Lynda",Ponaganset,"106'11""",32.58 m,,,,
States,,Discus,1993,5,"McKenna, Kristen",Toll Gate,"105'7""",32.18 m,,,,
States,,Discus,1993,6,"Chaplin, Rebecca",St. Mary's - Bayview,"102'5""",31.22 m,,,,
States,,Discus,1993,7,"Marshall, Nicole",LaSalle,"99'2""",30.22 m,,,,
States,,Discus,1993,8,"Szrom, Jennifer",South Kingstown,"93'11""",28.62 m,,,,
States,,Discus,1993,9,"Brown, Heather",North Kingstown,"91'3""",27.81 m,,,,
States,,Discus,1993,10,"Hackett, Amanda",Ponaganset,"91'0""",27.73 m,,,,
States,,Discus,1993,11,"Kraeger, Martha",Rogers,"88'11""",27.10 m,,,,
States,,Discus,1993,12,"White, Julie",Chariho,"87'2""",26.56 m,,,,
States,,Discus,1993,13,"Tejera, Carolina",East Greenwich,"84'8""",25.80 m,,,,
States,,Discus,1993,14,"Ochoa, Gabriella",St. Mary's - Bayview,"82'2""",25.04 m,,,,
States,,Discus,1993,15,"Yeager, Heather",North Kingstown,"80'7""",24.56 m,,,,
States,,Discus,1993,16,"Ducker, Madeline",East Greenwich,"78'10""",24.02 m,,,,
States,,Discus,1993,17,"Niles, Karen",Smithfield,"78'5""",23.90 m,,,,
States,,Javelin (Old Standard),1993,1,"Brown, Heather",North Kingstown,"127'9""",38.94 m,,,,
States,,Javelin (Old Standard),1993,2,"Chaplin, Rebecca",St. Mary's - Bayview,"115'1""",35.08 m,,,,
States,,Javelin (Old Standard),1993,3,"Greenan, Courtney",St. Mary's - Bayview,"113'5""",34.56 m,,,,
States,,Javelin (Old Standard),1993,4,"Thibodeau, Shawna",Tolman,"102'3""",31.16 m,,,,
States,,Javelin (Old Standard),1993,5,"Coutu, Kelly",Smithfield,"102'1""",31.12 m,,,,
States,,Javelin (Old Standard),1993,6,"Cummins, Shannon",Lincoln,"92'11""",28.32 m,,,,
States,,Javelin (Old Standard),1993,7,"Carlsten, Emily",Warwick Vets,"92'10""",28.29 m,,,,
States,,Javelin (Old Standard),1993,8,"Wall, Kerri",St. Raphael's,"90'1""",27.45 m,,,,
States,,Javelin (Old Standard),1993,9,"McDonough, Kim",Pilgrim,"89'11""",27.40 m,,,,
States,,Javelin (Old Standard),1993,10,"Paneto, Prana",Tolman,"89'8""",27.33 m,,,,
States,,Javelin (Old Standard),1993,11,"Nestor, Amy",Coventry,"88'5""",26.95 m,,,,
States,,Javelin (Old Standard),1993,12,"Pierce, Sherri",Cumberland,"88'2""",26.87 m,,,,
States,,Javelin (Old Standard),1993,13,"Sweeney, Tara",Barrington,"88'0""",26.82 m,,,,
States,,Javelin (Old Standard),1993,14,"Hackett, Amanda",Ponaganset,"84'7""",25.78 m,,,,
States,,Javelin (Old Standard),1993,15,"Farren, Valerie",Coventry,"78'8""",23.97 m,,,,
States,,Javelin (Old Standard),1993,16,"Donovan, Corey",Rogers,"77'4""",23.57 m,,,,
States,,Javelin (Old Standard),1993,17,"Meschino, Gina",Cranston West,"70'4""",21.43 m,,,,
States,,High Jump,1993,1,"Foley, Christine",St. Mary's - Bayview,"5'4""",1.62 m,,,,
States,,High Jump,1993,2,"Hull, Brandi",Chariho,"5'2""",1.57 m,,,,
States,,High Jump,1993,3,"McCann, Chrissy",Barrington,"5'0""",1.52 m,,,,
States,,High Jump,1993,4,"Meierowitz, Bethany",Portsmouth,"5'0""",1.52 m,,,,
States,,High Jump,1993,5,"Confreda, Lori",Pilgrim,"5'0""",1.52 m,,,,
States,,High Jump,1993,6,"Thibodeau, Shawna",Tolman,"5'0""",1.52 m,,,,
States,,High Jump,1993,7,"Moody, Laura",St. Raphael's,"4'10""",1.47 m,,,,
States,,High Jump,1993,8,"Bihday, Chrissy",Toll Gate,"4'10""",1.47 m,,,,
States,,High Jump,1993,T-9,"Hindley, Eden",Ponaganset,"4'8""",1.42 m,,,,
States,,High Jump,1993,T-9,"Petro, Kerri",South Kingstown,"4'8""",1.42 m,,,,
States,,High Jump,1993,T-9,"Curtis, Tammy",South Kingstown,"4'8""",1.42 m,,,,
States,,High Jump,1993,T-9,"Peterson, Heather",Rogers,"4'8""",1.42 m,,,,
States,,High Jump,1993,T-13,"Payne, Eva",Westerly,"4'8""",1.42 m,,,,
States,,High Jump,1993,T-13,"Egan, Katie",Cumberland,"4'8""",1.42 m,,,,
States,,High Jump,1993,T-13,"Nowakowski, Jeanette",Westerly,"4'8""",1.42 m,,,,
States,,High Jump,1993,T-16,"McRae, Alita",St. Mary's - Bayview,"4'8""",1.42 m,,,,
States,,High Jump,1993,T-16,"Manza, Shalise",Tolman,"4'8""",1.42 m,,,,
States,,High Jump,1993,T-16,"Caron, Colleen",Portsmouth,"4'8""",1.42 m,,,,
States,,High Jump,1993,x,"Shorrock, Susan",North Smithfield,nh,,,,,
States,,High Jump,1993,x,"Hawes, Jennifer",Middletown,nh,,,,,
States,,High Jump,1993,x,"Martin, Kathleen",Smithfield,nh,,,,,
States,,High Jump,1993,x,"Moody, Katherine",Portsmouth,nh,,,,,
States,,Long Jump,1993,1,"Hughes, Elizabeth",St. Mary's - Bayview,"16'11 1/4""",5.16 m,,,,
States,,Long Jump,1993,2,"Foley, Christine",St. Mary's - Bayview,"16'8 1/4""",5.08 m,,,,
States,,Long Jump,1993,3,"Moody, Laura",St. Raphael's,"16'4 3/4""",4.99 m,,,,
States,,Long Jump,1993,4,"Andries, Lisa",East Greenwich,"16'3 1/4""",4.96 m,,,,
States,,Long Jump,1993,5,"Curtis, Tammy",South Kingstown,"16'2 3/4""",4.94 m,,,,
States,,Long Jump,1993,6,"Dore, Dana",North Kingstown,"15'11""",4.85 m,,,,
States,,Long Jump,1993,7,"Silberman, Kristen",Toll Gate,"15'4 1/2""",4.68 m,,,,
States,,Long Jump,1993,8,"Clinton, Kori",Hope,"15'1 3/4""",4.61 m,,,,
States,,Long Jump,1993,9,"Devine, Carolyn",Toll Gate,"14'9 3/4""",4.51 m,,,,
States,,Long Jump,1993,10,"Almy, Christine",Portsmouth,"14'7 1/2""",4.45 m,,,,
States,,Long Jump,1993,11,"Paronto, Beth",Coventry,"14'6 1/2""",4.43 m,,,,
States,,Long Jump,1993,12,"Worcester, Jessica",Smithfield,"13'9 1/4""",4.19 m,,,,
States,,Long Jump,1993,13,"Dewar, Janeen",Classical,"13'8""",4.16 m,,,,
States,,100 M Hurdles,1993,1,"Dore, Dana",North Kingstown,15.60,,,,,
States,,100 M Hurdles,1993,2,"Foley, Christine",St. Mary's - Bayview,16.10,,,,,
States,,100 M Hurdles,1993,3,"Blount, Melissa",Coventry,16.72,,,,,
States,,100 M Hurdles,1993,4,"Hindley, Eden",Ponaganset,16.99,,,,,
States,,100 M Hurdles,1993,5,"Woods, Christina",East Providence,17.18,,,,,
States,,100 M Hurdles,1993,6,"Washington, Chanel",Hope,17.27,,,,,
States,,300 Meter Hurdles,1993,1,"Dore, Dana",North Kingstown,46.1,,,,,
States,,300 Meter Hurdles,1993,2,"Schick, Jeanne",Smithfield,47.8,,,,,
States,,300 Meter Hurdles,1993,T-3,"Curtis, Tammy",South Kingstown,48.9,,,,,
States,,300 Meter Hurdles,1993,T-3,"Washington, Chanel",Hope,48.9,,,,,
States,,300 Meter Hurdles,1993,5,"Stenovitch, Jennifer",Cumberland,49.2,,,,,
States,,300 Meter Hurdles,1993,6,"Stedman, Beth",Smithfield,49.4,,,,,
States,,300 Meter Hurdles,1993,7,"Cavanaugh, Meghan",North Kingstown,50.1,,,,,
States,,300 Meter Hurdles,1993,8,"Lyles, Lena",St. Mary's - Bayview,50.3,,,,,
States,,300 Meter Hurdles,1993,9,"Letendre, Melissa",Portsmouth,50.7,,,,,
States,,300 Meter Hurdles,1993,10,"Peterson, Heather",Rogers,51.1,,,,,
States,,300 Meter Hurdles,1993,11,"Indresand, Hege",Middletown,51.5,,,,,
States,,300 Meter Hurdles,1993,12,"Hindley, Eden",Ponaganset,51.6,,,,,
States,,300 Meter Hurdles,1993,13,"Mott, Heather",Chariho,51.8,,,,,
States,,300 Meter Hurdles,1993,14,"Windrow, Jaime",Coventry,52.1,,,,,
States,,300 Meter Hurdles,1993,15,"Clark, Jennifer",Exeter-West Greenwich,52.2,,,,,
States,,300 Meter Hurdles,1993,16,"Vickers, Kerri",Pilgrim,52.5,,,,,
States,,300 Meter Hurdles,1993,17,"Manza, Shalise",Tolman,52.6,,,,,
States,,300 Meter Hurdles,1993,18,"Gough, Kerri",Coventry,52.9,,,,,
States,,300 Meter Hurdles,1993,19,"Daley, Stefany",South Kingstown,53.3,,,,,
States,,300 Meter Hurdles,1993,20,"Wieck, Elizabeth",East Greenwich,53.5,,,,,
States,,300 Meter Hurdles,1993,21,"Holland, Sarah",South Kingstown,53.5,,,,,
States,,300 Meter Hurdles,1993,22,"Fitzgerald, Maureen",Barrington,53.6,,,,,
States,,300 Meter Hurdles,1993,23,"DeMaio, Leslie",Barrington,54.2,,,,,
States,,300 Meter Hurdles,1993,x,"Short, Alyssa",Chariho,dnf,,,, ,
States,,100 Meters,1993,1,"Hughes, Elizabeth",St. Mary's - Bayview,12.68,,,,,
States,,100 Meters,1993,2,"Riley, Nicole",Rogers,12.80,,,,,
States,,100 Meters,1993,3,"Andries, Lisa",East Greenwich,12.95,,,,,
States,,100 Meters,1993,4,"Mello, Jennifer",Portsmouth,13.22,,,,,
States,,100 Meters,1993,5,"Lamberto, Tammy",Woonsocket,13.24,,,,,
States,,100 Meters,1993,6,"McPhail, Stacey",Hope,13.25,,,,,
States,,200 Meters,1993,1,"Hughes, Elizabeth",St. Mary's - Bayview,25.35,,,,,
States,,200 Meters,1993,2,"Horlbogen, Erica",Coventry,26.02,,,,,
States,,200 Meters,1993,3,"McCann, Chrissy",Barrington,26.33,,,,,
States,,200 Meters,1993,4,"Andries, Lisa",East Greenwich,26.39,,,,,
States,,200 Meters,1993,5,"White, Julie",Chariho,26.48,,,,,
States,,200 Meters,1993,6,"Glover, Christine",Rogers,27.71,,,,,
States,,400 Meters,1993,1,"Jemmott, Kim",Rogers,58.9,,,,,
States,,400 Meters,1993,2,"Comerford, Kristen",South Kingstown,59.8,,,,,
States,,400 Meters,1993,3,"McCann, Chrissy",Barrington,59.9,,,,,
States,,400 Meters,1993,4,"Martin, Kathleen",Smithfield,59.9,,,,,
States,,400 Meters,1993,5,"Addison, Nicole",St. Raphael's,1:00.5,,,,,
States,,400 Meters,1993,6,"Clinton, Kori",Hope,1:02.2,,,,,
States,,400 Meters,1993,7,"Berthiaume, Melissa",East Providence,1:02.3,,,,,
States,,400 Meters,1993,8,"Swanson, Amy",St. Mary's - Bayview,1:02.8,,,,,
States,,400 Meters,1993,9,"Mueller, Sue",Westerly,1:03.1,,,,,
States,,400 Meters,1993,10,"Jackson, Natalya",Rogers,1:03.3,,,,,
States,,400 Meters,1993,11,"O'Donnell, Scarlett",Coventry,1:03.9,,,,,
States,,400 Meters,1993,12,"Boisvert, Stephanie",Ponaganset,1:05.0,,,,,
States,,400 Meters,1993,13,"Anderson, Rebecca",St. Raphael's,1:06.3,,,,,
States,,400 Meters,1993,14,"Nichols, Sarah",Chariho,1:06.5,,,,,
States,,400 Meters,1993,15,"Vallor, Nicole",Warwick Vets,1:07.7,,,,,
States,,800 Meters,1993,1,"Trimbur, Lucia",Cranston East,2:19.9,,,,,
States,,800 Meters,1993,2,"Rooney, Michaela",East Greenwich,2:22.4,,,,,
States,,800 Meters,1993,3,"Brite, Jamie",Woonsocket,2:24.8,,,,,
States,,800 Meters,1993,4,"Lucca, Becky",Pilgrim,2:26.8,,,,,
States,,800 Meters,1993,5,"Drury, Lauren",Smithfield,2:27.9,,,,,
States,,800 Meters,1993,6,"Paneto, Prana",Tolman,2:30.1,,,,,
States,,800 Meters,1993,7,"Riordan, Julia",Chariho,2:30.3,,,,,
States,,800 Meters,1993,8,"Audette, Danielle",Cumberland,2:30.5,,,,,
States,,800 Meters,1993,9,"Vasquez, Dioseli",Hope,2:30.5,,,,,
States,,800 Meters,1993,10,"Gonnelli, Amy",St. Raphael's,2:30.6,,,,,
States,,800 Meters,1993,11,"Lamothe, Alicia",St. Mary's - Bayview,2:31.4,,,,,
States,,800 Meters,1993,12,"Phipps, Jennifer",Rogers,2:32.5,,,,,
States,,800 Meters,1993,13,"Costigliola, Jennifer",North Kingstown,2:32.9,,,,,
States,,800 Meters,1993,14,"Felicio, Alicia",Lincoln,2:34.7,,,,,
States,,800 Meters,1993,15,"Lavallee, Suzanne",Lincoln,2:34.8,,,,,
States,,800 Meters,1993,16,"Conopast, Margit",South Kingstown,2:35.1,,,,,
States,,800 Meters,1993,17,"Santos, Benvinda",Hope,2:37.0,,,,,
States,,800 Meters,1993,18,"Haberek, Rebecca",Chariho,2:38.1,,,,,
States,,800 Meters,1993,19,"Carwane, Valerie",Exeter-West Greenwich,2:38.7,,,,,
States,,800 Meters,1993,20,"Souza, Jill",Pilgrim,2:39.5,,,,,
States,,800 Meters,1993,21,"Guay, Kim",Lincoln,2:41.3,,,,,
States,,800 Meters,1993,22,"Kalinoski, Marie",East Providence,2:43.9,,,,,
States,,800 Meters,1993,23,"Fitzpatrick, Rina",East Greenwich,2:46.1,,,,,
States,,800 Meters,1993,24,"Monteiro, Vera",Hope,2:52.0,,,,,
States,,1500 Meters,1993,1,"Rooney, Michaela",East Greenwich,4:48.7,,,,,
States,,1500 Meters,1993,2,"Selvidio, Emily",Westerly,4:51.0,,,,,
States,,1500 Meters,1993,3,"Trimbur, Lucia",Cranston East,4:56.6,,,,,
States,,1500 Meters,1993,4,"Lucca, Becky",Pilgrim,4:58.3,,,,,
States,,1500 Meters,1993,5,"McGarty, Jessica",South Kingstown,5:00.0,,,,,
States,,1500 Meters,1993,6,"Lavallee, Suzanne",Lincoln,5:02.0,,,,,
States,,1500 Meters,1993,7,"Barlow, Karyn",Ponaganset,5:09.4,,,,,
States,,1500 Meters,1993,8,"Albert, Suzanne",Cranston East,5:10.4,,,,,
States,,1500 Meters,1993,9,"Wakester, Jeanette",Rogers,5:10.8,,,,,
States,,1500 Meters,1993,10,"Wildgoose, Jennifer",St. Raphael's,5:12.3,,,,,
States,,1500 Meters,1993,11,"Bennetti, Samantha",East Providence,5:20.4,,,,,
States,,1500 Meters,1993,12,"Martin, Amy",Rogers,5:21.9,,,,,
States,,1500 Meters,1993,13,"Haberek, Rebecca",Chariho,5:24.4,,,,,
States,,1500 Meters,1993,14,"Allen, Valerie",South Kingstown,5:25.4,,,,,
States,,1500 Meters,1993,15,"Smith, Stephanie",Chariho,5:27.5,,,,,
States,,1500 Meters,1993,16,"Armor, Lisa",Ponaganset,5:31.2,,,,,
States,,1500 Meters,1993,17,"DeBurgo, Lisa",Tolman,5:31.3,,,,,
States,,3000 Meters,1993,1,"Schifino, Kim",East Providence,10:20.8,,,,,
States,,3000 Meters,1993,2,"McGarty, Jessica",South Kingstown,10:31.9,,,,,
States,,3000 Meters,1993,3,"Pereira, Rebecca",St. Raphael's,10:40.0,,,,,
States,,3000 Meters,1993,4,"Selvidio, Emily",Westerly,10:46.6,,,,,
States,,3000 Meters,1993,5,"Burdick, Kelly",Tolman,11:05.7,,,,,
States,,3000 Meters,1993,6,"Wakester, Jeanette",Rogers,11:10.2,,,,,
States,,3000 Meters,1993,7,"Albert, Suzanne",Cranston East,11:14.5,,,,,
States,,3000 Meters,1993,8,"Twomey, Cheryl",Barrington,11:16.9,,,,,
States,,3000 Meters,1993,9,"Riordan, Julia",Chariho,11:23.0,,,,,
States,,3000 Meters,1993,10,"Kenney, Laura",Pilgrim,11:31.8,,,,,
States,,3000 Meters,1993,11,"Drury, Lauren",Smithfield,11:33.5,,,,,
States,,3000 Meters,1993,12,"Horrocks, Amy",East Providence,11:34.7,,,,,
States,,3000 Meters,1993,13,"Derosier, Jill",Ponaganset,11:42.3,,,,,
States,,3000 Meters,1993,14,"Hoder, Emily",Barrington,11:47.2,,,,,
States,,3000 Meters,1993,15,"Shay, Jessica",North Kingstown,11:49.4,,,,,
States,,3000 Meters,1993,16,"Totoro, Erin",Toll Gate,12:09.6,,,,,
States,,3000 Meters,1993,17,"Wildgoose, Jennifer",St. Raphael's,12:15.5,,,,,
States,,400 Meter Relay,1993,1,"Pounds, Sharice",Rogers,51.2,,,,,
States,,400 Meter Relay,1993,1,"Edes, Kristen",Rogers,,,,,,
States,,400 Meter Relay,1993,1,"Jemmott, Kim",Rogers,,,,,,
States,,400 Meter Relay,1993,1,"Riley, Nicole",Rogers,,,,,,
States,,400 Meter Relay,1993,2,Duarte,South Kingstown,52.0,,,,fn,
States,,400 Meter Relay,1993,2,"Snow, Laura",South Kingstown,,,,, ,
States,,400 Meter Relay,1993,2,"Curtis, Tammy",South Kingstown,,,,, ,
States,,400 Meter Relay,1993,2,"Comerford, Kristen",South Kingstown,,,,,,
States,,400 Meter Relay,1993,3,"Sullivan, Erin",St. Mary's - Bayview,52.2,,,,,
States,,400 Meter Relay,1993,3,"Gomes, Nicole",St. Mary's - Bayview,,,,, ,
States,,400 Meter Relay,1993,3,"Bright, Audrey",St. Mary's - Bayview,,,,, ,
States,,400 Meter Relay,1993,3,"Powers, Rachel",St. Mary's - Bayview,,,,, ,
States,,400 Meter Relay,1993,4,"Beliveau, Danielle",East Providence,52.4,,,, ,
States,,400 Meter Relay,1993,4,"Woods, Christina",East Providence,,,,,,
States,,400 Meter Relay,1993,4,"Berthiaume, Melissa",East Providence,,,,,,
States,,400 Meter Relay,1993,4,"Kilgore, Dawn",East Providence,,,,, ,
States,,400 Meter Relay,1993,5,"Lamberto, Tammy",Woonsocket,52.5,,,,,
States,,400 Meter Relay,1993,5,"Morris, Anita",Woonsocket,,,,, ,
States,,400 Meter Relay,1993,5,"Lynch, Mary",Woonsocket,,,,, ,
States,,400 Meter Relay,1993,5,"Precourt, Lisa",Woonsocket,,,,,,
States,,400 Meter Relay,1993,6,"McPhail, Stacey",Hope,53.2,,,,,
States,,400 Meter Relay,1993,6,"Washington, Chanel",Hope,,,,,,
States,,400 Meter Relay,1993,6,"Garcia, Danitza",Hope,,,,, ,
States,,400 Meter Relay,1993,6,"Clinton, Kori",Hope,,,,,,
States,,400 Meter Relay,1993,7,"Palagi, Jennifer",Coventry,53.5,,,, ,
States,,400 Meter Relay,1993,7,"Macomber, Lisa",Coventry,,,,, ,
States,,400 Meter Relay,1993,7,"Verdi, Amy",Coventry,,,,, ,
States,,400 Meter Relay,1993,7,"Horlbogen, Erica",Coventry,,,,,,
States,,400 Meter Relay,1993,8,"Hitte, Allison",Chariho,54.5,,,, ,
States,,400 Meter Relay,1993,8,"Antaya, Tina",Chariho,,,,, ,
States,,400 Meter Relay,1993,8,"Mott, Heather",Chariho,,,,, ,
States,,400 Meter Relay,1993,8,"White, Julie",Chariho,,,,,,
States,,400 Meter Relay,1993,T-9,"Narcessian, Beth",Toll Gate,53.8,,,, ,
States,,400 Meter Relay,1993,T-9,"Silberman, Kristen",Toll Gate,,,,,,
States,,400 Meter Relay,1993,T-9,"Montouri, Suzanne",Toll Gate,,,,,,
States,,400 Meter Relay,1993,T-9,"Bayha, Lisa",Toll Gate,,,,, ,
States,,400 Meter Relay,1993,T-9,"McCann, Chrissy",Barrington,53.8,,,,,
States,,400 Meter Relay,1993,T-9,"Dupuy, Megan",Barrington,,,,, ,
States,,400 Meter Relay,1993,T-9,Grilli,Barrington,,,,,fn,
States,,400 Meter Relay,1993,T-9,"Demeo, Leslie",Barrington,,,,, ,
States,,400 Meter Relay,1993,11,"Armitage, Kelly",Middletown,54.0,,,, ,
States,,400 Meter Relay,1993,11,"Indersand, Hege",Middletown,,,,, ,
States,,400 Meter Relay,1993,11,"Fraser, Amy",Middletown,,,,, ,
States,,400 Meter Relay,1993,11,"Stewart, Beth",Middletown,,,,, ,
States,,400 Meter Relay,1993,12,"Grant, Janette",Classical,54.1,,,, ,
States,,400 Meter Relay,1993,12,"Dewar, Janeen",Classical,,,,, ,
States,,400 Meter Relay,1993,12,"Waters, Kim",Classical,,,,, ,
States,,400 Meter Relay,1993,12,"Leporacci, Kris",Classical,,,,, ,
States,,400 Meter Relay,1993,13,"Worcester, Jessica",Smithfield,54.8,,,,,
States,,400 Meter Relay,1993,13,"Balcolm, Donna",Smithfield,,,,,,
States,,400 Meter Relay,1993,13,"Busam, Terri",Smithfield,,,,, ,
States,,400 Meter Relay,1993,13,"Civito, Nicole",Smithfield,,,,, ,
States,,400 Meter Relay,1993,14,"Dore, Dana",North Kingstown,55.0,,,,,
States,,400 Meter Relay,1993,14,Heard,North Kingstown,,,,,fn,
States,,400 Meter Relay,1993,14,"Bittner, Kara",North Kingstown,,,,,,
States,,400 Meter Relay,1993,14,Mullen,North Kingstown,,,,,fn,
States,,400 Meter Relay,1993,15,"Stenovitch, Jennifer",Cumberland,55.6,,,,,
States,,400 Meter Relay,1993,15,"Kilsey, Lisa",Cumberland,,,,, ,
States,,400 Meter Relay,1993,15,"Szpila, Lisa",Cumberland,,,,,,
States,,400 Meter Relay,1993,15,"Caron, Becky",Cumberland,,,,,,
States,,400 Meter Relay,1993,16,"Quigley, Amy",Ponaganset,55.9,,,, ,
States,,400 Meter Relay,1993,16,"Keach, Alison",Ponaganset,,,,, ,
States,,400 Meter Relay,1993,16,"Armor, Lisa",Ponaganset,,,,,,
States,,400 Meter Relay,1993,16,"Boisvert, Stephanie",Ponaganset,,,,,,
States,,400 Meter Relay,1993,17,"Desimone, Susan",West Warwick,56.3,,,, ,
States,,400 Meter Relay,1993,17,"Pritchard, Amie",West Warwick,,,,, ,
States,,400 Meter Relay,1993,17,"Denson, Sue",West Warwick,,,,, ,
States,,400 Meter Relay,1993,17,"Langlais, Sarah",West Warwick,,,,, ,
States,,400 Meter Relay,1993,18,"Lightbown, Sarah",Lincoln,57.6,,,, ,
States,,400 Meter Relay,1993,18,"Lawlor, Gretchen",Lincoln,,,,, ,
States,,400 Meter Relay,1993,18,"Guay, Kim",Lincoln,,,,, ,
States,,400 Meter Relay,1993,18,"Lavallee, Suzanne",Lincoln,,,,,,
States,,400 Meter Relay,1993,19,Flanders,East Greenwich,58.7,,,,fn,
States,,400 Meter Relay,1993,19,"Pirro, Eva",East Greenwich,,,,, ,
States,,400 Meter Relay,1993,19,"White, Julie",East Greenwich,,,,,,
States,,400 Meter Relay,1993,19,"Andries, Lisa",East Greenwich,,,,,,
States,,1600 Meter Relay,1993,1,"Hughes, Elizabeth",St. Mary's - Bayview,4:06.3,,,,,
States,,1600 Meter Relay,1993,1,"Swanson, Amy",St. Mary's - Bayview,,,,,,
States,,1600 Meter Relay,1993,1,"Hixson, Megan",St. Mary's - Bayview,,,,,,
States,,1600 Meter Relay,1993,1,"Jones, Leigh",St. Mary's - Bayview,,,,,,
States,,1600 Meter Relay,1993,2,"Drury, Lauren",Smithfield,4:12.1,,,,,
States,,1600 Meter Relay,1993,2,"Stedman, Beth",Smithfield,,,,,,
States,,1600 Meter Relay,1993,2,"Busam, Terri",Smithfield,,,,,,
States,,1600 Meter Relay,1993,2,"Martin, Kathleen",Smithfield,,,, ,,
States,,1600 Meter Relay,1993,3,no names listed,Rogers,4:15.9,,,,relay,
States,,1600 Meter Relay,1993,4,no names listed,South Kingstown,4:16.6,,,,relay,
States,,1600 Meter Relay,1993,5,no names listed,Hope,4:17.8,,,,relay,
States,,1600 Meter Relay,1993,6,no names listed,St. Raphael's,4:20.9,,,,relay,
States,,1600 Meter Relay,1993,7,no names listed,Coventry,4:21.1,,,,relay,
States,,1600 Meter Relay,1993,8,no names listed,Cumberland,4:24.3,,,,relay,
States,,1600 Meter Relay,1993,9,no names listed,East Greenwich,4:25.1,,,,relay,
States,,1600 Meter Relay,1993,10,no names listed,East Providence,4:29.0,,,,relay,
States,,1600 Meter Relay,1993,11,no names listed,Pilgrim,4:29.4,,,,relay,
States,,1600 Meter Relay,1993,12,no names listed,Chariho,4:36.7,,,,relay,
States,,Shot Put,1994,1,"Carlsten, Emily",Warwick Vets,"39'5""",12.01 m,,,,
States,,Shot Put,1994,2,"Szrom, Jennifer",South Kingstown,"37'9""",11.50 m,,,,
States,,Shot Put,1994,3,"Welch, Diane",Pilgrim,"36'11""",11.25 m,,,,
States,,Shot Put,1994,4,"Mahoney, Karen",St. Raphael's,"36'6 3/4""",11.14 m,,,,
States,,Shot Put,1994,5,"Ducker, Madeline",East Greenwich,"35'3""",10.74 m,,,,
States,,Shot Put,1994,6,"Card, Jennifer",Toll Gate,"32'10""",10.00 m,,,,
States,,Shot Put,1994,7,"Poland, Shannon",Coventry,"32'4 1/2""",9.86 m,,,,
States,,Shot Put,1994,8,"Fiorentino, Melissa",Cranston West,"32'0 3/4""",9.77 m,,,,
States,,Shot Put,1994,9,"Mellodge, Patricia",Barrington,"31'11 1/2""",9.74 m,,,,
States,,Shot Put,1994,10,"Hackett, Amanda",Ponaganset,"31'6 1/2""",9.61 m,,,,
States,,Shot Put,1994,11,"Curtis, Jennifer",Pilgrim,"30'8""",9.34 m,,,,
States,,Shot Put,1994,12,"Tully, Ann",Chariho,"30'0""",9.14 m,,,,
States,,Shot Put,1994,13,"Craig, Celise",East Providence,"29'11 1/4""",9.12 m,,,,
States,,Shot Put,1994,14,"Fink, Shira",Toll Gate,"29'2 1/2""",8.90 m,,,,
States,,Shot Put,1994,15,"Whelan, Tara",Westerly,"29'0""",8.84 m,,,,
States,,Shot Put,1994,16,"Gonsalves, Ann Marie",Tolman,"27'11 1/2""",8.52 m,,,,
States,,Shot Put,1994,17,"Keena, Dea",Westerly,"27'4 1/2""",8.34 m,,,,
States,,Discus,1994,1,"Mellodge, Patricia",Barrington,"118'3""",36.04 m,,,,
States,,Discus,1994,2,"Murray, Lynda",Ponaganset,"112'11""",34.42 m,,,,
States,,Discus,1994,3,"Szrom, Jennifer",South Kingstown,"107'0""",32.61 m,,,,
States,,Discus,1994,4,"Sweeney, Tara",Barrington,"103'6""",31.54 m,,,,
States,,Discus,1994,5,"Hackett, Amanda",Ponaganset,"98'7""",30.04 m,,,,
States,,Discus,1994,6,"Ducker, Madeline",East Greenwich,"97'2""",29.62 m,,,,
